Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Very Good,Noise of passing trains,The location and the price,8.0,August 2024,"August 15, 2024",Bed in Men's 4-Bed Dorm,1,Solo traveler,8.3,0,0,0,1,0,0,0,0,1,0
Wonderful,"The breakfast was just okay, but it was complimentary!","The location was AMAZING. Beds and other accommodations were great, especially given the price. The staff was pleasant and accommodating, and I loved the opportunities to be social provided by the hostel.",9.0,July 2024,"August 13, 2024",Bed in Women's 6-Bed Dorm Ensuite,1,Solo traveler,8.3,1,0,0,0,1,0,0,1,1,0
Perfect for a quick jaunt into Chicagoland,"Though I personally felt safe and never concerned, it you arrive at the hostel at night, there will likely be unhoused residents taking up shelter outside under the overhang of the building as you approach it for the night. More reason we need to work on social supports and affordable housing etc but just informing other solo travelers that they are there and you are safe.","I stayed here for a brief overnight. There were severe weather storms and tornados that impacted my travel home. I decided that instead of fighting it and staying at the airport, I might as well enjoy Chicago. So I took the train into town from the airport and was able to get here easy in less than an hour. Front desk staff were available 24/7, and they have very secure and clean facilities. They coordinate events around town, and the people who stay here are so kind, inclusive, and friendly. 

Delicious breakfast and ability to store luggage until your flight out made it very simple for me. I was able to return to the hostel and get right back on the train to the Airport with minimal strain. 

I think this is a great place, well worth it's money and easy to connect and make acquaintances to go explore the city with. (I was on a solo mission to get the energy of the town more than see the sights myself)

Thank you to the staff who helped me and kept me safe through multiple tornados and severe weather storms that hit town. Pretty cool trip.",9.0,July 2024,"August 11, 2024",Bed in Women's 4-Bed Dorm,1,Solo traveler,8.3,1,0,1,1,1,0,1,0,0,0
Comfortable stay in a great location,The room was very cold during the night. Only one functioning shower stall and bathroom stall in the women’s restroom by my room. But even so I didn’t have an issue with long waits so it was okay.,"Great location, complimentary breakfast, everything was very clean. I was in a 10-bed but the room still felt spacious and the curtains in the bed were nice for a sense of privacy. Nice shared spaces on the property for working, eating, etc.",7.0,August 2024,"August 11, 2024",Bed in Women's 10-Bed Dorm,3,Solo traveler,8.3,1,1,1,0,0,0,1,0,1,0
Wonderful,"The only thing we didn't like is the size of the 'full size' bed which left us confused to start with. Even though it was comfortable enough, it would be nice to elaborate more on what the full size bed means as for us Europeans this is not a term we use.","At first we didn't realize we booked into a hostel private room with shared bathroom. However, the whole property management and facilities where excellent. The hostel is in an amazing location, easy to walk around downtown. It was great to have complementary breakfast everyday and new fresh towels upon request. Bathroom was always quiet and other room guests very respectful.",9.0,August 2024,"August 11, 2024",King size bed,2,Couple,8.3,1,1,1,0,0,0,1,0,1,0
Wonderful,Bed was very uncomfortable,Affordable and great Location,9.0,August 2024,"August 11, 2024",Full Size Bed,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,1,0
"Great stay, great value for money",More showers maybe needed,Breakfast included was great. A tour of downtown organised by the hostel was an amazing addition,9.0,August 2024,"August 9, 2024",Bed in Men's 10-Bed Dorm,2,Solo traveler,8.3,0,1,0,0,0,0,1,0,0,0
Good,You have to search for aa available shower.,"The hostel did its best to put our group together.  Breakfast had good variety, especially given the price.",7.0,July 2024,"August 9, 2024",Bed in Men's 10-Bed Dorm,1,Group,8.3,0,1,0,0,0,0,1,0,0,0
Fantastic value for downtown Chicago! Really great hostel experience,"As any downtown area of a big city, the hostel surroundings get pretty sketchy at night. There is also a bunch of homeless living on the same block. But I still felt super safe inside! Just decided not to wander alone after dark.","Location couldn’t be better.
Staff were really great and service was prompt at front desk! 
Facilities are spacious, nicely decorated, with lots of common spaces. Felt safe with all the locks and security features. 
8-bed female dorm was excellent! With double sink, shower and toilet inside the bedroom, it was super convenient. Towels were comfy and bed linens were sparkling clean. Good size locker.",9.0,August 2024,"August 7, 2024",Bed in Women's 8-Bed Dorm Ensuite,1,Solo traveler,8.3,1,0,1,0,1,0,0,0,1,0
Wonderful,"A kettle  for tea and ramen in our kitchen would have been nice, but there was one on the 2nd floor in the full kitchen, so we went there.","Loved being able to have a private room at a reasonable cost, and really enjoyed the social amenities--group activities, pool table, ping pong, lounge!",9.0,July 2024,"August 6, 2024",Twin Over Full Bunk Bedroom,3,Family,8.3,1,0,1,1,0,0,0,0,0,0
Wonderful,,Close to the park for Lollapalooza,9.0,August 2024,"August 5, 2024",Bed in Women's 4-Bed Dorm,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Wonderful,,"Breakfast, location for an affordable price",9.0,July 2024,"August 2, 2024",Bed in Men's 8-Bed Dorm Ensuite,3,Solo traveler,8.3,0,0,0,0,0,0,1,0,1,0
Just enough to get me through the night,Next to RTA bus tracks and was very noisy.,It was right next to Art of Institute and Millennium Park.,8.0,July 2024,"August 1, 2024",Bed in Men's 10-Bed Dorm,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Great budget hostel ideal for solo travellers,Nothing to dislike.,"Cheerful staff, clean facilities, and other guests made the whole experience much better than expected.

Also, the laundry room really helped with travelling light.

The hostel also provides activities such as walking tours of the city, a games/activity room, so no need to feel lonely.",9.0,July 2024,"July 30, 2024",Bed in Men's 8-Bed Dorm Ensuite,1,Solo traveler,8.3,1,0,1,0,1,0,0,0,0,0
Good place near everything . Maybe getting a tad pricey.,"My top bunk was a little dangerous to get up into.
Could of fallen if very tired or had been drinking.",Breakfast very goid,8.0,July 2024,"July 29, 2024",Bed in Men's 8-Bed Dorm Ensuite,2,Group,8.3,0,0,0,0,0,0,1,1,0,0
It’s a good place to stay in and enjoy your days in Chicago.,"There’s just water fountain in the 2nd floor and it’s bad if you need it over the night. Besides that, the AC wasn’t working and over the day, it was kind of warm.",It’s close to everything and they have a good breakfast,8.0,July 2024,"July 29, 2024",Bed in Women's 4-Bed Dorm,2,Solo traveler,8.3,0,0,0,0,0,0,1,0,0,0
,,,8.0,July 2024,"July 29, 2024",Bed in Women's 4-Bed Dorm,2,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Good,Floor was sticky... Definitely a sandal situation,Central location,7.0,July 2024,"July 28, 2024",Full Size Bed,3,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Great location. Friendly staff. Would stay again.,Water pressure in the showers wasn’t great. Room was close to the train tracks so not great if you are a light sleeper.,Good location. Clean. Friendly. Simple. Great place to sleep and make home base for exploring.,9.0,July 2024,"July 27, 2024",Full Size Bed,2,Family,8.3,1,1,0,0,1,0,0,0,1,0
Wonderful,Didn't like that there were a lot of homeless people sleeping around the building.,"Friendly and helpful staff.. Clean, quiet, good breakfast,  lots of stuff to do at the hostel. Very good location.",9.0,July 2024,"July 27, 2024",Bed in Women's 10-Bed Dorm,2,Solo traveler,8.3,1,0,0,1,1,0,1,0,1,0
"Great central location, clean and comfy, has everything you need!",Air conditioning too cold in the building,"Downtown location, helpful friendly staff and good facilities.",8.0,July 2024,"July 23, 2024",Bed in Women's 8-Bed Dorm Ensuite,3,Solo traveler,8.3,0,1,1,1,1,0,0,0,1,0
Come see the homeless,"Homeless camp outside the front door. Naked man sunbathing was particularly unpleasant to witness.

The kitchen in the private room has zero stuff. Not even a cup or piece of cutlery. This is ridiculous 

Breakfast was terrible. Bread and boiled eggs. No fruit no potatoes.","Great location 
Very good value for money considering extortionate costs for hotels in downtown",7.0,July 2024,"July 22, 2024",Two-Bedroom Suite,3,Couple,8.3,0,1,0,1,0,0,0,1,1,0
Very Good,,"Location, facilities and activities",8.0,June 2024,"July 21, 2024",Bed in Women's 4-Bed Dorm,3,Solo traveler,8.3,0,0,1,0,0,0,0,0,1,0
Good,Didn't feel like a hostel,,7.0,July 2024,"July 19, 2024",Bed in Women's 10-Bed Dorm,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Will stay here if all hotels are booked.,"Lack of Central AC. Stale & stuffy air. Wished windows could open. Bathroom lock barely works. Decor can be warmer. Add lighting, art on the wall. Have designing interns / HGTV help to redecorate.",Availability at a very reasonable price. Staff is friendly! Love the central location!!!,7.0,July 2024,"July 18, 2024",Full Size Bed,1,Solo traveler,8.3,0,1,0,0,1,0,0,0,1,0
"best location for the price, clean, amazing breakfast",For the price everything was great,"The location can't be beaten especially if you keep in mind that hotels in this area are really expensive. Right in the middle of downtown, two blocks away from Michigan Street and close to train stations and bus stops and walking distance from lots of main attractions like the cloud, Lincoln Park, The Riverwalk, etc. Although the building is old and the furniture is outdated, it was very comfortable and. Breakfast was outstanding, with many delicious options to choose from.",9.0,July 2024,"July 16, 2024",Bed in Women's 4-Bed Dorm,7,Solo traveler,8.3,1,0,1,0,0,0,1,0,1,0
"Awesome location, very convenient for a few day trips for the city.",,"Perfect location in downtown, only 10min walk to Millennial Park and close to train lines.",9.0,June 2024,"July 16, 2024",Bed in Men's 4-Bed Dorm,3,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Very Good,Not really,"The breakfast is very good buffet, it's located in downtown, and the room is out of our expectation, newer than the images. From our room we can see metro and good view of the city",8.0,June 2024,"July 13, 2024",Full Size Bed,1,Couple,8.3,1,0,0,0,0,0,1,0,1,0
Recommended for a stay in Downtown Chicago :),"Room size comparably small, but for us absolutely fine.","Short distance to City Center and Lake Michigan, friendly staff, great selection for breakfast in US + no plastic plates and cutlery.",9.0,July 2024,"July 12, 2024",Full Size Bed,4,Couple,8.3,0,1,0,0,1,0,1,0,1,0
Very Good,The lifts were very slow.,"Room was simple but clean, quiet and had everything I needed.",8.0,June 2024,"July 12, 2024",Full Size Bed,2,Solo traveler,8.3,1,0,0,0,0,0,0,0,0,0
Amazing stay at the right price and location.,The breakfast could have more variety.,The room and location were really ideal.  I especially liked the game and social area.  The open area really helped to make our stay social and enjoyable.,9.0,July 2024,"July 12, 2024",Twin Over Full Bunk Bedroom,4,Family,8.3,1,0,0,0,0,0,0,1,1,0
Almost 10/10,I asked for the lower part of the chunk bed but (even after confirmation of the staff) nothing was done with that request.,"Excellent location, great basic breakfast and very clean rooms + free water all day/night.",9.0,July 2024,"July 11, 2024",Bed in Men's 4-Bed Dorm,2,Solo traveler,8.3,1,1,0,0,0,1,1,0,1,0
Good,"my room was hot..l could not adjust. 
l am always cold..so this was unusual..not a great night",clean and affordable. Nice staff,7.0,July 2024,"July 11, 2024",Twin Over Full Bunk Bedroom,1,Solo traveler,8.3,1,1,0,0,1,0,0,0,0,0
Wonderful,,"Nice atmosphere, kind people, great breakfast",9.0,July 2024,"July 10, 2024",Bed in Men's 4-Bed Dorm,5,Solo traveler,8.3,0,0,0,0,0,0,1,0,0,0
Wonderful,Will reserve comment for now.,Hostel appears to be well managed.,9.0,July 2024,"July 10, 2024",Bed in Men's 4-Bed Dorm,2,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Great facility overall,Many restrooms are out of order.,"Location is great.
The room is spacious.",8.0,July 2024,"July 8, 2024",Bed in Women's 10-Bed Dorm,3,Solo traveler,8.3,1,1,1,0,0,0,0,0,1,0
Wonderful,,it was clean and the ubication was pretty good. i’ve never took metro or uber,9.0,July 2024,"July 6, 2024",Twin Over Full Bunk Bedroom,2,Family,8.3,1,0,0,0,0,0,0,0,0,0
Good,"For what it's worth, I wasn't the biggest fan of the beds and would have appreciated a little more privacy (through curtains, for instance). The bathrooms were also a little minimalist for my taste.","The front desk was great, and I appreciated the events offered by the hostel, often free of charge. The location made it easy to see a lot of the city, and the relatively cheap price seems like all the more of a great deal in light of that.",7.0,June 2024,"July 5, 2024",Bed in Women's 8-Bed Dorm Ensuite,3,Solo traveler,8.3,0,1,0,0,0,0,0,0,1,0
Great. I will try agian If I come chicago again,Room temprature.,Every thing was excellent except for room temprature. It was freezing cold.,9.0,July 2024,"July 3, 2024",Bed in Women's 8-Bed Dorm Ensuite,4,Solo traveler,8.3,1,1,0,0,0,0,0,0,0,0
Very Good,My only wish is that the bathrooms were cleaned more often as they are shared by quite a lot of people.,"The location is great, just a 20-minute walk to Grant Park and the Harbor. The breakfast was also pretty good: eggs, bagels, bread, incredible muffins, and fruit. The overall vibe was awesome. The staff was extremely nice and friendly.",8.0,June 2024,"July 2, 2024",Full Size Bed,1,Family,8.3,0,1,0,0,1,0,1,0,1,0
Very Good,,"Location is very convenient, breakfast is nice, and their staff is attentive and kind.",8.0,July 2024,"July 2, 2024",Bed in Men's 8-Bed Dorm Ensuite,2,Solo traveler,8.3,0,0,0,0,1,0,1,0,1,0
Wonderful,You couldn't turn up or down the ac conditioner in the room,Everything was clean and personal was very kind,9.0,May 2024,"July 2, 2024",Full Size Bed,1,Couple,8.3,1,1,0,0,0,0,0,0,0,0
Wonderful,,"The location was unbeatable for the price, and the amenities were well maintained. Breakfast was lively and satisfactory, especially since it was free. It’s not as private as a hotel room, but the private bedroom option was still enough privacy for a comfortable sleep, and the hostel as a whole felt very safe and welcoming.",9.0,June 2024,"June 29, 2024",Twin Over Full Bunk Bedroom,1,Group,8.3,1,0,0,0,0,0,1,0,1,0
convenient location for metro and then Amtrak,Kitchen area near my room just had a couple of stained old cups  and the odd item of cutlery which let the place down,breakfast area very spacious and appealing. Food better than expected. Liked the view of the raised metro line. Bedding was not too hot which is often an issue in hotels.,8.0,May 2024,"June 28, 2024",Full Size Bed,1,Solo traveler,8.3,1,1,1,1,0,0,1,0,1,0
"Great location, excellent vibe","AC wasn't working well the first night in the whole hallway of the 7th floor and in our room. Downstairs was frosty, but we were wishing it were much cooler where we were sleeping. Bed was a double, so ww were a little more squished than we're used to, but that's what I signed up for, so that's on me.","Outstanding location, fun vibe, good continental breakfast, helpful staff. We let them know about our AC issue, and they may have worked on it, or it was just a cooler day that next day",9.0,June 2024,"June 28, 2024",Two-Bedroom Suite,2,Family,8.3,0,1,0,0,1,0,1,0,1,0
Wonderful,The rooms are clean and sufficient.  A little colored paint would go a long way - the feel of the main area extended to the rooms,"Such a bonus that breakfast was included - there were many activities you could jump into, if you had the time. So great that they have private family rooms as well as bunks in a dorm",9.0,June 2024,"June 27, 2024",Twin Over Full Bunk Bedroom,1,Couple,8.3,1,1,0,0,0,0,1,0,0,0
It was a great stay compared to the price and the great location.,There should be water for the guests,Cleanness,8.0,June 2024,"June 25, 2024",Bed in Men's 4-Bed Dorm,3,Solo traveler,8.3,1,0,0,0,0,0,0,0,0,0
Great option in Chicago,"More toilet and shower could have been better,","Good location, reasonable price, free breakfast and coffee. Clean room and bed.",8.0,May 2024,"June 24, 2024",Bed in Men's 10-Bed Dorm,1,Solo traveler,8.3,1,1,0,0,0,0,1,0,1,0
"It was good experience, and I would stay again in the future.",I wouldn't say I liked the breakfast. I found the options quite limited.,"I like the location, the bed and the overall service.",8.0,June 2024,"June 23, 2024",Bed in Women's 8-Bed Dorm Ensuite,6,Solo traveler,8.3,1,0,0,0,1,0,0,1,1,0
Very Good,One guy tried to break into our room. We told the staff. You should definitely bring a lock with you.,"Location was amazing. The staff was very friendly and helpful. Your experience depends on what kind of roommates you will have. They also have many activities for free. If you are a solo traveler, it is easy to make friends here.",8.0,June 2024,"June 21, 2024",Bed in Women's 8-Bed Dorm Ensuite,3,Solo traveler,8.3,1,1,0,0,1,1,0,0,1,0
Great accommodation and value but needs to be more consistent with AC,Air conditioning in the room was not cool enough which made it warm during a heat wave (although AC was working perfectly in the lounge),"Convenient location, great price, large lockers, comfortable lounge area",9.0,June 2024,"June 21, 2024",Bed in Men's 4-Bed Dorm,2,Solo traveler,8.3,1,1,1,1,0,0,0,0,1,0
Wonderful,"It was very hot on the sixth floor. People were not wearing shirts or pants at times because of it in the common area. 

Wish coffee was available for a longer time.",shared kitchen on the second floor is great.,9.0,June 2024,"June 21, 2024",Twin Over Full Bunk Bedroom,4,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Wonderful,,"very nice hostel in the center of the city, walking distance from the main park and the riverwalk. Nice staff, nice breakfast and clean facilities, the guests are really respectful (quiet room even though there were 10 people in it) and the staff is helpful !",9.0,May 2024,"June 20, 2024",Bed in Women's 10-Bed Dorm,1,Solo traveler,8.3,1,0,1,0,1,0,1,0,1,0
fun to be close to the downtown life of Chicago.,"many things to do, our room was private and clean.",the location is brilliant.,8.0,June 2024,"June 20, 2024",Twin Over Full Bunk Bedroom,2,Family,8.3,0,1,0,0,0,0,0,0,1,0
A fantastic place!,The hot water in the showers on my floor was cold. Had to go to a lower floor to have hot water function in the shower.,"The free tours, the coffee machine with hot coffee anytime of the day, the games, the welcome gatherings, the info desk, the nice and extremely helpful staff, the impeccable location, the well equipped kitchen and the amazing continental breakfast!!",9.0,June 2024,"June 19, 2024",Bed in Women's 10-Bed Dorm,7,Solo traveler,8.3,0,1,0,0,1,0,1,0,1,0
"Great location, affordable stay",,"Affordable and well located. As an older solo woman traveller, I felt safe and welcomed.",8.0,June 2024,"June 18, 2024",Bed in Women's 4-Bed Dorm,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
"Fun, would do again - please lift the ac & get hooks in the bathroom stalls, and try multigrain","Freezing cold in dorms, single blanket, no paper towels in bathroom in am, no hooks in bathroom stalls, white flour bread, bagels, rolls, muffins

Can’t take a green shower if you have to wait 3 minutes to figure out the faucet has to be turned all the way around back into the cold, to even be warm.","Location, open kitchen 24/7 was warm with nice view, safe, excellent price",8.0,June 2024,"June 18, 2024",Bed in Women's 10-Bed Dorm,3,Solo traveler,8.3,0,1,0,1,0,0,0,0,1,0
great price and location! will stay again :),"i stayed on a top bunk that was very squeaky at even the slightest movement, so it was hard not to disturb anyone else. breakfast also could have been better, a different variety of fruits and proteins would have been nice, as it was mainly carbs, and the only protein i saw was hard-boiled eggs. Really the only two issues i saw when i stayed, the rest was good.","The location was really convenient, and the staff were very friendly !! i really liked that they had an industrial kitchen, and the amenities were great. rooms were nice, and it wasn’t loud where i stayed.",9.0,May 2024,"June 18, 2024",Bed in Women's 4-Bed Dorm,2,Solo traveler,8.3,1,0,0,0,1,0,0,1,1,0
All and all is good!,"Room cleaning not everyday, showering water comes out little bit weak.
Breakfast did not have any veges or meat. But they have apples, banana, boil egg and outmeal rice. Just you need to go there earlier ~or only bread and yogurt.","I like the bed, but little bit hard to climb in and out the bed. (Cz the wood safe is too high)
Feel safe, cz you need to have a card to everywhere. 
Kitchen is so good to cook. 
Hairdryer is in the room, just it has overheart protect,  you need to wait for a while to use it second time if you have long hair. 
Free activities!! Awesome way to know this city and meet new people. 
If you don't have too much schedule, you can just follow their daily activity or ise their free facilities:)",9.0,June 2024,"June 17, 2024",Bed in Women's 8-Bed Dorm Ensuite,3,Solo traveler,8.3,1,1,1,0,0,0,0,1,0,0
Wonderful,,"Love seeing a variety of people, young, families, etc. Easy blend of people, too rare these days.",9.0,May 2024,"June 14, 2024",Bed in Men's 4-Bed Dorm,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Very Good,The breakfast is more or less.,Good location.,8.0,June 2024,"June 14, 2024",Bed in Women's 10-Bed Dorm,1,Solo traveler,8.3,0,0,0,0,0,0,0,1,1,0
Wonderful,Only one shower in each floor. Very difficult to get ready in morning,,9.0,June 2024,"June 11, 2024",Bed in Men's 10-Bed Dorm,2,Solo traveler,8.3,0,1,0,0,0,0,0,0,0,0
Overall…pleasant..beautiful stay..Gracias !!,Some of the stuff was rude and unwilling to help,"Everything! From location, kitchen, cleanliness,game room, dining room, etc",9.0,May 2024,"June 11, 2024",Bed in Men's 8-Bed Dorm Ensuite,7,Solo traveler,8.3,1,0,0,0,0,0,0,0,1,0
I had a good weekend at Hi Chicago,,The breakfast was amazing compared to other hostel services.,9.0,June 2024,"June 10, 2024",Bed in Women's 10-Bed Dorm,2,Solo traveler,8.3,0,0,0,0,1,0,1,0,0,0
Overall very good! I’d stay there again,Sirens at night and loud at times after 10 pm,"Lots to do
Love breakfast and the tv/game room",8.0,May 2024,"June 9, 2024",Twin Over Full Bunk Bedroom,10,Solo traveler,8.3,1,0,0,0,0,0,1,0,0,0
I’m not sure but would go back,There wasn’t a small shelf next to our beds to place some items,Fun and quiet,9.0,May 2024,"June 7, 2024",Bed in Women's 10-Bed Dorm,4,Solo traveler,8.3,0,1,0,0,0,0,0,0,0,0
"Perfect, clean, safe and comfy!","We have a lil problem with the temperature, was 60 Fahrenheit outside and in the room;( we go to ask on reception if they can put it a little warmer and they just give us another blanket, other than that everything was okay",Everything,8.0,May 2024,"June 7, 2024",Full Size Bed,3,Couple,8.3,0,1,0,0,0,0,0,0,0,0
Wonderful,"The price! 
I stayed in the same facility last month (only one month away) and the price doubled!","Great location, close to most of my favourite destinations. Free breakfast is enough and decent.",9.0,May 2024,"June 6, 2024",Full Size Bed,1,Couple,8.3,0,0,0,1,0,0,1,0,1,0
Very good location and attentive staff!,Friendly reminder to bring your own lock for the lockers.,Very nice location! The facilities offered many options to pass the time and the staff was very helpful in explaining all the details and activities. Would recommend as a very dynamic way to get to know the city.,9.0,May 2024,"June 4, 2024",Bed in Women's 6-Bed Dorm Ensuite,3,Solo traveler,8.3,0,0,1,0,1,1,0,0,1,0
"it was lovely , first time experience , affordable, good location , friendly staff",considering my room had 8 beds would be more ideal to have multiple bathrooms but it worked out. vending machine didnt want to work. bathrooms needs shower mats.,"did not have the breakfast , wasnt aware of location until too late also did not ask. it was quiet, nice that there was a cafe next door and great location over all. easy check in and check out",8.0,June 2024,"June 4, 2024",Bed in Men's 8-Bed Dorm Ensuite,2,Solo traveler,8.3,0,1,0,0,0,0,1,0,1,0
Excellent stay near downtown Chicago !!,Nothing major. You get what you pay for !!,"Price, location & overall vibe",8.0,June 2024,"June 2, 2024",Bed in Men's 8-Bed Dorm Ensuite,2,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Great,Nothing,The bedroom was clean,8.0,April 2024,"May 30, 2024",Bed in Women's 8-Bed Dorm Ensuite,4,Solo traveler,8.3,1,0,0,0,0,0,0,0,0,0
"Overall, my stay was really good. The room was clean, comfy bed with curtains, everything was working fine. Bathrooms we",The staff could be more friendly.,"Everything is very clean, amazing breakfast.",8.0,May 2024,"May 30, 2024",Bed in Women's 10-Bed Dorm,3,Solo traveler,8.3,1,0,0,0,0,1,1,0,0,0
Wonderful,"Only one shower on our floor, the other was out of commission","Super great hostel! They organise lots of fun evenings and tours. Beds are good and comfortable. Staff is super friendly and helpful. Breakfast is simple but good. The only reason for 9 stars instead of 10 is because our floor only had one shower. Other than that amazing experience, couldn't have been better!",9.0,May 2024,"May 29, 2024",Bed in Women's 10-Bed Dorm,3,Solo traveler,8.3,1,1,0,0,1,0,1,0,0,0
Value for money & nice place with nice people,"Breakfast is good but stayed in 5 days & all the days got the same breakfast. 

Room is nice & very well placed but daily bed sheets & towels are not changing.","Prime location. 
Breakfast is good but stayed in 5 days & all the days got the same breakfast
Room is nice & very well placed but daily bed sheets & towels are not changing.",9.0,May 2024,"May 27, 2024",Bed in Men's 8-Bed Dorm Ensuite,5,Solo traveler,8.3,1,1,0,1,0,0,1,1,1,0
It was very pleasant.,one of the showers was broken,the location was very convient,9.0,May 2024,"May 24, 2024",Bed in Men's 10-Bed Dorm,7,Solo traveler,8.3,0,1,0,0,0,0,0,0,1,0
Wonderful,,Great location,9.0,May 2024,"May 22, 2024",Bed in Men's 4-Bed Dorm,2,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Perfect location for a city trip. The room and bed was clean. The free breakfast is pretty good.,Nothing,Location,9.0,May 2024,"May 21, 2024",Bed in Women's 4-Bed Dorm,4,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
