Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
My kids and I went to Atlanta for the aquarium and stayed one night. Everyone was so friendly and accommodating. The res,,"Valet was quick and easy. The bed was super comfy, the employees were all friendly.",10.0,July 2024,"July 2, 2024",Double Room with Two Double Beds,1,Family,8.5,1,0,0,0,1,0,0,0,0,0
Exceptional,,The balcony and fast friendly staff,10.0,June 2024,"July 1, 2024",Queen Room with Two Queen Beds and Balcony,2,Family,8.5,0,0,0,0,1,0,0,0,0,0
It totally met my needs,Nothing,"The location, cleanliness and lack of noise. Also that the elevators worked!",9.0,June 2024,"June 30, 2024",King Room with Balcony,5,Solo traveler,8.5,1,0,1,0,0,0,0,0,1,0
It was definitely a great stay,Didn’t eat,,10.0,June 2024,"June 28, 2024",Queen Room,1,Couple,8.5,0,0,0,0,0,0,0,0,0,0
Our preferred Atlanta Hotel,"We waited for 30 minutes for valet and just missed an opening.  This is the only time we've had this problem, but the staff was super helpful in finding us a garage to park at that was really close to the hotel.","Our room (Balcony King) was excellent, clean, comfortable.  The hotel staff was over the top amazing and helpful.  We stay at this location every time we visit Atlanta.  Parking at valet can be challenging if you get there too late, try to arrive before rush hour.",10.0,June 2024,"June 26, 2024",King Room,1,Couple,8.5,1,0,1,0,1,1,0,0,1,0
Exceptional,$55/day for parking after paying $569 for 3 nights was ridiculous,,10.0,June 2024,"June 24, 2024",Queen Room with Two Queen Beds and Balcony,3,Group,8.5,0,0,0,1,0,0,0,0,0,0
Exceptional,No complaints. It was very good,Very luxurious! Good room service and selection of restaurants,10.0,June 2024,"June 24, 2024",Queen Room,2,Family,8.5,1,0,0,0,1,0,1,0,0,0
We had a wonderful time.,it can get crowded to enter the hotel parking for valet in the weekends.,the staff was so friendly and kind. the hotel was beautiful. We had a small issue with bathroom but housekeeping came immediately and resolved it. There are plenty of food choices in the hotel with good food.,9.0,June 2024,"June 24, 2024",Queen Room with Two Queen Beds with Balcony and City View,3,Family,8.5,1,0,0,1,1,0,1,0,0,0
Exceptional,I can't think of anything that I didn't like. I loved everything!,"I loved the location and the design of the hotel. Everything was beautiful! I was there on a business trip, and the FedEx business center located on lobby level was so convenient and much needed!",10.0,June 2024,"June 20, 2024",Queen Room with Two Queen Beds and Balcony,1,Family,8.5,0,0,1,0,0,0,0,0,1,0
Wonderful,"Breakfast is a little pricey and not included with stay, but very attentive staff and good quality options. Not a lot of counter space in the bathroom for toiletries. There also seemed to be a bit of an understaffing issue for the front desk where 1 or 2 employees were tasked with managing the 8+ guests checking in (at least when I checked in around 3pm).",Room and facilities as a whole were exceptionally clean. Single room was small but I was surprised by how efficient the space was used. Perfect for a little work travel.,9.0,June 2024,"June 18, 2024",Queen Room,4,Solo traveler,8.5,1,1,1,1,0,1,0,1,0,0
Turned me off of Hyatt brand.,"There were no amenities, no toiletries, and water cost $4 a bottle. The room itself was terrible, tucked away in a corner and had an industrial toilet that splashed water everywhere if you happened to flush with the lid open. The closet door wouldn’t shut and the bathroom had ZERO counter space. This hotel is well overpriced for what you get.",The location and town staff are pretty much the only thing I can say was outstanding.,7.0,June 2024,"June 18, 2024",Queen Room,3,Solo traveler,8.5,0,1,0,1,1,0,0,0,1,0
Nice place to stay,The staff in general were great…except 1 ! One of the senior team in the restaurant -Paul -was probably one of the most ignorant and disrespectful member of a customer service team I have ever come across.,Great location and facilities,10.0,June 2024,"June 15, 2024",Queen Room,3,Couple,8.5,0,0,1,0,0,1,0,1,1,0
Would 100% stay again!,,"Loved our room, access to the city! Valet parking.",10.0,June 2024,"June 13, 2024",Double Room with Two Double Beds,2,Family,8.5,1,0,1,0,0,0,0,0,0,0
Wonderful stay in a great location,Nothing,Very clean and organized,10.0,June 2024,"June 12, 2024",Corner Deluxe King Room,1,Couple,8.5,1,0,0,0,0,0,0,0,0,0
good,"I did not like the toilet seat. It is higher than the general toilet seat and too high for me to sit but it may be helpful to avoid toilet water split to my body. The other thing is that it can be better if can provide recommendation about the food and grocery place near the hotel. I found the place providing many different kinds of food behind the building when I left, feel pity not know them before and no chance to try.","it has big window, I like natural light, easy to visit some places near center of the city.",8.0,June 2024,"June 11, 2024",King Room with Accessible Shower - Disability Access,2,Family,8.5,0,0,0,1,0,1,0,1,1,0
Title,Getting food delivered to the room is $$ and there wasn't a warning until after checkout.,It was a great room and the layout is amazing.,10.0,May 2024,"June 11, 2024",Queen Room,1,Group,8.5,1,1,0,0,0,0,0,1,0,0
Wonderful,The breakfast at Sway was subpar. The buffet food was cold but the customer made omelet was good. Definitely not worth the money.,Newly remodeled rooms,9.0,June 2024,"June 10, 2024",Queen Room with Two Queen Beds and Balcony,2,Family,8.5,1,0,0,0,0,0,0,1,0,0
Exceptional,The breakfast buffet is not worth $30. Service was very slow. We ordered off the menu and they discouraged us from doing so. They were unable to provide any specialty drinks that were on the menu. They said they needed a manager and the manager said they didn't have time.,,10.0,June 2024,"June 10, 2024",Queen Room,2,Group,8.5,0,0,0,0,0,1,0,1,0,0
I enjoyed my time!!,Our beds were striped while we were gone by accident from miscommunication between staff,Location for us to walk to State Farm Arena,10.0,June 2024,"June 10, 2024",Double Room with Two Double Beds,1,Group,8.5,0,1,0,0,0,1,0,0,1,0
Exceptional,,"Friendly staff, clean rooms, efficient park attendants and great location.",10.0,June 2024,"June 9, 2024",Queen Room,1,Couple,8.5,1,0,0,0,1,0,0,0,1,0
Exceptional,,Staff was great.,10.0,June 2024,"June 9, 2024",Queen Room,2,Family,8.5,0,0,0,0,1,0,0,0,0,0
Amazing. Definitely I would come back,Nothing. Everything was really tidy and excellent service.,Friendly staff and location was walking distance to restaurants and touristic places.,10.0,June 2024,"June 9, 2024",Queen Room with Two Queen Beds and Balcony,2,Group,8.5,0,0,0,0,1,1,1,0,1,0
Perfect,The parking,Is fantastic and clean,10.0,June 2024,"June 9, 2024",Queen Room,1,Group,8.5,1,0,0,1,0,0,0,0,0,0
Wonderful stay overall.,"Valet is pricey. Ice machine broken on the 19th floor,",The hotel is beautiful- walking distance to State Farm Arena.,10.0,May 2024,"May 31, 2024",Queen Room with Two Queen Beds and Balcony,2,Group,8.5,0,0,0,0,0,0,0,0,0,0
My children and I enjoy this hotel,Every one was held,Very nice location,10.0,May 2024,"May 28, 2024",Queen Room with Two Queen Beds and Balcony,4,Family,8.5,0,0,0,0,0,0,0,0,1,0
Exceptional,,"Very spacious rooms, very comfortable and clean! Definitely will be coming back!",10.0,May 2024,"May 28, 2024",King Room with Accessible Tub - Disability Access,3,Family,8.5,1,0,1,0,0,0,0,0,0,0
Would do it again any day,,"Front desk was extra nice, helped me get the room I desired.",10.0,April 2024,"May 25, 2024",Queen Room,1,Solo traveler,8.5,1,0,0,0,0,0,0,0,0,0
Exceptional,,The front desk was very very nice,10.0,May 2024,"May 25, 2024",Double Room with Two Double Beds and Accessible Tub - Disability Access,1,Family,8.5,0,0,0,0,0,0,0,0,0,0
Very Good,The shower pressure,It was really comfortable and the staff were very friendly and willing to help if we needed anything,8.0,April 2024,"May 24, 2024",Queen Room,2,Family,8.5,0,1,0,0,1,0,0,0,0,0
Very relaxing,There was nothing.,"Clean, spacious and comfortable.",10.0,May 2024,"May 23, 2024",Corner Deluxe King Room,5,Family,8.5,1,0,1,0,0,0,0,0,0,0
Wonderful,,The exercise room was very well equipped. The corner king room was spacious.,9.0,April 2024,"May 20, 2024",Corner Deluxe King Room,3,Couple,8.5,1,0,1,0,0,0,0,0,0,0
Short and sweet.,The room was extremely small and unlike the pictures they had online. The room was expensive and too small for the price we paid.,The location of the hotel. The cleanliness of the rooms. Thr security at the hotel.,8.0,May 2024,"May 16, 2024",Queen Room,2,Couple,8.5,1,1,0,0,0,0,0,0,1,0
Best scenery of Atlanta. Day and night time. Lovely room as well.,I loved everything.,The scenery. The balcony. Lots of lighting,10.0,March 2024,"May 11, 2024",King Room with Balcony and City View,1,Solo traveler,8.5,0,0,0,0,0,0,0,0,0,0
"Nice stay , would stay again",,Location and beds,9.0,May 2024,"May 9, 2024",Double Room with Two Double Beds and Accessible Tub - Disability Access,2,Couple,8.5,1,0,0,0,0,0,0,0,1,0
Loved this place and would stay again!!!!,,"Breakfast (including fresh honeycomb)
The room
The fanciness
The mall like feel
This is more than just a hotel",9.0,May 2024,"May 6, 2024",Double Room with Two Double Beds,1,Family,8.5,1,0,0,0,0,0,1,0,0,0
It was lovely everything,Nothing,Everything,10.0,May 2024,"May 5, 2024",King Room with Balcony,2,Couple,8.5,0,0,0,0,0,0,0,0,0,0
Nice stay for a family with kids,No complaints,"Perfect for a family of 3. The room is clean. The location is very nice, 5-10 min to Aquarium",9.0,April 2024,"May 2, 2024",King Room,2,Family,8.5,1,0,0,0,0,0,0,0,1,0
It was a nice and relaxing stay,"TV was not smart so couldn’t used streaming services, sheets were damped and smelled like mold had to request new ones, someone was pouring water over the balcony and I was sitting outside so I got wet.","Decor in the lobby, bathroom",10.0,April 2024,"April 29, 2024",Queen Room with Two Queen Beds and Balcony,3,Group,8.5,1,0,1,0,0,1,0,0,0,0
"It was relaxing, we really enjoyed the view",We would have liked to park own car.,I liked the size of the room. It was very clean! We enjoyed the food!,10.0,April 2024,"April 29, 2024",Queen Room,2,Couple,8.5,1,0,0,0,0,0,1,0,0,0
Awesome!!,,The breakfast was good. The view from our hotel room was awesome!!,10.0,April 2024,"April 29, 2024",Queen Room,2,Couple,8.5,1,0,0,0,0,0,1,0,1,0
Exceptional,,Overall the stay was great I opted out of the breakfast too expensive and decided to go to local restaurants near by,10.0,April 2024,"April 26, 2024",Queen Room with Two Queen Beds with Balcony and City View,5,Family,8.5,0,0,0,0,0,0,1,0,0,0
Best location and love the hotel balcony great view,,Location,10.0,April 2024,"April 25, 2024",Queen Room with Two Queen Beds and Balcony,1,Couple,8.5,0,0,0,0,0,0,0,0,1,0
Exceptional,The bathroom was dirty,The location,10.0,April 2024,"April 23, 2024",Queen Room,2,Solo traveler,8.5,0,1,0,0,0,0,0,0,1,0
Exceptional,Parking was tought if you just need to run in for a minute,"Room yes as great , the staff was awesome",10.0,April 2024,"April 22, 2024",Queen Room,2,Solo traveler,8.5,1,0,0,1,1,0,0,0,0,0
Exceptional,,"everything, the atmosphere was amazing! friendly staff",10.0,April 2024,"April 22, 2024",Queen Room,2,Solo traveler,8.5,0,0,0,0,1,0,0,0,0,0
Perfect place and nice staff,Nothing I didn’t like,Love the area and clean room .,10.0,April 2024,"April 18, 2024",Queen Room with Two Queen Beds with Balcony and City View,2,Group,8.5,1,0,0,0,0,0,0,0,0,0
Exceptional,,I LOVEDDDDDD MY STAY DEFINITELY BOOKING SOON AGAIN !!,10.0,April 2024,"April 16, 2024",King Room,1,Couple,8.5,0,0,0,0,0,0,0,0,0,0
The stay was convenient.,"I found a few aspects quite dissatisfying. It's curious how with hotels, the higher the cost, the fewer amenities are included. Cheaper hotels often offer complimentary parking, breakfast, high-speed WiFi, and more. We were charged $55 per day for parking, and each time we retrieved our car, there was an awkward expectation to tip. Considering the high price, tipping should have been included.",The staff were great.  We had an issue with the shower curtain and in seconds it was replaced.  Could not ask for anything more.,9.0,April 2024,"April 10, 2024",Queen Room with Two Queen Beds and Balcony,4,Group,8.5,1,0,0,1,1,0,0,1,0,0
Great will recommend ☺️,one room windows were locked and had a smell but was able to move to a new room,Excellent Property for a fun weekend. The staff was amazing . they were quick with fixing our issue and making sure request were fulfilled.,10.0,March 2024,"April 9, 2024",Queen Room with Two Queen Beds and Balcony,2,Solo traveler,8.5,0,1,0,0,1,0,0,0,0,0
Great until the Valet downstairs,The valet line was wrapped around the entire downstairs and the system was down and they were still charging $55 I almost missed my flight. Waited in line for 1 hour. This ladies are rude. The guys running back and forth did great but the two black women working at the valet desk March 10th at 11:30am have bad attitudes.,,7.0,March 2024,"April 6, 2024",Double Room with Two Double Beds,1,Group,8.5,0,0,0,0,0,0,0,0,0,0
Very comfy,Housekeeping cleans rooms EARLY! My last stay the lady came in at 9am,Really enjoyed the gym and the matcha latte (brill the market ran out),8.0,April 2024,"April 5, 2024",Queen Room,4,Solo traveler,8.5,0,1,1,0,0,0,0,0,1,0
The entire group fell in love with the Hyatt Regency.,Parking costs.,Excellent,10.0,April 2024,"April 5, 2024",Double Room with Two Double Beds and Accessible Tub - Disability Access,2,Family,8.5,0,0,0,1,0,0,0,0,0,0
Exceptional,No complaints,Loved it,10.0,January 2024,"April 5, 2024",King Room with Balcony,1,Couple,8.5,0,0,0,0,0,0,0,0,0,0
Cant wait to do it again,Long wait for elevators,"Location, amenities, structure",10.0,March 2024,"April 4, 2024",Queen Room with Two Queen Beds with Balcony and City View,4,Family,8.5,0,0,0,1,0,0,0,0,1,0
Exceptional,The elevator went up and down too fast.,Everything about the hotel was great,10.0,March 2024,"March 30, 2024",Queen Room with Two Queen Beds and Balcony,1,Family,8.5,0,0,0,1,0,0,0,0,0,0
Wonderful,Not enough towels... they should have hand sanitizer and more soap in reach,That the bed was warm,9.0,March 2024,"March 30, 2024",Queen Room,1,Couple,8.5,1,0,0,1,0,0,0,0,0,0
I just hate the high price to park your car.,,Clean and comfortable,9.0,March 2024,"March 26, 2024",Queen Room,1,Family,8.5,1,0,0,0,0,0,0,0,0,0
Exceptional,,"Very nice
Staff very helpful and friendly
Cleanliness",10.0,March 2024,"March 25, 2024",Corner Deluxe King Room,1,Couple,8.5,1,0,0,0,1,0,0,0,0,0
Amazing place will be back again,They don’t have a microwave,Great location downtown near many restaurants. Views are amazing and the staff is very polite and welcoming during your stay. I stayed at the Hyatt back in 2016 and it’s my go to spot everytime for me and my fiancé,10.0,March 2024,"March 17, 2024",Queen Room with Two Queen Beds and Balcony,1,Couple,8.5,0,0,0,0,1,0,1,0,1,0
It was great.,No microwave,The balcony,10.0,March 2024,"March 16, 2024",King Room with Balcony and City View,1,Couple,8.5,0,0,0,0,0,0,0,0,0,0
Exceptional,,Love it!!!,10.0,March 2024,"March 14, 2024",Queen Room,2,Couple,8.5,0,0,0,0,0,0,0,0,0,0
Great customer service clean and nice rooms but fire drill was unexpected we were trying to Hurry,The fire drill should of let us know before we booked that was horrible,The hotel itself was great honestly but they ended up doing a fire drill the next morning n it was extremely loud we didn’t get to sleep in or anything for several hours,10.0,February 2024,"March 12, 2024",King Room with Balcony,1,Couple,8.5,0,0,0,0,0,0,0,0,0,0
Awesome,,"Beautiful hotel, great staff, great location and very clean!",10.0,March 2024,"March 11, 2024",Queen Room with Two Queen Beds and Balcony,2,Group,8.5,1,0,0,0,1,0,0,0,1,0
Thank you for the stay! I enjoyed myself and appreciated the friendly staff!,"The patio. Unable to have access to the patio without paying an extra $20. Also, stain on the carpet.","The cleanliness, the staff, and the space in the room. I also loved the mirror in our room. Great for pictures and the ambiance around the hotel.",9.0,March 2024,"March 11, 2024",Double Room with Two Double Beds,1,Family,8.5,1,0,1,0,1,0,0,0,0,0
Exceptional,Valet,The balcony.,10.0,March 2024,"March 11, 2024",Queen Room,2,Couple,8.5,0,0,0,0,0,0,0,0,0,0
Good.,You needed filtered water. Something is wrong with Atlanta water. I haven’t been this dehydrated in years due to not wanting to drink poor quality water.,,8.0,March 2024,"March 10, 2024",King Room with Accessible Tub - Disability Access,5,Group,8.5,0,0,0,0,0,0,0,1,0,0
10/10 for the Hyatt Regency ATL - 0/0 for Downtown Atlanta,"scammers, Panhandlers and crooks on the streets.. (Not your fault)","Good day, I have been in the hotel industry sine 1996 and I am a GM with Sonesta Hotels. My wife originally booked our stay at the Fairfield Inn downtown ATL. What a disaster. Was expected to park 2 blocks away and walk through a war zone. Hotel was run down, homeless laid out in front of building etc.. We never even made it out of the vehicle before we started looking for another place to stay. My kids and I did not feel safe at all so we went on an opaque site and found the Hyatt Regency! WHAT A DIFFERENCE. The property was in excellent shape, staff was amazing and we had an amazing time. I am shocked how much the city has changed since my last trip back in 2013. The only negative comment would be the aggressive panhandlers that run the streets in the immediate area. There was plenty of police presence but at no time did I feel safe. My kids and I were hassled for money every single time we stepped out of the building. Sad, such a beautiful city has turned into what it has. 
I will definitely be back to stay at another Hyatt. We love the brand. Stayed at many Hyatt Place back in the day when my kids were playing travel hockey.. As a manager with Sonesta, it's hard to select another brand but you left a great impression on us. Kudos to your staff!",9.0,March 2024,"March 7, 2024",Double Room with Two Double Beds,2,Family,8.5,0,0,1,0,1,0,0,0,0,0
Very nice and comfortable,No indoor pool,Location,10.0,March 2024,"March 7, 2024",King Room,2,Couple,8.5,0,0,0,0,0,0,0,0,1,0
Nice & Solid Place to Stay,,"The 2 queen bed + balcony room was wonderful, loved allowing the fresh air and sunlight to come in. Once balcony is closed you cannot hear the street traffic. Valet parking was $55 per day, but it was very convenient. The location was very close to State Farm Arena and Underground Atlanta, perfect for visitors who want to uber to nearby bars or spots.",9.0,February 2024,"March 4, 2024",Queen Room with Two Queen Beds and Balcony,2,Group,8.5,1,0,1,0,0,0,0,0,1,0
"We loved Atlanta, a lot to do . Great City!","Many places we wanted to go did require transportation. Ponce Market, Botanical gardens etc .","The location was great , walking distance to a lot of attractions.",8.0,February 2024,"February 27, 2024",Queen Room with Two Queen Beds and Balcony,4,Family,8.5,0,0,0,0,0,0,0,0,1,1
"Excellent choice, I would recommend and stay again.",Food ordered from the bar was not hot. There were limited options that were vegan or gluten free.,The service was friendly and quick. There was great food variety for breakfast.,10.0,January 2024,"February 19, 2024",Double Room with Two Double Beds,2,Group,8.5,0,0,0,0,1,0,1,1,0,0
I would definitely recommend staying here.,Did not have a microwave,Loved the view,9.0,February 2024,"February 17, 2024",King Room,2,Couple,8.5,0,0,0,0,0,0,0,0,1,0
Excellent!,Parking way too expensive,Upscale,9.0,February 2024,"February 13, 2024",Queen Room,1,Couple,8.5,0,0,0,1,0,0,0,0,0,0
