Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Great location to airport and very comfortable.,The receptionist was brusque at the checkin but efficient.,This is an Ibis with a kitchenette and two TVs.  The rooftop bar was cheap and comfortable with a great view over Saigon.  Plenty of shops and coffee bars around the hotel with a Starbucks on the ground floor.  It has a shuttle that goes to the airport every 30 mins though you can see the airport and it’s a 15 min walk.,8.0,August 2024,"August 7, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,1,0,0,0,0,0,1,0
Very Good,,Very good,8.0,August 2024,"August 5, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Excellent staff and great location.,,Nice and close to the airport. Staff where excellent when we needed help with our airline tickets. Breakfast was great.,9.0,July 2024,"July 28, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,1,0,1,0,0,0
Pretty good value for money. Good facilities with rooftop bar and pool.,Rooms on smallish side,Close to airport,8.0,July 2024,"July 21, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,0,0
All cool.,We had to wait some times for the shuttle,"I recently stayed at Ibis and had an absolutely wonderful experience. From the moment I arrived, the staff was incredibly welcoming and attentive, ensuring every need was met with a smile. The room was immaculate, beautifully decorated, and equipped with all modern amenities, including a very comfortable bed that ensured a great night’s sleep.

The hotel’s location is perfect, situated within walking distance to several key attractions and dining options. The on-site restaurant served delicious meals, and the breakfast buffet offered a wide variety of options to start the day off right.

I also appreciated the hotel’s attention to detail in terms of cleanliness and safety measures, which made me feel very secure during my stay. The fitness center and pool were clean and well-maintained, providing a great way to unwind.

Overall, Ibis exceeded my expectations in every way, and I would highly recommend it to anyone looking for a comfortable, convenient, and luxurious stay. I look forward to returning on my next visit",9.0,July 2024,"July 20, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,0,0,0,1,0,1,0,1,0
Great stopover location,There were no towels in our room when we arrived - this was rectified quickly,Handy for the airport- includes a shuttle to & from. Nice room & facilities. Options for food & nice drinks bar on the roof along with a pool - great view,9.0,July 2024,"July 19, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,1,1,1,0,0,1,0,1,0
Last dinner out of an order of six came out half an hour late. No one failure by chef staff,Failed with an extremely late dinner order,"Location , view , price",7.0,July 2024,"July 14, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,0,0,0,0,0,1,1,0
Wonderful,Nothing,"Have stayed Ibis many times,  great hotel, exceptional staff, clean room and bonus airport pickup",9.0,July 2024,"July 14, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,1,0,0,0,1,0,0,0,0,0
Great and comfortable.,Room space was very large and good. Only drawback is it didn’t have any luggage rack.,Great staff! Proximity to the airport. Room was very spacious. Very wide variety of food served at breakfast and all very nicely cooked,9.0,July 2024,"July 13, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,2,Group,8.3,1,1,1,1,1,0,1,0,1,0
Could improve on service,Last meal served out of 6 turned up half an hour late . Basic chef mistake renders loss of appetite. Spoiled my evening,Great location with fabulous view Happy bar staff,9.0,July 2024,"July 12, 2024",Family Room - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,1,0,1,0,0,0,1,0
Exceeded all expectations,Location was on a very busy road and it was a little bit of a challenge to get there by walking from the airport. I'd suggest getting a Grab from the airport,It was a quiet and pretty room. We only booked for one night and wasn't expecting much as it was quiet cheap but I was impressed. Great value for money,8.0,June 2024,"July 7, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,0,0,0,0,0,1
Ideal overnight accommodation,"The shower could do with a revamp - in terms of the grouting and seals - these were mouldy
- a bit of a turn off. The rooms could also have coffee alongside tea.",The Ibis was a great place to stay for a connecting flight. The bed was amazing - had the best night sleep. Showers were hot and the room was a decent size. The staff were very helpful and accomodating. The airport shuttle was great.,9.0,July 2024,"July 2, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,1,0,0,1,0,0,0,0,0
I will return. Thank you.,,"Good service people, airport pick up, beds are very comfortable, clean, enjoyed the pool after flight. The neighborhood is also very nice to walk around for coffees etc.",9.0,June 2024,"June 30, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,1,0,0,0,0,0
Wonderful,,close to airport for overnight stay,9.0,June 2024,"June 27, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Wonderful,,"not as what i expect. but there are a very earnest staff called ""green"" , i am very pleased for what her service.",9.0,June 2024,"June 23, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,1,0,0,0,0,0
Very Good,We had a room with a fridge and microwave but then not even a plate or any cutlery besides 2 cups and 2 spoons.,10 minute walk from the airport. They also have a shuttle if you have large luggage. Near a family mart and 7 eleven if you arrive late like we did. Perfect hotel for the overnight stopover.,8.0,June 2024,"June 20, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0
"Great hotel, perfect location to Ho Chi Minh airport","It was really hot when we were in Vietnam and unfortunately when you leave your room with your card the aircon also shuts off so it was warm in the room upon entry, took a while to cool down. Not a massive issue.","Perfect location to Ho Chi Minh airport with a free shuttle every 30 mins. The room was spacious, clean and comfortable. Staff were friendly and helpful. There is a Starbucks inside the hotel as well for coffee.",9.0,June 2024,"June 14, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,1,1,0,1,0,0,0,1,0
Good,,Very handy for the airport on a stopover and early flight.  Shuttle was very good and the staff were all very nice.,7.0,May 2024,"June 4, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,1,0,0,0,0,0
Comfortable airport hotel,,We used the hotel as a stop over between flights and enjoyed our stay.  The rooms were larger and more comfortable than expected and the hotel pool and restaurant were exactly what we needed,9.0,May 2024,"May 29, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,0,0,0,0,0,1,0,0,0
Wonderful,,"We often stay at Ibis hotels, especially near airports. They usually are the equivalent of inner cruise ship cabins. This hotel gave us a suite with a real bathroom! The shuttle also worked well.",9.0,May 2024,"May 17, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,0,0,0,0,0,0
Highly convenient and great value for money,Funky smell at reception was a little off putting but only seem to be a problem at reception. The room itself was nice and clean,Proximity to airport after a long flight was great. Transfer part of booking was amazing! Room was adequate and clean,7.0,April 2024,"May 17, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,1,1,0,0,0,0,0,0,1,0
Very Good,,The room is clean and very near to the airport.,8.0,April 2024,"May 14, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,0,0,0,0,0,0
would book again for a layover!,,"spent our layover here - great quiet place, friendly staff, surprisingly good room service food, supermarket next door, rooftop pool, even shuttle service to the airport",7.0,March 2024,"May 13, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,1,0,1,0,1,0
Wonderful,,Small standard room as common in Ibis but good price we had all what we needed for a night in Ho Chi Minh close to the airport before to take our flight to the next destination,9.0,April 2024,"May 13, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,0,0,0,0,0,0
Good value.,,Close to airport as we had a transit flight. Close to resturants.,7.0,April 2024,"May 12, 2024",One-Bedroom Apartment - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,0,0,0,0,0,0,0,0
Wonderful,The breakfast buffet was poor. Suggest you walk a bit further to one of the cafés.,Excellent self contained apartment. All the amenities you require and at an excellent price.,9.0,May 2024,"May 11, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,0,0,0,0,0,1,0,0
Very Good,,The location is convenient for a stopover and the shuttle service is a bonus. I enjoyed the rooftop pool and bar.,8.0,May 2024,"May 6, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,0,0,1,0,1,0,0,0,1,0
Convenience done right,"The elevator refused to go up to the rooftop bar. If there’s a way, we couldn’t find it.","Perfect location near the airport, especially if you’re transferring on an early flight the following day.",9.0,May 2024,"May 4, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,1,0,0,0,0,1,0
Nice stay close to the airport,"We had lunch at the restaurant downstairs and it was okay. For the price we paid in Vietnam, we would have expected better service and better food.",Front desk receptionists were very helpful. We liked the distance from the airport and the complimentary airport transfer. There a wide variety of restaurants and coffee shops walking distance. Rooms were clean and roomy. We stay here our first and last night in Vietnam.,9.0,March 2024,"May 1, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,0,0,0,1,1,1,1,0,0
Brilliant,Nothing,Very close to the airport and the beds were extremely comfortable,9.0,April 2024,"April 28, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,0,0,0,0,0,0
Super clean and comfortable with great staff and excellent value,,Very close to airport for early morning departure,9.0,April 2024,"April 24, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Very Good,,"Perfect location for airport, had a long flight ahead so wanted to rest before trip,it was comfortable and quiet, and with a regular shuttle bus to airport  cwe didn't have to worry about getting a taxi.
The staff were very welcoming and helpful.
Perfect for what we needed.",8.0,April 2024,"April 12, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,1,0,0,0,1,0
Very Good,Should provide more glasses or mugs.,"Very clean room and bed.
Friendly staff and a very strategic location at walking distance from the airport.",8.0,March 2024,"April 7, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,0,0,0,1,0,0,0,1,0
Very convenient and nice place to stay for short period,,"Convenient location to the airport. Excellent buffet breakfast. Air conditioner was faulty in our room, staff promptly moved us to another room which we greatly appreciated. Thank you",9.0,April 2024,"April 6, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,1,0,1,0,1,0
Great place to stay if needing to spend a night between flights in/out of the airport.,"The bathroom was VERY small.  Also, they had run out of towels at the rooftop pool and they weren't replenished while we were there.  However, the view of the runways from the pool were a highlight!  The room-darkening shades are great, except that they don't fully cover the sides of the window.  Extending the shades on both sides would work to make the room completely dark!","Proximity to the airport is second-to-none, and the ability for our entire family to stay in one room (4 persons) was a huge bonus.  The bunk bed was a winner with kids, as well as the airport view from the room.  They are very well set up with room service food, breakfast buffet, etc. for quick stopovers - highly recommend!",9.0,March 2024,"April 3, 2024",Family Room - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,1,0,1,1,0,1,0,1,1
Very Good,Twin beds very narrow. Only 1 towel per person. Lack of pool towels,"Very convenient location. Pool was great, over looking runway at to of hotel. Rooms were clean and comfortable",8.0,March 2024,"March 31, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Group,8.3,1,1,0,1,0,0,0,0,1,0
"Fabulous, great pool very convenient and great stay.",Rooms a little small but perfect for what we needed.,"Great location right next to airport, very comfy beds rooms a little small but perfect for one or two night stop over, pool was fabulous lovely roof top bar, perfect for late night check ins. Hotel was very organised and thoughtful put our family of 6 on the same floor and rooms altogether next to each other which was perfect when travelling with young adults.",9.0,March 2024,"March 29, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,1,1,0,0,0,0,0,1,0
Nice hotel,The free shuttle bus was packed full of people. There were people sitting on the floor it was awful. We took a grab back to the airport.,Good location to the airport. Very clean room and pleasant staff,9.0,March 2024,"March 24, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0
Wonderful,,Excellent,9.0,March 2024,"March 23, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,2,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Very Good,"The lobby was quite busy upon arrival,  so there was no structure among the check-in staff. 

The lobby restaurant was nog the best, not the best service but the food was OK.","Close to the airport, just the other side of the road. Nice with airport shuttle when so close to terminal.

Large rooms. Nice roof top bar and pool where you can enjoy your dinner in the evening.",8.0,March 2024,"March 21, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,1,0,1,1,0,1,1,1,0,0
Wonderful,,"Near airport. Nice breakfast, rooftop pool and restaurant. Free shuttle service",9.0,March 2024,"March 19, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,1,0,1,0,0,0
Very Good,,"Perfect choice for a night between flights- the bed is comfortable, room has a decent size. Despite being located very close to the airport, you cannot hear any plane noise. 
The hotel provides a free transfer from/to the airport, which was really convenient.",8.0,March 2024,"March 17, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,0,0,0,0,1,0
Wonderful,,"Very accommodating when needing to check out at 12MD, and had a late evening flight.

Able to use the gym shower facilities.",9.0,March 2024,"March 14, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,1,0,0,0,0,0,0,0
"Good and clean place, very close to the airport. Great top floor pool/restaurant area.",Nothing I did not like.,The hotel shuttle to pick me up from the airport never showed. Upgrade was much appreciated. Clean spacious room. The pool area on the roof was nice. There was a restaurant service. Great view.,9.0,March 2024,"March 13, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,1,0,1,0,1,0,1,0,1,0
Short stay. The rooftop bar was great to sit and look over the pool and city.,The shower door in my room did not close properly so the floor got wet,It was close to the airport and a good price,8.0,March 2024,"March 12, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,1,0,0,0,0,0,0,0,0
Would stay at Ibis Airport Hotel again if returning to z Vietnam for future holiday,"We didn’t love breakfast options. 
No healthy cereal or good quality bread. 
Would have liked to have coffee available on percolater rather than machine. 
Breakfast only thing I was not impressed with at Ibis Saigon.","Staff a reception friendly and helpful. Hotel well located to airport and provided free shuttle. 
Enjoyed the meal we had at rooftop bar. 
Rooftop had great views and ambience. 
Looking forward to staying there again in 20 th March",9.0,March 2024,"March 11, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,1,0,1,0,0,1,1,0
Wonderful,,"Fab rooftop pool and gym 
Right bx ro airport
Fabulous price
Clean modern and comfortable",9.0,February 2024,"March 11, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,0,1,0,0,0,0,0,0,0
Great hotel near the airport,Nothing,Really comfortable bed . Great location near the airport. Nice roof top bar and pool. We only had a quick night here before our flight breakfast was ok,9.0,February 2024,"March 9, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,1,0,0,0,1,0,1,0
Exceptionally clean.,,"Exceptionally clean, sound proof, cloud bed, great roof top pool, buffet breakfast has everything you’d want, 7/11 and a convenient store next door, hair salon and cafes around the corner, friendly staff. 

Don’t rely on the shuttle - the last two times I’ve stayed at this hotel I’ve had problems. It’s best to book your own Grab and only costs a couple of dollars.",9.0,March 2024,"March 6, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,1,0,0,0,1,0,1,0,1,0
Wonderful,0,Very good,9.0,February 2024,"February 27, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Nice stay near Ho Chin Minh's airport,Room was a little bit tight if we wanted to open our two suitcases to organize our stuff after one day trip. Not really a big issue given the conditions.,"Room was very basic, but comfortable and clean, just enough for a single night near the airport. Hotel provided free shuttle on the next day to the airport. Breakfast was good too. All in all, for the intended objective of spending just one night between flights, it was perfect.",8.0,February 2024,"February 25, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,1,0,0,0,0,1,0,0,0
Very convenient for those who need to get to the airport early.,,Clean with large rooms.,8.0,February 2024,"February 20, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Group,8.3,1,0,0,0,0,0,0,0,0,0
"Excellent, convenient and comfy hotel","There were 4 lifts but only 2 went to the rooftop and you couldnt select the lifts you wanted, often it took a few attempts to get a lift to get you to the top. I sent the lift back down then pressed up again eventually a lift came to get us to the roof top.","The location was good for early flights to the airport, in fact airline staff also stayed there. There was a Starbucks in the reception area iffering a good range of drinks and snacks. The rooftop pool was amazing and we could lay and watch flights arrive and depart from our sunlounger. The suite room was very spacious, the bed super comfy, also a safe included in the room. The bottled water is in glass bottles so environmentally friendly and very nice water too.",9.0,February 2024,"February 17, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,1,0,1,0,1,0,1,0
Wonderful,,location. vicinity to airport.,9.0,February 2024,"February 14, 2024",Family Room - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,0,0,0,0,0,0,1,0
Very Good,,"Convenience, prompt to reply and had complimentary airport transfer depending on your booking type",8.0,February 2024,"February 11, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,0,0,0,0,0,0,0,0
Very Good,No recommended for anyone intending to see Ho Chi Minh City (Saigon).,"A good choice if catching an early morning flight out of Ho Chi Minh City Airport (SGN), only 10 minutes away on the hotel's complimentary shuttle. Simple room, minimally furnished, but all that is needed for a one-night stay.",8.0,January 2024,"February 3, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Group,8.3,1,0,0,0,0,0,0,0,0,0
Wonderful,"Even though it was a non smoking room, there was cigarette odour lingering in the bathroom","Spacious and clean room. 
Comfortable bed",9.0,February 2024,"February 3, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,1,1,1,0,0,0,0,0,0,0
Outstanding,"The menu in the Hub bar is a bit limited and could feature more Vietnamese food, similar to the bistro down stairs","Very modern, excellent room with everything you need, even Earl Grey tea ! The hub roof top bar is excellent in the evening with a cool breeze and cold beer.  The leisure facilities, gym, pool and sauna / steam room are top draw . 10/10 for a hotel like this.  The bistro down stairs is very good , excellent Vietnamese food and outstanding service.  As value for money one of the best hotels I have stayed in !",9.0,February 2024,"February 1, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,1,0,1,1,1,1,0,0
Very handy location near International airport.  Excellent value for money & all needs for transit,Wi couldn’t find the shuttle bus on arrival but that may have been my incompetence🤪,The airport shuttle was beneficial and many departure times.,8.0,January 2024,"January 30, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Great stay,Bistro is a bit pricey.,"Clean, spacious, close to the airport.",9.0,January 2024,"January 28, 2024",Family Room - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,0,1,0,0,0,0,0,0,0
Very Good,"Poor verbal instructions re walking to airport.  With hindsight this might have been an option, but seems to involve crossing busy roads without traffic lights anywhere",Shuttle to airport,8.0,January 2024,"January 27, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Great option for long layover at Saigon Airport,Had to proactively ask how the transfer worked and what the instructions were,"Fulfilled my need for a 4 x hour layover at Saigon airport. Free shuttle, close to airport, comfy bed, shopping mall with food nearby, helpful staff, minimal fuss",8.0,January 2024,"January 23, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,0,0,0,1,0,1,0,1,0
Wonderful,,Very nice and good olace,9.0,December 2023,"January 21, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Great location to airport,"The swimming pool had a broken ladder, otherwise it was lovely to swim watching the airport and sun set.  The bathroom was a very weird set up but it was only for one night.",The location for an overnight transfer was fantastic.  The meal we had at the upstairs bar was amazing.  The room was as expected for an overnight stay.,9.0,January 2024,"January 20, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,1,1,1,0,0,0,0,1,0
Perfectly adequate for one night before an early flight,Pool should have been nice but was taken over by noisy children,Good location for the airport,7.0,January 2024,"January 18, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0
Great hotel for quick layover between flights . Nice comfy rooms. Friendly and helpful staff.,Not enough pool lounges .,Great location for airport.,9.0,January 2024,"January 17, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,2,Family,8.3,0,0,0,1,0,0,0,0,1,0
Wonderful,No complaints. It is perfect for an overnight stay when you have an early flight out of Ho Chi Minh,"Helpful staff. Free shuttle to and from airport was great. Unfortunately our stay was too short to comment on many other facilities, but it is a beautifully presented hotel.",9.0,January 2024,"January 16, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,1,0,1,0,0,0,0,0
Comfortable and good value for money.,The room can be a little bit cleaner. We just got 1 access card for the room. I think it’s better to provide 2 access cards for each room.,Check in and out was really fast. Room was spacious and comfortable to sleep after a long flight. Shuttle service provided from/to airport which is really great for us as we just stay for a night during long layover.,9.0,January 2024,"January 15, 2024",King Studio - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,1,1,1,0,1,0,0,0,0,0
"Great hotel to recharge for 1 night, awaiting airport transfers","Small rooms, but expected for great price.",Fantastic rooftop pool for plane watching!,8.0,January 2024,"January 12, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,2,Couple,8.3,0,1,0,0,0,0,0,0,0,0
"Great break from flight, kids loved the rooftop pool",,Really close to the airport - we actually walked but you need to be brave enough to navigate crossing the crazy freeways…,9.0,January 2024,"January 11, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,0,0,0,0,0,0,0,0
Wonderful,,The pool and the location,9.0,January 2024,"January 9, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,2,Couple,8.3,0,0,0,0,0,0,0,0,1,0
Great location for the airport,The food was very expensive and not great,"Great location for an overnight stay near the airport

Free shuttle bus every 30 minutes to the airport",8.0,December 2023,"January 8, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,0,0,0,0,0,1,1,0
Very Good,,"Value for money hotel if you are just spending a night for a transit. You’ll need to book for shuttle service in advance otherwise it will be full. That said, it is easy to get a cab with Grab app. Overall, clean and simple airport hotel. Staffs were friendly too.",8.0,December 2023,"January 7, 2024",Standard Twin Room -Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,1,0,0,0,1,0,0,0,0,0
The perfect airport hotel.,No concierge service to help with lots of luggage.,Roof top bar and pool area. View was amazing. Airport shuttle bus running all hours was unexpected and amazing. Thank you.,9.0,January 2024,"January 5, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Family,8.3,0,0,1,0,0,1,0,0,1,0
Wonderful,I didn't have time to have a breakfast but my cousin said it wasn't good.,I think the property was much better than I thought. It sent us free shuttle bus which was great. The rooftop swimming pool was beautiful and adequate. Very big with the right height. The bar was also nice & provided yummy snacks. The facilities were so clean and modern. Starbucks & covenience stores right at the corner. It was a very comfy one night !,9.0,January 2024,"January 4, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Group,8.3,1,0,1,0,0,0,0,1,0,0
Wonderful,,Closed to airport,9.0,December 2023,"January 4, 2024",Standard Queen Room  - Complimentary Round-trip Airport Transfer upon request,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
