Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Very Good,"The check in process. We had to wait in a queue for about half an hour. The receptionist was lovely and very professional, but it just takes really long. Also, the parking situation is really not the best. When you arrive by car, there is nowhere to park until you receive your ticket to the parking lot. We stopped right in front of the hotel, where you are only supposed to stay for 10 mins. As the check in process was very long and we got blocked by two cars, we needed to wait until somebody else got checked in to be able to drive away which was way over the 10 mins. You need to figure out a better system for parking. Maybe ask guests to let you know in advance  if they needed parking, and send them electronic tickets, so they do not block each other at the entrance, when they arrive.","The room was nice and clean and the bed was very comfortable. We loved the spa, it was a great experience! Breakfast was also really good. Everything we tried was tasty, well-prepared, and of high quality. Freshly baked pancakes were the best!",8.0,July 2024,"July 23, 2024",Standard Room with Daily Spa Access,1,Couple,8.7,1,0,1,1,0,0,1,0,0,0
Exceptional,Would by nice if SPA is included in the price.,,10.0,July 2024,"July 22, 2024",Superior Double or Twin Room,1,Couple,8.7,0,0,0,1,0,0,0,0,0,0
Exceptional,,Best location. Cosy atmosphere. Friendly personell.,10.0,May 2024,"July 21, 2024",Standard Double or Twin Room,1,Solo traveler,8.7,0,0,0,0,1,0,0,0,1,0
Excellent and relaxing experience,,"Very comfortable beds with good bed linen, absolutely quiet, delicious breakfast take-away. Everything very well done!",10.0,July 2024,"July 19, 2024",Standard Single Room,1,Solo traveler,8.7,1,0,0,0,0,0,1,0,0,0
Wonderful,,"Great location near the river Daugava and Old Town and everywhere you can walk. Near hotel there are public transport station (Bus Nr.22 goes to Airport).
Good SPA (for Riga center). 
Great breakfast.
I had room with view to river and street, but it was pretty good quiet...you can little bit hear street noise, but only motorcycles and cars with bad exhausts. ;)",9.0,July 2024,"July 19, 2024",Riverside Room with Daily SPA access,1,Couple,8.7,1,0,1,0,0,0,1,0,1,0
Perfect 👍👍👍,All,Very good location 👍👍👍,10.0,July 2024,"July 17, 2024",Standard Double or Twin Room,1,Group,8.7,0,0,0,0,0,0,0,0,1,0
Exceptional,-,"I had a pleasant short stay at this hotel. The room was comfortable and offered a pleasant view, which added to the overall experience. The amenities were satisfactory. It's a nice choice for anyone looking for a comfortable stay with a pleasant atmosphere.",10.0,July 2024,"July 17, 2024",Standard Double or Twin Room,1,Solo traveler,8.7,1,0,0,0,0,0,0,0,1,0
Wonderful,,Hotel was nice and clean. Hotel personal was very helpful and professional.,9.0,July 2024,"July 15, 2024",Superior Double or Twin Room,1,Family,8.7,1,0,0,0,1,0,0,0,0,0
Wonderful,"Room for 3 a little small and updating booking following minor changes in the number of people in our group was not an option as it resulted more expensive reducing the number of people booked than keeping the original booking, which was a little upsetting.",Met the expectations,9.0,June 2024,"July 13, 2024",Standard Double or Twin Room,2,Group,8.7,0,1,0,0,0,0,0,0,0,0
Exceptional,,Everything is perfect!,10.0,July 2024,"July 12, 2024",Standard Double or Twin Room,1,Couple,8.7,0,0,0,0,0,0,0,0,0,0
Exceptional,,Wonderful location (close to major tourist spots). Room was clean and comfortable. I would choose this hotel if I have chance to visit Riga once again.,10.0,July 2024,"July 10, 2024",Standard Single Room,2,Solo traveler,8.7,1,0,0,0,0,0,0,0,1,0
Highly recommend,-,"Nice view, comfortable beds",10.0,July 2024,"July 8, 2024",Standard Double or Twin Room,1,Couple,8.7,1,0,0,0,0,0,0,0,1,0
Wellton riverside,,"Good air-conditioning, nice personell, really helpful",9.0,July 2024,"July 7, 2024",Standard Double or Twin Room,3,Couple,8.7,1,0,0,0,1,0,0,0,0,0
"Great hotel, great value for money",I don't have anything to complain about.,The breakfast was great and the staff was lovely. The location was perfect and we had the river view which I liked very much.,9.0,July 2024,"July 7, 2024",Riverside Double or Twin Room,6,Couple,8.7,0,0,0,0,1,0,1,0,1,0
Excellent experience,,"They upgraded our room free of charge, we had free late check out.
Staff was extremely friendly.",9.0,July 2024,"July 6, 2024",Standard Double or Twin Room,2,Couple,8.7,1,0,0,0,1,0,0,0,0,0
Exceptional,Rain outside before check in :),"Location was perfect, soft bed.",10.0,June 2024,"July 6, 2024",Standard Double or Twin Room,1,Couple,8.7,1,0,0,0,0,0,0,0,1,0
It was a wonderful experience!,,Everything was perfect!!! The employees were so kind and helpful with everything we needed. The room was spacious and beautiful. The breakfast was amazing and delicious offering a great variety of different foods. We can’t wait to visit your hotel again soon!,10.0,July 2024,"July 4, 2024",Standard Double or Twin Room,1,Family,8.7,1,0,1,0,1,0,1,0,0,0
"Wil recommend  it, if I go back to Riga again, will stay there,",There was nothing bad about this hotel,Modern and spacious rooms,9.0,June 2024,"July 2, 2024",Superior Double or Twin Room,3,Couple,8.7,1,0,1,0,0,0,0,0,0,0
Fantastic,I liked all,"Clean, welcoming, friendly snd helpful staff",10.0,June 2024,"July 2, 2024",Standard Double or Twin Room,1,Family,8.7,1,0,0,0,1,0,0,0,0,0
"This hotel made our stay in Riga very comfortable, we would stay here again.",,"The breakfast was delicious and very various
Staff friendly
Smooth check-in
Perfect location",10.0,May 2024,"July 2, 2024",Standard Double or Twin Room,3,Family,8.7,0,0,0,0,1,0,1,0,1,0
We was there second time and we plan to go again next summer. Everything was super!,Nothing. Everything was super! Thank you!,"Good location, a lot of space, clean",10.0,June 2024,"July 1, 2024",Family Room,2,Family,8.7,1,0,1,0,0,0,0,0,1,0
Exceptional,,Was clean and well located,10.0,June 2024,"June 29, 2024",Standard Double or Twin Room,1,Solo traveler,8.7,1,0,0,0,0,0,0,0,0,0
Wonderful,"No.milk in room to make a tea, no black coffee in room, pool closed","Room perfect,  good bed, breakfast excellent , very clean Room  ,",9.0,June 2024,"June 29, 2024",Riverside Double or Twin Room,4,Family,8.7,1,1,0,0,0,0,1,0,0,0
Wonderful,,I liked the breakfasts very much. The pancakes were delicious! I also liked how quiet the room was and how nice the staff were at check in/check out. This is always my go to hotel when staying in Riga.,9.0,June 2024,"June 28, 2024",Riverside Double or Twin Room,3,Group,8.7,1,0,0,0,1,0,1,0,0,0
The best place (yet) i stayed in Riga!,It would have been nice to have the spa included in the price. Or maybe for a lesser fee if you stay in the hotel.,It was in the city center and is very accessible to transportation. The room amenities were good. Very clean/new rooms. I like that there is a bath tub and it was very clean (looks new) so you will not get scared to use it for bathing!,9.0,June 2024,"June 27, 2024",Standard Double or Twin Room,1,Couple,8.7,1,0,0,1,0,0,0,0,1,0
Best money / value ration,,"A great riverside view from the room, reach breakfast menu, we tried dinner menu and it was fantastic (have not tried burger). The staff is friendly and ready to help any minute.",10.0,June 2024,"June 27, 2024",Riverside Double or Twin Room,2,Family,8.7,1,0,0,0,1,0,1,0,1,0
"Riga was such a beautiful surprise. Amazing city, amazing architecture and amazing people. The hotel staff is really fri",-,Amazing location. Riga is so picturesque. The hotel is located in the center with an amazing river view and the national library.,10.0,June 2024,"June 27, 2024",Standard Double or Twin Room,2,Family,8.7,0,0,0,0,0,0,0,0,1,0
Very nice indeed,Little more smiling from the staff👍,,9.0,June 2024,"June 26, 2024",Standard Double or Twin Room,4,Couple,8.7,0,0,0,0,0,1,0,0,0,0
"Amazing stay, would definitely go again","The sofa bed my friend slept on collapsed, so he had to sleep with his head where normally the feet would be",Excellent location. Really comfortable beds and good size on the rooms as well as all the other things the hotel had to offer,9.0,June 2024,"June 26, 2024",Standard Double or Twin Room,2,Group,8.7,1,1,0,0,0,0,0,0,1,0
Exceptional,,Great hotel. Special thanks to Ajona from the reception. She was very helpful.,10.0,June 2024,"June 24, 2024",Standard Double or Twin Room,1,Solo traveler,8.7,0,0,0,0,1,0,0,0,0,0
Wonderful,,"Big room, nice wellness, great location! :)",9.0,June 2024,"June 23, 2024",Standard Room with Daily Spa Access,3,Solo traveler,8.7,1,0,0,0,0,0,0,0,1,0
Excellent,,"Perfect Location, Nice staff, Comfortable and cosy room and a  delicious breakfast 🙌🏻 Price was excellent. Everything was great . Thank U",10.0,June 2024,"June 22, 2024",Standard Double or Twin Room,3,Group,8.7,1,0,0,0,1,0,1,0,1,0
Wonderful,WiFi network could be better,Personnel are very kind. Location of the hotel is perfect. I really enjoyed time in Riga.,9.0,June 2024,"June 21, 2024",Standard Single Room,3,Solo traveler,8.7,0,0,0,1,0,0,0,0,1,0
Exceptional,Better to choose underground parking because in the one outside night security guard told one price and the next morning during the day shift paid almost double. Never had this problem when parked inside,Always stay here for my work trips. Nice clean room. Friendly staff. Great location.,10.0,April 2024,"June 20, 2024",Standard Single Room,1,Solo traveler,8.7,1,0,0,1,1,0,0,0,1,0
Location and service were both outstanding.,No much.,"The receptionist, I believe her name was Sofie, was outstanding. Her patience, care, and help far exceeded our expectations.The two people in the bar in the evening were exceptional as well.",9.0,June 2024,"June 19, 2024",Standard Double or Twin Room,2,Couple,8.7,0,0,1,0,1,0,0,0,0,0
See above!,,Excellent value for money and the hospitality war outstanding!,10.0,June 2024,"June 17, 2024",Riverside Double or Twin Room,1,Group,8.7,0,0,0,0,0,0,0,0,0,0
Very Good,,"Great location, opposite the river, very near the old town.",8.0,June 2024,"June 17, 2024",Standard Double or Twin Room,2,Group,8.7,0,0,0,0,0,0,0,0,1,0
Exceptional,,"Had a fantastic room on the 7th floor with perfect river view. Nice, comfy and clean rooms. A gem is the available entrance to the 8th story roof terrace where you can get a 360degree view. 
Spa was perfect too. Breakfast had more than we could ask for. 10/10",10.0,June 2024,"June 17, 2024",Riverside Room with Daily SPA access,1,Group,8.7,1,0,1,0,0,0,1,0,1,0
Would stay there again,,"Location, staff and breakfast",8.0,May 2024,"June 17, 2024",Standard Double or Twin Room,4,Solo traveler,8.7,0,0,0,0,1,0,1,0,1,0
Exceptional,Everything was superb.,I can be always sure Wellton quality.,10.0,June 2024,"June 15, 2024",Standard Double or Twin Room,1,Couple,8.7,0,0,0,0,0,0,0,0,0,0
One of the best hotels I've stayed at,Nothing at all.,"Very high quality hotel with comfortable rooms. The breakfast had a lot of choice and was not crowded,  we did not hear noise in our room, the shower was very powerful and the bed lovely! Enjoyed a treatment at the spa too.",10.0,June 2024,"June 15, 2024",Superior Double or Twin Room,3,Couple,8.7,1,0,1,0,0,0,1,0,0,0
A great stay,"Breakfast was abundant, like all sorts, everything you could wish for -, but somehow not so impressive tastewise. Still, really wide selection and friendly service. And of course didn't taste all the foods.","Very clean spa area
Very friendly service
Perfect location
Wonderful view
Welcome bottle of sparkling",8.0,June 2024,"June 14, 2024",Standard Room with Daily Spa Access,1,Family,8.7,1,0,1,0,1,1,0,1,1,0
Wonderful,,"it was very clean, and as a manager I felt there was all the things I needed. i could work and have good support from staff. 
room was big enough for my necessity. the hotel was easy to reach not too far from my appointment meeting. all fine for me, in hope to have possibility in the future to visit riga for holidays and stay here with my family.",9.0,May 2024,"June 14, 2024",Standard Double or Twin Room,3,Solo traveler,8.7,1,0,0,0,1,0,0,0,0,0
Wonderful,,"Neat and clean, the location was good.",9.0,May 2024,"June 14, 2024",Standard Double or Twin Room,2,Family,8.7,1,0,0,0,0,0,0,0,1,0
Excellent Stay,,"Nothing to dislike, hotel and staff excellent, we where on 5th floor, almost by ourselves, very peaceful and quiet Breakfast excellent, restaurant never over full, good variety of food etc.",9.0,June 2024,"June 13, 2024",Standard Double or Twin Room,3,Couple,8.7,0,0,0,0,1,0,1,0,0,0
Exceptional,,We did get the room earlier,10.0,May 2024,"June 11, 2024",Standard Double or Twin Room,2,Couple,8.7,1,0,0,0,0,0,0,0,0,0
Exceptional,,Admin administrator Andrejs  is the best person to support us,10.0,June 2024,"June 9, 2024",Standard Double or Twin Room,2,Group,8.7,0,0,0,0,0,0,0,0,0,0
Very Good,"Bathroom had moldy spots and smell. 
Overall great hotel","Juice was warm,food is good.",8.0,June 2024,"June 9, 2024",Riverside Room with Daily SPA access,2,Group,8.7,0,1,0,0,0,0,1,0,0,0
The good points heavily outweigh the issues. I would happily go back.,"The breakfast room - ample selection of food was ok though I tasted better in terms of food quality - not really a problem. What really bothered me was that the available space is too small for the amount of people the hotel can hold. Thank goodness it's acoustically treated and was manageable in terms of sound volume. Physically however, everybody is on top of each other and in everyone's way. Tables are much too close together (between 10 and 40 cm apart) for comfort. Hotel management please note - this is a 4-star hotel not a university canteen. I was at best uncomfortable and at worst feeling like I'm eating in a market place. I mostly left the breakfast room stressed out every time over my 4-day stay. This is not good at all considering that a good number of customers travel solely to relax. Please fix it - it's a real pity as everything else is so great.","The Hotel location was superb - just a couple of minutes from the town centre. The room was superb - nicely designed, clean and super functional without useless frills - there was everything I needed,  just the way I like it. The cleaning staff are practically invisible and get the job done well. Front desk staff was first class - nice, well versed, able to handle the situation efficiently and straight to the point. I didn't use the SPA or the room service.",9.0,June 2024,"June 8, 2024",Standard Single Room,4,Solo traveler,8.7,1,1,1,1,1,0,1,1,1,1
Very Good,....,Everything was great.,8.0,March 2024,"June 8, 2024",Superior Double or Twin Room,2,Family,8.7,0,0,0,0,0,0,0,0,0,0
Loved it,,We got a room with a better view just because it was not occupied,10.0,June 2024,"June 7, 2024",Standard Double or Twin Room,1,Couple,8.7,1,0,0,0,0,0,0,0,1,0
Wonderful,-,-,9.0,June 2024,"June 7, 2024",Standard Double or Twin Room,1,Couple,8.7,0,0,0,0,0,0,0,0,0,0
"Was a very enjoyable stay. Staff were very friendly and courteous, which is very important to us. Thanks","We just wanted to use the swimming pool but hotel wanted €20 each? To use, Which we thought was too much. Any other hotel would normally be free of charge to guests.",Location was great and in walking distance of all the sites to be seen,9.0,June 2024,"June 7, 2024",Standard Double or Twin Room,3,Couple,8.7,0,0,0,1,0,0,0,0,1,0
Great hotel in a very good location with stunning views,"The bed mattress could be a little firmer. It's good that parking is offered, but access to the on-site garage was a bit inconvenient, as you have to call the reception each time to get in.","Great location in the centre of the city, beautiful view of the river from the windows.",9.0,June 2024,"June 5, 2024",Riverside Superior Double Room,1,Couple,8.7,0,1,0,1,0,0,0,0,1,1
Relaxing SPA & Stay spot,,"Friendly and helpful staff/front desk reception! Got a room upgrade through online booking with a river side view and amazing outside car sound isolation. In a walkable distance from most restaurants and old town bars. In hotel SPA is more spacious than some of the other options in Riga and is great for a relaxing stay! The AC was top notch, especially in summer heat!",10.0,June 2024,"June 5, 2024",Standard Double or Twin Room,1,Group,8.7,1,0,1,0,1,0,1,0,1,0
Good hotel in nice location with mediocre breakfast,"Breakfast was rather disappointing. Area is really crowded with tables crammed very closely together. Also food choices inadequate, especially if you want something healthy. No yogurt, no fresh sliced fruits, only one choice of oats with mixed in raisins. Also no baked beans.","Location is really nice, within walking distance of the city center, and easily reachable by bus from the airport. Staff well trained and friendly.",9.0,June 2024,"June 5, 2024",Standard Double or Twin Room,2,Couple,8.7,0,0,0,1,1,0,0,1,1,0
Exceptional,,Thank you for the warm welcome and spectacular views! Great hotel and staff on point.,10.0,June 2024,"June 4, 2024",Standard Double or Twin Room,1,Couple,8.7,0,0,0,0,1,0,0,0,1,0
One of the best hotel experiences,,"Exceptional service. I asked if the hotel could organise a surprise for my mum's big birthday.  I was given not only a wide range of options, but they also accommodated my special request. And on top of that we got room upgrade for free. Our room was big with a gorgeous view. The hotel is modern and clean with lovely restaurant and outdoor seating area. 10/10 definitely recommend.",10.0,May 2024,"June 4, 2024",Riverside Double or Twin Room,1,Family,8.7,1,0,0,0,1,0,1,0,1,0
Excellent - would highly recommend to others,,The location was superb and just round the corner from everywhere we wanted to go. The breakfast was lovely and hotel was spotless.,10.0,May 2024,"June 4, 2024",Standard Double or Twin Room,3,Couple,8.7,0,0,0,0,0,0,1,0,1,0
Excellent,Nothing to point out,"Best location possible, excellent room with a wonderful view and very friendly front desk staff. Rich breakfast and a nice spa.",10.0,June 2024,"June 4, 2024",Standard Double or Twin Room,3,Couple,8.7,1,0,1,0,1,0,1,0,1,0
Exceptional,,"Super great breakfast! Room was clean and modern, but still cosy.",10.0,April 2024,"June 3, 2024",Standard Double or Twin Room,1,Family,8.7,1,0,0,0,0,0,1,0,0,0
Exceptional,Street is noisy,"Excelent location in old town, helpfull staff, good food in restaurant",10.0,June 2024,"June 3, 2024",Standard Double or Twin Room,2,Family,8.7,0,0,0,0,1,0,1,0,1,0
Great hotel,Nothing,"The staff is very friendly, the room clean and cozy. We liked everything",10.0,May 2024,"June 3, 2024",Standard Double or Twin Room,1,Couple,8.7,1,0,0,0,1,0,0,0,0,0
Great stay in the Old town,"Nothing, everything was very good.","Great location in old town, room was very nice and clean. Great selection of savoury and sweet options at breakfast with gluten and dairy free options as well and sparkling wine if you want. All staff were very friendly and professional.",10.0,May 2024,"June 2, 2024",Standard Double or Twin Room,3,Couple,8.7,1,0,1,0,1,0,1,0,1,0
This 4 star hotel had 5 star quality,Breakfast room had too much going on and far too much choice I saw sparkling wine on display little bit out of place that early less = more....,5 star quality colour scheme fantastic really spacious for one person minibar was stocked to capacity and provided variety of snacks bathroom clean modern spacious,9.0,June 2024,"June 1, 2024",Standard Single Room,5,Solo traveler,8.7,1,1,1,1,0,0,0,1,0,0
Wonderful,The swimming pool was not up to the mark.,Spacious room. Nice view.,9.0,May 2024,"May 29, 2024",Standard Room with Daily Spa Access,1,Couple,8.7,1,0,1,1,0,0,0,0,1,0
This felt like a luxury break - everything about this place is exceptional.,Nothing - I couldn’t fault it.,"Gorgeous modern hotel with beautiful decor and furnishings. It even smelled fantastic! 
Great location and easy links to public transport as well as the Old Town. 
Staff are so helpful and friendly, breakfast was great and the room was beautiful and comfy.",10.0,May 2024,"May 28, 2024",Standard Double or Twin Room,2,Group,8.7,1,0,0,0,1,0,1,0,1,0
Wonderful,,"Staff, breakfast, good location.",9.0,February 2024,"May 27, 2024",Superior Double or Twin Room,1,Family,8.7,0,0,0,0,1,0,1,0,1,0
Exceptional,The breakfast pancakes were cold.,The amazing spa and location ✨️ 😍,10.0,May 2024,"May 26, 2024",Standard Room with Daily Spa Access,3,Group,8.7,0,0,1,0,0,0,0,1,1,0
Great location and very nice staff!,The price for breakfast is a bit high.,"Very nice location at the riverside, great breakfast. Room was very tidy and the spa was nice too.",9.0,April 2024,"May 25, 2024",Standard Single Room,6,Solo traveler,8.7,1,0,1,0,0,0,1,1,1,0
Lovely Hotel very clean and excellent staff.,I was part of a group doing the marathon and pity breakfast was not available to us,The Bedroom was big bright and very clean. Breakfast was amazing.  Food in the Bar was also very good. Staff were very good,10.0,May 2024,"May 24, 2024",Riverside Room with Daily SPA access,3,Group,8.7,1,0,1,0,1,0,1,1,0,0
Very Good,- would be even more great if you had white sugar free foods (i.e. the gluten and lactose free oatmeal option was great but was still made with sugar (and many people cannot have it in their diet of prefer not to),"- friendly staff
- free upgrade
- comfortable bed
- within a short distance from the bus station and located in the old town 
- sufficient and a good variety of saunas at the spa area
- free gym with sufficient amount and variety of equipment
- delicious breakfast 
- at the breakfast buffet, it was lovely to see a separate table of gluten and lactose free foods",8.0,May 2024,"May 24, 2024",Riverside Room with Daily SPA access,1,Family,8.7,1,0,1,0,1,0,1,1,0,0
Wonderful,,Spa and the food,9.0,May 2024,"May 21, 2024",Standard Room with Daily Spa Access,3,Couple,8.7,0,0,1,0,0,0,1,0,0,0
I would highly recommend. Fantastic value for money.,When we went to the spa we were refused a robe as we had booked to use it separately. Which was actually more expensive but a small issue in what was a fantastic stay.,"Everything, location was fantastic and the breakfast was outstanding. Room was gorgeous overlooking the river and had everything we could possibly need. Spa was incredible.",10.0,May 2024,"May 19, 2024",Standard Double or Twin Room,2,Family,8.7,1,0,1,1,0,0,1,0,1,0
Exceptional,,"View from the window, noise insulation, professional and friendly staff, good facilities, amazing breakfast.",10.0,May 2024,"May 18, 2024",Standard Double or Twin Room,1,Solo traveler,8.7,0,0,1,0,1,0,1,0,1,0
Very Good,Cleanliness of bathroom,"Super Location with excellent riverside view, Spa, breakfast, friendly Staff!",8.0,May 2024,"May 17, 2024",Standard Room with Daily Spa Access,1,Group,8.7,0,1,1,0,1,0,1,0,1,0
"Lovely, clean and comfortable",,"Lovely staff on desk, great location, lots of choice for breakfast. Overall a great place to stay in Riga",9.0,May 2024,"May 15, 2024",Riverside Double or Twin Room,3,Couple,8.7,0,0,0,0,1,0,1,0,1,0
Very Good,Had to pay for breakfast and use of the spa,"Location, friendliness, cleanliness",8.0,May 2024,"May 13, 2024",Standard Double or Twin Room,4,Group,8.7,1,0,0,1,0,0,0,1,1,0
"The receptionist was super polite and sweet, check in and check out was smooth and fast. We gor an upgrade which boosted",Everything was great,"Clean, good location",10.0,May 2024,"May 12, 2024",Standard Double or Twin Room,1,Group,8.7,1,0,0,0,0,0,0,0,1,0
Exceptional,,"Breakfast was delicious, view from room was fantastic. Everything was clean and stuff was friendly.",10.0,May 2024,"May 12, 2024",Riverside Superior Double Room,1,Couple,8.7,1,0,0,0,1,0,1,0,1,0
Wonderful,,"Bedroom was quite big and clean. Location was excellent, you can get pretty much anywhere by foot. Amazing breakfast, girlfriend enjoyed lactose-free section. We also tried restaurant for the dinner and it was good as well.",9.0,May 2024,"May 10, 2024",Standard Double or Twin Room,2,Couple,8.7,1,0,0,0,0,0,1,0,1,0
"Our stay was perfect, breakfast was amazing and varied. Highly recommend the SPA",Can't think of anything,Everything was amazing,10.0,March 2024,"May 10, 2024",Standard Double or Twin Room,3,Group,8.7,0,0,0,0,0,0,0,0,0,0
Wonderful,I liked the spa but it felt a bit busy even though you need to book. Jacuzzi felt colder than expected.,"The room was really lovely cosy and spaciousness, like the decor too.",9.0,May 2024,"May 8, 2024",Standard Room with Daily Spa Access,1,Solo traveler,8.7,1,0,1,1,0,0,0,0,0,0
"A nice little getaway at the heart of Riga, a great combination of comfort, peace and spa","Would have preferred and actual double bed rather than 2 twins with a big mattress, but overall it was quite comfortable","Very good deal for money, great location, friendly and polite stuff, yummy breakfast",9.0,May 2024,"May 7, 2024",Standard Room with Daily Spa Access,1,Couple,8.7,0,1,0,0,1,0,1,0,1,0
Very good hotel. Great location. No feeling of 4 star hotel though.,"-The day of arrival, I ordered a salad through the application with the QR code that I found in the room. One hour later I had to call the kitchen and they apparently did not received the order. What a shame!
-There is no sound isolation with the room next to yours and to the corridor. The wall against which the bed is standing was shaking every time someone from the room next to mine was passing by. Terrible. If someone was talking in the corridor, you can hear it as if they would talk in your room. 
-For breakfast, would be nice to have more fresh fruits and more type of cheese and ham.","+Spa is very nice, clean.
+Bed is comfortable. 
+Breakfast is okay. 
+Ladies in the reception are nice.
+I received 1 hour later check out for free.",8.0,May 2024,"May 7, 2024",Standard Single Room,2,Solo traveler,8.7,1,1,1,1,0,0,1,1,0,0
A good location and hotel facilities are great for either an overnight or long weekend.,No bottled water in the room top up! Small thing but these are things that make a difference.,Location was great and good leisure facilities.,9.0,May 2024,"May 6, 2024",Riverside Room with Daily SPA access,3,Group,8.7,0,1,1,0,0,0,0,0,1,0
Exceptional,Shampoo,Breakfast,10.0,February 2024,"May 6, 2024",Standard Room with Daily Spa Access,1,Couple,8.7,0,0,0,0,0,0,1,0,0,0
