Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative
Wonderful,,"Directly in front of the airport, so very convenient for spending the night before a flight or in between flights. 
The breakfast was excellent with plenty of choices
We got a nice welcome drink included, which is a nice touch
Nice, clean, spacious rooms",9.0,August 2024,"August 8, 2024",Twin Room,1,Group,8.3,1,0,1,0,0,0,1,0,1,0
Good,Could not drink the water.,Perfect location at the airport.,7.0,June 2024,"August 8, 2024",Twin Room - Disability Access,1,Solo traveler,8.3,0,0,0,0,0,0,0,1,1,0
Excellent and comfortable overnight stop over.,'Spa' area is a bit dated.,"Extremely convenient for an early morning check in. Literally a minute walk across a walk way from the hotel to the airport.
Two comfy beds, coffee making facilities, nice toiletries and very clean.",8.0,August 2024,"August 7, 2024",Twin Room,1,Couple,8.3,1,0,1,1,0,0,0,0,1,0
Wonderful,I could hear sounds from adjoining room (sneezing several times 😊),"Proximity to airport
Clean
Very helpful staff",9.0,August 2024,"August 5, 2024",Twin Room,1,Family,8.3,1,1,0,0,1,0,0,0,1,0
Nice hotel in the airport but a litle expensive,"When we arrived, they told us there was no hot water but they were fixing it. For what I was paying, hot water is a must.",Location and jacuzzi,7.0,July 2024,"August 4, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0
Wonderful,The elevator is very slow and the floor was dirty under the bed. The room price increased when I did the check-in.,The staff was very responsive and attentive. I appreciated the,9.0,July 2024,"August 4, 2024",Twin Room,1,Family,8.3,0,1,0,1,1,0,0,0,0,0
Wonderful,,Convenient being right across the street from the airport,9.0,July 2024,"August 3, 2024",Twin Room,1,Family,8.3,0,0,0,0,0,0,0,0,1,0
Good,,The location,7.0,July 2024,"August 1, 2024",Twin Room,2,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Good stay for a long layover,,Right next to the airport,9.0,July 2024,"July 31, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
A great hotel to spend a layover,"The Wi-fi in the room was quite slow, which made it hardly usable.","Very clean rooms, high quality amenities, really nice spa in the hotel, kind and willing personnel and a tasty, rich breakfast ready at a convenient time even for an early flight.",9.0,July 2024,"July 28, 2024",Twin Room,1,Couple,8.3,1,1,1,0,0,0,1,0,1,0
"Very conveniently located for Lima Airport layover, good breakfast, comfy but somewhat expensive",The Price per Night.,"Walking distance to the Airport and good Breakfast.  Really liked the ""welcome Drink"" which boasted great Pisco Sours !",8.0,June 2024,"July 26, 2024",Superior Twin Room,1,Couple,8.3,0,0,0,0,0,0,1,0,0,0
Convenient,Breakfast and the menu don't have many options,"Good and convenient location, car rental just across the Streat.",7.0,July 2024,"July 24, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,1,1,0
Very Good,It was not safe to drink the water.,It was directly at the airport.,8.0,June 2024,"July 23, 2024",Twin Room,1,Group,8.3,0,0,0,0,0,0,0,1,0,0
Very Good,I could hear  all the going ons in the hallway.  The bedside lamps were not working.,Very convenient for early AM flights.,8.0,July 2024,"July 20, 2024",Twin Room,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,1,0
Great stay!,"Except for the fares, that are expensive, there is nothing bad to tell about.","Very confortable hotel, with excellent facilities. Nice and tasty breakfast. Staff is very kind and ready to help when needed. For those who need a 1-night stay near airport, it is perfect.",9.0,July 2024,"July 20, 2024",Twin Room,1,Family,8.3,0,0,1,0,1,0,1,0,0,0
Convenient,Expensive,Location,7.0,July 2024,"July 17, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Wonderful,The blackout curtains didn’t fully block the bright lights from outside.,Couldn’t be more convenient. Was very comfortable!,9.0,June 2024,"July 14, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
It was a little pricey but I’d stay there again,Rooms very basic,Location and security,7.0,July 2024,"July 13, 2024",Twin Room,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,1,0
Best place for a long layover with a great restaurant and spa!,,Very convenient for a layover. We were only there for 6 hours between flights,9.0,June 2024,"July 11, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0
Great hotel for a short transit,It's quite noisy outside.,Right in front of the airport. The staff are friendly and helpful. Very nice breakfast.,9.0,July 2024,"July 11, 2024",Twin Room,1,Family,8.3,0,0,0,0,1,0,1,0,0,0
A good deal for those travelling early in the morning,It seemed a bit noisy (cars and buses) all night long.,"Location, cleanliness, politeness of the staff and quality of the breakfast.",9.0,July 2024,"July 9, 2024",Twin Room,1,Group,8.3,1,0,0,0,1,0,1,0,1,0
Very convenient.,,Nothing beats being at the airport when you have an early flight out! No worries about Lima traffic this way. Worth the extra you pay for the convenience.,9.0,July 2024,"July 6, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Wonderful,Nothing.,"Location is one step from the airport.
The service, breakfast, they upgraded us for free to a suite.
They have spa with a swimming pool and jucuzzi 24 hours open",9.0,July 2024,"July 6, 2024",Double Room,1,Couple,8.3,0,0,1,0,1,0,1,0,1,0
Wonderful,,Gluten free food breakfast 😋,9.0,May 2024,"July 2, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,1,0,0,0
Great location,"I was happy to hear we could get a box breakfast at 4am when we headed for the airport but more than surprised when my breakfast turned out to be a ham and cheese sandwich, a piece of cake and an apple.  Maybe a little more breakfast oriented ie. muffin, granola bar and/or Danish might be more in order.",The location was perfect. We were in late and out early the next morning but wanted to get some sleep with a quick turnaround. Walking also made it cheaper.,8.0,June 2024,"June 28, 2024",Superior Double Room,1,Couple,8.3,0,0,0,0,0,0,0,1,1,0
good place a bit expensive,It took a bit long to check in.,"Good location, normal hotel, good breakfast. Very easy if you don't want to lose time during your transit",7.0,April 2024,"June 26, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0
Wonderful,,The location is unbeatable. The staff are friendly and efficient and the breakfast is great.,9.0,June 2024,"June 24, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,1,0,1,0,1,0
Convenient and Comfortable,,"Great location, right across from the airport. Comfortable room, early morning breakfast available.  Perfect for an early morning departure.",9.0,June 2024,"June 24, 2024",Twin Room,1,Solo traveler,8.3,1,0,0,0,0,0,1,0,1,0
"Good breakfast and location, location, location",,It is at the airport which was the most important thing. Walk over the crossing and your there. Great breakfast,7.0,April 2024,"June 23, 2024",Twin Room - Disability Access,1,Group,8.3,0,0,0,0,0,0,1,0,0,0
Good,,Close to the airport.,7.0,June 2024,"June 18, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
Good hotel with a great location.,"Compared to other hotels in Perú, it is a bit overpriced. I had a room with a bad view (3rd floor), and i found a huge worm in the bathroom the next morning. I also missed a waterboiler in the room for a nice cup of tea.","Location, if you have a connecting flight the next day, this hotel is perfect and right next to the airport. The rooms are large, clean and comfortable. The service is good and there is an early breakfast.",7.0,May 2024,"June 17, 2024",Twin Room,1,Solo traveler,8.3,1,1,0,0,1,0,1,0,1,1
Wonderful,,"Location, location, location.  Walk across the street to the terminal.",9.0,June 2024,"June 16, 2024",Twin Room,1,Family,8.3,0,0,0,0,0,0,0,0,1,0
Great hotel at the airport,,Hotel on airport property.  A little pricey but good value. Great staff and great facilities. Amazing breakfast.  The concierge was hugely helpful in arranging trips and helping through emergency cancellations.,9.0,June 2024,"June 16, 2024",Twin Room,1,Couple,8.3,0,0,1,0,1,0,1,0,0,0
"Great location, but overpriced","The shower didn’t work, needed to request a heater as room was cold, over priced","Breakfast was good, room was quiet, bed was comfy.",7.0,June 2024,"June 15, 2024",Twin Room,1,Couple,8.3,1,1,0,0,0,0,1,0,0,0
Excellent,"Rooms were a bit plain, but super comfy!",If you have a long or overnight layover this is perfect. Pick up your bags and literally walk out the door of the airport and into the hotel.,9.0,June 2024,"June 15, 2024",Twin Room,1,Family,8.3,0,1,0,0,0,0,0,0,0,0
Great location for catching an early flight,,A great place to stay when catching an early flight.,8.0,May 2024,"June 14, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
"Great location,  rooms, staff and breakfast",,"The location is amazing and the breakfast was delicious,  the staff were very helpful",7.0,May 2024,"June 14, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,1,0,1,0,1,0
Good,"Outdated furniture , dirty curtains, really bad coffee maker",Location and breakfast,7.0,June 2024,"June 14, 2024",Twin Room,1,Couple,8.3,0,1,0,0,0,0,1,0,1,0
Wonderful,"Car traffic noise from horns honking, but can't be controlled by the hotel.",Just a walk across the street to the terminal.,9.0,June 2024,"June 13, 2024",Double Room,1,Couple,8.3,0,0,0,1,0,0,0,0,0,0
"Amazon location , grate staff",It is loud . You can hear the cars and noise all night,The location is perfect and the staff is amazing! They help you with everything,8.0,June 2024,"June 11, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,1,1,0,0,0,1,0
It was good for one night,"The bed was short and for some reason there was no option to book a room with one double bed for the couple. Instead we were required to book a bigger room with 2 beds.
There were no hairdryer in the room.",The location and the breakfast,8.0,June 2024,"June 10, 2024",Double Room,1,Couple,8.3,0,1,0,0,0,0,1,0,1,0
"Unfriendly staff, very convenient for early flights.",Staff unfriendly.,"Location, facilities.",8.0,June 2024,"June 9, 2024",Twin Room,1,Family,8.3,0,0,1,0,0,1,0,0,1,0
Good,Food in restaurant Paprika is well behind Peruvian food standard,Breakfast was very average,7.0,June 2024,"June 7, 2024",Twin Room,2,Solo traveler,8.3,0,0,0,0,0,0,1,1,0,0
"An expensive night as far as room rates, but still better than navigating off site.","The hot tub, steam room, and sauna were cold and not usable.",We had a short layover in Lima and an early flight. We were happy to have a place attached to the airport so we didn't have to navigate Lima traffic.,8.0,May 2024,"June 4, 2024",Twin Room - Disability Access,1,Family,8.3,0,1,0,0,0,0,0,0,0,0
Great Hotel for those in transit.,Room furniture was a little scuffed. Tub drain stopper did not stop the water draining. No blow dryer in room (by mistake).,"Located across the street from the Lima airport, you can wheel your bags over on an airport luggage cart. On the way out, the concierge (Miguel) was amazing and took my bags all the way to check in, handing them to the airline staff for me.  Fanstastic service.   The hotel operates 24hours, including the restaurant and spa, so you can soak and eat anytime of the day or night.",8.0,May 2024,"June 3, 2024",Twin Room,1,Solo traveler,8.3,0,1,1,0,1,0,1,0,0,0
Wonderful,"Location to the Lima Airport was across the Street, close and easy to find",Stop over stay on way to Machu Picchu,9.0,June 2024,"June 3, 2024",Twin Room,1,Family,8.3,0,0,0,0,0,0,0,0,0,1
Wonderful,It’s gotten even pricier,"Location, professionalism",9.0,May 2024,"June 1, 2024",Twin Room,1,Group,8.3,0,0,0,0,0,0,0,0,1,0
Good,The bedding was not comfortable and the pillows were too hard.,Location,7.0,May 2024,"June 1, 2024",Twin Room,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,1,0
Great for layover on my way to Cusco,,Perfect location for overnight before your next flight.,8.0,May 2024,"May 31, 2024",Double Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Wonderful,,"The hotel is right in front of the airport, moreless 90 yards/ 80 meters. Very convenient to rest a couple of hours after a redeye/overnight flight.
Great Breakfast!",9.0,May 2024,"May 30, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,1,0,1,0
Too pricey for the experience. Also got two beds instead of one King. Best thing was proximity to the airport,The staff was robotic. I didn’t like it.,,7.0,May 2024,"May 29, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,1,0,0,0,0
The breakfast is one of best.,Time check-out.,Breakfast is very good plus location and airport.,9.0,May 2024,"May 28, 2024",Twin Room,1,Family,8.3,0,0,0,0,0,0,1,0,1,0
Great stay between flights but wouldn’t stay for longer than a day,The staff were like robots. No real interaction unless they needed to tell you NO.,Location,8.0,May 2024,"May 27, 2024",Twin Room,1,Group,8.3,0,0,0,0,0,1,0,0,1,0
This is a very convenient and comfortable airport hotel,,This airport hotel was ideally for a 14 hour layover in Lima.,8.0,May 2024,"May 26, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Great airport location at a reasonable price.,No major issues.,"Great location for arriving into Lina Airport and departing the next day.  Room, breakfast and service were all good.",8.0,May 2024,"May 26, 2024",Twin Room,1,Couple,8.3,1,0,0,0,1,0,1,0,1,0
A GREAT place to stay when arriving or before leaving Peru,"I am hard pressed to think of something I didn't like.  I stayed overnight when I arrived and returned to use the spa before I left Peru, so that kind of tells you the Hotel was pleasant.","Location, location, location was EXCELLENT.  You walk off the plane, through the crosswalk and ARRIVE.  Check in was easy and pleasant.  I had a late night flight, so it was great NOT to have to take a taxi or bus to get there.  The hotel is clean and surprisingly quiet for an ""Airport Hotel"" (though I used ear plugs and a night mask, as always)  They provided 2 complementary bottles of water and a coupon for a free beverage at the restaurant.  The hotel has a very nice spa with massages available for a reasonable price.  I did NOT use the pool or hot tub, but they seemed clean and looked relaxing (one person said the pool water was cold, but I didn't check).  The restaurant Breakfast was excellent and I returned to the hotel before I left Peru to stay at the Spa (check the sheet in your room for details) and ate a very nice hamburger at the restaurant.  Restaurant staff were VERY nice and helpful.  You can't beat the location, though the prices fluctuate wildly depending on the day you arrive.  Cheaper during the week.  Everyone was very accommodating of poor Spanish (I try) and nearly everyone speaks excellent English.",9.0,May 2024,"May 24, 2024",Twin Room,1,Solo traveler,8.3,1,0,1,1,1,0,1,0,1,0
Wonderful,Fishy smell in the house but that's not the fault of the hotel.,"Very friendly staff and helpful concierge.
Breakfast overly awesome!",9.0,April 2024,"May 24, 2024",Twin Room - Disability Access,1,Solo traveler,8.3,0,0,0,0,1,0,1,0,0,0
Enjoyable,,"Breakfast was good, welcome drink was a nice touch",8.0,April 2024,"May 24, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,1,0,0,0
"All in all, very nie.",Toilet had to be jiggled to stop running.,Excellent location. Attentive staff. Loved that I was able to get dinner at a late hour.,9.0,May 2024,"May 22, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,1,0,1,0,1,0
Very Good,,The location is unbeatable in regard to the proximity to the airport. The breakfast this time was exceptional as the choices were excellent. Our first stay's breakfast was subpar but I am sure that was due to the fact that we left very early in the am.,8.0,April 2024,"May 21, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0
Very Good,,The hotel is very convenient for anyone having to fly first thing in the morning.,8.0,May 2024,"May 19, 2024",Twin Room - Disability Access,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0
Very Good,,Convenient location for transit,8.0,May 2024,"May 17, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0
Really enjoyed it/ highly recommend to anyone flying through Lima,Rooms and bathrooms a little bare bones but comfy,"Excellent location, nice bar and breakfast 
Great staff",9.0,May 2024,"May 17, 2024",Twin Room,1,Group,8.3,0,1,1,0,1,0,1,0,1,0
We had good stay.,None,Good location Near airport; good breakfast;,9.0,May 2024,"May 16, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0
Great One Night Stay at Airport,,"The staff was very friendly and helpful.  The breakfast include made to order eggs along with a good selection on the buffet.  The best part of this hotel is that it is across the street from the airport terminal and there is a walkway on the second level.  We had a late flight in, and a morning flight out so the location was perfect - no wasted time getting to and from the airport.",9.0,May 2024,"May 15, 2024",Twin Room,1,Family,8.3,0,0,0,0,1,0,1,0,1,0
Airport location is convenient,"It is very overpriced, and they use very high conversion rate so I ended up paying more",It is located across the street from the airport! This is the only reason we booked this hotel.,7.0,May 2024,"May 15, 2024",Twin Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0
Very comfortable. Wise election.,"I got a room on floor 7, nevertheless is the last floor,  I heard steps and furniture or something moving on the floor above (perhaps rooms on the roof?).

The windows are not that hermetic. 

My room had a double door that conects to the next room. Well, I could hear the guests there talking 😕

I'd rather keep the windows next to the elevators closed. The smell of fish from the port can be strong and not pleasant.","Is right in front of the airport entrance.
Comfortable, clean, good breakfast, nice bar. 
Great service, crew very polite and available anytime.",8.0,May 2024,"May 13, 2024",Twin Room,1,Solo traveler,8.3,1,1,1,1,1,0,1,0,0,0
Wonderful,A bit pricey.,"Across the terminal, very convenient. Clean and comfortable room. Friendly staff. Best free breakfast buffet I ever had.",9.0,May 2024,"May 11, 2024",Twin Room,1,Family,8.3,1,0,0,0,1,0,1,0,1,0
Wonderful,,Destacamos la incomparable colaboración de Jonathan y Eduardo.,9.0,May 2024,"May 11, 2024",Twin Room,1,Group,8.3,0,0,0,0,0,0,0,0,0,0
"Expensive, but you're paying for convenience/safety",A little noisy as sound insulation wasn't the best. Room is also quite basic for the steep price.,"Right opposite the airport (walk out and cross the road), so was perfect for our 12am flight arrival. Avoided having to deal with the taxi hustlers outside the airport after a long flight. Facilities were great for killing time before our next flight out. Breakfast was also pretty complete.",7.0,May 2024,"May 11, 2024",Twin Room,1,Couple,8.3,0,1,1,0,0,0,1,0,0,0
Great hotel when you have over night layovers or early morning flights,Rooms small,"Closeness to airport, bar and restaurant",7.0,May 2024,"May 9, 2024",Twin Room,1,Solo traveler,8.3,0,1,1,0,0,0,1,0,0,0
"Across from the airport - great location, convenient for early/late flights",,The hotel is situated across from the airport making it a 2min walk.  The dinner service available was great.  Hotel staff wre very helpful.,9.0,April 2024,"May 6, 2024",Twin Room,1,Family,8.3,0,0,0,0,1,0,1,0,0,0
was just there for an expensive nap between flights,expected hot water in the shower,location,8.0,April 2024,"May 5, 2024",Twin Room,1,Solo traveler,8.3,0,1,0,0,0,0,0,0,1,0
Wonderful,Nothing special about the rooms. We could only get a room with two medium sized beds. Coffee maker in room didn't work well.,"Excellent service. Jonathan was very helpful in getting our bags from the room to check-in at the airport. Definitely will stay again, if only for his excellent service!",9.0,May 2024,"May 3, 2024",Twin Room,1,Family,8.3,1,1,0,0,1,0,0,0,0,0
"Very convenient, clean rooms.","It can be a bit noisy if you have rude guests next door as the walls are a bit thin between rooms. Airport noise is very minimal. Management did offer to speak to them,  not much more they can do. I’d advise ear plugs if you’re a light sleeper.","Clean, friendly and helpful staff.",8.0,May 2024,"May 3, 2024",Twin Room,2,Couple,8.3,1,1,0,1,1,0,0,0,0,0
"Close proximity to airport, 1 minute walk. Comfortable bed, quiet. No early breakfast available","The hotel offered a free breakfast for those rooming for the night. Because of our early flight, we needed to be on our way by 2:45am, well in advance of them offering breakfast. I spoke with the person checking me in. I asked if they would be kind enough to pack a breakfast bag (bagel w/cheese, breakfast sandwich, anything). NO. The hotel I stayed in Doha presented a breakfast cart with a display of fruits, eggs, toast, etc at the same time of the morning. I wasn't asking for the moon. The major downer for this review.","Location, location, location. We had an early morning flight and didn't want to deal with travel by taxi to make us rise even earlier to allow for transportation time, We were able to walk to the gate in minutes.",8.0,April 2024,"May 3, 2024",Twin Room,1,Group,8.3,0,1,0,0,0,0,0,1,1,1
Perfect location for early morning flights,,"Location, location, Location",8.0,April 2024,"May 2, 2024",Twin Room,1,Family,8.3,0,0,0,0,0,0,0,0,1,0
Convenient across from airport.,Long wait time to check in even after midnight. Additional 10% hotel fee charged at check-in.,Convenient. Early breakfast buffet.,7.0,April 2024,"May 1, 2024",Twin Room,1,Group,8.3,0,0,0,0,0,0,1,0,1,0
Good,,Very friendly and helpful staff,7.0,April 2024,"April 30, 2024",Twin Room,1,Family,8.3,0,0,0,0,1,0,0,0,0,0
Very Good,"The shower door seal leaked. In the hallways, the smell of wet carpet.",The location and breakfast were excellent,8.0,April 2024,"April 29, 2024",Twin Room,2,Family,8.3,0,1,0,0,0,0,1,0,1,0
"Good Hotel Airport, Provides Essentials","The room was a bit dull, basic toiletries.  This is a great hotel if you need to be near the airport, and that's what I needed.","Great airport hotel!  The room was clean, the staff were friendly, and the restaurant is 24 hours.  Upon check out, a bell person walks you across the road to the airport check in!  I absolutely loved this service & it was greatly appreciated.",7.0,March 2024,"April 24, 2024",Twin Room,1,Solo traveler,8.3,1,1,0,0,1,0,1,0,0,0
Convenient and what I expected,All good,Location,9.0,March 2024,"April 24, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,1,0
Very Good,Shower drain & some things need a refresh,,8.0,April 2024,"April 24, 2024",Twin Room,1,Couple,8.3,0,1,0,0,0,0,0,0,0,0
Great spot to shower between flights,"Directions to hotel a bit unclear, hard to see exactly WHERE the entrance is as its not super evident. Gym isnt great but good enough",So close to the airport! Just walk across the street! Also the outlets are 1/2 block away if you need anything,9.0,April 2024,"April 24, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,1,0,0,0,0,0,0
Wonderful,,"Delicious breakfast, excelent location",9.0,March 2024,"April 23, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,1,0,1,0
Comfort after and before flight,,After a long flight it's comfortable and practical to get some rest close by and it is an ideal hotel if you have to catch an early flight the next day in Lima Airport.,8.0,April 2024,"April 22, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,0,0
Lovely and perfectly situated,More breakfast earlier for those people catching early flights would be great,Perfectly located by the airport. Lovely staff and room,9.0,March 2024,"April 20, 2024",Twin Room,1,Family,8.3,1,0,0,0,1,0,0,1,0,0
Connected to the airport - great for those in transit,the bright white walls of my room!,I booked this hotel and paid a higher price than my normal budget so I could walk across the connecting SkyBridge right from the airport into the hotel.  That was just great for me as a solo older female coming in late in the evening.  The breakfast buffet was good and the restaurant is open 24 hours which is fantastic for travelers.  I enjoyed my meal there.  Room was very clean.,8.0,April 2024,"April 19, 2024",Twin Room,1,Solo traveler,8.3,1,1,0,0,0,0,1,0,0,0
The hotel is very nicely located beside the airport. Great for an overnight connection,,Bacon or sausage would have been nice to have with breakfast,8.0,March 2024,"April 18, 2024",Twin Room - Disability Access,1,Group,8.3,0,0,0,0,0,0,1,0,0,0
"Great location, friendly staff",,"Very early breakfast available for early departure. Friendly staff, nice facilities",9.0,April 2024,"April 16, 2024",Twin Room,1,Family,8.3,0,0,1,0,1,0,1,0,0,0
Wonderful,,Very convenient location next to the airport. We felt safe and comfortable. Rooms are clean and not too noisy (just normal city noises).,9.0,April 2024,"April 14, 2024",Twin Room,1,Family,8.3,1,0,0,0,0,0,0,0,1,0
Very Good,,Convenient location for turnover passengers.,8.0,March 2024,"April 11, 2024",Twin Room,1,Couple,8.3,0,0,0,0,0,0,0,0,1,0
"Location, location, location - makes live easy in this vibrant city",Bedrooms dated - no usb plugs; bathroom dated too - needs refurbishment soon,"Location , direct access to airport with over bridge
Easy to check in
Consierge helpful for storing luggage, helping us with finding local amenities etc
Comfortable rooms 
Breakfast decent",9.0,April 2024,"April 10, 2024",Twin Room,1,Couple,8.3,1,1,0,0,1,0,1,0,1,0
Happy to have this hotel available right at the airport after a very long flight,"The lady who checked us in was quite uncommunicative...to put it mildly. However, all other staff we met (concierge, bar, room servie) was quite friendly and helpful",Perfect option for an overnight stay in case of a late arrival at or early departure from the airport. The Hotel is indeed right opposite the exit of the airport. One zebra crossing and you're there. There is also a bridge for pedestrians from the airport but that is currently (April 2024) closed due to construction works. Rooms (and beds) are comfortable and you also get a (small) pisco sour at the bar downstairs as a welcome drink.,7.0,March 2024,"April 9, 2024",Twin Room,1,Couple,8.3,1,1,1,0,0,1,1,0,0,0
Good,Rooms have strange loud noises coming from vent/ac system. Couldn’t sleep,Location. Value for money. Staff,7.0,April 2024,"April 6, 2024",Twin Room,1,Solo traveler,8.3,0,1,0,1,1,0,0,0,1,0
Very Good,,"Good variety of food, fresh made to order omelette",8.0,April 2024,"April 5, 2024",Double Room - Disability Access,1,Couple,8.3,0,0,0,0,0,0,1,0,0,0
Extremely convenient location and very clean,Check in was crazy slow. Arriving late at night with lots of other travelers also wanting to check in and having to wait 30 minutes to get to our room was not pleasant.  The photocopying of passports seems to be the big hold up. Had no such problems at the three other hotels we stayed at in Peru; would expect Lima to have better check in capabilities than rural Peru.,"Location was perfect for our flight the next morning. We requested and were given two connecting rooms for our family of four. As a tip, if you are trying to find one room for more than 3 people on this site and receive results showing nothing available it is because you need two rooms.   Water bottles were in the room for use. Water is not drinkable for Americans. Breakfast was good with hot food items and a large selection.",9.0,March 2024,"March 31, 2024",Twin Room,1,Family,8.3,1,1,0,0,0,0,1,0,1,0
Good only for the night at the airport,the facility needs to be refreshed - the bathrooms already look stale,Location direct at the airport.,8.0,March 2024,"March 31, 2024",Double Room,1,Couple,8.3,0,1,0,1,0,0,0,0,1,0
Wonderful,,How close it was to the airport,9.0,March 2024,"March 31, 2024",Twin Room,1,Solo traveler,8.3,0,0,0,0,0,0,0,0,0,0
