Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Very Good,People moving upstairs were especially allowed in our room. No refrigeration,Clean and comfortable rooms,8.0,May 2024,"May 24, 2024",En Suite Triple Room,7,Family,8
Wonderful,Beds are a little soft & outdated,Great location & great staff,9.0,May 2024,"May 22, 2024",En Suite Double Room,3,Family,8
Fab little hotel,Bit warm in the room but probably just due to the recent weather,Great service and location at a reasonable price,9.0,May 2024,"May 22, 2024",En Suite Triple Room,1,Solo traveler,8
Good,Our room too small,Polite staff. Nice breakfast room,7.0,May 2024,"May 18, 2024",En Suite Double Room,4,Couple,8
ok for one night,No lift,Location,8.0,May 2024,"May 17, 2024",En Suite Double Room,1,Couple,8
It was very enjoyable,The stairs to the third floor (no lift),"The location, it was very clean. Staff were lovely",8.0,May 2024,"May 17, 2024",En Suite Double Room,1,Couple,8
Good- would recommend,Very small bedroom,"Quiet location. Near Kings Cross
Lovely breakfast room overlooking tennis courts",8.0,May 2024,"May 10, 2024",En Suite Double Room,1,Couple,8
a great place in a quiet location as well as being handy for st pancras  station,,the first floor room was clean and despite not being very far from the really busy Euston Road it is in a really quiet location the room was clean with tea and coffee making facilities and the choice of food at breakfast was very good,9.0,April 2024,"May 10, 2024",En Suite Twin Room,2,Couple,8
Ideal place for a short stop over clean and staff are ace,,Location close to King’s Cross early check in too,9.0,May 2024,"May 6, 2024",En Suite Double Room,1,Couple,8
Very Good,"Bathroom and shower is separated from the bedroom, which is kind of awkward.",Nice and friendly staff. 5 min to St. Pancras Station.,8.0,May 2024,"May 5, 2024",Standard Single Room with External Bathroom Facilities,2,Solo traveler,8
Fine for my overnight and good location,On 3rd floor was a but of a climb . Fine for me but not everyone would be able to do this so should have been forewarned.,om was fine . Small but had everything required .,7.0,April 2024,"May 5, 2024",En Suite Double Room,1,Solo traveler,8
Good,"Well, the room (and also external bathroom/toilet) needs to be renovated, especially the carpet. It was a small room, typical for budget rooms in London.","A really nice house (quiet crescent in front of two tennis courts) and beautiful breakfast room. Breakfast was freshly prepared. Overall prefer these ""old"" hotels to anonymous hip sleeping machines",7.0,April 2024,"May 2, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
Good experience,,"The rooms are small in typical London fashion, but I had all the space I needed for a few days. The breakfast was good and generous. The highlight is probably the location, super close to the universities and to public transport!",8.0,March 2024,"May 1, 2024",Standard Single Room with External Bathroom Facilities,5,Solo traveler,8
"Great for an overnight stay near Kings X Station. Staff were amazing, breakfast yummy.","We were on the 3rd floor with no lift, getting our cases up the stairs was tricky.","Perfect location, lovely breakfast, staff were wonderful and helpful. The room was basic but spotlessly clean and comfortable with plenty of tea & coffee.",8.0,April 2024,"May 1, 2024",En Suite Double Room,1,Couple,8
Very Good,The floor was uneven.,"Great location, and great value",8.0,April 2024,"April 28, 2024",En Suite Triple Room,1,Group,8
TOP CLASS EURO HOTEL,There was nothing not to like. It was all exceptionally good.,"The hotel was chosen initially for its close location to Euston station, but it proved to be far more than that. It was also very close to Russell Square Tube Station, and there were numerous eateries all within a short walking distance.

The room was suitable for our requirements, and very clean. The staff were all top class and very helpful, especially Paulina on the Reception Desk. 

The breakfasts are lovely, and offer such a good choice for the size of the hotel. The Breakfast staff were extremely diligent, and kept the facilities clean and ready for the next guests to use the tables.

We will definitely be returning to the Euro Hotel on our next trip into London.",9.0,April 2024,"April 25, 2024",En Suite Twin Room,2,Family,8
The staff were extremely helpful and provided an efficient and friendly serv,The toilet and shower facilities are separate from the room. This is not ideal.,I had to leave before breakfast was served so I was given a bag of food to put me on,7.0,April 2024,"April 23, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
Wonderful,,"Very attentive service, good coffee and eggs",9.0,April 2024,"April 21, 2024",En Suite Double Room,2,Solo traveler,8
"Comfortable, good breakfast, great location",Nothing really,"Ideally located for a short stay in London. 5 mins from Euston and Russel Square. Staff were friendly, breakfast was good. As good as you'll get for the price in this location",8.0,April 2024,"April 17, 2024",En Suite Twin Room,1,Group,8
Very Good,Breakfast,"Emplacement
Style de l'hotel
Authenticité",8.0,April 2024,"April 14, 2024",Superior En Suite Quadruple Room,4,Family,8
Wonderful,"No elevator, that's the only issue I had","Very nice staff, excellent location, the room was reasonably sized.",9.0,April 2024,"April 14, 2024",En Suite Double Room,1,Solo traveler,8
Great choice for central London.,"A little noisy on the street side on Saturday night. We wanted to have the window open but there were too many cars, motorcycles, and foot traffic late into the night.",Great location near train stations and underground. Cozy hotel on a crescent. Staff was friendly and breakfast was good.,8.0,April 2024,"April 14, 2024",En Suite Triple Room,1,Family,8
Very clean and convenient for major rail network,Small TV,Cleanliness,8.0,April 2024,"April 11, 2024",En Suite Single Room,1,Solo traveler,8
Cartwright Gardens Gem,Door gap around the room door is quite wide. A little bit of trim or a draft seal would go a long way to making it feel more private.,"Great location, wonderful common room for breakfast, clean room and bathroom was especially clean. Close to Kings Cross, Euston and St. Pancras stations. Many great shops, restaurants and pubs nearby. Very convenient overall.",9.0,April 2024,"April 10, 2024",En Suite Single Room,1,Solo traveler,8
Wonderful,Small room and bed.,Location.,9.0,April 2024,"April 9, 2024",En Suite Double Room,1,Family,8
Good value for London convenient and good breakfast,With no A/C room quite warm so had to keep window open,Convenient good breakfast,8.0,April 2024,"April 6, 2024",En Suite Double Room,1,Solo traveler,8
Great low cost hotel in centre of London.,,Really close to King’s Cross and great value for money. Clean and comfortable which is all I needed.,8.0,March 2024,"April 5, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
Wonderful,We did get the impression of a little bit of a lack of professionalism as for example when we went to check out nobody was around and there isn't a desk exactly. It seems like they have a small team and people take on a lot of jobs but maybe that was just our impression. It didn't really impact our overall stay.,I was pleasantly surprised by the quality and size of the room. Also when you check into hotels they are usually very stingy with the supplies but these guys gave us plenty of toilet paper and coffee and tea and things like that even though we were only staying for the one night! The room was super clean and overall we were very happy with our stay.,9.0,March 2024,"April 5, 2024",En Suite Twin Room,1,Group,8
Great location with a spacious single room,"Not the hotel's fault but family with screaming child arrived late in the evening when i tried to sleep... Old house so def not sound proof, could hear bathroom fan from other rooms.

Not many veggie/vegan options for breakfast.","Spacious room, comfortable bed, great location.",7.0,March 2024,"April 5, 2024",En Suite Double Room,1,Solo traveler,8
Brilliant 2 nights in Bloomsbury,Nothing to dislike,"Great location, very comfortable, good shower, nice breakfast, friendly staff",9.0,April 2024,"April 5, 2024",En Suite Twin Room,2,Couple,8
Good budget hotel near Eurostar,"No lift, so had to haul heavy cases up two flights of stairs. That said, the convenient location made it ok.","Good location for Eurostar, which was only a few minutes walk away.
Tucked away, it was not too noisy considering it was the middle of London.
Breakfast was good.",8.0,April 2024,"April 4, 2024",En Suite Double Room,1,Family,8
Very Good,,Central location,8.0,March 2024,"April 1, 2024",En Suite Twin Room,1,Solo traveler,8
Good location,Nothing really except the fact that there are not a lot of power sockets,Clean near everything. And the breakfast is awsome.,8.0,March 2024,"March 30, 2024",En Suite Twin Room,2,Couple,8
Very convenient if you need to arrive by train and/or catch early train from EUSTON/ St. Pancras,The house is a bit old so the stages will make some noises when you walk on it. I’m sorry if such noise disturb other customers.,1. The hostess is very kind and warm. I checked in late but she still welcome me warmly and get my room ready very quickly. She even prepared the breakfast after knowing I have to leave early next morning. Thanks to her very much. 2.Room is very hot and silent at night.,8.0,March 2024,"March 30, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
Great well priced stay with lovely staff - ideal for an early morning Eurostar,Was a little noisy from other rooms.,"Lovely staff, clean and comfy room. The receptionist very kindly gave me a breakfast tray as I was checking out too early for breakfast - very much appreciated!",7.0,March 2024,"March 29, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
Satisfactory but expensive,Expensive,"Room satisfactory, breakfast good but no vegetarian option",8.0,March 2024,"March 27, 2024",En Suite Triple Room,2,Family,8
A convenient and comfortable stay,Nothing,Great location for the stations . My single room was spotlessly clean and bigger than I expected . The staff were friendly and helpful . The breakfast was good - so great value I thought . It ticked all the boxes for me and I will return .,9.0,March 2024,"March 26, 2024",En Suite Single Room,1,Solo traveler,8
Nice place at a great location,Quiet hours would have been good.  The ladies that were staying on the floor above us were very noisy well past midnight.,"Location was great.  Wish we could have checked in early but other than that, it was wonderful.",9.0,March 2024,"March 24, 2024",Superior En Suite Quadruple Room,1,Family,8
Great value and location,The heating in the room and general areas of hotel was on full blast so had a restless night’s sleep during to the heat.,"Great location, clean spacious room, lovely breakfast, great value.",9.0,March 2024,"March 22, 2024",En Suite Twin Room,1,Group,8
"Overall enjoyed our stay. Great location in central London, friendly staff, good breakfast.","Rooms were quite old, floorboard in our room were quite warped and made noise when moving around. Walls also quite thin and could hear patrons moving around in the room upstairs.","Very friendly and helpful staff, delicious breakfast included in the price, great central location. Clean property and room. Fast wifi and easy to connect.",8.0,March 2024,"March 16, 2024",En Suite Triple Room,6,Family,8
Really good!,Breakfast could be better in terms of variety,"It was perfect for my need, it is pretty convenient price-wise but also very very decent and nice-looking.",9.0,February 2024,"March 16, 2024",En Suite Triple Room,2,Solo traveler,8
Will stay again,Nothing bar bacon was hard but minor issue,"Staff very efficient and friendly. Breakfast superb. Place clean and fresh
Stayed in a lot of hotels of this class and Euro definitely best",9.0,March 2024,"March 14, 2024",Standard Single Room with External Bathroom Facilities,2,Solo traveler,8
Perfect location,Breakfast was okay but no vegetarian ( let alone vegan) alternatives. And no dairy free margarine or milk.,"Ideal location. Walking distance from 3 main railway stations . In a very quiet and lovely area.
Very clean and comfortable room. 
Felt very safe.",9.0,March 2024,"March 12, 2024",Standard Single Room with External Bathroom Facilities,2,Solo traveler,8
"Perfect location for a night in London, especially if catching Eurostar",Nothing,"Great breakfast, nice location near to St Pancras. Easy walk to shopping, restaurants and sights of London.",9.0,February 2024,"March 11, 2024",En Suite Twin Room,1,Family,8
Great place to stay. Would recommend.,We were on the ground floor and it was a bit noisy at night as people came in but not that bad.,The staff were great. The rooms were clean.,7.0,March 2024,"March 11, 2024",En Suite Twin Room,2,Family,8
"Comfortable, clean and a good location",There wasn’t a lift/elevator which might be a problem if you’ve got lots of luggage.,"On a quiet street, less than a 10min walk from Kings Cross station. I got it for a really reasonable rate for one night - the room was small and no frills but had a sink, storage and a comfortable single bed, and was very clean. You got a key for a shared bathroom/shower - also very clean.",7.0,December 2023,"March 4, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
A comfortable and quiet stay with great transport links,,"A really comfortable, unobstrustive hotel SUPER close to Kings Cross and St Pancras without being on the main roads (it faces Russell Square). I got a room without an ensuite but it wasn't a big deal - you have your own allocated bathroom and shower just down the corridor which opens and locks securely with your room keys. The locks are all very secure! Shower was big and spacious, although the shower head was old, and the extractor wasn't working. Fixtures and fittings are all generally quite old, but for one night plus breakfast I can't complain! Kept the tall balcony windows opened at night so I was never 'too warm', like some other people have commented being. Breakfast room was busy but the staff were very attentive and quick to take my English breakfast order. The staff were all friendly. The food was continental, and all good! The bed was also VERY comfortable and after one night in the room I felt very at home, honestly! I will be back, I have no doubt!",8.0,March 2024,"March 4, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
Wonderful,,"The hotel was spotlessly clean, especially the bathroom. Staff very polite and helpful. Would definitely recommend and also come back to stay when in London.",9.0,February 2024,"February 24, 2024",En Suite Single Room,1,Solo traveler,8
"Great price, clean/comfy and nice people",,"The location has a Dickens feel as it is set on an old London crescent shaped street. it is an older property that that staff impeccably maintains. Keep in mind this is not the Marriott it’s a small charming hotel with nice people overseeing it and the bed was comfy, shower was hot, and the eggs were cooked to order.",8.0,February 2024,"February 20, 2024",En Suite Twin Room,3,Group,8
Good,"Very uncomfortable beds, small bedroom and claustrophobic bathroom.",The location is very central and practical.,7.0,January 2024,"February 20, 2024",En Suite Triple Room,3,Family,8
Good enough for one night.,There were no lifts so I had to carry a heavy suitcase up stairs and some of the sockets didn’t work in my room no matter what configuration of on buttons I tried. This included the hairdryer.,Its location was very convenient for me. The breakfast was quite good.,7.0,February 2024,"February 18, 2024",En Suite Triple Room,1,Group,8
Absolutely fine,"The single room I had was very small, but to be fair had everything I needed. Although the toilet and shower were separate, they were dedicated to the room so not shared.","Great location near King's Cross, with good local amenities, pubs and restaurants and an easy walk or tube into more central parts of London. Clean, neat and a good breakfast.",7.0,February 2024,"February 18, 2024",Standard Single Room with External Bathroom Facilities,1,Solo traveler,8
Perfect for a short London stay with kids,"Nothing negative, for a 3-star in central London it met expectations.. perhaps envisage an upgrade to bathrooms and bed linen","Great location, breakfast and staff.. perfect for a short London stay.",8.0,February 2024,"February 17, 2024",En Suite Triple Room,2,Family,8
Very Good,,Top ligging,8.0,February 2024,"February 16, 2024",En Suite Quadruple Room,2,Family,8
Hassle-free and great stay at Euro Hotel. Value for money.,My room was on the 3rd level and there was no lift.,"I love the location, the room is just enough for 1 person, everything was great, almost perfect, clean, friendly staff, sumptous breakfast, comfortable and quiet.",9.0,February 2024,"February 8, 2024",Standard Single Room with External Bathroom Facilities,2,Solo traveler,8
Very good value for money,There was two pillows. It would be good that one was soft and second hard pillow. All other things good.,Location was good. Very close to Kings Cross station. Also good connections to all city attractions. Walking distance also good. Breakfast was good. Clean rooms and facilities.,8.0,February 2024,"February 2, 2024",Standard Single Room with External Bathroom Facilities,4,Solo traveler,8
A Great Little Find,,"Quaint. Quiet street that felt steeped in history. Easy to find. So close to rail stations, the Underground and terrific restaurants. Comfy beds. Nice hot shower. Lovely breakfast.",8.0,January 2024,"January 30, 2024",En Suite Twin Room,2,Family,8
Good location and value  - I would stay again,Could do with aircon in the room and a lift.,"Easy check in, great location and good value for money. Lovely breakfast and service too.",8.0,January 2024,"January 29, 2024",En Suite Double Room,1,Solo traveler,8
