Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Decent accommodation in Earl’s Court,"Slightly small, bathroom a bit cramp. 
Damage deposit of £100 which will only be returned within 14 days. Other hotels which takes a deposit will usually return/ void the credit card on day of departure. Because of this, I have given a poorer rating.","Location
Lights
Good water pressure",7.0,August 2024,"August 6, 2024",Deluxe Double Room,2,Couple,8
Very Good,Breakfast was good except for the coffee.  Best to get coffee somewhere else.,Comfortable room and updated nicely. Large shower and clean. Mini fridge was helpfull.,8.0,August 2024,"August 6, 2024",Deluxe Single Room,5,Solo traveler,8
"Great for a short trip, would stay again.","The room was very small, nowhere to keep suitcases easily, the fridge did not work properly.","Excellent location. 
Very close to the tube station, plenty of shops within a short walk, friendly staff, very comfortable bed. Room was cleaned everyday with towels replaced.",8.0,August 2024,"August 4, 2024",Deluxe Single Room,7,Family,8
"Excellent location, very comfortable stay.",,"The location was excellent. 3 minute walk to Earls Court underground, 15 minute walk to Kensington. Really easy to get to from Heathrow on the Underground. 

The room was very modern, clean and comfortable. The staff on the front desk were very friendly.",9.0,August 2024,"August 3, 2024",Superior Double or Twin Room,2,Couple,8
Good,The room was a bit on the small side for the price and we were located beside the elevator which made a sound every time the doors opened.,"The location was great, the rooms were clean.",7.0,July 2024,"August 1, 2024",Deluxe Double Room,2,Couple,8
Wonderful,Very little room for luggage in room.,Close to tube.,9.0,July 2024,"July 29, 2024",Deluxe Double Room,3,Couple,8
Very Good,The walls were patched. Not very good craftsmanship throughout.,Great location. Modern room.,8.0,July 2024,"July 28, 2024",Deluxe Double Room,4,Couple,8
Nice hotel in the heart of Kensington,"Safe wasn't working when we arrived, but clerk quickly fixed. Hair dryer didn't work and that was more of an issue because it took them a while to find a replacement.",Nice compact room. Great location and very close to the Earl's Court tube station. Pleasant front desk staff who let us check in early. Quiet room. Clean and comfortable.,8.0,June 2024,"July 27, 2024",Deluxe Double or Twin Room,3,Family,8
Very pleasant stay,"I booked a Deluxe double room which was nice, only negative would be the bathroom is tiny but shower worked fine & nice big mirror etc . The view wasn’t great but to be honest we weren’t in the room for very long so didn’t bother me. Our fridge didn’t work but I only mentioned it when checking out as there was only water in there & didn’t want to make an issue of it but wanted to report it so that it could be sorted for next guests. Nothing put me off enough that I wouldn’t stay here again overall I liked this hotel & room & breakfast was nice","The hotel reception was very welcoming & friendly staff. Location was really good, just 5 minute walk from Earls Court underground. Plenty of shops, pubs & places to eat nearby. We paid for breakfast & it was very nice, helped yourself to continental & choice of bacon sausages & scrambled eggs. I was not disappointed it was very nice",8.0,July 2024,"July 23, 2024",Deluxe Double Room,3,Couple,8
Great place to stay with easy access to all of London!  Great AC!,"Bathroom was a bit tight.  The shower was awesome sized with two shower heads, but the toilet is very close to the wall and I bumped my head on the towel rack several times.","Location to the tube, cleanliness, and thoughtfulness of staff!",9.0,July 2024,"July 22, 2024",Deluxe Double or Twin Room,5,Group,8
"Enjoyable stay, great location.",,Modern amenities and great location.  Breakfast was excellent. Nearby shops very helpful including M&S grocery and a pharmacy.,9.0,June 2024,"July 19, 2024",Deluxe Double Room,2,Solo traveler,8
Overall we were very satisfied with the room and location.,Thought it was a bit pricy given the ammenities.,"Booked the largest room at the property so it was big enough for a seven night stay.
The bed was excellent. The location was near the tube and convenient to all of our destinations.",8.0,July 2024,"July 19, 2024",Suite with Garden View,7,Couple,8
Wonderful,"It could have done with a communal area to relax in before retiring, a bar for example.","Staff friendly, scrupulously clean, very comfortable bed.",9.0,July 2024,"July 18, 2024",Deluxe Double Room,3,Couple,8
"Great stay, good location and welcoming","No bath, but the shower was excellent","Great location to travel between, quiet and comfortable",9.0,July 2024,"July 16, 2024",Deluxe Double or Twin Room,3,Group,8
Great location and enjoyable stay,It was hard to control the Aircon.,"Clean, great location, amazing shower.",8.0,July 2024,"July 15, 2024",Deluxe Double Room,2,Family,8
Great location and staff,Nothing.,"This is the second time that I have stayed here. The location is great - 2 blocks from Earl Court Underground; a small Marks and Spencers close by and a beautiful leafy area  - and the staff are so helpful and friendly.  The rooms are small, but modern and clean and the space is well thought through with a desk, flatscreen and tea/coffee facilities.",9.0,July 2024,"July 12, 2024",Deluxe Single Room,2,Solo traveler,8
Small room but comortable for a short stay,"The room was a single and is very small, but it was for one night for work, and I was expecting that - but if you need space this is not the place for you.","Great location. Everything was good - clean, comfortable and eveything worked. Good bathroom / shower.",8.0,July 2024,"July 12, 2024",Deluxe Single Room,1,Solo traveler,8
"Good location, little underwhelmed.","For a four star hotel I would expect more amenities. No bar or restaurant, but also no minibar. So make sure to bring your own.
There is an elementary school back of hotel and it is kinda noisy from early morning.","Great location, underground around the corner park just a few meters away. Beautiful location for a stroll to Buckingham palace, Westminster, Big Ben. Very nice staff.",7.0,June 2024,"July 11, 2024",Deluxe Double Room,2,Couple,8
Wonderful,,"Great location!! Minutes from the tube so you can get anywhere quick. Nice area, not quite as busy so was nice. Everything you need was close by.",9.0,June 2024,"July 10, 2024",Deluxe Double Room,2,Couple,8
We would stay here again,The broken bed that was the only thing wrong,Lovely hotel few minutes walk from the station plenty of food places to get something to eat,9.0,June 2024,"July 7, 2024",Deluxe Double Room,1,Couple,8
"We were satisfied with the accommodation. A charming and clean room, hotel in a good location.","The window couldn't be opened (I assume due to the climate and ventilation system). I didn't like the smell in the room (it didn't stink, but maybe it was the cleaning agents or the carpet)... it would be good if the room could be aired out.","The hotel is charming and nicely decorated. The rooms are small but comfortable and clean, with a spacious bathroom. The beds were comfortable. The room is tidied up, with fresh towels every day. Breakfast is good. The location is excellent. The metro is just around the corner, attractions are about a 20-minute walk away, but the neighborhood is lovely and great for walking... there are shops and restaurants. The staff is friendly.",9.0,July 2024,"July 7, 2024",Deluxe Double Room,3,Family,8
Good find,,"Close to subway. 
Nice neighborhood.
The room was nice. 
Good value for money compared to other hotels in London.",9.0,April 2024,"July 6, 2024",Superior Double or Twin Room,5,Solo traveler,8
Great location. Modern and clean hotel,The rooms are tiny. Comfortable stay for one person or limited luggage.,"Great location. Just around the corner from Earl's Court train station , restaurants, and shops. 18 mins walk to Kensington High Street. Helpful staff. Sabina was a gem.",8.0,July 2024,"July 5, 2024",Double or Twin Room,5,Family,8
Comfortable,Clean and well maintained however I wish the single bed were little larger. As it rains often I would recommend the steps to have non slip floor. That was little worrisome,Location,8.0,June 2024,"July 4, 2024",Superior Double or Twin Room,6,Family,8
Comfortable and well located,Bit pricey,Nice clean and secure. Only stayed one night.,8.0,July 2024,"July 3, 2024",Deluxe Double Room,1,Couple,8
"Nice, good location and staff. Will book agian.","While the room(s) had everything, they were rather small. But this can be expected in the center of London.","The location was superb, extremely central and clean. Nice staff.",9.0,June 2024,"July 3, 2024",Deluxe Single Room,4,Group,8
"Clean, air conditioned, small rooms (standard for London)",Rooms too small.,Good location; clean; good breakfast provisions; nice location; good air con,8.0,July 2024,"July 3, 2024",Deluxe Single Room,1,Solo traveler,8
overall good place with a lot of advantages,"staff was not friendly
rooms very small","location near the underground station
quiet street
room was ok bathroom very comfortable
tv big screen
room clean and tidy",8.0,June 2024,"July 1, 2024",Deluxe Double Room,2,Group,8
Great location. Basement rooms awful. Reception staff awful.,"Basement bedroom. Awful. Not natural light at all. Yes, it has a window. But no natural light comes through.

Reception staff poor. Not helpful and just came across rude, as though he didn't want to be there/serve us.",Location or hotel is good. Hotel rooms were clean.,7.0,June 2024,"July 1, 2024",Double Room,3,Couple,8
We enjoyed our stay at the Merit Kensington Hotel and will book there again next time.,"We were assigned a room in the basement which was quite claustrophobic, with no view.  The aircon didn't work sometimes, which made the room airless and stuffy.","The daily breakfast was good, and set us up for the day.  The location of the hotel was very handy to the nearest tube station.  The room layout was spacious, including the modern bathroom.  The hotel staff were very friendly and helpful.",8.0,June 2024,"July 1, 2024",Deluxe Double or Twin Room,4,Couple,8
Nice,"No microwave,  but staff will be happy to heat it for guest",Nice staff,9.0,June 2024,"June 28, 2024",Deluxe Double Room with Extra Bed,5,Family,8
"Great stay, would be happy to stop here again.","They tried to fit too much into a single - the larger bed was nice, but there was very little room to move around the room.","Beautifully clean throughout, very well equipped room. The air con was fantastic with 29 degree temps outside. Helpful staff, good breakfast. I'd be very happy to stay again.",9.0,June 2024,"June 27, 2024",Deluxe Single Room,1,Solo traveler,8
Good value stay in London.,"The hotel has several buildings near each other. In the center building is the reception and the breakfast room. My room was in an adjacent building. There are several steps in front of each building which makes it a little difficult with people who have difficulty with steps, but it was not a big deal.","The location was very convenient to public transport. I travelled on the Piccadilly line from Heathrow airport. At Earl's Court Station there is a lift from the platform level to the ground level (convenient with luggage).and the hotel is  a few minutes walk away. 
In addition to the Piccadilly line there is the District line and buses so it is easy to reach the center of London.
 I took the bus to Victoria train station which was even more convenient.
There are many restaurants, supermarkets, pubs and a pharmacy nearby.
The room was a Deluxe double room (for single use).
I requested a room on a high floor, near the elevator with a walk in shower and received exactly what I reserved. The size of the room was  a good size for London.
The room was modern, clean, with air-condition, had a safe and a small refrigerator that was very useful. 
The bed was comfortable.
The breakfast buffet was good.",9.0,June 2024,"June 17, 2024",Deluxe Double Room,4,Solo traveler,8
Wonderful,None,Just around the corner from the train station and lots of shops,9.0,June 2024,"June 14, 2024",Double Room,1,Family,8
Wonderful,so small room :(,"Breakfast was really good.
Hotel was Clean.",9.0,March 2024,"June 12, 2024",Double Room,3,Solo traveler,8
Very Good,The room was very small,"new and clean, friendly staff",8.0,June 2024,"June 11, 2024",Double Room,3,Couple,8
Very Good,Size of the room was small,"Cleanliness, location & interior",8.0,May 2024,"June 11, 2024",Double Room,3,Couple,8
"All in all great value for money, would stay here again but the rooms could be a bit bigger",The size of the room was a bit too small. It was hard to move in the room with two people as everything was a bit too tight,Really clean and modern,8.0,June 2024,"June 10, 2024",Double Room,3,Couple,8
"Great . Easy, comfy , value for money",Room with a view would have been nice,Great location. Just around the corner from earlscourt tube,8.0,June 2024,"June 9, 2024",Double Room,2,Group,8
Good,"I got allocated to the room in front of the lift, so it is pretty noisy.",,7.0,June 2024,"June 8, 2024",Deluxe Double Room,2,Solo traveler,8
Wonderful,,Excellent location,9.0,June 2024,"June 7, 2024",Deluxe Double Room,2,Family,8
Good,"Shower overflowed constantly, shower door made horrid noises, room was absolutely tiny and not really big enough for 2, otherwise ok.",Fantastic location,7.0,May 2024,"June 6, 2024",Double Room,2,Couple,8
Wonderful,,"The location of the hotel is perfect. Really close to a subway stop which goes directly to Heathrow Airport.
We were also lucky to be upgraded to a superior room for free. The room was very comfortable and perfectly equipped.",9.0,June 2024,"June 4, 2024",Deluxe Double Room,1,Couple,8
Good value clean room,In a slightly dodgy street,Good value very handy,9.0,June 2024,"June 3, 2024",Deluxe Double Room,1,Couple,8
Great for a short stay of a few days.  Very clean and nice mod cons,Room and bathroom was quite small,It was very clean and very comfortable,8.0,May 2024,"June 1, 2024",Double Room,4,Couple,8
"Great location, clean, quiet and friendly.","Nothing, other than the room location beside the elevator. I suppose that is what you get when you only book 1 night.","Very clean and perfect location, just around the corner from the Earls Court station. We specifically stayed in this area to catch the train in the morning to Heathrow. The shower and bed were perfect. Despite being located right beside the elevator on the 1st floor, it was very quiet and we barely heard the elevator coming and going.",8.0,May 2024,"May 31, 2024",Deluxe Double Room,1,Couple,8
Very good,"Room was so small there was nowhere to put my bag which then blocked the fridge.
Ground level could hear ppl in and out of lift and front door.","Location 
Modern room
Good shower
Nice staff",7.0,May 2024,"May 31, 2024",Budget Single Room,3,Solo traveler,8
Very much as I expected,Some drawers in the room,"No breakfast.
Very handy for transport and shops",8.0,May 2024,"May 30, 2024",Deluxe Single Room,4,Solo traveler,8
Good,Size of the room,"Location, tidy",7.0,May 2024,"May 30, 2024",Deluxe Double Room,3,Couple,8
"Nicely decorated , clean rooms in Kensington Area","The Signage for the rooms could have been outside the elevator , although they did mention the floor , first floor means different things for American vs Brits :) just a suggestion .
we asked to be checked in and our bags moved to the rooms , this could have improved our overall experience , as we were 3 then one checked out and the rest moved to a smaller room. Not sure why it was an issue that check in had to be at 3 , if the system can be improved to allow guests to check in and at least know in which building they'll end up would be nice","Location was great next to earl's court subway station so convenient , on the picadilly line so you can go straight to the airport ,the rooms were very clean small but it was ok we booked 2 kind of rooms 
one was in the main building triple room and one was a twin bed room , both were nice and clean I would stay here again the location had many Halal eateries nearby which is a plus .
note that you can be in a separate building than the reception so I would suggest to check in before carrying your bags up the small stairs.
we arrived early and we had to store our bags in the reception area .
some of the staff were warm and welcoming and some were just courteous, I didnt expect friendliness so expectations were low already :D
honestly was expecting the worst when reading the reviews and I am someone who's critical , but it wasn't bad at all and it was too late for me to change my booking , I didn't regret staying here after all",9.0,May 2024,"May 29, 2024",Deluxe Double or Twin Room,2,Group,8
Wonderful,"The staff wasn’t terribly friendly. They were professional, just not overly warm and welcoming. Also, the late check in was tough for travelers arriving early in the morning on overnight flights.","The room was great, location was wonderful and walkable. 2 minutes to tube and many restaurants/mini mart",9.0,May 2024,"May 26, 2024",Suite with Garden View,3,Couple,8
"Excellent, peaceful and enjoyable.",Rude and overly demanding American guests.,Most things. Friendliness and helpfulness of staff,9.0,May 2024,"May 26, 2024",Deluxe Double or Twin Room,2,Family,8
Great Location,Towels could be cleaner.,"The location of this hotel is great! Only a few minutes from Earl's Court Station. It's also near bus stops. I loved the quiet and beautiful neighborhood. In the area, you will find a selection of restaurants, pubs, bakeries, supermarkets, fast food restaurants, and more. Friendly staff. Room was decent size. Bathroom was small but modern, with heated floors.",8.0,April 2024,"May 24, 2024",Deluxe Double Room,6,Family,8
Excellent spotlessly clean hotel lovely staff. Brilliantly placed for tube access to go sight seeing,We were on the lower ground floor so didn’t have much of a view. But it was quiet. And we did have to go outside to walk a couple of doors down to go for breakfast. It looks like the company own a few houses side by side but there’s another hotel in the middle which I think stops them having inside access to the bit we were in.,We wanted to be near a tube station as we were going to Chelsea flower show Earl’s Court tube station is just round the corner a couple of minutes walk away. We were given an upgrade. The room was a good size the beds were comfy and the bathroom was a decent size.We had an overhead shower and bath. The room was spotless. With tea and coffee maker.,9.0,May 2024,"May 24, 2024",Double or Twin Room,3,Family,8
Great location comfortable bed,Not enough hooks in the bathroom for towels & no place for toiletries,Good location & secure,9.0,May 2024,"May 23, 2024",Double Room,3,Couple,8
Enjoyed my stay,,Eccellent location and a comfortable room.,8.0,May 2024,"May 23, 2024",Deluxe Double Room,1,Solo traveler,8
We enjoyed our stay,,Modern clean good location,8.0,May 2024,"May 17, 2024",Double Room,4,Couple,8
Very good and worth your money,"The hair dryer is not easy to used like sometime its just turn off and you have to wait for a moment until it available again. Maybe they should change it.
And also because my room is on the ground floor close to the entrance and lift. I experienced the noises from the working lift and sometimes when people walking. Suggest for someone who’s sensitive in noise while sleeping avoid this room.
Also, i think maybe the hotel should have an extra security for ground floor rooms like outside people shouldn’t walk directly to our room and the hotel should add the door peephole.","The cleanliness of the room plus their change the towels and refill the amenities every day.
The location is the best! Near the tube station and a lot of coffee shop and cafe. The earl’s court tube station is the station that you can take tube directly from Heathrow airport very convenient.",8.0,April 2024,"May 15, 2024",Deluxe Double Room,9,Group,8
Wonderful,,"Excellent location.
Everything was as per expected hotel standards!",9.0,April 2024,"May 14, 2024",Deluxe Single Room,2,Solo traveler,8
Nice place to stay in London,Breakfast could have more options available.,Near the Subway station.,8.0,May 2024,"May 14, 2024",Deluxe Double Room,1,Family,8
Nice hotel. Kindly staff,No,"Very near to station, restaurants, supermarkets,coffee shops",8.0,May 2024,"May 13, 2024",Double Room,4,Solo traveler,8
Wonderful,No electric outlet next to bed. Could use more wall hooks.,Two minutes walk from Earls Court Underground. Room is small but well laid out. Nice to have a refrigerator.,9.0,May 2024,"May 13, 2024",Deluxe Double Room,3,Couple,8
Wonderful,Damage to wall in room (249) not fixed before room booked out to us as guests,"Very quiet rooms
Comfy bed
Efficient check in 
Good breakfast",9.0,May 2024,"May 10, 2024",Double Room,2,Couple,8
"Lovely place, but staff behind the counter totally careface. Not professional. Too bad.","Unprofessional staff behind the counter. Did not care to look up when we came or went. Stayed for 6 days, seemed like they did not recognize us at all. A bit strange. Specifically asked for twin bed, got room with doubble bed on arrival.",Great location. Clean rooms. Comfortable beds.,7.0,May 2024,"May 10, 2024",Deluxe Double or Twin Room,5,Family,8
"Great, convenient location","I booked a double room and it was just right for a solo traveler. In my opinion, it would have been too tight to share with someone else. The shower pressure was low from the main shower head. Breakfast was good but the variety didn't change so may get tiring for some after a week of it.","The location was amazing. It was very close to the tube station and within walking distance to some great food choices, neighborhoods, and museums. I thought my room was very comfortable and quiet. The room controls were my favorite (different light options/heated bathroom floors/etc.) The breakfast quality was very good for a hotel breakfast. Check in/ check out was quick and easy. The staff were very accommodating.",8.0,May 2024,"May 10, 2024",Deluxe Double Room,7,Solo traveler,8
Easy place to stay,The room is a bit too small but well it’s London and with the price like this i could understand.,Good location. Close to train station. It’s clean and modern.,8.0,May 2024,"May 10, 2024",Double Room,2,Couple,8
It was our first stay in Merit Kensigton Hotel and we are very pleased to stay in this hotel.,"There could be additional information leaflets in the rooms, such as, operating the TV, the lighting systems, air conditioners, colling the reception desk via telephone, etc.. Maintenance may also be improved, etc.","The location of the hotel, friendly staff, clean room and bed, good breakfast and, ,",8.0,May 2024,"May 9, 2024",Deluxe Double Room,6,Family,8
Wonderful,"Even though we had pushed the button and warned the staff not to clean our room, they entered our room without permission three times.","Location, cleanness, neighbourhood, staff",9.0,May 2024,"May 7, 2024",Double Room,4,Family,8
travelers can do better with their money,"unfriendly staff, said i could check out at 12 then sent someone over at 11:30 to make sure I left.","tiny room, you cant even dry off at the shower and its hard to move beyond the bed as its too small",7.0,May 2024,"May 6, 2024",Double Room,3,Solo traveler,8
Good,"Rooms very compact 
Breakfast was mediocre",Bed was very comfortable and we were glad for the air conditioning.,7.0,May 2024,"May 6, 2024",Double or Twin Room,1,Couple,8
I will tell my friends about this hotel,,"The location great, 2 min to the tube, 
Cafes , bars and restaurants very close to the hotel.",8.0,April 2024,"May 3, 2024",Double Room,3,Family,8
Good,There were no hooks to hang clothes,I liked the tranquility of the hotel and its location is very close to the underground,7.0,April 2024,"May 3, 2024",Double Room,3,Couple,8
Good,"No drinking water, separate buiding",Great location,7.0,April 2024,"April 29, 2024",Double Room,4,Group,8
Wonderful,Everything was lovely. No problems.,"Lovely staff, good location to village, lovely room and bathroom, immaculately clean with a lovely breakfast room.",9.0,April 2024,"April 22, 2024",Superior Double or Twin Room,2,Couple,8
Decent location,The reception staff on the day were not the most professional but does I stress this didn't apply to all everyone.,Excellent location in Kensington. Parking was free at the weekend due to the public holidays.,8.0,April 2024,"April 14, 2024",Double Room,1,Family,8
Wonderful,Room was on the small side,"Excellent hotel, clean and comfortable in a great location.",9.0,April 2024,"April 12, 2024",Double Room,3,Couple,8
Very impressed overall  - would certainly stay again,Only complaint was the room temperature and the method of increasing it,"Standard of furnishings, cleanliness, size of room, location, facilities , breakfast, left luggage",9.0,April 2024,"April 7, 2024",Deluxe Double Room,3,Couple,8
Good,Small room,Location,7.0,April 2024,"April 6, 2024",Budget Double Room,1,Family,8
Great stay .,No Restaurant.,"The hotel was brilliantly located close to restaurants and bars and very close to the underground , we traveled from Heathrow Terminal 2 and got the tube right in to Earls Court . I will be telling my Irish friends about the Hotel .",9.0,March 2024,"April 1, 2024",Superior Double or Twin Room,2,Couple,8
It was ok in the end,"We paid for a deluxe room. 
The first room we were put in had an awful smell of sewage so we called down to reception and asked if they could move us. They did so, but the second room they gave us had a small double bed that folded down from the wall. The mattress was uncomfortable and the metal frame and unstable legs were super creaky. Unacceptable for the price we paid. You do not book a deluxe room and expect to be put on a fold down mattress. 

Eventually we were moved again and were upgraded. 
The original room would have been absolutely fine had it not smelt like the toilet.","Good location
Clean Rooms 
The room we ended up in was lovely",7.0,March 2024,"March 31, 2024",Deluxe Double Room,1,Couple,8
"Great hotel, modern, clean and in a great location and well priced.",Only thing I didn’t like was the pillows were incredibly hard. But that was all I could say was negative.,"It was modern, down a lovely street less than a minute walk to Earl’s Court station. Nice bathrooms with heated floor.",9.0,March 2024,"March 28, 2024",Deluxe Double Room,2,Solo traveler,8
A decent hotel,The customer service was efficient but not friendly or welcoming.,"We stayed in a room with a garden view. It was compact, but very comfortable.  Everything was clean and in good repair, with modern heating, air-con and lighting systems.  It was a peaceful room - little to no noise from outside, but a little noise from doors slamming throughout the hotel.",8.0,March 2024,"March 28, 2024",Suite with Garden View,2,Couple,8
Hotel great but would not pay for breakfast next time.,"Breakfast was terrible. Waited 15 minutes for bacon egg and sausage. 
Staff were unhelpful in breakfast room.",Location and cleanliness,8.0,March 2024,"March 25, 2024",Deluxe Double Room,1,Couple,8
"Excellent but small room, nice breakfast, great location.",Rrception-area was a bit thight on occasions. Too many People and luggage for this smal area.,"Breakfast was good, not too much choice, but sufficient. Coffe was awful, had to use the instant-ons.",7.0,December 2023,"March 24, 2024",Suite with Garden View,2,Couple,8
Really good - will stay again,Nothing,Small but perfect,8.0,March 2024,"March 24, 2024",Deluxe Double Room,1,Solo traveler,8
Decent,The bath plug diddnt work properly,"Yes it was decent!

Rooms abit small but I think that is a thing for small rooms in London",8.0,January 2024,"March 23, 2024",Deluxe Double Room,2,Couple,8
Exactly what we needed! We will come back!,The room was nice and comfortable. The location was great!!!,Everything! Except the staff was not very welcoming.,8.0,March 2024,"March 22, 2024",Double Room,2,Couple,8
