Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
A pleasant stay in Bergen,"There were no amenities in the bathroom, even the soap has run out.
The ironing and laundry room were closed.","The rooms and the bathroom were clean.
The hotel is central with proximity to the tram.
The check-in and check-out processes were simple and straight forward.",8.0,June 2023,"June 17, 2023",Family Room,2,Family,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
I would gladly stay longer.,They don't clean the rooms every day but it is not a problem if you are tidy enough.,"Tram stops near the hotel, the center of the city is close by, you can reach the airport by the same tram. Bathroom equipment is very good. The hotel has a computer for guests, you can check in for your flight.",10.0,July 2022,"July 16, 2022",Single Room,3,Solo traveler,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Ok place to stay for one night,Cleanness in general. Toilet wasn’t cleaned at all (yellow urine stains all over the toilet seat). Lots of long black hair in the bathroom and stained pillows. That is gross.,"It’s good location and fair price for stay. Plus for umbrella renting spot :) especially in Bergen, it’s very useful. Self check in box is very cool. In the room was warm and quiet.",7.0,April 2024,"April 24, 2024",Small Double Room,1,Solo traveler,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
"Pretty, clean and comfortable","I know we booked a SMALL double room, but I was still surprised on how small it actually is. We had some issues finding a place for our luggage, but for only 1 or 2 days it is managable.","We really liked the overall style of the Hotel as it is very pretty. I also really liked the bed, very comfortable. It is not very central which means it is pretty quiet at night. There is a Tram station very close by which takes you to the center in only a couple of minutes.",8.0,August 2024,"August 18, 2024",Small Double Room,2,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Pleasant,No tv or coffee in the room,Very clean and good location,6.0,August 2023,"August 22, 2023",Double Room,1,Solo traveler,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
"Overall pretty good, would stay here again some other time","Would be great to have a little frigde or minibar in the room, and air conditioner because it got really hot and the little window we were able to open up didn’t really help that much on lowering the temperature","Beautiful interior, clean rooms, easy check-in and check-out, good location and super convenient with bybanen quite nearby",8.0,April 2022,"April 28, 2022",Double Room,2,Family,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Very Good,"We really missed the shower curtain, the bathroom was flooded after every shower. Also, maybe a small cabinet in the rooms would be useful, there is very little place to put your clothes.","The hotel is clean, comfy and easily accessible (40 mins by tram from the airport and 10 mins with the same tram to the center). Great value for money, we loved the idea of the small shared kitchenette and the automated self check-in! They also have a laundry room so you can wash and iron your clothes.",8.0,June 2022,"June 29, 2022",Small Double Room,3,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
"Worth it, and better.",maybe the heating is too strong in the room during the night. it’s supposed to be a good thing but I always wake up feeling as if I’ve just waken from the desert.,"The cleanness, location and value of worthiness. money well spent.",9.0,January 2023,"January 8, 2023",Double Room,2,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Comfy and great location.,There was no shampoo in the shower dispenser. Also would have been nice if the room had tv and tea/coffee with a kettle.,The beds were really comfy and was in a great location. Downstairs had a really nice atmosphere.,7.0,August 2022,"August 10, 2022",Small Double Room,3,Solo traveler,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Okay,There was no TV in the room and it seem that aircon remote control doesn't work (maybe because of winter season). The machine during check-in says that it prints introduction information and didn't print anything.,Good location with a direct connection to the airport and to downtown. Hotel is still new and clean with very comfy although they are small. A tempered floor in the floor I saw for the firs time ever. The electricity sockets next to the bed are practical.,8.0,October 2022,"November 1, 2022",Small Double Room,2,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
"Good value option, just outside the centre.",Shower door leaked a bit so left with a wet floor.,"Good location, close to the tram to the centre or to the airport. Clean and modern.",8.0,August 2022,"September 4, 2022",Small Double Room,2,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Exceptional,There wasn't enough toilet paper in the bathroom,Clean modern room with very nice shower. Close to the city center.,10.0,July 2022,"July 6, 2022",Small Double Room,2,Solo traveler,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Exceptional,We chose the small room but it was really too small :),"Very close to bybanen station and shopping mall. 
Quiet and a clean hotel.
Luggage room is life saving.",10.0,June 2022,"June 5, 2022",Small Double Room,1,Family,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Good,"For some reason the beds were just really dusty, I felt like i was breathing dust whenever i wanted to sleep","It was right by a tram station, easy to get to city center and to the airport
Room size was good",7.0,September 2023,"September 17, 2023",Family Room,2,Solo traveler,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Pleasant,"Awfully hot in the rooms, no air conditioning.
No kettle, and no single dish.","Good location.
Cleanness.",6.0,June 2024,"July 2, 2024",Family Room,1,Family,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Must improve the room,We didn't like that there wasn't any coffe or tea in the room.  We didn't have chairs and cupboard eighter.,The room was nice and huge with a nice view.,5.0,May 2023,"May 14, 2023",Small Double Room,2,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Good,"Room seemed generally clean, but shower wasn't cleaned properly - there were someone's hairs. Also the window had a stain right in the middle, looking quite repulsive, we even closed the curtain to avoid seeing it.","Good hotel with adequate price. Room was small but rather comfy. 
I liked self check-in system.
location is OK, ~25 minutes walk to city center.",7.0,August 2023,"August 27, 2023",Small Double Room,1,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Exceptional,No coffee or tea in room,"Low price,  central location nice clean room",10.0,April 2022,"April 4, 2022",Small Double Room,1,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Clean rooms and a good stay. Will recommend.,"A cupboard/closet/almira was missing in the room. I expected more dress hangers, if the cupboards are not included in the small room.","Clean and neat hotel room and good location with easy access to transportation to reach Bryggen.
Easy check-in and check-out.",8.0,July 2023,"August 2, 2023",Small Double Room,3,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
One night in Bergen,"Walls a bit thin in rooms, can hear everything around you","Very nice, very clean, good location,  good value for Norway",8.0,February 2024,"February 23, 2024",Small Double Room,1,Solo traveler,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
"Small bedrooms, nice hotel",Room is super small.,"Location is Ok since there's a tram station nearby so getting to downtown Bergen takes around 10 minutes.
Hotel es nice and clean.",9.0,October 2023,"October 20, 2023",Small Double Room,2,Couple,8.4,1,1,0,0,0,0,0,0,1,0,0.0011713385201936979
Very Good,Beds/duvets a little narrow and duvets thick meaning hot for sleeping (this is when it's still chilly outside and window open all the time),"Good location a 20-minute walk from central Bergen and  with some great hiking trails accessible within 10 minutes on foot. 

Good value especially seeing as the kitchen space meant we could buy groceries for breakfast & lunch to keep the trip costs down. Nice to know staff is available 24hrs if you need anything. Great shower in room. 

The accompany restaurant Jaja very good (food and service) with interesting international small plates and a decent breakfast buffet which we had on our last morning.",8.0,April 2024,"April 30, 2024",Twin Room,4,Family,8.4,1,1,1,0,1,0,1,0,1,0,0.0011674389878556163
Citybox danmarksplass,Noisy room when work men are digging up the road couldn't have a lie in was woken up at 6am UK time 7am Norwegian time. :(,Beautiful rooms. Good size. Staff lovely. Great location.,6.0,December 2022,"December 6, 2022",Small Double Room,2,Group,8.4,1,1,0,0,1,0,0,0,1,0,0.0011667140284314292
A good value if you're looking for a place to rest your head in Bergen.,The rooms are super tiny and stuffy and the beds are quite uncomfortable.,"The price of Citybox really can't be beat. It's no frills and not the most comfortable, but very affordable in a city that is very expensive. The staff were also AMAZING! They changed our room no problem when we had a small issue with the key and provided us everything we asked for like extra fans and pillows. The location is also great. Less than 5 minutes walk to the tram that takes you everywhere you need to go. If you're renting a car there are a few places nearby that you can easily walk to and reasonably priced for overnight.",7.0,May 2023,"August 9, 2023",Twin Room,6,Couple,8.4,1,1,0,0,1,0,0,0,1,0,0.0011667140284314292
Overall it’s a pleasure stay.,The stay will be more delightful if there’s TV in the room :),"The location is excellent. Away from the central crowds but the commute is easy to get around. Direct tram from/to airport and main station.
The kitchen equipped with simple stuff such as microwave, kettle for preparing quick bites. 
Self check in/out service but with the bell ring in case any help needed. 
The bed is super comfy and the surrounding area is very quiet and safe. 
Staff is helpful and friendly.",7.0,April 2024,"April 8, 2024",Small Double Room,3,Solo traveler,8.4,1,1,0,0,1,0,0,0,1,0,0.0011667140284314292
"Great location and installation, with clean and friendly staff. Intuitive and overall great stay.",More soap or shampoo or shower gel would have been appreciated.,"Great location and installation, with clean and friendly staff. Intuitive and overall a great stay.",8.0,June 2023,"June 30, 2023",Twin Room,2,Family,8.4,1,1,0,0,1,0,0,0,1,0,0.0011667140284314292
book it,no tv in. the room,the lobby and dining and room and location,10.0,June 2022,"July 1, 2022",Double Room,3,Solo traveler,8.4,1,1,1,0,0,0,0,0,1,0,0.0011630481187931817
Worth for money,No tv and no fridge in the room. The room plastic floor was not comfy to walk,The room was spacious and clean. The check-in and che-out was super easy-going and comfy. The location was close to city center,10.0,April 2022,"April 23, 2022",Double Room,4,Solo traveler,8.4,1,1,1,0,0,0,0,0,1,0,0.0011630481187931817
I don’t feel like I would like to repeat this stay.,"Room wasn’t fully cleaned… - floors was dirty, we found even stick from grapes, some informational leaflet on the table was dirty as well, shower cleaned but not till the end, there was a lot of dirty spots on shower glass. Bedding had some holes in it.","Good location, modern property, calm space in rooms.",6.0,March 2023,"March 12, 2023",Double Room,1,Couple,8.4,1,1,1,0,0,0,0,0,1,0,0.0011630481187931817
Nice stay in Bergen,"Room was a bit warm with no AC, but was fine","Great location, next to the tram stop. Fast wifi. Quiet  room. Nice amenities.",9.0,August 2024,"August 18, 2024",Twin Room,2,Group,8.4,1,1,1,0,0,0,0,0,1,0,0.0011630481187931813
"Cosy, comfortable, and perfectly located!",It was a shame that you didn’t get complimentary tea/ coffee in your rooms - Norway is a pricey visit so little things like that can go a long way!,The rooms were small but perfect for a two night stay. I absolutely loved the social space and we spent both nights reading there with a cup of tea from the front desk. Location was excellent and perfect access to public transport.,9.0,July 2023,"August 6, 2023",Small Double Room,2,Couple,8.4,1,1,1,0,0,0,0,0,1,0,0.0011630481187931813
Good for a short stay in Bergen.,"Poor ventilation, the rooms are very small for two people.",Good location with one straight tram line to the city and the airport. The place was clean and has modern facilities.,7.0,August 2024,"August 21, 2024",Small Double Room,3,Couple,8.4,1,1,1,0,0,0,0,0,1,0,0.0011630481187931813
Very Good,"I watched TV on my laptop because there was no TV in the room. It didn't really bother me, I knew this before I made my booking, but it could be a negative point if you want to see TV on a big flatscreen.","Stayed here for two nights. As many other guests write, the check-in (and out) process on the terminal is very easy. 3 steps; You first the order confirmation you received on e-mail, then you confirm your credit card and after that your key car pops out of the terminal. Good complimentary WiFi connection in my room. There is also a small kitchen close to the reception area with microwave, fridge and kitchen ustensils if you want to prepare your own meals. The tram Bybanen (stop: ""Årstad vgs"") is 3 minutes walk and there are also buses to city center.",8.0,April 2023,"April 28, 2023",Small Double Room,2,Solo traveler,8.4,1,1,1,0,0,0,0,0,1,0,0.0011630481187931813
Perfect,the towel was not so clean with stains,"Really quiet! Bed was sooo comfortable and the room with amazing views outside. Friendly stuff, will definitely come back!",9.0,March 2022,"March 18, 2022",Double Room,2,Solo traveler,8.4,1,1,0,1,1,0,0,0,1,0,0.0011601590886966774
A functional hotel for every taste,"Not big towels for taking bath, a TV or small fridge inside rooms would be nice","Great location , general cleanness’s, nice staff, easy checking, good environment, very practical hotel for every taste",9.0,June 2023,"June 30, 2023",Small Double Room,3,Group,8.4,1,1,0,1,1,0,0,0,1,0,0.0011601590886966774
"Worth the money, great location, friendly staff","Bath towels were small in sizes, no wardrobe in the room
 :(","Location, cleanliness, friendly and helpful staff :)",10.0,November 2023,"November 19, 2023",Single Room,4,Solo traveler,8.4,1,1,0,1,1,0,0,0,1,0,0.0011601590886966774
Value for money,Rooms are a bit small. You might feel like cramping for space sometimes.,"Good budget rooms for short stays. Nice ambience. The hotel lobby, lifts and rooms were clean and tidy. Though the rooms were a bit small but I guess they had all what was needed. Location is also decent, about 8 mins from city center by tram line 1. Easy hassle free self check-in and check-out.",8.0,September 2023,"September 13, 2023",Small Double Room,1,Couple,8.4,1,1,1,1,0,0,0,0,1,0,0.001156880279177656
"A one night stop off, clean and comfortable bed but overall tight on space.","The room is incredibly small, I was expecting small but one person has to climb over the other to get out of bed. Also, you can't even get basics like tea and coffee.  Definitely a young person's hotel for a short weekend break with minimal luggage due to space.",Location was good for the Central station. Hotel offered additional facilities such as washing/ironing and you could get a kettle in your room on request.,7.0,August 2022,"August 9, 2022",Small Double Room,1,Couple,8.4,1,1,1,1,0,0,0,0,1,0,0.001156880279177656
Good stay for budget travels.,The room is not cleaned if you stay shorter than a week and you actively have to ask for new towels or toiletpaper.,"Very comfy beds and a clean room. Relativley close to the city center, but not as close as the other citybox in Bergen. Grocery shops and gyms in close walking distance.",7.0,March 2022,"April 2, 2022",Small Double Room,6,Solo traveler,8.4,1,1,1,1,0,0,0,0,1,0,0.001156880279177656
Pleasant and Affordable Stay in Norway,"If you use the shower for somewhat longer, it ""floods over"", but it wasn’t too bad once we put a towel on the floor. I would have appreciated some shampoo as well - only soap and shower gel were available. A small coffee machine with a couple of capsules in the room and a bottle of water for arriving guests would go a long way.
There was a snacks and coffee automats in the hall though (on the ground floor), but I’d be dubious getting a coffee from a machine that also offers soup as an option. :)","Rather small, but modern, clean and nicely set up room with a comfortable bed. The location is also good - 5 min to the tram stop (the same tram also goes to the airport in case you fly to/from Bergen, so it is very convenient) and ~25 min walk from the city center. 
The price is also very reasonable for what it offers, considering the accommodation prices in Norway and in Bergen specifically.
I also liked their transparency, making it clear that the rooms would not be cleaned every day due to sustainability reasons, as well as to keep the prices low. The heated floor in the bathroom should be a blessing with colder temperatures (we were quite lucky with the weather in September though). 
The number of towels is limited for the same reasons, but you can request more of these for free.",9.0,September 2023,"September 10, 2023",Double Room,2,Couple,8.4,1,1,1,1,0,0,0,0,1,0,0.001156880279177656
Nice hotel,Not a lot of storage space in the room,"Clean room, nice lobby, good location (close to tram station and the city centre is easily reachable by tram).",8.0,June 2023,"July 15, 2023",Single Room,6,Solo traveler,8.4,1,1,1,1,0,0,0,0,1,0,0.001156880279177656
Worth it!,Bathroom floor a bit easily to get wet and messy. The strap under the shower window is missing one side. So i have to place the towel to block the water.,Extremely comfy bed! Good management. The space a bit tiny but reasonable. Very convenient to travel directly to the airport. I love that there is a common space to have some meal and hang out. And the hotel is so clean. Miss the bed so much,9.0,September 2023,"September 10, 2023",Small Double Room,5,Couple,8.4,1,1,1,1,0,0,0,0,1,0,0.001156880279177656
Excellent place,"The bed was too soft. The kitchen consists of a water cattle, microwave, toaster, good coffee, fridge for everyone's use, and some disposable wooden cutlery/plates/cups. We would have expected a little bit more real kitchen equipment, do not expect to really cook there.","Nice place not very far from the city center walking (a nice about a 30-minute walk), but also very practically located close to the Bybanen city-airport train stop Danmarksplass (about 35 minutes to the airport, 8 minutes to the city center). Very easy to find, uncomplicated check-in, staff available all the time if you need help, very welcome and lively place, but also quiet, if you need to relax and enjoy your privacy. Everything very clean, simple but nice and comfortable room (ours had a view of a nearby mountain and a big supermarket Extra just opposite the hotel - open every day). There is cleaning only if you pay extra but this didn't bother us during our 3-night stay at all. Extra towels are available at the reception if needed, we asked for a water kettle and could keep it during the whole stay. There is a restaurant where you can have breakfast/lunch/dinner, but we didn't use it. Exploring Bergen, we very much recommend walking up Floyen Mountain and hiking around and also going to Mount Ulriken (we took the cable car). Next time staying in Bergen we would stay at Citybox Danmarksplass again.",10.0,February 2023,"March 2, 2023",Small Double Room,3,Couple,8.4,1,1,0,1,1,0,1,0,1,0,0.00115420395068323
Great choice for your stay in Bergen,"Nothing at all. Just if you are so sensitive to noise, you might hear some noises from other rooms but I did not care much.","I was looking for a not-expensive-hotel in Bergen for my solo short trip and this hotel is perfect if being fancy and full equipment of amenity are not focus point when you pick a hotel. Since hotel price is relatively high in Norway compared with other countries, it is hard to find a decent hotel at reasonable price and this hotel is just the right hotel for this. Yes there is nothing the room, no electric kettle and side things, but a very very comfortable bed is equipped, wifi works perfect, the bathroom is big enough, clean, even a couch-like sitting place is by the window. Check-in/out process is totally automatic and easy. A restaurant is in the lobby, warm atmosphere, and if you need truly a help there is somebody always for help.  Moreover, there is a tram station just across the street and you can go both directions,  to the city center and to the airport, really perfect location! Walking to the city center takes ca. 25 minutes and it was also a nice walk.",9.0,September 2023,"September 5, 2023",Small Double Room,2,Solo traveler,8.4,1,1,1,1,0,0,1,0,1,0,0.0011512109036798468
Wonderful,"Rooms are on the smaller side and minimal. No TV or fridge in the room. There's a small kitchen in the shared space. Kettle, microwave, toaster, and fridge. Quite minimal, coffee machine was also broken, which was a little disappointing as there was no kettle in rooms","The location is nice. A little out from the city (20 mins walk), but it's a really nice area. There's also two supermarkets, several places to get food or takeaway and two gyms within 100 metres. 

Rooms are clean and view from out window is nice. Also, a lovely window seat which I liked a lot. Didn't get breakfast or food from the restaurant during stay.",9.0,July 2023,"July 14, 2023",Small Double Room,5,Couple,8.4,1,1,1,1,0,0,1,0,1,0,0.0011512109036798468
Exceptional,"- shortly after the check in I recieved an email saying ""Win a full refund of your stay by helping us answer some simple
questions! It only takes 3-4 min. Just click here! ..."" but there was NO LINK and I sent two emails asking kindly to send me the link for the questionaire/survey but they answered me by sending me the Invoice of the stay (?!) so I think that was not nice to send false hope/messages to people.
- Not possible to open the window of the room and the airconditionning was not working (it was a hot day) to give some aeration/fresh air to the room... It felt a bit hot and it's wierd to not be able to open a window but that's just a small detail","- great location right at Dannmark square with direct tram line to Bryggen, the city center on one side (10 min) and to the airport on the other side (30min more or less) so it was very convenient. You can easily walk to the city center it's just 15min by walk.
- friendly and lovely staff ! I connected with the receptionnist who gave me great advices.
- rooms are perfect : clean, confortable, nice views on the Mountain, positive energies, amazing restaurant with food from all other the world, confortable beds and linen, NO extra charges for using a towel etc.
- great way to check in, very modern, great communication before and after arrival",10.0,June 2022,"June 8, 2022",Single Room,1,Solo traveler,8.4,1,1,0,0,1,0,1,0,1,0,0.0011490494069862193
Nice modern hotel,"The minimal equipment in the room (2 big towels and 1 little for 2 people for instance or just one toilet paper), you can ask for more at the reception but that can quickly be annoying if you have a longer stay.","The location is very good, not too far from the centre (30m by foot and less than that if you take the tramway which is just next to the hotel) and with a good view on the mountains. Really appreciated the window view for this reason especially at this season where the sun never really fully goes down.

Price is reasonable for Bergen with a comfy room and bathroom and a very practical common area (though you can't really cook there the microwave and coffee machine were a big plus) 

Self check-in and out (+luggage storage) on the borns is very practical and easy. You can still have direct contact with someone if you wish to or have a problem. 

I also appreciated the computers at disposal that were filled with information about what to do in Bergen.

Globally I am very satisfied with my stay in this hotel and recommend staying there for a few days.",8.0,May 2024,"May 17, 2024",Small Double Room,2,Solo traveler,8.4,1,1,0,1,0,0,0,0,1,0,0.0011468394281324843
Very Good,The room is relatively simple without a TV. Not much space in the room. I would appreciate it if the price could be even lower. But it’s already the cheapest i can find.,Checking in and out are quite convenient. Takes only a few minutes.The room is clean and quite. The location is not in the central but its easy to get to everywhere. There are groceries nearby.,8.0,March 2022,"March 7, 2022",Small Double Room,1,Solo traveler,8.4,1,1,0,1,0,0,0,0,1,0,0.0011468394281324843
Good,Not clean well and noise of ventillation.,The location was very good and near to city center.Only thing that I dont like was the cleanless and very high price.,7.0,May 2024,"June 3, 2024",Double Room,1,Solo traveler,8.4,1,1,0,1,0,0,0,0,1,0,0.0011468394281324843
"Tiny room, 30 mins from the center, but really cozy","The rooms is too small, 13-15m2 so our suitcase was not even fit the space between bed and the window. It's not a big deal due I booked the number and knew the area beforehand, but anyway it was interesting observation. Due to the tiny room it's nearly to impossible to place all my stuff around the room which makes it a bit uncomfortable to use some things. But again, if I book a bit wider apartment everything would be perfect.","I really like the vibe and the possibility to check in using special terminal, totally contactless with any human. Appreciate such tech stuff. When we needed a kettle just went to reception and got it like in a 2 mins. very fast and very cheerful help center. The bed was awesome, soft like I like.",9.0,June 2023,"June 12, 2023",Small Double Room,3,Couple,8.4,1,1,0,1,0,0,0,0,1,0,0.0011468394281324843
Wonderful,Room and bathroom were really small. Parking is not available.,Self check-in and check-out was very convenient. Our room was clean and nice.,9.0,August 2023,"August 29, 2023",Small Double Room,1,Couple,8.4,1,1,0,1,0,0,0,0,1,0,0.0011468394281324843
"A great, well-priced hotel that was comfortable and perfect for our stay","The lack of shower curtain around the stand-up shower was not a big issue, but it did lead to the bathroom getting quite wet which required a bit of drying up after.","We had a fantastic two-night stay at Citybox Danmarksplass. Everything was clean, tidy and well organised. The bed was comfortable and the WiFi was fast. We had access to what we needed and expected with the opportunity to have some food items stored in the shared-fridge was fantastic. 

The location was great for what we were in Bergen for and there was easy access to the Bybanen for getting to the sentrum and the airport. Grocery stores are nearby, so it was quick to grab any food that was needed within minutes.

Overall, a really fantastic stay and we would gladly stay again in Bergen.",9.0,November 2023,"November 27, 2023",Small Double Room,2,Family,8.4,1,1,1,0,0,0,1,0,1,0,0.001145770681431698
Good option for the price.,"Small room, small bathroom. Automatic check-in, not easy for people not used to digital technologies.","Modern and clean hotel. A bit far from Bergen downtown, but easily reachable using the tram (tram stop 4 min walking). Small room and small bathroom, but enough for just one person. For 2 maybe too small. Quite and cozy room. Good option for the price. Good restaurant below. Supermarket 2 min walking.",9.0,July 2023,"September 23, 2023",Small Double Room,1,Solo traveler,8.4,1,1,0,0,0,0,1,0,1,0,0.001134418559344184
A good location but a minimalist room.,"Although we had booked a ""small double"" room, the room was much smaller than I had expected.  We were not even able to walk to both sides of the bed.  In order for me to get out of bed I had to crawl over my wife or off the end of the bed.  There was also no television in the room.","The breakfast was good but limited in selections.  The hotel room and most of the common areas were clean, however the hallway leading to our room needed to be vacuumed. The location of the hotel was very good in that we were close to the light rail station with easy access to the downtown area.  It was also possible to walk to downtown.",8.0,August 2022,"August 21, 2022",Small Double Room,2,Group,8.4,1,1,0,0,0,0,1,0,1,0,0.001134418559344184
"Easy, comfortable, good for family room.","There are 2 Cityboxes in Bergen - we weren't aware of this, so went to wrong one.  This could have been made clearer in booking.
Family room was a lot more expensive on our second visit.","Good location, near light rail to city centre and to airport.  Family room was great for us.  Loved the curry in the restaurant downstairs.  Able to leave our luggage in storage room while we traveled to other parts of Norway, which was a big benefit.",9.0,July 2024,"July 24, 2024",Family Room,1,Family,8.4,1,1,0,0,0,0,1,0,1,0,0.001134418559344184
"Modern, good location & caring staff offering 24/7 help!","Small double room bit cramped and very hot, difficult to sleep","Modern, good location, useful luggage room to use after check out time and fridge with bags to store food. 24h in person help amazing",8.0,June 2022,"June 9, 2022",Small Double Room,2,Couple,8.4,1,1,0,0,0,0,1,0,1,0,0.001134418559344184
Wonderful,Water flow form shower was very limited.,Great very clean room with all you needed. Restaurant was great and cheap. Location good.,9.0,April 2022,"April 27, 2022",Single Room,1,Solo traveler,8.4,1,1,0,0,0,0,1,0,1,0,0.001134418559344184
overall good.,the size of the room was quite small and kind of hard to fit the luggages,"the breakfast was fairly priced. 
room was also clean
modes of transport was also well connected and close to the  city center",8.0,May 2023,"May 16, 2023",Small Double Room,4,Family,8.4,1,1,0,0,0,0,1,0,1,0,0.001134418559344184
