Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Outstanding hotel in a great location with a fantastic rooftop terrace.,"It's expensive, but you definitely get what you pay for.   
I still wonder why they bother with that light that keeps coming on in the bathroom when it detects motion but I'm getting used to it.","This is really an excellent hotel.   Great location at Plaza de Espana.   The room was outstanding - very large comfortable bed, fantastic views to the west.   The rooftop terrace is an incredible attraction.   The breakfast is really high quality and included all my favourites.    The staff was very helpful any time I asked.",10.0,October 2022,"October 5, 2022",Superior Deluxe King Room with View,3,Solo traveler,9,1,1,1,0,1,0,1,0,1,0,0.0004956276201627382
perfect for romantic getaway in Madrid,the only negative was that you could hear everyone walking by the corridor outside our bedroom. This is due to the floor covering not being sound absorbing.,location of hotel is perfect for a city break. cleanliness of room and the standard of breakfast was very high with great variety. staff were friendly and efficient. sky bar is an added bonus with amazing views over Madrid. would highly recommend,8.0,March 2022,"May 29, 2022",Deluxe King Room,4,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0004956276201627382
Beautiful hotel in good location,"Booked king room and was given a twin room. Could have insisted we got what we booked but was only there 2 nights so let it go. 
Only one pillow per person in room and pillows were pretty poor quality compared to everything else in the hotel. Possible 1 pillow was due to covid and we could perhaps have asked for more, but extra pillows are usually available in the room.",Upmarket spotlessly clean hotel and yet excellent value for money. Friendly helpful staff. Good location. Fantastic rooftop bar. Great breakfast.,9.0,September 2021,"September 12, 2021",Deluxe King Room,2,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0004956276201627382
Enjoyable stay,Only negative was the TV in the room was not a smart TV.,"Great location, very comfortable rooms we had one over looking the Plaza de España. Excellent buffet breakfast and very friendly staff. Highly recommend.",10.0,December 2021,"December 31, 2021",Deluxe King Room,4,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0004956276201627382
we enjoyed our stay at the hotel very much and was very pleased with the proximity to metro system and short walking dis,I didn’t care for the pillows but the bed was very comfortable,the room was great and we especially enjoyed the view and fare at the sky bar atop the hotel. the staff was very kind and helpful and the buffet breakfast was delicious with a large variety of food and beverage options.,10.0,September 2022,"September 15, 2022",Deluxe King Room,2,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0004956276201627382
Will definitely book again,"In-room coffee & tea facilities. We only had two cups / glasses when we booked for 4. Tea, coffees, etc was never restocked","Location, breakfast, friendly staff, good size room, sky bar, quiet rooms, reception open when we arrived at midnight due to delayed flight",8.0,April 2024,"April 14, 2024",Deluxe Superior King Room,3,Family,9,1,1,1,1,1,0,1,0,1,0,0.0004912626684661186
Best Hotel in the area!,More sunbeds around the pool or book via reservations so all guests can access this facility.,Room was spacious and clean. Toiletries were useful as we only travelled with hand luggage. Breakfast options were fantastic and staff were helpful and friendly. Bed and pillows were comfortable and air conditioning worked well. The view from the room was amazing! Location was perfect to explore the city centre by walking.,9.0,July 2024,"July 30, 2024",Deluxe King Room with View,3,Group,9,1,1,1,1,1,0,1,0,1,0,0.0004912626684661186
A great place to stay in Madrid,"Some relatively small, but important details that, in my opinion, would make it all absolutely perfect:
Practically nowhere to hang more than one large towel in the bathroom. And that only hook is at the quite opposite side of the bath, not at all close to the shower. There were three of us and getting the towel after the shower wasn´t easy. Please, think of a couple of hooks on the side wall of the shower.
The AC only worked to cool down, not to warm up. It´s unacceptable not to allow the guests to use the AC as they please in a 4 stars. 
The beds were only made with bed linen and it wasn´t that warm, especially since we couldn't use the AC to warm up. After asking some duvets, we were brought blankets. I don't think a blanket instead of a duvet is quite OK. 
The sofa is very firm for sleeping and quite squeaky by the way, a softer top mattress would be a great detail.","Overall great stay. Fantastic location, large, clean rooms, comfortable beds (except for the sofa bed), excellent breakfast, great service, soundproof windows (which is very, very important detail when overlooking Gran Vía and Plaza de España), blackout curtains, courtesy bottle of water, coffee (including decaff) and tea in room. Absolutely fabulous place to stay without any doubt. Highly recommend it.",9.0,May 2023,"May 30, 2023",Deluxe Superior Twin Room,5,Family,9,1,1,1,1,1,0,1,0,1,0,0.0004912626684661186
A FABULOUS MADRID WEEKEND ESCAPE!,"Our room was near the elevators, so there was some noise from hotel guests, particularly during early morning hours. The hotel didn't provide bathrobes and slippers. The responsible for seating the guests at the rooftop bar was not flexible at all, despite the fact that the re were many tables free during our visit. The bed's matress could have been more comfortable.","Great location, city center, at Plaza Espagna. Nice view of the Plaza from our room. We've selected a family room (equivalent of  a suite) that was comfortable with a spacious bathroom. The air-conditioning was noiseless and very efficient. The breakfast buffet had a very good selection of foodstuff and beverages, including  fresh juice. The customer service desk was very helpful in booking guided tours and visits. A nice roof top bar on the 26th floor had amazing 360o city views with indoor and outdoor citing areas.",9.0,April 2023,"April 13, 2023",Deluxe Family King Room,3,Couple,9,1,1,1,1,1,0,1,0,1,0,0.0004912626684661186
Great location for exploring Madrid,Pool left a lot to be desired. It is tiny for a hotel this size and so crowded.,"Loved the roof top bar. Family room was spacious, clean and comfortable. Breakfast was delicious, big selection. Location was perfect! Staff were friendly and accomodating.",9.0,July 2023,"August 4, 2023",Deluxe Twin,1,Family,9,1,1,1,1,1,0,1,0,1,0,0.0004912626684661186
An excellent hotel with superb service; ideally located for a vacation in Madrid.,"High tech elevators were a bit annoying.  Lobby is small for such a large hotel so frequently crowded.  Energy efficient room, so powered down when vacant.  While supportive of the green approach, this made it impossible to charge electronic devices when out of the room.  Perhaps a single outlet for low energy draw could be left enabled.","Perfect location near Royal Palace, shopping, restaurants, Puerta del Sol and Plaza Mayor.  Spectacular views from upper rooms and sky bar.  Modern, clean, comfortable room with superb service.  Good breakfast with extensive buffet choices and excellent staff.",9.0,September 2023,"September 23, 2023",Deluxe King Room,2,Couple,9,1,1,1,1,1,0,1,0,1,0,0.0004912626684661185
Very Good,Room spacious enough but flooring would not be out of place in an hostel. Towels are equally out of place for a 'luxury ' hotel. Workmen were drilling until 11pm close to our bedroom despite several calls to reception to complain. It's always difficult to be a little negative without appearing to be a person never satisfied. Overall happy with this choice and there was much to be delighted with but the overriding impression is that some aspects particularly relating to the room furnishings and build quality do not warrant very close inspection for what purports to be a premium hotel.,"Pleasant staff, breakfast amazing. Location perfect. High tech lifts something else. Expectations for Riu Plaza Espagne were high and were met on a number of levels. Would we return here? No. I  suspect that the hotel has some floors/rooms reserved for guests paying below rack rate; Booking.com rate was highly competitive at time of making the reservation.",8.0,April 2022,"April 2, 2022",Deluxe King Room,4,Couple,9,1,1,1,1,1,0,1,0,1,0,0.0004912626684661185
Very pleasant stay in a centrally located Madrid hotel - excellent value!,no complains,"The hotel is clean and provides very good amenities. Hotel's staff is pleasant and helpful. Location is also very good. 
Riu Sky Bar on the top of the building is great. The hotel patrons have unrestricted access to it. Every night there is a long line of people who want to visit the bar (these who do not stay in the hotel).
The greatest thing about this place is the value. This is an excellent hotel located very well within one of the most popular European capitals, and yet it charges very reasonable rates (including breakfast which is excellent). I think this is not by accident. I believe it is a strategic decision by Riu team to make this place full, busy and vibrant even when overall travel is significantly depressed due to pandemic.",10.0,October 2021,"October 25, 2021",Deluxe King Room,7,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Great location and value for the money,"Sirens
People celebrating on the square at night","Great location 
Great rooms 
Fantastic breakfast 
Great staff 
Don’t miss the rooftop bar",9.0,April 2024,"April 12, 2024",Deluxe Superior King Room,5,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
excellent stay,,"The Facility is centrally located, the front desk is exceptionally helpful and warm, rooms are clean and comfortable, the restaurants in Weir are beautiful with great views, although busy.￼ great stay!",10.0,June 2023,"June 15, 2023",Deluxe Superior King Room,2,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Wonderful,The pool water temperature is very cold.,"All the staff were very welcoming, 5 star quality.
The room was great, the bed comfortable and the bathroom spacious and lovely.
The Skybar has amazing views and the food and drinks are very nice.",9.0,July 2024,"July 27, 2024",Superior Deluxe King Room with View,3,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Excellent buffet breakfast and comfortable rooms,,"I received what I paid for. Great room with excellent amenities. Excellent buffet breakfast. I had dinner at the gastro pub restaurant and it was delicious. Staff in the restaurant and hotel was very polite. I also visited the 360 rooftop bar. There I had to wait a bit to order my drink. It seems like it gets quite crowded since the views are amazing up there, but my wait was about 10 minutes. My bed was comfortable and did not experience any noise. Excellent for resting after a long day.",10.0,March 2023,"March 5, 2023",Deluxe King Room,1,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
the perfect stay,my stay wasn’t longer!,"could not rate this hotel highly enough. from the moment we got out the taxi from the airport to leaving it was perfect. we were on the 17th floor which gave amazing views. staff were friendly, rooms so clean, breakfast was amazing. the roof top bar was stunning. 100% will be back and wouldn’t stay anywhere else.",10.0,March 2022,"March 8, 2022",Deluxe King Room with Terrace,3,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Amazing Hotel,,"absolutely everything, the hotel is amazing the staff are so lovely, the rooms are fantastic and the 360 bar just WOW the views from the bar again just WOW, the breakfast is amazing so much choice. I am coeliac and they cater for this, definitely 100% recommend, would def book again",10.0,August 2022,"August 29, 2022",Deluxe Superior King Room with Terrace,4,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Lovely hotel to stay at.,I couldn't fault the place.,"Great location. Great choice of breakfast. Have to try the skybar experience. Staff were all a credit to the hotel, metro right outside the main door, I'd stay here again. Spotless hotel, excellent shower facilities etc",8.0,June 2023,"June 23, 2023",Deluxe Twin,3,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
"This is a fantastic hotel, one of the best I've ever stayed in.",I have no negative comments to make regarding this hotel. In fact I still can't get over how little we paid...,"This hotel is fantastic, the staff were helpful and friendly, its central location is ideal. The breakfast buffet had a vast choice, and despite the size of the hotel and the number of guests was anything but chaotic. The bed was really comfortable, and the twin room a decent size, and being on the 17th floor gave a good view of the city. The cherry on the top of the cake, so to speak, was the rooftop bar...amazing views and great atmosphere, if its like this in February then it will be even more so in summer. If you plan to go to Madrid, look no further than this hotel.",10.0,February 2022,"February 25, 2022",Deluxe Twin,2,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
luxurious with a modern twist.,Nothing bad to say.,"So impressive. Sky bar an original, impressive addition. Customer service wonderful and the rooms large and comfy. The view we had was amazing. Loved the breakfasts too!",10.0,March 2023,"March 23, 2023",Deluxe King Room with View,3,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Would certainly recommend this hotel to anyone thinking about got to Madrid,,"The location was fantastic, breakfast had so much choice, rooms were spacious and vey modern, staff were very knowledgable",10.0,March 2023,"March 23, 2023",Deluxe Twin,3,Group,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Great Hotel with great location and enormous breakfast.,I liked everything.,"The location of the hotel was great. The hotel was crowded but staff was very efficient in moving things along. I loved the automated elevator system - you have to scan your room key when going up to your room on a scanner in the lobby and it pops up your floor and tells you which elevator to take. The elevator comes immediately, you hop on and it stops on your floor. No buttons to press at all once you scan your key card. Everything is automatic. I was very impressed as I have not seen this before. Breakfast is enormous - including champagne!",10.0,May 2024,"May 26, 2024",Deluxe Superior King Room,1,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Del Riu Plaza España al cielo,Nothing at all.,"Our fave hotel when in Madrid. Location, service and breakfast are superb. Rooms are big and super comfortable. The views are just to die for. Impossible to stay anywhere else after staying at the Riu Plaza España.",9.0,September 2022,"September 8, 2022",Deluxe Family Twin Room (2 Adults + 1 Child),1,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
"Strongly recommend this hotel. Great value for money! Nice atmosphere, great location and lovely staff",,"This hotel ticked all the boxes for us. It was amazing, probably one of the best hotels I’ve ever stayed in!! It had everything on its doorstep. The location was excellent, staff was really helpful and friendly, they couldn’t do enough for you. The breakfast was amazing with a choice of everything hot and cold that you could think of. The bar on the 27th floor was the best place to watch the sunset and see Madrid lit up at night. Alejandro was very attentive to us as a family when we would go up in the evening. Gabrielle at the information desk was so helpful too going through the map with us. The hotel room was amazing and a bottle of water was left in every day, its the little things that count.",10.0,October 2021,"November 1, 2021",Deluxe Superior Twin Room,4,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Perfect hotel in central Madrid,Nothing to mention,"Wow!
Great hotel!!!
Perfect location - right in the city center.
Spacious, well equipped rooms.
Clean.
Great breakfast.
Nice, helpful staff.
I rarely give 10, but this is a real 10.
Already want to be back.",10.0,April 2023,"April 14, 2023",Deluxe Family Twin Room,8,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Excellent Hotel - Highly Recommended,Nothing all was excellent.,"Excellent Hotel. The room with the terrace was superb with a view over Plaza Espana. The room was big and spotlessly clean. The breakfast was amazing with choices to suit every diet. The hotel is centrally located being a short walk to the Palace with plenty of shops, restaurants and tapas bars close by. The staff are excellent with nothing too much trouble. A first class hotel.",10.0,October 2022,"October 24, 2022",Deluxe Superior King Room with Terrace,2,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Exceptional in every way,,"Staff friendliness, exceptional service, 360 rooftop bar priority access, ideal comfortable rooms, wonderful views from every angle, amazing breakfast buffet included. I cannot wait to go back.",10.0,July 2024,"July 13, 2024",Deluxe Superior Twin Room,2,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
"Stunning hotel, great location and excellent facilities",,"Great location, very central and excellent facilities and decoration in the hotel throughout. It felt very luxurious and the rooms were spacious and very clean and well equipped. we stayed for 2 nights for my birthday, the hotel went above and beyond to make our stay memorable and the service from all staff members was exceptional. The rooftop bar was excellent too and not expensive considering the views and location. We would definitely stay again  and recommend to our friends and family. 
The breakfast buffet had a large selection too and catered for many dietary needs and requirements (gluten free, lactose free etc.) This hotel is excellent!",10.0,October 2022,"October 17, 2022",Deluxe King Room,2,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Good,,"Location, breakfast, and rooftop bar, cleanliness, friendliness of staffs",9.0,July 2024,"July 14, 2024",Deluxe Twin,6,Group,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Excellent,,"Really classy hotel with a perfect location. The building is quite imposing, as the hotel is masive. Our room was spacious, clean and had everything we needed. Breakfast was served in a large space and, even with a considerable number of guests, service was efficient and adapted to Covid times. There is also a rooftop terrace with an (obvious) pleasant view.
A definite return for Madrid.",10.0,November 2021,"January 20, 2022",Deluxe King Room,3,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
We had an excellent time in Madrid made better by staying at the hotel.,There wasn't much I could say i didn't like but the roof top pool was a little on the cold side (and this was in August).,"Could not believe it when we stepped off the tube and there was the hotel. Excellent location at the bottom of the Gran Via and within easy reach of bars and restaurants. We were greeted at the door by a member of staff who welcomed us and showed us to reception. The staff on reception were friendly and helpful informing us of the times of breakfasts and where things were located in the hotel. We liked the way the lifts operated - it made us feel very safe. The roof top pool was a great way to relax after a day of sightseeing and the rooftop bar (I think it was called the secret garden) was an added bonus. The room was spacious, bathroom immaculate (and huge) and a fridge made the whole trip perfect for us! Breakfast was a different level - so much choice and food, and despite all of the warnings of how busy breakfast would be, we never waited long. Queues for the lifts were always managed by the staff and they did their upmost to keep you moving. We would not hesitate in recommending this hotel and would definitely stay here again.",10.0,August 2022,"October 1, 2022",Deluxe Superior Twin Room (2 Adults + 1 Child),4,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Exceptional,,"The staff on the reception is really polite and helpful, they tell you everything you need to know right when you arrive (like which floors you have access to and etc.). Service is great overall!
They offer a wide variety of food for breakfast and there's even some gluten free options. You don't have to fight for a table since there's someone who assigns them. Good quality and many options to chose from.
Very high level of security, the elevators can only be activated with your room card which prevents anyone else from getting up.
You have unlimited access to the 360 skybar, of course the drinks aren't free but that is expected. The view from the bar is amazing and the prices are reasonable.
The rooms are in great shape and have no problems at all.
The hotel is very clean in general, the staff is extremely polite and helpful, the food is great.
5/5 i would definitely stay here again.",10.0,March 2023,"March 28, 2023",Deluxe Superior King Room,2,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Hotel Riu Plaza de España will be my hotel of choice if I return to Madrid.,,"I felt very safe knowing the access to elevators was limited to those with keys to the rooms.  The quality of the food at daily breakfast and the variety of the food offered were extremely good as well as the staff who were very accommodating and professional. All around the staff was very friendly and professional, that is front desk, doormen, restaurants, etc.  Location was excellent, very easy to take taxis, Ubers, right next to trains and buses.  Great shopping stores all around and lots of restaurants and bars at walking distance.",9.0,April 2023,"May 1, 2023",Deluxe Twin,2,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Wonderful,,"great room, good views across the square, brilliant breakfast, sky bar was amazing, really friendly staff",9.0,May 2023,"May 3, 2023",Superior Deluxe King Room with View,3,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Amazing hotel and location,Nothing!,"I loved everything about this hotel! The room was spacious, modern and very very clean. The staff were so helpful, the location was great and central to everything! So easy to just walk around. Rooftop bar was amazing and so was the complimentary breakfast. Would 100% return to Madrid for this hotel.",10.0,June 2024,"June 18, 2024",Deluxe Superior Twin Room,3,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Excellent,,"Excellent hotel. Efficient and friendly staff. Great breakfast with a wide variety of breads, cheeses, cold cuts of all kinds and even gluten free. Quiet and comfortable room.Good wifi Great location close to attractions, bars and restaurants.Gym enough.Famous Roof top bar",10.0,November 2021,"November 8, 2021",Deluxe Family Twin Room,2,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Exceptional,,Great location...very friendly & helpful staff...room very comfortable & breakfast excellent. Fantastic view of city from sky bar on top floor. Very busy hotel but seems to run like clockwork Just across from the hotel a magnificent park (Parque del Oeste)for a walk/run with great views of the palace & city..loved the chandelier in the foyer!,10.0,May 2023,"May 6, 2023",Deluxe Family Twin Room,4,Group,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
"Fantastic modern hotel, great location in Madrid, great food, great service - we will be back!","We had an issue with the aircon in the first night - while it was fixed quickly once we spoke to someone, the instructions our how to keep your aircon on are not clear.  If you stay and have any issues, call housekeeping straight away and they will sort it out.  And if you need a carpark, you need to approach the hotel from the left hand side, and turn right at the hotel and then right again behind the hotel - you will see the carpark entrance to your left (most likely with a doorman standing next to it).  You simply take a ticket and then pay at the end of your stay.  Car parks are small - as is often the case in Europe so be aware.  And you may need concierge's help to get out on your last day - we did!","The modern and classy style of the building;  from check-in to check-out our stay was great!  We booked a room with our own terrace and the view was stunning.  Our room was large and had a small fridge, we could easily get ice for drinks (at no charge - but note, you need to go to the rooftop bar for this).  The breakfast room is enormous and you can easily socially distance.  The rooftop bar was great - note, lots of people go there on a Sunday, but great vibe and service.",9.0,September 2022,"September 12, 2022",Deluxe Superior King Room with Terrace,2,Couple,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Exceptional,Nothing,"Everything!! The decor, the exceptional staff, the room size and standard. The rooftop bar! The quality of breakfast. The amazing location....simply superb.",10.0,March 2023,"March 28, 2023",Deluxe Superior King Room,3,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
We had a very enjoyable stay.,,"Great location, easy to walk to main areas. Rooftop bar is a bonus as a guest. Breakfast was exceptional, wide range of food available, staff welcoming and friendly at breakfast, never had to queue considering the size of the property.  Room size was perfect for family of 4 with teenagers.",9.0,October 2022,"October 30, 2022",Deluxe Superior King Room,5,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Great stay. Definitely will be back!,Loved the property,"The rooftop bar was awesome! Great views of the city, great drinks and light fare. 
Rooms were nice. Staff was friendly and helpful. Easy to walk to places",10.0,March 2023,"May 13, 2023",Deluxe Superior King Room,4,Group,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Great hotel in prime location,Nothing,"Most beautiful hotel I have stayed at. Great location on Gran Via and transport at your door. Pool is great to relax. Bar 360 is awesome and jewel of this great hotel. Great staff, breakfast with good choices. Room are very good and clean. I must return.",10.0,July 2023,"July 3, 2023",Deluxe King Room with View,7,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
"Excellent hotel, friendly staff and a good location.",Nothing to say.,"The location of the hotel was great. The hotel was crowded but staff was very efficient in moving things along. I loved the automated elevator system - you have to scan your room key when going up to your room on a scanner in the lobby and it pops up your floor and tells you which elevator to take. The elevator comes immediately, you hop on and it stops on your floor. No buttons to press at all once you scan your key card. Everything is automatic. I was very impressed as I have not seen this before. Breakfast is enormous - including champagne!",10.0,May 2024,"May 26, 2024",Deluxe Twin,2,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
beautiful Madrid,-,"5 star location of the hotel, 5 star roof top bar on the 27th floor and efficient elevator system, amazing 5 star breakfast, clean and comfortable room with  excellent views on the city, everything well organized, excellent and polite staff at the entrance as well as in all hotel’s premises, all in all wonderful experience for us and our children",10.0,February 2022,"February 25, 2022",Deluxe Superior Twin Room,5,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Exceptional,So far I like everything about this hotel.,"Great hotel with a very fliendly and welcoming staff. Love the view, comfort and size of the rooms, delicious  breakfast and the gym. Every time I visit Madrid, this is my #1 choice hotel.",10.0,October 2022,"October 26, 2022",Deluxe King Room,2,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
"Excellent, would recommend.",Air con didn’t work properly.,"Lots of helpful and attentive staff. 
Roof top bar with 360 degree views over Madrid.
Loads of breakfast options.
Very secure.
Located very centrally.
Huge room.",10.0,July 2023,"July 8, 2023",Deluxe Superior Twin Room,4,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Exceptional,Nothing. Everything was great.,"Everything! The location was brilliant, the facilities were excellent and the staff were so friendly. Loved the rooms, the breakfast and the access to the rooftop bar. Wouldn't hesitate to stay here again.",10.0,February 2024,"February 14, 2024",Deluxe Twin,1,Group,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
Amazing view!!! I highly recommend!,,"The room was very clean, the bed is good. I like everything. Service was good . Very good breakfast. I like the elevator, no waiting.
The rooftop bar and restaurant are so amazing. 
The view is breathtaking!! Best location!!!!",10.0,January 2024,"February 2, 2024",Deluxe King Room,2,Family,9,1,0,1,0,1,0,1,0,1,0,0.0004887760838912181
