Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Will return.  Thank you very much.,"See above: pillows, shower structure, breakfast room lighting.  The room was surprisingly nice, and I was surprised because the lobby is a little shabby. So the room was a real pleasure because it was not run down at all.","Good firm bed. Pillows were too soft, but bed was so comfortable that it overcame the pillows. Location is perfectly convenient to the #1 train. The Flower District is a wonderful neighborhood. Room was quite large for a NYC room at the price, quite surprising. Shower was hot & powerful, but the structure of the shower cabinet is terrible. It's difficult to shower without wetting the floor despite a towel down. Lots of unexpected supplies in the bathroom: dental kit, 
                 shaving kit, etc. Excellent breakfast: many choices and delicious. Lighting in breakfast room is terrible. It looks like disco lighting. People want to see what they are eating and who they are eating with. Staff was helpful, friendly, and  informative.  We have stayed on W. 28th St before, and will definitely return to this hotel.  Cleaning staff was excellent.",9.0,April 2024,"April 28, 2024",King Room,3,Solo traveler,7.1,1,1,0,1,1,0,1,1,1,0,0.0012935441684209764
A comfortable stay in a great location.,One very minor thing - the coffee machines at breakfast were extremely slow. Didn't need the air conditioning as we stayed there in October but I am not sure how effective it would be if we had needed it.,"The location was great. Close to many of the main tourist attractions and also next to a subway station, Madison Square Gardens and Penn Station. The room was clean, the bed was big and extremely comfortable and our room was serviced every day. Miniature toiletries were provided and a hair dryer. The breakfast in the morning was good, my husband loved the croissants. The staff were helpful and friendly. We could store our luggage there for the day when we checked out. We would stay again.",8.0,October 2022,"October 30, 2022",King Room,6,Couple,7.1,1,1,0,0,1,0,1,1,1,0,0.0012882914053538401
Good,"The rooms are quite dated, they look more modern in the photos and our shower handle kept breaking. The beds aren’t the most comfortable but that didn’t bother us too much. 
The WiFi is a bit slow and required login every time. 
The rooftop was closed for renovation and it would have been nice if we were told about this before our stay as we were intending to use it.","Great location, only a 2 minute walk to the subway. 
The staff were also friendly and professional and the rooms were reasonably clean.",7.0,December 2023,"December 27, 2023",King Room,3,Family,7.1,1,1,0,1,1,0,0,0,1,0,0.001283636992191627
Decent hotel with decent staff.,"The shower. There was no door so the bathroom floor gets soaked. There were only 2 towels.  The next morning me, my partner, and son all had to share a towel used the previous night. I went to front desk to ask for more towels that never came. There was also a weird looking device on the wall that when I looked up the model number only thing to come up was a camera. We ended up covering it just in case but it definitely changed the mood of our stay.",We enjoyed the location. The property is decently clean. Staff were friendly enough.,6.0,July 2024,"July 27, 2024",Double Room with Two Double Beds,1,Family,7.1,1,1,0,1,1,0,0,0,1,0,0.001283636992191627
Good,"Horrible WiFi, at certain times not working at all. The room got too hot even with AC on.","Great location in a very safe area. Close to the subway and many sights. The staff is very kind. Possibility of luggage storage, which is very useful.",7.0,May 2024,"May 4, 2024",King Room,3,Couple,7.1,1,1,0,1,1,0,0,0,1,0,0.001283636992191627
Pleasant,Bad smell of cigarettes in the lobby and elevators. The room is small. The Ac made a loud noise.,"The service is good, The  shower was clean. In the morning, they offer complimentary coffee and snacks. Great location for us",6.0,August 2023,"August 16, 2023",Double Room with Two Double Beds,1,Family,7.1,1,1,0,1,1,0,0,0,1,0,0.001283636992191627
Good,"The toilet ran loudly the whole time. Someone looked at it, said needs engineering dept .. it was still running loudly as I left.. room was nice but room door was dirty, card reader busted up and looked like it had been in a fight.too much garbage on sidewalk constantly in front of building for such a nice place.","Very stylish, clean, staff was very nice. Good location to midtown / times square",7.0,September 2021,"September 17, 2021",King Room,3,Solo traveler,7.1,1,1,0,1,1,0,0,0,1,0,0.001283636992191627
Exceptional,"There was no tea in the room or milk, just coffee and creamer.","The location was great. Bed was very comfortable. The reception were friendly. Breakfast was included. Cost was pricey, but it's New York, for New York it was reasonably priced.",10.0,May 2023,"May 28, 2023",King Room,1,Solo traveler,7.1,1,1,0,0,1,0,1,0,1,0,0.0012684133120750764
"Excellent location, one of the most convenient stays in Manhattan.","Only one thing I did not like, the bed had a metal bar sticking out of the bed frame. There was not much space in the aisle because of that piece of metal and we hit our shins a few times. My wife almost had a serious injury because that was hidden and easy to forget, something to be aware of. It is a small detail that can cause something serious, but nothing else to complain about this hotel. Pretty good overall.","The Room was good enough for two, great washroom and excellent location in the heart of Manhattan. Staff was friendly, they even helped us getting a shuttle to go to La Guardia when we left. Lots of restaurants around, Red and Yellow subway lines just a block from the hotel's door. Would strongly recommend it.",8.0,May 2023,"June 1, 2023",King Room,5,Family,7.1,1,1,0,1,1,0,1,0,1,0,0.001267781526247774
Great stay! King staff and good location!,The wifi can improve a lot. Bad Wifi connection in the room and had to connect every time I came back to the hotel.,"The staff was super kind!!! They were friendly and willing to help all the time. I believe the staff and location was the best part of my stay. Room and amenities a little old but super clean. Breakfast was good. Great stay! Location was amazing on 28th street between 7 and 6ave, near subway and restaurants.",9.0,August 2023,"August 31, 2023",King Room,3,Family,7.1,1,1,0,1,1,0,1,0,1,0,0.001267781526247774
Fair,the AC filter was so dirty that it threw dirt through it above the beds and the whole bedroom.,"the location , the beds were comfortable",5.0,August 2022,"August 16, 2022",Double Room,3,Group,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Wonderful,Once they did not clean my room,"Location, cleanless",9.0,October 2022,"October 10, 2022",King Room,6,Solo traveler,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Stay if you are looking for something reasonable with no fuss,"They do NOT have A/C. When we complained they said it was out in our room but other guests expressed the same issue. We were in New York in April when it was 60-70 and we were sweating at night. Many of the other things in the room didn’t work. tYou can tell they are trying to make it nice, they have a ways to go.",location was great. Centrally located. The bed and pillows were super comfortable.,5.0,April 2023,"April 19, 2023",King Room,3,Family,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
"Small, simple but clean","Rooftop was closed for remodeling. It would have been nice to be told at reservation. Rooms are very small. 
When I asked for an extra glass they just didnt have it.","The rooms were really clean. 
Good location",7.0,December 2023,"December 4, 2023",King Room,2,Couple,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Poor,shower only had cold water. didn't change after alerting the front desk,"location was perfect, room was clean",3.0,June 2023,"July 20, 2023",King Room,4,Solo traveler,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Very Good,The cleaning wasn’t so good,"Nice location, comfy room",8.0,September 2021,"September 19, 2021",King Room,3,Couple,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Wonderful,The shower on room 1102 couldn't control the temperature too hot or too cold,"Clean, quite, and location",9.0,May 2022,"May 25, 2022",Double Room with Two Double Beds,3,Family,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Good,"Bathroom: no soap, water pressure low, door doesn't close.","Location, value for $, cleanes.",7.0,December 2021,"December 30, 2021",King Room,1,Family,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Good,"AC was not working, no microwave at room and one at 1st floor was broken.",at good location and clean.,7.0,August 2023,"August 18, 2023",Double Room with Two Double Beds,1,Family,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Meh. Probably wouldn't stay here again.,"Everything here was kinda dingy. The water in the bathroom sink splashed everywhere. There was a constant beep from a smoke alarm that needed a new battery. The remote control for the TV was really pretty filthy (visibly).
The bed was really uncomfortable (squeaky spring mattress), and it even flipped up off the ground when we both sat on the edge (we're not that big!). For the price we paid, some of these things could be addressed and make this an overall more pleasant experience.","Location was great. Close to Penn Station, and walking distance to all the things we wanted to visit. It was easy to find, and our cab/Lyft had no problem dropping us at the curb.
We liked that there was no carpeting in the room.",4.0,November 2021,"November 8, 2021",King Room,2,Couple,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
a good stay but not sure I would choose it again,it could have been cleaner,the location was nice and the bed.,8.0,November 2021,"November 24, 2021",King Room,4,Solo traveler,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Good,The hotel room was tidy but lacked attention to detail in cleaning. The light sockets were flimsy.,We enjoyed the proximity of the location to all of the usual tourist spots in New York. The hotel room was a good size for New York.,7.0,March 2022,"March 20, 2022",King Room,4,Family,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Exceptional,No microwaves in rooms,"Location , cleanliness",10.0,May 2023,"May 26, 2023",King Room,4,Family,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Very dated and tired looking hotel. Great location though,Very dated. Rooms definitely need an update. What you see in the photos is not what you get. Hotel genereally looks tired,Room was clean. Great location,5.0,July 2022,"July 19, 2022",Double Room with Two Double Beds,4,Family,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Good,One of the reception lady’s isn’t nice nor respectful. Shower was poor and little to no pressure. Toilet was broken. And random holes on the wall next to the bed.,I liked the location of the hotel. I liked some of the work people. The bed was comfy and it was a good size room for 2 people.,7.0,September 2023,"September 25, 2023",King Room,2,Group,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
Good,The shower wasn't working well we had some problems with taking a shower and one of the light were not working well,The location was great and the hotel was very cheap the room was nice and I really liked it,7.0,April 2023,"April 16, 2023",King Room,2,Couple,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
watch was stolen in the room,cleaning was very poor and my watch got stolen,"great location, very nice rooftop with a view and very comfy beds",1.0,June 2022,"June 10, 2022",King Room,8,Couple,7.1,1,1,0,0,0,0,0,0,1,0,0.0012670465991478144
"If not for ac problem, would have been excellent.","it was 90 degrees and our air conditioning did not work, we were on the 8th floor for one night, when we left for our evening events the front desk staff said they would send someone up, we returned by 1am and nothing was done so we slept sweating all night it was insanely uncomfortable. if not for this, it would have been excellent.","great location, clean, staff was welcoming.",3.0,June 2023,"June 7, 2023",King Room,1,Couple,7.1,1,1,0,0,1,1,0,0,1,0,0.001263236511192222
"Great location, cute decor, friendly service, but facilities and cleanliness lacking","The bathroom was not clean when I arrived. There were stains and hair on the floor. I asked both the front desk and a member of housekeeping, directly to ensure that it was cleaned, but that did not happen. The drain in the shower was also extremely slow. The AC was also not working and it was quite warm and humid in the room, despite the thermostat reading 68°. The continental breakfast was extremely basic. I would not stay here again. It was not worth the money I had to pay for it.",Amazing location. Loved the decor. The bed was reasonably comfortable. The lady at the front desk was very nice and helped me find a show with tickets available the evening I arrived.,4.0,April 2023,"May 1, 2023",King Room,2,Solo traveler,7.1,1,1,0,0,0,0,0,1,1,0,0.00126083918931144
Location is good and staff were helpful but the shower was only luke warm in the morning.,"It was a little noisy from other rooms/hallway, shower was luke warm in the morning, breakfast was meagre.",Location and bed were good.,5.0,May 2023,"May 20, 2023",King Room,2,Solo traveler,7.1,1,1,0,0,0,0,0,1,1,0,0.00126083918931144
Passable but wouldn’t return,"Breakfast basic. Booked for a double double for my kids but none available at first. Upgraded to suite with one bed and pull out sofa but pull out was brick hard. Moved to double double mid week. Also asked for rooms on same floor, didn’t happen since we both had to move rooms. Street was more run down than I’d expected, in part due to road works ongoing. Roof top bar wasn’t impressive and was very expensive.",Reasonable walking distance to many attractions. Aircon wasn’t working and moved us room straight away.,5.0,August 2022,"August 10, 2022",King Room,7,Family,7.1,1,1,0,0,0,0,0,1,1,0,0.00126083918931144
Good for sleeping. Not much more.,"The air conditioning was really loud, so we had to have it shut off at night. “Breakfast” was super sweet yoghurt, doughnuts, coffee and surprisingly some fresh fruit. I know that’s what breakfast can look like in USA, but would have preferred to start the day without my veins filled with sugar. A simple sandwich would have been nice.","Location is perfect, and the beds are comfortable.",4.0,June 2022,"June 19, 2022",King Room,4,Couple,7.1,1,1,0,0,0,0,0,1,1,0,0.00126083918931144
Location is excellent. Staff are professional and welcoming.,The breakfast was limited and the breakfast room was a bit dark - they need to replace the bulbs. The coffee was excellent but other than that it was pretty basic. With some improvement it could be excellent.,"Location was excellent. It is a two minute walk (if that) to the one train. The one has EVERYTHING you need - so walk onto the one and go uptown 2 stops and you are in the middle of Times Square. Or you can go downtown and it delivers you to Battery Park for your Liberty Island Cruise. The hotel is safe, clean and you honestly cannot beat the location.",8.0,July 2023,"July 18, 2023",Double Room with Two Double Beds,3,Family,7.1,1,1,0,0,0,0,0,1,1,0,0.0012608391893114397
Pleasant,"Terrible wi-fi, breakfast could have more healthy options, hotel in general looks old (furniture, bed, curtains, decoration etc) and needs repair. Coffee maker in the room was also bad, could be replaced by better machines.","The location is great, the room was clean, shower was good.",6.0,May 2024,"June 5, 2024",King Room,3,Family,7.1,1,1,0,0,0,0,0,1,1,0,0.0012608391893114397
perfect stay for those who want to visit New York and want to stay in the city center,"breakfast : the choices, the quality and the cleaningness room weren't very good, specially for the price we expected a bigger buffet and there we a lot of tiny flies on the food","location : very safe spot, very centered and the plant shops on the same street made the walk so much better
room : clean, very comfortable bed and absolutely no noise from the outside world or neighbors",8.0,August 2023,"August 30, 2023",King Room,5,Couple,7.1,1,1,0,0,0,0,0,1,1,0,0.0012608391893114397
"Nice staff, but aging facility.","One working elevator for a 20-story hotel. Kitchen on ground floor for rooftop restaurant: with just 2 elevators (no dedicated one for staff or freight) waits for working elevator sometimes took up to 25 minutes. Lobby has seen better days: short-staffed,  undusted, and shlubby furniture. In the room, bed broken down in the middle. Windows not sealed properly; air and festive noise came in all night. Thought I was getting a deal, but should have kept looking.","Staff was friendly and empathetic with rough weekend conditions. Rooftop bar had great views indeed. Room was clean, toiletries provided smelled great. 28th St. is filled with flowers and plants for sale: marvelous ambiance! Coffee bar down the street at Moxy was great.",4.0,October 2021,"October 13, 2021",King Room,3,Couple,7.1,1,1,1,1,1,1,0,1,1,0,0.001259339484833888
Hotel  Haydon,"The bathroom light on the mirror didn't work, the room was cleaned only when we called the front desk.. We went out at 7AM and the room was still not cleaned at 5 PM. We had to call the front desk in order to get it cleaned. The bed could use new pillows. The staff never brought enough coffee  or face towels. The staff which cleaned the room did not understand enough English and didn't know what we wanted.",The hotel was clean and quiet. The front desk staff was very friendly and helpful.  The hotel room came with a coffee maker and had a free continental breakfast every morning. The hotel is located in Chelsea in the same location as the flower markets and Tin Pan alley. It's close to many of the major attractions.,7.0,July 2024,"July 3, 2024",King Room,3,Couple,7.1,1,1,0,1,1,1,1,0,1,0,0.00125731355064226
"Great location and very friendly and helpful staff, would recommend friends!","Fridge in room didn’t work well. I had to store baby milk and I had to bring it downstairs for them to store it for me. Also no freezer in mini fridge. Phone in the room didn’t work. Breakfast is included but not good. VERY basic, Some catered pastries that were cold, there was no oven to warm them up, watered coffee. Would be great to have at least one oven to warm up breads. We spent extra money to go have breakfast somewhere else.","Great location, great front desk service, clean and spacious room and bathroom.",7.0,December 2023,"December 13, 2023",King Room,2,Family,7.1,1,1,1,0,1,0,0,1,1,0,0.0012557740175341123
"Pleasant hotel in a good location, comfortable bed, spacious room, lackluster breakfast and cleaning","The rooftop bar was not accessible. The breakfast was quite limited and had mostly sugary bread with unappetizing drip coffee that went all over the place. There was little natural light in the dining area so we would often take our food outside. However, out in front of the hotel, the chairs are shabby and there are no tables. Lastly, the rooms didn't get cleaned very thoroughly, obvious smudges on the desk remained after the cleaning crew was done.","The interior design of the lobby and the room, the location, the spacious room, very comfortable beds, the relative quiet, the AC, the easy-going staff, the ice machine and workout facilities.",7.0,June 2023,"June 22, 2023",King Room,8,Family,7.1,1,1,1,0,1,0,0,1,1,0,0.0012557740175341123
"The hotel was conveniently located in Chelsea, offered a nice continental breakfast, had comfortable rooms and a helpful",The lighting in the breakfast room was a strange bluish hue,"Location, hotel was not crowded so there was no wait for elevators or breakfast, staff wax friendly and helpful, rooms were comfortable and more spacious than many in NYC",8.0,June 2024,"June 23, 2024",Superior King Room,4,Couple,7.1,1,1,1,0,1,0,1,1,1,0,0.001250571863474126
The infraestructure of the hotel was great but seems like the service was working poorly,"There was smelly food on the fridge, and garbage and used socks underneath the bed.
The power outlets at the bedside didn't work out.
The elevator had problems, we had to wait for it for around 30 minutes.",the bed and location were very good,3.0,October 2021,"October 29, 2021",King Room,3,Couple,7.1,1,1,0,1,0,0,0,1,1,0,0.0012495291148020568
"Good value for money, great central location, friendly staff, although I have pointed out the negatives I would use agai","Shower was not that hot 
Bathroom needs upgraded works need doing 
Towels are very small 
Breakfast is disappointing as just pastries, yoghurt they were very nice but could offer more. Coffee and Tea were poor.","Great location 
Clean rooms 
Nice size rooms",7.0,August 2023,"August 7, 2023",King Room - Disability Access,7,Couple,7.1,1,1,0,1,0,0,0,1,1,0,0.0012495291148020568
"A lot to improve, good for short city trip","Terrible check-in experience. Had to go up and down with the packed elevators several times as the printer at the desk, as well as the room keys did not work. Room was not being cleaned one day, we did not even receive an apology. As we finally wanted to enjoy drinks at the rooftop bar, it was closed due to a private event..","Great location, comfortable & quiet room",6.0,December 2021,"December 10, 2021",King Room,5,Group,7.1,1,1,0,1,0,0,0,1,1,0,0.0012495291148020568
Comfortable stay in the city centre,"Facing a building so not much natural light but for the price and location we didn't mind this.
The breakfast was just a plate of muffins
The breakfast room was weird with no windows and blue nightclub lighting","Good value
Coffee machine in room 
Daily room service 
Large comfy bed 
Tv and safe in room 
The location was the best bit. Close to main sights and the subway. Top spot for a first timer in NYC",8.0,May 2024,"June 18, 2024",King Room,6,Couple,7.1,1,1,0,1,1,0,1,1,1,1,0.0012468473905435252
"Would stay here again, good central location",The towels in the bathrooms could be softer,"Clean, comfortable and good location.",7.0,October 2023,"October 19, 2023",King Room,3,Solo traveler,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
Pleasant and central,The towels were a little old and the bed was rather creaky which was slightly annoying but overall these were not major issues to deal with.,"The room was a good size, was comfortable and the location of the hotel was perfect and very central to everything. I would definitely stay again.",8.0,March 2022,"March 30, 2022",King Room,6,Solo traveler,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
Pleasant,"Towels falling apart, one literally had a hole in it across more than half its width.
Sticky patch on floor near the door. Bed visibly bowed in the middle. Air con unit loud even when turned off and temperature not adjustible. Housekeeping came into the room despite do not disturb sign on door and took the sign away. When I advised and asked for another sign at reception they said they would have one sent up but it never came.",Location and mostly clean.,6.0,June 2023,"June 20, 2023",King Room,4,Solo traveler,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
Very Good,There was no remote for the TV and only one mug in the room for coffee. There was only 1 bath towel.,"The room was big and the bathroom toiletries were great. The hotel was great when it came to checking out and allowed us to store our luggage until we needed to go to the airport. The location was great, just a short walk away from Penn train station and The Edge and about a 20 minute walk away from Times Square.",8.0,August 2023,"August 11, 2023",King Room,1,Family,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
Good for a city break,Floors weren't cleaned. Towels were not replaced on one occasion. Bathrobe was taken away after 3rd day.,"Location, size of the bed, price",8.0,June 2024,"June 3, 2024",King Room,6,Group,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
Great location and value for money,The overall condition of the hotel and it’s facilities is a little worn,"The location is great, comparatively it’s very good value and the size of the room (for NYC) is good",7.0,October 2022,"November 1, 2022",King Room,3,Couple,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
great value and nice hotel,"front desk .  asked for room NOT by elevator and was put in one right across from them.  Had to change rooms, then key didn’t work.  a lot after a long day of travel!",location and clean!,8.0,April 2023,"May 18, 2023",King Room,1,Solo traveler,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
Good,"Shower didn't work well, couldn't really adjust normal water temperature, it was either hot or cold. There is noise coming from outside, so, better to keep windows closed.","Good location, close to subway and in walking distance from many interesting place in Manhattan. Rooms are quite nice with comfortable beds. Overall normal hotel for a price.",7.0,June 2022,"July 13, 2022",King Room,6,Couple,7.1,1,1,0,1,0,0,0,0,1,0,0.0012357202602810327
Good,Disposable cuttlery & cups for breakfast maybe to be reconsidered in light of sustainability. Rooms lived a little bit their life since the pictures were taken.,"Location, size of the room and free welcome drink.",7.0,April 2022,"April 28, 2022",King Room,4,Couple,7.1,1,1,0,0,0,0,1,1,1,0,0.0012343049658902895
Wonderful,Some parts of the hotel/ room seemed a little outdated,"Huge room, huge bed( had a king size bed), clean, great location. All the facilities and appliances,  you need - it has them all( safe, microwave, coffee machine, iron, blow dryer). Friendly and helpful staff. Everything go fast and easy.",9.0,September 2021,"October 12, 2021",King Room,5,Family,7.1,1,1,1,0,1,0,0,0,1,0,0.0012327924778721292
great location,"the shower stream is not good, and no soap at all
beside that all was very good.","location is good near to a subway stations. 
the staffs were very nicely and helpful
6 rooms in floor so no problems with elevators",8.0,October 2022,"October 13, 2022",King Room,5,Couple,7.1,1,1,1,0,1,0,0,0,1,0,0.0012327924778721292
Disappointing and not as advertised.,"A strange hotel and experience. It was very scruffy outside and always rubbish/pallets/boxes stacked up there and reception. The bar and restaurant advertised was closed but they did provide a continental breakfast free of charge. Having tried the breakfast I was very disappointed, it was served in the closed bar. All paper cups and plates and very little to choose from. The tables in there were chipped and scruffy and food on the floor. 
The bedroom I was in felt like it had been badly renovated, gaps in the laminate floor, paint splashed on the floor/furniture and air con controls loose and not connected correctly. It had an interconnecting door which provided no sound proofing to the room next door and I unfortunately had some very loud neighbours for two of the three nights. 
The staff were ok but nothing exceptional.","Location was ok, close to Penn Station so good rail links to JFK. The room was a good size, big comfortable bed and seemed clean.",4.0,October 2023,"October 9, 2023",King Room,3,Solo traveler,7.1,1,1,0,0,0,1,0,1,1,0,0.001229128278746219
"Great location, disappointing hotel.","I tried to call the hotel prior to our arrival. First, either the number they have listed is incorrect or they just never answer the phone. Then II sent a message through Booking.com to the hotel and never received a response. 

When we arrived we were supposed to be able to check-in at 3, but the room wasn't ready until after 4. Staff wasn't helpful, acted like we should be grateful to be staying there.

Room was not clean when we arrived (floors and surfaces were just gross), housekeeping did bare minimum each day. 

After a long day of sight-seeing in NYC went to rooftop bar for our free drinks...wine or beer only. Ordered a beer and bartender says they are out of beer. No offer for something else, just we are out and too bad (who runs out of beer in NYC?).","Location was great. It was close to everything we wanted to do. Room was tiny, but not a huge issue because we weren't there very often. The bed was comfortable but on wheels so we kept having to push it back against the wall.",4.0,April 2022,"April 12, 2022",King Room,3,Couple,7.1,1,1,0,0,0,1,0,1,1,0,0.001229128278746219
Definitely NOT a 4-star hotel experience.,The decor is super tacky. The shower grout seemed dirty. The shower wasn’t hot enough. Breakfast was awful. The staff seemed dead inside.,The location is convenient to Penn Station. The bed was comfortable.,4.0,December 2023,"December 30, 2023",King Room,2,Couple,7.1,1,1,0,0,0,1,0,1,1,0,0.001229128278746219
