Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Good hotel,"a bit noisy outside.
homeless everywhere as usual in US","location 
near to everywhere.
nice bed 
good staff",9.0,October 2021,"October 24, 2021",Petite Queen Room,3,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"great value, great location",,"perfect location, clean and friendly",8.0,April 2022,"June 27, 2022",Queen Room,6,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great NYE stay in Seattle.,,Great location. Comfortable bed. Friendly and helpful staff.,8.0,January 2024,"January 3, 2024",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,Great location and friendly staff! Rooms were clean and comfy!,10.0,April 2024,"May 4, 2024",Petite Queen Room,1,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Would definitely stay again,,"Staff were extremely friendly and helpful. 
Was upgraded to a larger room for free.
Toiletries and snacks provided.
Comfortable clean room.
Good location",9.0,August 2022,"August 27, 2022",Petite Queen Room,2,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,"Walls are a bit thin, I’m a light sleeper and unfortunately got woken up a couple times.","The location was good, able to walk to pike place. Very helpful friendly staff, my room was clean and comfortable.",9.0,March 2024,"April 1, 2024",Petite Queen Room,3,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great hotel for exploring Seattle,"It is a bit expensive for what you get, but that seems more of a Seattle issue.","Great location for exploring Seattle by foot. Staff were very friendly and helpful, and lots of little extras like free bike rental and rooftop terrace. Room was a good size, comfortable, and clean.",9.0,July 2023,"July 29, 2023",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"Friendly staff, comfortable bed and close to attractions.",Nothing,The staff was very friendly.  We arrived at the property at 11am expecting to store our luggage and they had a room ready.  The room was clean and the bed comfortable.  The property is within walking distance of many attractions.,10.0,May 2024,"May 7, 2024",Petite Queen Room,1,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Nice hotel!,The blankets are non-existent sadly. :(,"The location was where we needed it to be. The staff was very professional and friendly and the room was clean. Got an unexpected upgrade probably due to the off season, but it was still awesome!",8.0,January 2023,"January 19, 2023",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
We had a great time thanks to Belltown Inn!,N/a,"Friendly staff, clean rooms, nice view of the dog park",10.0,February 2024,"February 27, 2024",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,Not the safest outside the hotel/streets nearby for solo female traveller at night. Glad I was staying there as part of a group,"brilliant location, really comfy beds, staff are nice, very clean and great value",9.0,April 2022,"April 18, 2022",Queen Room,2,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Awesome location & staff,,"Staff were so nice at this property. They even upgraded us from a petite queen to a king room. It was very quiet, bed was comfy and the location was perfect for a concert at Climate Pledge Arena.",10.0,December 2023,"February 19, 2024",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great stay!,Hair dryer.,Good price and good location. It’s little bit old but clean! The staff was friendly and very nice too!,8.0,December 2022,"December 31, 2022",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,A shuttle from the airport would be greatly appreciated :),"Hotel staff were very accommodating and the bedroom was super clean and a good size! Location great, close to Pike Market, Seattle Needle and Chihuly Glass Museum",9.0,May 2024,"May 7, 2024",Petite Queen Room,3,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"A great, quiet stay!",There are a considerable number of homeless/druggies who are constantly yelling and talking to themselves as you walk down the street which made it rather uncomfortable for us at times.,"Very friendly staff, clean room, good location for walking to all of the sites and theaters.  This is our 4th stay and we will most likely use it again.",10.0,March 2024,"March 4, 2024",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,Thread count in sheets,"I don't know what the homeless problem is that people arewe complaining about,  it's literally minimal.  Very centralized location,  staff was great,  our puppy had never been away from home And dog park across street was handy( only used it during daylight). No frills,  but didn't need many as we could walk to shop  and see many local attractions. Quiet at night, bed was comfy,  a little better cotton count sheets is the only improvement i can think of! Thank you!",10.0,January 2024,"January 30, 2024",Petite Queen Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Homeless in Seattle,Carpet was grubby & needs replacement.,"Staff were very helpful, location to everything was excellent. Room was good size, Bathroom as well & kitchenette was very useful.",8.0,October 2022,"October 24, 2022",King Room,5,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Hotel ticked all our requirements for a stay in Seattle,Hampered by presence of vagrants in nearby streets which the hotel can do little about.,"Staff were exceptionally helpful and friendly
Location was good in relation to walking to Harbour and Pike Market
Room was excellent",10.0,July 2023,"July 5, 2023",Queen Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,"very clean, excellent location, friendly staff.",10.0,March 2023,"March 15, 2023",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Comfortable stay.. Happy with choice and would stay again,,"Good location.. Friendly helpful staff.  Plenty of eating options nearby - Room was on the small side but not an issue. Very clean and quiet.  There is a Laundry onsite which was handy, coin operated or by PayRange phone App.",8.0,June 2024,"June 27, 2024",King Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,"Very thin walls, could hear people in the hallways, the street and people walking around on the floor above us - not the best for light sleepers. Homeless population would sometimes be right outside the hotel, got asked for money + hollered at when leaving.","Convenient location, friendly staff, comfy bed",8.0,June 2024,"June 10, 2024",Petite Queen Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,Great location.  Clean.  Very friendly staff!,10.0,April 2024,"May 4, 2024",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Belltown Inn Rings!,No ATM. No designated areas for smokers.,Loved - Price. Location. Room. Staff. Accommodations.,10.0,May 2024,"May 14, 2024",Petite Queen Room,4,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"Very pleasant, warm atmosphere, quaint and comfortable.","Typical city, Look up the city is beautiful, don't look around, a number of street people just hanging around.","Not high priced. Quaint, older but very comfortable and clean.  In the center of everything.  Staff was exceptional, very helpful",10.0,May 2024,"May 23, 2024",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Bang for your buck,"Sound travels when other people are walking around and from outside the window but honestly, it wasn’t too bad and it didn’t disturb us at all.",The people who work here are so friendly and nice. We had a layover in Seattle on our way to another destination for our honeymoon and they surprised us with beautiful fresh flowers and a bottle of wine when we arrived in our room. It was such a special way for us to start our honeymoon. The location is also walking distance to many Seattle landmarks which is very convenient.,9.0,September 2021,"September 13, 2021",Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"convenient and clean, just watch out for people in the neighborhood","the neighborhood isn’t the safest, the pillows aren’t comfortable","clean, location was convenient, staff was efficient",8.0,February 2022,"February 24, 2022",King Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,The street the hotel was on had many homeless people and every night there was police there.,Really clean and everyone was friendly. Convenient location between downtown and needle.,9.0,February 2022,"February 28, 2022",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Comfortable and close to everything you would want to see!,"Honestly, the things I didnt like was not with the hotel itself. There was a large homeless population on the sidewalks with an overwhelming scent of urine nearby. While on the rooftop, we would get whiffs occasionally when the wind would blow.","Location was wonderful! Rooms were small, but comfortable and clean. All the staff that we encountered were friendly. We also felt very safe, even with the homeless population nearby, The doors were locked after 10 and there was security outside to assist if our keys were not working.",9.0,August 2023,"August 9, 2023",Petite Queen Room,1,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"perfect location, great staff and so comfortable",nothing,the beds were great the staff was great the location was perfect the whole experience was wonderful!,10.0,July 2022,"August 10, 2022",King Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great time!,It was all excellent,Cleanliness and friendly staff as well as hotel location to likes place and other fun spots downtown,8.0,April 2022,"April 22, 2022",Queen Room,1,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"It was excellent! If we are in Seattle again, we will definitely stay at Belltown Inn.",Nothing!,"The location was great, the room was clean, and the staff were very nice and helpful.",10.0,June 2022,"June 27, 2022",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,In a very convenient location with clean and comfortable rooms. Desk staff was very friendly and helpful.,10.0,June 2022,"June 23, 2022",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
return customers! love this place,nothing,"location, cleanliness, dog friendly",10.0,November 2022,"November 5, 2022",Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Walk to everything,Pillows could of been more comfortable.,"The location was close to all of what we needed. Room was clean, and staff was friendly",10.0,November 2022,"November 6, 2022",Petite Queen Room,1,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Good,,"Location , staff, cleanliness.",7.0,June 2023,"July 2, 2023",King Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Good,A little more updated,Location   Clean. Nice rooftop. Good service,7.0,July 2023,"July 26, 2023",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
We enjoyed our stay!,,Great location. Our room was facing a street but was still very quiet. Everyone was very helpful.,9.0,May 2022,"May 12, 2022",King Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Belltown Inn is always our go-to in Seattle!,Can't think of anything.,"We love the Belltown and stay there whenever in Seattle. Cant beat the walkable location! It is clean, staff is helpful and friendly, vintage rooms cute and comfy. The roof deck is a great hang out spot with gorgeous views. It's a good value.",10.0,July 2024,"August 4, 2024",Petite Queen Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Good Belltown location,The pillows were all lumpy and uncomfortable.,Good location to walk everywhere we wanted. Hotel staff were helpful and friendly and overall room was mostly comfortable and quiet.,8.0,August 2024,"August 9, 2024",King Room,4,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,"EVERYTHING 
Staff was amazing. Super.clean rooms, GREAT LOCATION",10.0,July 2024,"July 24, 2024",King Room,1,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great place to stay,Nothing,The staff was amazing. The rooms were very clean. The location was great,9.0,May 2023,"May 13, 2023",Petite Queen Room,3,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Lovely stay! Would recommend,,"Great location, lovely staff, room had everything you need, bikes are free to use",8.0,May 2023,"June 1, 2023",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Nice choice,Nothing was wrong with this hotel,"Great location, friendly staff and clean room.",9.0,August 2021,"August 27, 2021",King Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,Nothing,"Friendly and helpful staff, good location and clean and comfortable room",10.0,July 2024,"July 16, 2024",Petite Queen Room,4,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Perfect place to stay in Seattle,,Fantastic location that is walking distance to major attractions and points of interest. The hotel is clean and offers little touches that make the stay more enjoyable. Even better was the incredible staff. Each person went out of their way to provide a stellar level of customer service that is rarely seen anymore.,10.0,June 2024,"July 2, 2024",Petite Queen Room,1,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
I would highly recommend this hotel for all your Seattle adventures!,Nothing,The property was very clean and in such a great location! The staff was also super friendly and helpful all throughout the stay!,10.0,June 2024,"July 1, 2024",King Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,Some homeless people near hotel. I know this is not your fault.,"Staff were very helpful, friendly and efficient. Location good, can walk to most attractions. Room was clean.",8.0,July 2024,"July 27, 2024",Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,,Good location. It's was clean. Good staff.,9.0,April 2023,"May 26, 2023",Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"Great place to stay if you’re going to cruise next day! Close to everything, Pike’s Place, restaurants and local attract",Nothing,"Location, cleanliness and staff!",10.0,June 2024,"June 29, 2024",King Room,2,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great location!  Great value!,,"Hospitality by Sunny!  She set me up for a great stay.  not only did she give me the layout of the hotel services and amenities, she told me about the location of sights, various modes of transportation, and the neighborhood I was in.

I also appreciated the attention to detail of the aesthetics and cleanliness.

thank you Belltown  inn.   I can hardly wait to come back!",9.0,May 2023,"May 25, 2023",Petite Queen Room,2,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
great place to spend a beautiful weekend in Seattle,little noisy,"location, staff, room amenities",9.0,November 2021,"November 2, 2021",King Room,2,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Perfect Stay,Nothing was negative.,"Loved everything about this place. Super friendly staff, good location, good price, comfortable rand clean room.",10.0,December 2022,"December 19, 2022",Petite Queen Room,1,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,This hotel is azing perfect location very clean and amazing staff,10.0,June 2023,"June 21, 2023",Petite Queen Room,2,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great location great staff very comfortable,Nothing....all good,Great location friendly staff clean comfortable great value for money,10.0,June 2024,"June 14, 2024",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,"The staff were really friendly and helpful the location was close to everything the bed was super comfy, I really enjoyed my stay at the Belltown Inn",10.0,June 2024,"June 11, 2024",Queen Room,2,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Excellent location that is very reasonable and cute,,Location is great! Staff is friendly! Very reasonable for a great location and room.,10.0,March 2023,"March 25, 2023",Queen Room,2,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great overnite stay. Also the streets are cleaned and I never felt scared walking alone,The biscuit place next door.,"Location , clean, friendly staff and  walkable to markets ect",9.0,June 2024,"July 24, 2024",Petite Queen Room,1,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"Great, would highly recommend",,The room was small but immaculate and updated. Staff was very accommodating and pleasant to deal with. Location was perfect for us.,10.0,August 2022,"August 30, 2022",Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
We enjoyed seattle staying at Belltown Inn it was close to everything we wanted to do & see. Amazing front desk staf,,"Front desk staff, location & cleanliness.",9.0,August 2023,"August 30, 2023",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,"Location, room, staff",10.0,October 2023,"October 31, 2023",Petite Queen Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,"it would have been nice to use the rooftop, it was under construction. but every thing  else was great.","location, nice rooms and friendly staff",8.0,July 2022,"July 30, 2022",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
lovely short stay in really friendly hotel,"n/a - only comment is a few homeless people around, but it always felt pretty safe","Really friendly staff. Complimentary coffee every day. Bikes were also available to use at the hotel if you wanted. Lovely little rooftop terrace that has nice views over the city. Room was nice and clean, couldn't fault it.",8.0,April 2024,"April 20, 2024",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
I had a lovely stay and will be choosing this property for my next visit.,Nothing.,Friendly staff. The cleanliness of the property. Great location. Complimentary coffee throughout the whole morning.,10.0,October 2023,"October 28, 2023",Petite Queen Room,2,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Pleasantly surprised and delighted.,Close to some homeless people but not a problem.,Great location.  Helpful staff.  Comfortable room.  Very clean room.  Lots of inclusions that travellers need.,10.0,October 2023,"October 26, 2023",Petite Queen Room,3,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
I will be back👍,It was perfect,"The Ck in was great.. the room was always clean..location was perfect..
The frt desk was very informative about getting around the city👍
Very friendly, I would stay here again👍",10.0,September 2023,"October 22, 2023",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"GREAT, GREAT, GREAT!!!",I can't think of anything to improve on.,"Everything was great. Excellent location to walk to all attractions.  Wonderful, friendly staff. Nice and clean room.",10.0,October 2023,"October 10, 2023",Queen Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"Fabulous staff, comfortable bed, love staying here",,"Comfortable room, great location, fabulous staff",10.0,October 2023,"October 6, 2023",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,"The unhoused population is extremely scary at night. The hotel has security, but I would avoid walking around alone.","Staff were the friendliest people I’ve ever encountered in a hotel. Nice, clean rooms with extra little touches. Nice rooftop sitting area. Good location to Seattle attractions.",10.0,May 2023,"May 31, 2023",Petite Queen Room,1,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
excellent place! stay here!,nothing.,everything was great! the staff were friendly and VERY accommodating!  everything was very clean. I loved the rooftop and of course the location. you really can walk everywhere.,10.0,May 2023,"May 31, 2023",Petite Queen Room,3,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Convenient location of the hotel gave us a comfortable short trip in a big city.,,"Great location, comfy bed and friendly staff",10.0,April 2023,"April 20, 2023",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,All good,"Staff friendly and okay location for Seattle
Clean and comfortable",8.0,September 2023,"September 22, 2023",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,"$$$ - To be fair, the cost of hotel/lodging is not getting any cheaper. Having said that, Belltown Inn remains my choice for any future Seattle stays.","I have stayed at Belltown Inn several times, and I certainly will stay again as I travel to/thru Seattle.  The staff was courteous/friendly. Very helpful.  The location works well for me.  I really like the roof patio.  Beds very comfortable",9.0,September 2023,"October 3, 2023",Petite Queen Room,1,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Thoroughly enjoyed my stay.,Nothing that comes to mind,"Location, decor, staff, room.",10.0,September 2023,"September 24, 2023",Petite Queen Room,3,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Just a quick overnight stay and these people did everything they could to help make it fuss free.,Nothing to put in here.,"The staff were ever so helpful, offering services I was not even aware they could offer - like the car to pick us up at the airport.  Location was central and close to those services we wanted.  The bed (and pillows) were super comfy and the room was really clean.  A real nice experience.",9.0,July 2024,"July 11, 2024",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
We had a great time despite the heat!,Nothing.,"The location was great, and the room was nice - great air conditioning during the heatwave. Staff were very helpful and friendly, particularly John who checked us in and gave us some great recommendations. The rooftop is also nice!",8.0,July 2024,"July 12, 2024",Petite Queen Room,3,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,"Seattle has a large ""unhoused population""  Many of them are in this area/",Small room near the Pike Street Market that was reasonably priced.  Nice staff and clean room.  Quiet even though we were on the street side.,8.0,April 2024,"May 2, 2024",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,,"Friendly staff, clean and quiet room, convenient location.",8.0,April 2022,"April 9, 2022",Petite Queen Room,1,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Exceptional,,The registration desk staff were excellent and make our stay better.  Samson at the front desk was very good with our checkout and bag storage. The location was great for what we wanted to.,10.0,May 2023,"May 30, 2023",Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"Yes, Stay Here!",,Very clean and quiet hotel in a fantastic central location. Staff were friendly and welcoming and helpful with suggestions. Can't say enough good things about this place. Would definitely stay here again.,10.0,July 2023,"September 7, 2023",King Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,,"Great location, friendly staff, and clean rooms.",8.0,March 2022,"March 25, 2022",King Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Perfect!,A lot of homeless in the area but hotel does an excellent job at keeping them away and keeping you safe.,"Everything was in walking view, the roof top, staff were very friendly and very clean.",10.0,August 2023,"August 21, 2023",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,,The location was great and the room was clean … friendly staff!!!,9.0,June 2024,"June 3, 2024",King Room,1,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Hidden gem in the middle of everything,,"great location, clearn room, comfortable, wonderful staff",10.0,December 2023,"December 4, 2023",Petite Queen Room,2,Solo traveler,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
"Very pleasant,  will stay again","Typical of downtown area, lots of homeless. Not really anything that they can do about it though, so no reflection on them.","Friendly helpful staff, clean comfortable rooms, improvements to surrounding area; dog park added, side road improved,  etc. Within walking distance to many attractions. After hours security.",8.0,May 2023,"May 16, 2023",King Room,2,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,,Great location. Comfy and clean room. Friendly staff.,9.0,May 2024,"May 29, 2024",Petite Queen Room,1,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great downtown location.,"Sadly, nothing the hotel has control over, but unfortunately there is a significant homeless population that is present everywhere in the area.","Great location, friendly staff and very clean.
Loved the in-room, self locking safe. 
Would choose this hotel again, without a doubt!",9.0,July 2022,"July 16, 2022",Queen Room,3,Family,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Great location and outstanding staff,,"Location, cleanliness and service, very helpful and kind people",9.0,May 2024,"June 4, 2024",King Room,2,Group,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Wonderful,The hotel environment is not particularly pleasant at night.,"Very nice hotel.
Kind staff and well-equipped and clean rooms.
The hotel is located in an excellent location close to Downtown and Uptown within walking distance of both.",9.0,November 2023,"January 7, 2024",Petite Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
Very Good,,"clean, good location, reasonable size rooms.  comfy bed and good shower. staff were friendly and help",8.0,May 2023,"May 28, 2023",Queen Room,2,Couple,8.3,1,0,0,0,1,0,0,0,1,0,0.0006800585295881395
