Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Very Good,The bed is not really comfortable and the room is a bit outdated. But never the less I enjoyed my stay there,"Excellent breakfast, clean and spacious room, good service and good location",8.0,November 2022,"November 16, 2022",Standard Suite,2,Couple,8.5,1,1,1,0,1,0,1,0,1,0,0.002175358214037548
Nice and convenient stay for a few days.,"Rooms are quite old and could be refurbished 
There is a bit of noise from the street, windows don't filter out noise","Staff is really nice. 
Breakfast is delicious with lots of choice.
Rooms are massive
Close to central city",9.0,November 2022,"December 7, 2022",Standard Suite,3,Solo traveler,8.5,1,1,0,1,1,0,1,0,1,0,0.0021672240827553804
Highly recommended,Die isolation of the rooms could be better. You can still hear the street noise even when your room is on the upper floors,"The staff was amazing, always friendly and helpful. The hotel has a nice location and big comfortable rooms. Breakfast also outstanding.",8.0,July 2024,"July 19, 2024",Deluxe Suite,1,Solo traveler,8.5,1,1,0,1,1,0,1,0,1,0,0.00216722408275538
"Great place for a first time stay, few tweaks and it could be 4 stars","The rooms were outdated, and the furniture was so old and hard.

Barley anyone spoke English which could make it difficult for international travelers who have questions about the city.

While the service is supposed to be 24 hours no one really answers the phone you will have to physically walk to the desk or the restaurant.

While the breakfast was great it would have been great if they had labeled the foods for people with dietary needs. I also wish they had separate cleaner utensils. 

At times the water in the bathroom was scalding hot when you turned the hot water on a little and the pressure was really high, which was fixed on the last day of our trip.","The breakfast was actually pretty good, I loved the fresh fruit every day. 

The room was clean, the staff provided what we needed when we asked.  The staff was very nice.

The bar lounge was great.

The location was great.",5.0,November 2023,"December 3, 2023",Superior Twin Room,6,Family,8.5,1,1,1,0,1,1,1,1,1,0,0.0021510939462879067
"Perfect. Clean, spacious, comfortable, friendly staff, amazing breakfast!",Room service was lacking,"Got a really good deal for the suite room. Super clean, friendly staff, spacious room with an amazing view of the city. Breakfast was incredible, so many options. Location is close to the museum and a few restaurants, but you will need to use a taxi or 'uber' etc, especially in the evenings.",9.0,October 2022,"November 13, 2022",Superior Suite,5,Family,8.5,1,1,1,0,1,1,1,1,1,0,0.0021510939462879067
Top notch hotel for a very good price.,The beds were hard and both drains for the master shower and the second bath tub did not drain quick.  The water pressure was amazing but I wouldn't turn it up too much so you can shower without filling tub with water.,"Amazing hotel with excellent staff, superb views and large variety breakfast.  Didn't get to enjoy the lunch but very very good breakfast.  Front desk was extremely helpful and friendly.  Washer and dryer on site for a fee.  Stayed in the 2 room family suite and it was very large and comfortable.  Kitchen and large refrigerator was nice, could see staying here for a longer time on my next trip.  Easy taxi pick up in front of hotel.  ATM and a small store was right is area as well.  There are a couple of little Cafe's in the same entry area so you have a lot right at your fingertips.  Location is very pleasant even though a quick 15 min walk you will be the Santa Fe.",10.0,September 2022,"September 13, 2022",Family Suite,2,Group,8.5,1,1,0,0,1,0,1,0,1,0,0.002145100112529526
"Recommended hotel, great breakfast",Bathroom needs restoration. Shower did not give good pressure and really need to be changed.,"Rooms size was great, size of the bed huge, one bedroom and living room, kitchen was bonus but we never used it. The glass is all over the room with the best view of city. Possibility to open window. Breakfast buffet, very tasty including variety of food. Staff friendly. Location easy to airport and by taxi to center although from center we even walked back. I would book again if i come back. Price also reasonable.",8.0,March 2024,"March 27, 2024",Suite with Mountain View,3,Couple,8.5,1,1,0,0,1,0,1,0,1,0,0.002145100112529526
Wonderful,Needs update furniture.,"Súper clean, great costumer service and location and we love the breakfast.",9.0,April 2023,"April 16, 2023",Deluxe Suite,2,Couple,8.5,1,1,0,0,1,0,1,0,1,0,0.002145100112529526
Very good for the price!,"The bed and the pillows could be better, they are clean but seems to be too old and a little bit damaged from the constant use.","I visited Tequendama Suites Bogotá last year, 0ctober 2023 with a part of a tour. So we visited again with family, my fiance, my mother in law, and my aunt. I love the price, the location was near of most of the locations we wanted to visit. the staff were nice. The view from our room was superb at night, it was awesome!. The room were big enough to be an apartment with a kithchen and all the appliances to cook if we wanted. The room service is 24/7.",8.0,January 2024,"January 14, 2024",Standard Suite,5,Family,8.5,1,1,0,0,1,0,1,0,1,0,0.002145100112529526
"Amazing breakfast, large suites, beautiful views",Slight plumbing issue in our bathroom. But overall great experience.,Fantastic breakfast. Very friendly staff. Gorgeous views from our room. Large suites.,9.0,August 2023,"August 16, 2023",Standard Suite,2,Couple,8.5,1,1,0,0,1,0,1,0,1,0,0.002145100112529526
A nice choose for Bogota,Rooms are little old,"Location,staff,very big rooms and wonderfull breakfast",10.0,October 2023,"October 27, 2023",Standard Suite,2,Family,8.5,1,1,0,0,1,0,1,0,1,0,0.002145100112529526
Great central location and breakfast,The rooms are a bit older and outdated,"Great service, location is close to La Candelaria/Chapinero! Room was very big and breakfast was amazing!",9.0,March 2022,"March 29, 2022",Standard Suite,5,Group,8.5,1,1,0,0,1,0,1,0,1,0,0.002145100112529526
Good,"The WiFi was quite poor. It kept coming and going. The shower in our room had a mind of its own, very hard to regulate temperature also. Fitness centre had only one set of weights.",The breakfast was very good. The location was nice. Room was very spacious.,7.0,July 2023,"July 22, 2023",Deluxe Twin Room,3,Group,8.5,1,1,1,1,0,0,1,0,1,0,0.00206349950022499
"it is not for me, I will not comeback unless it's warm and isolated windows.","room is cold!
traffic noise and music late at night.
around the hotel feels unsafe to walk.","clean.
good internet.
size.
breakfast.
spa.
beautiful view (17th floor).",7.0,May 2022,"May 10, 2022",Standard Suite,3,Solo traveler,8.5,1,1,1,1,0,0,1,0,1,0,0.00206349950022499
Exceptional,"The choice for channels in English. We only found one and it was CNN, to our dislike.
The bedroom had two bathrooms but we could only use one shower as the other one the water was not draining property.

No big deal as we managed just fine with one.
The constant noise at night was annoying, it was loud, although we were in the 26th floor it felt as if we were in the first floor.

The beds were spacious but hard.","Excellent breakfast, with a lot of fresh fruit choices. Good location. Comfortable, spacious bedroom.
Spotless property.
We enjoyed the live music in the 30th floor.",10.0,March 2024,"March 5, 2024",Superior Twin Room,4,Group,8.5,1,1,1,1,0,0,1,0,1,0,0.00206349950022499
I enjoyed my stay at the hotel. I will book it again when I am in Bogota.,Too much noise from the street at night.,"Location is excellent, within walking distance from all major attractions. 
Staff was very helpful. The room was spacious and spotless. And breakfast was abundant!",9.0,December 2023,"December 19, 2023",Standard Suite,3,Solo traveler,8.5,1,0,1,1,1,0,1,0,1,0,0.0020524859342061787
Very Good,"The room's own equipment was a bit outdated and worn in some places, but it wasn't a big problem for us. The hotel reception had very poor English proficiency.",Large spacious rooms with a very nice view of Bogota. Wide selection of food for breakfast (the best breakfast during our stay in Colombia). Very good location of the accommodation.,8.0,February 2024,"February 26, 2024",Deluxe Twin Room,1,Couple,8.5,1,1,1,0,0,0,1,0,1,0,0.0020314753015999868
Lots of potential but dirty and outdated,Gross and outdated furniture and dirty carpet,"View, Spa, Breakfast Buffet, Hot Shower, Refrigerator, Value",6.0,October 2023,"October 28, 2023",Standard Suite,4,Solo traveler,8.5,1,1,1,0,0,0,1,0,1,0,0.0020314753015999868
Bogota Layover,"The hotel is not very modern and needs a serious refurbishment of every room and corridor and elevator and any part you can think of. (could be worse, but difficultly) You can hear the noise from the street in the room and there was no A/C available. Breakfast options were underwhelming.","The hotel has a very nice location, at the end of the central pedestrian street and at the same time at the end of the direct highway that takes you to the airport. The rooms are very spacious and with a nice view.
The staff was polite and very helping!",6.0,November 2023,"November 29, 2023",Deluxe Suite,1,Couple,8.5,1,1,1,1,1,0,0,1,1,0,0.0020300335311291954
Good,"Breakfast not so wonderful. Elevators queuing long at prime times. Rooms are a bit old fashioned in decoration, amenities minimal in rooms.","Nice space and location, friendly staff who are helpful, relatively cheap. Rooms are great spacious studioos. Great hot water and so on...",7.0,March 2023,"March 19, 2023",Superior Twin Room,1,Family,8.5,1,1,1,1,1,0,0,1,1,0,0.0020300335311291954
Very Good,"Aging facilities, but everything is cleaned","Excellent location in the center of Bogota. Huge room for the price paid. Delicious breakfast, I really liked it.",8.0,March 2023,"April 6, 2023",Standard Suite,1,Group,8.5,1,1,0,1,0,0,1,0,1,0,0.0020225653146905584
beautiful hotel,"The kitchen, room and bedroom were really nice and modern. But the bathroom was a little outdated and personally I am no fan of shower curtains.","It was a nice and save location, also a very nice view. The breakfast was really good and the restaurant is also really nice. The apartment itself was also really beautiful and clean. Especially the kitchen looked very beautiful.",8.0,March 2023,"March 10, 2023",Standard Suite,2,Solo traveler,8.5,1,1,0,1,0,0,1,0,1,0,0.0020225653146905584
Good value for the money .,"Shower had no pressure and hot/cold were difficult to adjust.
Neighboring rooms front doors slam shut loudly so make a lot of noise and that disturbed our sleep.
No cleaning supplies or water in the suite. Had to buy the water from the hotel or the nearby convenience store.","Good location, Size of room was great. Breakfast and restaurant Average.",7.0,November 2023,"November 30, 2023",Deluxe Twin Room,4,Couple,8.5,1,1,0,1,0,0,1,0,1,0,0.0020225653146905584
Very Good,"We had problems with our shower, which were fixed only next day. Room cleaning was done late afternoon.. Slow WiFi.","Large room, comfortable bed, excellent breakfast,  perfect location, nice view.",8.0,January 2024,"January 28, 2024",Suite with Mountain View,2,Family,8.5,1,1,0,1,0,0,1,0,1,0,0.0020225653146905584
Exceptional,,"the view is great, breakfast is excellent, staff very friendly, rooms spacious.",10.0,July 2022,"July 8, 2022",Superior Twin Room,1,Family,8.5,1,0,1,0,1,0,1,0,1,0,0.0020194105028071437
Great place!!,,"Location, big room, great view, breakfast area,  spa services",9.0,June 2024,"July 14, 2024",Deluxe Suite,3,Solo traveler,8.5,1,0,1,0,1,0,1,0,1,0,0.0020194105028071437
Highly recommend,Nothing,"The staff were very helpful, the location was good- could walk everywhere. Restaurants and oxxo close by and the restaurant in the hotel was excellent. Breakfast was delicious. 
Rooms were very clean and spacious. Close to public transport although we didn’t use. Fitness centre good. 
Quiet rooms. Kitchen stocked with plates etc, no detergent or towels though.",10.0,July 2023,"July 10, 2023",Deluxe Twin Room,5,Couple,8.5,1,0,1,0,1,0,1,0,1,0,0.0020194105028071437
Good choice,Probably nothing,"Helpful staff, good location, quality breakfast, extremely spacious room",8.0,May 2022,"May 30, 2022",Standard Suite,2,Family,8.5,1,0,1,0,1,0,1,0,1,0,0.0020194105028071437
Best hotel walking distance to La Candelaria,"We were on the street side of hotel and even up on 25th floor it was noisy, busy road below.  The windows were thin and don’t close well, that did not help.","The suites are huge, separate kitchen/dining/living area from bedroom/bath area.  Bed is full size with decent but firm mattress.  Location for us was exceptional as we wanted to be within 30min walk to La Candelaria and the walk itself passes by many pedestrian only roads with street vendors and restaurants.  Also close to Monserrate trail head.  The free breakfast was also exceptional with huge selection of traditional Columbian food and juices.  Gym was small but functional.  Staff were very helpful given language differences.",9.0,April 2024,"April 15, 2024",Standard Suite,2,Couple,8.5,1,0,1,0,1,0,1,0,1,0,0.0020194105028071437
"Nice, big and tall hotel In the heart of  Bogota :)","The TVs were outdated and the remote control too complicated, basically we couldnt watch tv while resting,  frustrating
Otherwise I have no complains","Friendly personnel, nice facilities, in the financial and historic center of Bogotá, the room we were assigned was in a high floor with an excellent view to the city and Monserrat, the suite was huge more like an apartment, inclyding kitchen and living room,
confy beds and plenty of space to store clothes and all your luggage, 
Breakfast plentyful, full of choices for all tastes, 
In our case was an excellent value for the money,
High speed elevators (lifts)
Just be cautious being alone around the area,.. as all big cities, tourists must be smart and don't expose yourself to unknown areas, seek advice from the personnel,  I'm sure they'll give you the info you need.
I didnt have any problems :)",9.0,November 2023,"November 18, 2023",Deluxe Twin Room,1,Family,8.5,1,0,1,0,1,0,1,0,1,0,0.0020194105028071437
Very good choice for exploring the old part of Bogotá,"The bed was a little small for two people. Apart from that, it might be a bit complicated finding the hotel; our can driver dropped us off at the neighbouring hotel and we had to find our stay with the help of a serviceman late at night.","Tequendama Suites and Hotel is located conveniently close to the same road that connects the airport with the old center of Bogotá. This makes it well suited for the exploration of those neighbours. The room itself was incredibly spacious and well designed. It has everything we could wish for. Additionally, the breakfast buffet was delicious and very varied.",8.0,September 2023,"September 16, 2023",Standard Suite,3,Couple,8.5,1,1,1,0,0,1,1,0,1,0,0.0020137922772869342
The nicest staff and amazing facilities!,"The bed weren’t too comfortable, but they weren’t that bad.","Everything! The location was perfect, close to everything. Nice staff, clean rooms, and spacious rooms.",10.0,July 2023,"July 13, 2023",Superior Twin Room,3,Group,8.5,1,1,1,0,1,0,0,0,1,0,0.0020066006129815894
Comfortable,The master bedroom rug could be clean and I didn’t like the spa staff and its service. There was a person who was rude because we asked for towels and they did not have any at all.,"The location, the room, and the buffet.",8.0,December 2023,"December 4, 2023",Deluxe Suite,1,Couple,8.5,1,1,0,1,0,1,1,0,1,0,0.002005658607746392
Very Good,"Despite our request to have an extra bed, it was not ready when we arrived (@ 1 AM after 16h flight from Warsaw via Paris). The bed mattress is too hard, not the most comfortable",Large room. Good location in the city. Breakfast was ok.,8.0,February 2023,"February 16, 2023",Deluxe Twin Room,2,Family,8.5,1,1,0,0,0,0,1,0,1,0,0.002002853508021224
There are better options in Bogota,"This is far from a five star hotel. Check in took nearly 30 minutes at 1am with no other guests waiting. My room was big, but dated. The bathroom countertop had toothpaste smeared on it from the previous guest. The tub drain plug had been pulled out and the chain and inner workings were laying on the side of the tub. It was cheap for American standards at $50 per night, but you can find way better accommodation for this amount.",The location was perfect as was the size of the room. The breakfast buffet had many different dishes to choose from.,6.0,October 2022,"October 9, 2022",Standard Suite,2,Solo traveler,8.5,1,1,0,0,0,0,1,0,1,0,0.002002853508021224
Spacious and comfortable rooms.,"The front desk staff was not particularly helpful or friendly, but luckily we didn’t have any major issues to address","We picked the hotel because of the room sizes and we were not disappointed by the big space that was perfect for young kids. Enjoyed the big windows with nice city views.  The breakfast staff was lovely and accommodating despite our poor Spanish.  If you’re coming as tourists like we were, you’ll take a short cab ride to where you’ll want to spend most of your time, but Ubers and taxis are very affordable. there are still plenty of restaurants to hit up nearby.",9.0,January 2022,"March 16, 2022",Superior Suite,5,Family,8.5,1,0,1,0,1,1,1,0,1,0,0.002002778323905352
Excellent place in center of Bogota,"The listen doesn’t have much pots or fry pans 
No knife to cut up food , just butter knife 
So the list Chen should be better equipped","The rooms are spacious 
Beds very comfortable 
Like a home away from home
Breakfast included is the same every day but it’s ok. The best part is the fresh fruit and yoghurt. Buffet style
The location is the best! 
The view from the rooms are so beautiful day and night 
The staff are very attentive polite and professional. It’s a hotel owned by the Colombian Military so it has to be top rank.
Area is very safe: security around everywhere as well as military 
We end up staying on and off over 2 months and it felt like home away from
Home. 
Also they set up a single low bed for my toddler which he loved and I loved having a bed to myself",10.0,August 2021,"September 7, 2021",Standard Suite,3,Family,8.5,1,0,1,0,1,0,1,1,1,0,0.0019968656903014068
Exceptional,,"Very friendly personal, always helpful and nice;
The room was great, also the view .. breakfast very tasty and many opportunities for choice how to start the day",10.0,April 2023,"April 3, 2023",Superior Suite,3,Solo traveler,8.5,1,0,0,0,1,0,1,0,1,0,0.0019893647611607824
We loved this hotel and can't recommend it highly enough,Nothing to not like,We had the suite and it was fabulous. Everything was so clean. Location is excellent. The breakfast is the nicest breakfast we've had anywhere in a long time.The staff were lovely too.,10.0,March 2023,"March 26, 2023",Suite with Mountain View,2,Family,8.5,1,0,0,0,1,0,1,0,1,0,0.0019893647611607824
Exceptional,,The breakfast was fantastic. The staff very friendly and polite. Always with a smile. The room it was huge and I love the view. Easy place to go out and about,10.0,July 2022,"July 16, 2022",Standard Suite,3,Group,8.5,1,0,0,0,1,0,1,0,1,0,0.0019893647611607824
Amazing place,,"Amazing rooms (clean and confortable), excellent customer service, secure zone and delicious breakfasts.
The location is near parks, museums, restaurants and train public services.
We enjoy our stay.",10.0,July 2022,"August 21, 2022",Standard Suite,7,Couple,8.5,1,0,0,0,1,0,1,0,1,0,0.0019893647611607824
The best hotel in Bogota.,,I have stayed in many hotels in Bogota and this is by far the best hotel. Fast service and friendly staff. Really cosy and big rooms. Amazing baar with a beautiful view. Good food and drinks.,10.0,April 2023,"April 30, 2023",Standard Suite,1,Solo traveler,8.5,1,0,0,0,1,0,1,0,1,0,0.0019893647611607824
Wonderful,,"Top location in the middle of the city, very friendly staff, excellent breakfast, wonderful view from the meeting room on the 30th floor, had a great suite, was huge, price-performance ratio tiptop, I can recommend it to everyone, also quick access to the sights in the city, with Uber or taxi about 20 minutes from the airport",9.0,June 2024,"June 7, 2024",Superior Suite,1,Family,8.5,1,0,0,0,1,0,1,0,1,0,0.0019893647611607824
Exceptional,"Food and the fact that personnel has no elevator for themselves, they need to use the ones guests do, so it might take you a while to get up or down.","Really nice staff, everybody is just uber nice and helpful! Rooms are clean, view is nice on both sides! 
Food is below mediocre! Dont eat there, but the location is so nice, you will find tons of nice restaurants just next to the hotel. My 2nd time in Bogota, 2nd time in the hotel too! Im booking the same once back!",10.0,May 2024,"May 28, 2024",Standard Suite,2,Solo traveler,8.5,1,0,0,1,1,0,1,1,1,0,0.0019887320914843062
"The view is amazing, but it is an old hotel, so don’t expect everything to be perfect much less for that price.","The breakfast was dreadful. Although you have a lot of options, it didn’t look so fresh and you end having fruits, eggs and coffee everyday. Boring.
I didn’t like that we had to pay extra per person to be able to take the breakfast to the room one day that my husband was feeling ill. I had to go down, serve myself, and take everything up myself and got charged 50.000cop, when I saw people that would do the same without asking and without paying.","It is a classic, old hotel with an amazing view and big rooms and that’s why we chose it.
However, some spaces are meant not to be used.
The kitchen had two forks and two knives and that was it, so not much for a useful kitchen unless you buy pots and a whole bunch of stuff.
The view is just perfect but consider that it is extremely loud since early in the morning because it’s a busy area and the glass in the windows is very thin.
The room cleaning could be a bit better but it was still ok. If you’re a cleaning freak like me, then you’ll notice. The staff was nice and the internet allowed us to work without problem.",9.0,January 2022,"February 8, 2022",Standard Suite,4,Couple,8.5,1,1,1,0,1,0,0,1,1,0,0.001985171023504107
