Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
was a good spot for a few days but couldn’t stay much longer then that as very cramped,rooms were very tiny. we had to keep our luggage out on the balcony as we had 4 people in our room.,location was good close to public transport. rooms were clean,6.0,January 2023,"March 10, 2023",Family Room,3,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good place to stay,It was very expensive and room was very small. check room size when booking and check in time as well.,location was great and it is a good place to stay. It is very tidy and clean. Check in was incredible didnt take much time and it is close to shopping places. We got checked in earlier which was awesome.,7.0,October 2023,"November 29, 2023",Triple Room,1,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Experience was ok,Very noisy and busy hotel. Just two water bottles and one small soap bar for two days. Very small room size and not a comfortable bed.,"The hotel location was very central and convenient. Cleanliness was good too, however, the room size was very small and bed was not that comfortable. There were just two bottle waters for the entire trip and one small soap was in the bathroom for two days. It was a very busy hotel and noisy corridors.",5.0,July 2022,"July 29, 2022",Superior Double Room,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"Great location, comfortable stay, good choice at breakfast would recommend.",room was much smaller than the photos but for one night it was fine,great location and comfy beds,8.0,September 2022,"September 26, 2022",Superior Twin Room (Set Breakfast),1,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Expensive in comparison to most Accomadation I’ve stayed in throughout all SE Asia,"The walls are paper thin and you here your neighbours moving around their rooms all night  heavy door banging,snoring,toilet ,not recommend if your a light sleeper",The balcony rooms are a little more expensive but I’m glad I took the balcony great views and increase in room size is required,7.0,October 2022,"October 20, 2022",Premier Double Room with Balcony,5,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,Little expensive for size of room,Modern and clean with a good location,8.0,October 2023,"October 21, 2023",Family Room,1,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Modarate overall.,Room was not enough specious. Rooms  and washroom should be big compared to the price. Had to wait long time as they didn’t kept the room ready.,"Location, Pool,  View  from room.",6.0,October 2023,"October 23, 2023",Triple Room,3,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Small but great stay,Room was very very small,Had the city view which was nice. Housekeeping did a good job of restocking water and keeping everything clean. Location was awesome,8.0,July 2022,"July 30, 2022",Superior Twin Room with City View,5,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Convenient place to stay with an excellent view of the city center.,The room size was rather small.,Location was convenient for movement to and from the city center. Easily accessible by train and bus. The rooms were secure and quiet.,8.0,September 2023,"October 25, 2023",Superior Double Room with City View,2,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Nice hotel and in a good location,The room we stayed in was very small very tight with a couple and 2 suitcases,"Nice and clean, and on a good location",7.0,August 2023,"September 14, 2023",Superior Double Room with Balcony,1,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good hotel in great location,Room and bathroom were very compact,Great location for MRT from airport and to all attractions.  Easy check in.  Amazing view from 15th floor.  Comfortable bed,9.0,March 2024,"March 23, 2024",Superior Double Room with City View,2,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,"The rooms are too small for a family..
They should provide a wardrobe to keep clothes",I liked the view from my room and location,7.0,July 2022,"July 6, 2022",Triple Room,7,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good hotel! It suited the purpose as I spent very little time in my room.,Room size.,"The location is fine with the metro station(Lavender) less than 5 mins away. I was there for the grand prix and it took less than 30 mins to get there. The room was probably the smallest I have ever stayed in, no exaggeration. However it was clean and functional and the bed was comfortable.",6.0,September 2023,"October 28, 2023",Superior Double Room with City View,3,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"Yet the room size was very small, I enjoyed staying here",The room was too small,The location and cleanliness of the hotel were best part,7.0,October 2023,"October 29, 2023",Superior Double Room with City View,4,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Last resort for 4 adult- room with moderate price,"Room size is crazily small for two queen bed, no cabinet at all. Bathroom also very small, no bidet.
The balcony is quite big, but the design and color really depressing. 
Last one, the pillow is thin. Not comfortable for sleeping","Good value, it is now quite difficult to find one room for 4 adults in Singapore with moderate price. 
Check- in is fast.
Location near haji lane. Found out you can jog along kallang river eco park - area just behind the hotel. Very nice indeed",7.0,October 2022,"October 31, 2022",Family Room,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Overpriced small room,"The room was tiny and basically the exact same style of room as Hotel 81 rooms which are half the price. Extremely overpriced for what the room is, it's so small there's not even room to fit a bag next to the bed let alone two peoples bags in the room. I asked for water glasses and ice and couldn't get either. Save your money and stay at a Hotel 81 because it's basically the same.",The view from the room,5.0,July 2022,"August 3, 2022",Superior Double Room with City View,5,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
good location for short trip,No open window and bathroom shoe,Clean and easy to access to center and downtown,8.0,September 2022,"October 4, 2022",Superior Double Room with City View,3,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Wonderful,The size of the room was pretty small. That's about it.,"The location was perfect. There are plenty of places to eat and shop nearby. The room is nice but small. However, since I had my room to myself, it was fine. The city view was lovely waking up to every morning. Shower water pressure was amazing.",9.0,December 2023,"December 22, 2023",Superior Double Room with City View,3,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"Overall, i am fine with my short stay there!","too simple amenities in bathroom, too many noisy chinese guests early in the morning!","Room is a bit small and squeezy but ok for 1 person, check out time at 1100 hrs is too early, location is good with so many local shops for meals.",8.0,August 2023,"August 14, 2023",Superior Double Room with City View,2,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Great thanks,"Bed too soft , bad back","Fantastic location , great room , TV had sport .",10.0,July 2024,"July 22, 2024",Superior Double Room with City View,3,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Excellent place with that cost,Room size is a bit small.,"Great location
City view
Cleanliness and room comfort",8.0,August 2022,"August 29, 2022",Superior Twin Room,3,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
good value for one night,room was very small for a family. good for one night but not more,"location was good half way between airport and city, beds comfortable and clean. beautiful pool",7.0,April 2023,"April 23, 2023",Family Room (Halal Set Breakfast),1,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,The bathroom was easily wet from the shower although there was a glass door to separate the shower area and the sink.,"The location was excellent. And although the room was more on the smaller side,  it was clean and comfortable.",8.0,June 2022,"August 28, 2022",Superior Double Room with City View,2,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,"Sink was leaking   asked to be fixed but was not
The rooms a a little small for larger luggage",Convenient location   room clean,7.0,April 2023,"April 21, 2023",Triple Room,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Meh,"The hotel is too big, room was too small (and I was alone…)",The view from my room,6.0,July 2023,"August 20, 2023",Superior Double Room with City View,1,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,room size is too small !!,good location. clean place !,7.0,April 2023,"April 16, 2023",Superior Twin Room,6,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Basic,"The entertainment system was poor, possibly the worst I have ever experienced.  The TV System consisted of only 10 channels of which only were operational at any one time.  Add to that the TV system appeared to be provided for local patronage, in that there was only one english local news channel.  No channels for International Travellers, such as movies, information programmes such as Nat Geographic or Sports channels.  Therefore staying in the room at evening time was VERY BORING,",Room Location was quiet and had great views towards the east of Singapore,6.0,September 2022,"September 9, 2022",Premier Double Room (Set Breakfast),2,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Clean and great location!,The rooms were very small but it was for only sleeping so you can make do.,The location so close to Lavender MRT station was fantastic and I very much appreciated having the room cleaned with new towels and bedding each day.,9.0,September 2023,"September 24, 2023",Superior Twin Room (Set Breakfast),7,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Nice hotel and in a good location,The room we stayed in was very small very tight with a couple and 2 suitcases,"Nice and clean, and on a good location",7.0,August 2023,"September 14, 2023",Superior Double Room with Balcony,1,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,"The mattress was very firm. Pay attention to the floor size of the room as they are way smaller than I expected, but they were exactly as advertised.",The location was great. The room was very clean. The shower was nice.,7.0,May 2024,"May 16, 2024",Superior Double Room with City View,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Overall we enjoy our stay in Singapore,The rooms are tiny,Clean good view,10.0,August 2024,"August 18, 2024",Triple Room,5,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Value for money,Rooms can be a little small but if you’re just looking for a place to sleep. It’s fine to be honest.,Value for money and superb location. Clean and decent rooms. comfortable beds,9.0,February 2023,"February 16, 2023",Family Room,1,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Satisfactory,The size of the rooms. Too cramped.,The location and cleanliness.,8.0,August 2023,"August 9, 2023",Family Room,4,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Comfortable stay in a good locality,Room size is very small. It could have been even bigger for a triple room.,Location & Cleanliness,8.0,September 2022,"September 12, 2022",Triple Room,8,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Nice staff but the hotel needs a some work.,"You can literally hear people snoring in other rooms. In our case, we also got a little unlucky, and there were some fights, a delivery made to our room at 3 am, etc.","The view from the pool is great! The flexibility with luggage storage was positive. Overall the location of the hotel is convenient if you want to stay within walking distance to some of the main attractions in Singapore. If you are looking for something cheap, this is the place.",4.0,November 2022,"November 24, 2022",Superior Double Room with City View,4,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Room,The room too small but just nice la for us. If we dont walk around same time.,I booked room with balcony. The balcony was so big!! And the view awesome. I can see the esplanade lights at night. And saw flights & jets during their practise for coming national day!!! 😍,9.0,June 2022,"August 17, 2022",Premier Double Room with Balcony,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,Small room,Nice location. Great view  you can see the sky trees and Singapore flyer from the room,8.0,July 2023,"August 4, 2023",Superior Double Room with City View,1,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"Great location, comfortable stay, good choice at breakfast would recommend.",room was much smaller than the photos but for one night it was fine,great location and comfy beds,8.0,September 2022,"September 26, 2022",Superior Twin Room (Set Breakfast),1,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Pleasant,"Room too small , noisy","Location was very good, clean hotel , nice pool",6.0,September 2023,"September 24, 2023",Triple Room,5,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,"Sink was leaking   asked to be fixed but was not
The rooms a a little small for larger luggage",Convenient location   room clean,7.0,April 2023,"April 21, 2023",Triple Room,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
good value for one night,room was very small for a family. good for one night but not more,"location was good half way between airport and city, beds comfortable and clean. beautiful pool",7.0,April 2023,"April 23, 2023",Family Room (Halal Set Breakfast),1,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good value stay.,No bed change for our 3 night stay.,"Great location, very near the MRT.  Our corner room with balcony had good soundproofing from the street noise but not from the adjacent rooms.  Blackout curtains is very effective!  Room itself is small in size; the balcony size is almost as big as the room.  Efficient check in/out process.",8.0,April 2023,"April 25, 2023",Premier Double Room with Balcony,3,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
decent.,size of the room.,location was great but the room was smaller than expected as pictures looked much better.,7.0,March 2023,"June 25, 2023",Triple Room,2,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"Clean, comfortable and good location",Very small rooms,"Comfortable, clean room with good air conditioning. Pool area was lovely with good views of the city and lots of areas for sitting. Good location, short walk to Lavender MRT",7.0,October 2022,"November 2, 2022",Superior Double Room,2,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good value stay.,No bed change for our 3 night stay.,"Great location, very near the MRT.  Our corner room with balcony had good soundproofing from the street noise but not from the adjacent rooms.  Blackout curtains is very effective!  Room itself is small in size; the balcony size is almost as big as the room.  Efficient check in/out process.",8.0,April 2023,"April 25, 2023",Premier Double Room with Balcony,3,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,Room was too small. Wash room area was too small. For single person is good option but with family it is difficult to stay in small room.,Location was good. They upgraded my room free of cost with belcony.,7.0,July 2024,"August 15, 2024",Superior Double Room with City View,1,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good value for money for first time to Singapore,"Small rooms , very noisy with fellow hotel people screaming","Really good location , easy to walk to places . Reasonably clean . Overall good value for money",7.0,August 2024,"August 13, 2024",Superior Double Room with City View,3,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,small room.,"Very fast check-in. good location, room is small but to be expected for central in Singapore. Fine for quick trip.",7.0,May 2023,"June 15, 2023",Superior Double Room with City View,2,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,"size of room very small, no cupboard/drawers.","room very clean. easy check in /check out , good location",8.0,July 2022,"July 29, 2022",Triple Room,3,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Was disappointing was I was expecting more as  I was travelling with children,Very small and congested rooms. Not for families with children. Very poor amenities supply,Property was clean and in good location,4.0,July 2023,"July 12, 2023",Superior Double Room with City View,1,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
It was ok but could have been better.,"Room was dusty, the kettle is dusty and dirty inside. When we checked in both trash cans had trash...Cable TV was bad. Water comes out through the shower door and under the sink.",Location and the cost of the room,7.0,March 2024,"March 14, 2024",Superior Double Room with Balcony,3,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,"Very expensive and room was tiny. But hey ho, that's Singapore!!!","Central, clean, comfortable",8.0,October 2023,"November 18, 2023",Superior Double Room with City View,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"Small room, basic, but okay. Just needs to be cleaned properly","Our room wasn’t clean when we arrived, there was someone else’s hair stuck to the bathroom walls, spilt dried milk in the mini bar and a general feeling it had been done in a rush. 
I spoke to the receptionist at the desk and asked if someone could come and clean it, and nobody came. Perhaps a bit of a language barrier but I just got the feeling they didn’t really care. 

Room was fine, small and basic but did the job. Singapore is expensive so I guess that’s just what you get for your money.","Good location 
Quiet 
Comfortable bed 
Good view out of the window",5.0,November 2023,"November 6, 2023",Superior Double Room with City View,3,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Was good for few days stay,Room size really small,Nice and clean and good location,8.0,September 2023,"December 9, 2023",Superior Double Room with City View,7,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
The Boss not so much,"The room was too small, that would be ok if the bed wasn't so hard and uncomfortable. I woke up with a stiff neck because of it.","It was clean and the ambiance was good, view was amazing",6.0,January 2023,"January 24, 2023",Superior Double Room (Halal Set Breakfast),3,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,The room is a bit smaller than expected,room and location is very good value for money,8.0,April 2024,"May 16, 2024",Superior Double Room with Balcony,4,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"A modern clean and very well located Hotel, with a beautiful pool. A good stay.","The rooms, whilst functional and clean, are very small. Best for short stays.","The External Balcony room was great as the balcony is a generous size. 
The pool and surrounds are large, private, and a very high standard.  
The location of the hotel is excellent for access to the MRT.",7.0,December 2022,"December 7, 2022",Superior Double Room with Balcony (Set Breakfast),5,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
good for short stay,"not carpet flooring, room was not maintain well but for the price its ok","convenient location, the view from premium balcony room is nice.",7.0,February 2023,"February 14, 2023",Premier Double Room with Balcony,1,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
"Overall good, but needs improving.","Small rooms.
Bit grubby in places.
Tv signal was poor.","Good location.
excellent view's.
Beds and bedding clean and comfortable.",7.0,January 2023,"January 17, 2023",Triple Room,3,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good value. Great staff.,"The floors are very cold and there was no slippers provided. Disposable slippers would not cost much, but it is a necessity.
The shower could use a bit of maintenance. The shower head in the room keeps on falling off.","Location is very convenient.
The rooms are quite clean.",7.0,January 2023,"January 2, 2023",Superior Double Room (Set Breakfast),1,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Air condition problem,"There is no room cleaning everyday. More importantly, the air condition did not work well. Temperature cannot be adjusted resuting in quite hot atmosphere in the room. I  have to ask for  room changing. However,in the new room, when I try to change the temperature setting the fan speed will change too so I cannot control the temp and fan speed independently. The technician told me that the password is needed to do so and he could not give me such password. Finally, I adjusted nothing even the temp is too cold. I have no idea about that feature. This triple room was too small for 3 persons as well.",The cleanliness and location of the room.,5.0,October 2022,"October 24, 2022",Triple Room,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,Room size was small,I liked the location. Specially I liked the clock room to stare the luggage,8.0,February 2024,"February 16, 2024",Superior Twin Room,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Pleasant,"Bed was very uncomfortable as hard as a plank of wood. 
Rooms were tiny.",Clean. Location.,6.0,February 2023,"February 16, 2023",Superior Double Room with City View,3,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,The room corridors were noisy everyday by other guests especially the kids used it as a playground during my stay,convenient in terms of location n clean,8.0,December 2022,"December 16, 2022",Superior Double Room with City View,4,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
A convenient place at a reasonable price.. Room are small . Don’t even have a proper wardrobe .. It is really a place to,Room too small. Not for holidays ..,"clean, convenient, near MRT.",5.0,October 2022,"October 28, 2022",Superior Double Room with City View,3,Solo traveler,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,"size of room very small, no cupboard/drawers.","room very clean. easy check in /check out , good location",8.0,July 2022,"July 29, 2022",Triple Room,3,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,"room small, but that was expected","good location, comfy bed",8.0,January 2023,"January 31, 2023",Superior Double Room with City View,2,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Pleasant,Rooms very small. No room for the luggage. Tv does not work.,The rooms were clean. Location great. 200 mts from the public transport.,6.0,February 2023,"February 1, 2023",Superior Double Room,5,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,Original balcony room too small and looked inward so very dark,Pool and view from balcony when changed room,8.0,May 2023,"May 30, 2023",Superior Double Room with Balcony,7,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Cool great location if you spend most time in town. Without seeing the small rooms everything else is perfect,The rooms are very small,Clean perfect location in Singapore,7.0,July 2024,"July 6, 2024",Triple Room,3,Group,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Good,Room size is very small,"Clean, good location and considering it’s size, pretty quiet",7.0,August 2024,"August 13, 2024",Triple Room,2,Family,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Very Good,Room was very small,Nice location. Close to underground train lines. Clean property,8.0,November 2023,"January 14, 2024",Superior Double Room with City View,4,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
so so,"poor sound proof. 
room is small but common in Singapore",clean and near to public transport,6.0,December 2022,"December 19, 2022",Superior Double Room,1,Couple,6.7,1,1,0,0,0,0,0,0,1,0,0.00037474654039753024
Overall we found the location convenient and the room comfortable,"It was extremely difficult to get wifi connection - this made it difficult to confirm flights and organise travel in our room.
The room was very crowded for 3 people and luggage.
The breakfast did not cater for western style breakfast (cereal/muesli/yoghurt/range of fresh fruit).
The pillows were not good quality.","The pool was great and liked that the towels were supplied.
The staff were helpful in organising late checkout and taxi to the airport.
The location was good.
Beds comfortable & towels and water plentiful, linen good (apart from pillows).",7.0,August 2022,"August 29, 2022",Family Room (Set Breakfast),4,Family,6.7,1,1,0,1,1,0,0,1,1,0,0.0003708633355357241
"Nice Hotel, Nice Location","- Breakfast was not worth the money.
- The hotel lobby was always crazy busy and seemed like a hot mess every time we had to pass through it.
- The AC in the room was not very customizable, it was either insanely cold or had to be switched off, could not get the temperature right.","- Super friendly and helpful staff
- Great location, easy to get anywhere in the city by bus or MRT
- Room was very clean, had a great view, perfect for our family of four
- The pool deck was a wonderful place to spend a few hours",8.0,January 2023,"January 5, 2023",Triple Room,3,Family,6.7,1,1,0,1,1,0,0,1,1,0,0.0003708633355357241
This hotel is only an option if anything else is booked - unacceptable for business travellers.,"These rooms are way to small relative to what you pay for. It is unacceptable for business travellers. The noise level from the outside is very high due to the extreme high frequency of guest changeovers, often whole families. The bathroom does not even have cups for tooth cleaning. All is reduced to the absolute minimum. Do not expect suffcient space for your clothings, you better keep everything in the luggage. You can hardly turn around yourself - there is no space. This feels like - be happy that you get a bed, you better stay outside the rest of the day.","The reception accomodated the check-in process professional. Also, some smaller extra requests like an extra bed linen were served quickly. The location is fairly ok - you just need a few-minutes-walk to the MRT system.",4.0,February 2024,"March 4, 2024",Superior Double Room with City View,5,Couple,6.7,1,1,0,1,0,0,0,0,1,0,0.000370449709294294
Nice facilities and location,"The rooms are TINY. We paid for what looked to be the best room they had that also had a balcony (an upgraded room didn’t have the balcony), and our balcony was genuinely nearly the size of our room. So if you’re expecting a room with a lot of space, be aware that the rooms don’t have wardrobes or space for bags to be stored.","The hotel was clean, the aircon was really good in the rooms, the pool area was lovely, we had a nice view from our balcony (though it was too hot to be out there for long). Loved that the room had a mini fridge.",8.0,September 2023,"September 25, 2023",Superior Double Room with Balcony,4,Couple,6.7,1,1,0,1,0,0,0,0,1,0,0.000370449709294294
Very Good,If the walls are thicker that can block the noise from the hall and the room next door better it will be nice.,Everything is great. The room is small but it's common in Singapore. The location is convenient as it is close to the MRT and bus stations and easy to catch a taxi.,8.0,January 2023,"January 30, 2023",Superior Double Room,3,Family,6.7,1,1,0,1,0,0,0,0,1,0,0.000370449709294294
was good stay but Room size not worth to money,"Rooms are very small.
Room facilities are very poor like no IRON  in Room.","Good looking Hotel and location.
storage of Luggage after check out.",7.0,March 2023,"March 23, 2023",Family Room,4,Family,6.7,1,1,0,1,0,0,0,0,1,0,0.000370449709294294
I wouldn't stay again. I went for a budget option admittedly but it still wasn't value for money.,"Gym was naff. 
The rooms were tiny. 
No wardrobe, i had to hang clothes on a designated rail by the telly.",Location. Generally clean. Pool.,5.0,August 2022,"August 3, 2022",Superior Double Room with City View,2,Solo traveler,6.7,1,1,0,1,0,0,0,0,1,0,0.000370449709294294
Good,"room temp was too cold
wifi was disconnected from time to time
reception was slightly rude","room keeper was tentative and kind
location was good as it is close to mrt station and bus",7.0,April 2023,"April 1, 2023",Superior Double Room,3,Family,6.7,1,1,0,1,0,0,0,0,1,0,0.000370449709294294
Fair,Lobby is always crowded and sound proofing in room is not good. Can always hear people running around and chatting in room.,"Room, location and cleanliness are good",5.0,May 2023,"May 22, 2023",Superior Double Room with City View,2,Group,6.7,1,1,0,1,0,0,0,0,1,0,0.000370449709294294
