Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
"Great location, amazing breakfast, friendly staff. I totally recommend staying here.","The air-conditioning wasn't working properly in the room  as it was quite old.. but at least we could open the windows. 
Also, it was quite weird that we had to pay 100 Euro deposit for the minibar in advance - I guess some guests left without paying..  They also have a Turkish bath, but you need reservation, and you can only spend 30 mins there.","The location of the hotel is great, just nearby a metro station, so you get around the town very quickly. The room was nice and clean for an old hotel, it is visible that their best for the visitor's best experience. The breakfast was amazing with a huge variety of local and international dishes. Coffee could have been better at breakfast, but downstairs they serve Starbucks coffee if you would like to have a proper one.  The staff was very friendly and helpful.",8.0,September 2023,"September 6, 2023",Deluxe Double Room,3,Group,9,1,1,0,0,1,0,1,0,1,0,0.0013282593633243721
comfortable and enjoyable,we don’t like the bed sheets its old Some are torn.  Not suitable for a five star hotel . hope you will change it soon and bring a new one .,"it was comfortable, clean, staff very friendly and helpful, Breakfast is Varied , location is far from crowded . you need taxi to go to old city ( sultan Ahmet and sofia) metro station next to hotel but its not going to old city u need to change the station . bus station also next to hotel . thanks for all special thanks to Orhan you made our trip remarkable.",7.0,December 2022,"December 27, 2022",Deluxe Triple Room,3,Family,9,1,1,0,0,1,0,1,0,1,0,0.0013282593633243721
Perfect,the beds were too stiff.,"room, breakfast, valet service, location",8.0,October 2023,"October 30, 2023",Deluxe Single Room,2,Group,9,1,1,0,0,1,0,1,0,1,0,0.0013282593633243721
A decent location for a decent price,"Primarily service issues: 

* We were short one towel set when we arrived (we'd booked a triple room; one of the friends just used one of the bath robes for her towel the next day). 

* We made a couple of service requests over the course of our stay (once for an iron, once for additional toilet paper); neither of those were fulfilled. 

* When we checked out our airport transfer driver noted that nobody from the lobby had assisted us with our luggage. We're all self-sufficient and so we didn't care, but the driver felt that for a hotel of that standard that was unacceptable. 

The property is beautiful but the service leaves a lot to be desired; it is listed as a 5-star hotel but the service isn't at that level. For anyone to whom that matters that's something to be aware of.","* Plenty of toiletries.

* Free bottled water when we got to our room, and replaced each time we had the room serviced.

* Though we didn't include breakfast with the booking, upon checking in breakfast for each day, for all of us, was added to the booking free of charge. We only ended up making use of that on the first day, but it was still nice. 

* Our city view was prettier than we expected.

* A good amount of space for the fact that it was a triple; it felt less crowded in than some single rooms I've had on my own on my travels.",8.0,September 2023,"October 5, 2023",Deluxe Triple Room,4,Group,9,1,1,1,1,1,1,1,0,1,0,0.0013275952440110924
"Hotel has everything you could want, but put off by stale smoke smell. Wouldn't stay again.","The hotel itself is not new and it needs to be refreshed. Stale smoke smell in our room was very off putting - had to keep the window open at all times.  The smell is most likely embedded in the carpets, so they either need a deep clean or replacing. Wouldn't stay here again.","Friendly staff. Good choice for breakfast. Plug sockets next to the bed. Good wifi. Big size room with everything you need. Although the location of the hotel was not in the centre, you have a bus stop and metro as soon as you walk outside with great links. Lovely seating area in foyer.",7.0,June 2023,"June 21, 2023",Deluxe Double Room,4,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0013194779373756041
"Overall an excellent hotel, we would come back again","No internet in the room but this was fixed immediately
Hotel advertises itself as 5*, which it would have been when built but is now quite dated and has a lack of plug sockets in the room - 3
Bed was uncomfortable, pillows were lumpy and hard, duvet was too small for the bed.
Wardrobe lacked enough coat hangers 
Sun beds by the pool were very uncomfortable","Outdoor swimming pool
Location very close to metro
Staff were friendly and helpful especially Veysal on reception, Su and Vural in the restaurant.
Breakfast had a wide variety and all were delicious 
Lovely piano bar
Steam room and sauna
Powerful shower in room",9.0,July 2023,"July 11, 2023",Deluxe Double Room,7,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0013194779373756041
Exceptional,For minus I can say that the bed and pillow quality is definitely not what you expect for a 4-5 star hotel,"Clean place, good breakfast with a wide variety of choices, just a few steps from the metro, bus for city center or T1 tram taking you wherever you need to be in Istanbul as a tourist. The staff was friendly and you can get a very good value for money here. tested the spa center and is really good!",10.0,May 2023,"May 5, 2023",Deluxe Double Room,6,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0013194779373756041
"Not a super fancy hotel, but it’s worth the price.",The hotel is just old and outdated. The room is not so clean with respect to carpet and windows. The safe and the shower head in our room were broken. The room is not soundproof. We could hear other people talking and the outside cars.,The hotel staff gave us free breakfast. It’s good value of money. It has a spa center that provided good massage. Room is big enough. It provided the full set of amenities.,8.0,May 2024,"May 23, 2024",Deluxe Double Room,4,Couple,9,1,1,1,0,1,0,1,0,1,0,0.0013194779373756041
Best Hotel in Istanbul,"you cannot bring food in your room from outside the restaurant but there is a restaurant in the hotel which is open 24/7, so it was not a big problem.","Very nice hotel, The room was really good and spacious, Clean comfortable and lovely staff, the breakfast is one of the best, Perfect location and Great value for money, I will definitely go there again",10.0,November 2023,"November 24, 2023",Deluxe Single Room,7,Solo traveler,9,1,1,1,0,1,0,1,1,1,0,0.001314610246217896
Book somewhere else,"Not going there again.
They will keep turning your A.C off as it is centrally controlled. Even at 33 degrees C. You have to call them, then they will say they are sending someone, but it magically starts working within minutes. 
Breakfast is monotonous and bland. You cant eat it if staying for more than 3 days. And also no A.C during breakfast serving. The restaurant is not big enough to accommodate all guests, so go early otherwise you might end up sharing table. Ordered omelette on 2 days and they were not up to taste. 
English, most of them dont understand any of it. Would have been helpful if atleast reception knew what the customers are talking about. We gave coffee cups to room service who didnt give it back in the 4 days, even when they serviced the room on 2nd day and us asking for it 3 times.
Location is not near the tourist attractions, restaurants or shops(which was our fault in not researching the location properly before booking). Uber needed at least 80-100 TRY, one bus would get you there, it is 15 TRY pp(not ideal if you have buggy as it can get quite crowded). But people are friendly and do try to make space.
There is black mold in the shower/bath tub. Quite noticeable amount. 
Although not part of the hotel, but the amount of scams you have to look out for ruined our whole experience in the city.","The facilities outside the room are good, swimming pool, rooftop bar, starbucks in the lounge, 3 lifts working non-stop.
Breakfast had a wide range of selection. 
Bed was comfy and they provided both soft and hard pillows so choose as per your preference. 
Room was spacious with must have furniture. 
Location is well supplied with public transport and taxi.
Staff were friendly and helpful.",4.0,September 2023,"September 19, 2023",Deluxe Double Room,4,Family,9,1,1,1,1,1,1,1,1,1,1,0.0013106720191014038
Good,"people who work at reception for the spa massage, sauna , turkish bath area. They were very unhelpful and I thought that made review bad. 
The thing that made me surprised the most is the rooms and how outdated they are from paintings, wallpaper, sofa , bed , the hairdryer looked like something from the 90s lol. Overall I think its a 3 to 4 star hotel don't be deceived by the 5star","Staff were amazing really helpful, location is pleasant as well, reception area is fantasticly decorated, the breakfast was great as well also everything was well clean and tidy especially the staff who serve you. 
Ps parking for car is great easily located next to hotel the valet who shows your parking spot was fantastic he is always there who helps with luggage if needed.",7.0,December 2021,"December 30, 2021",Deluxe Triple Room,9,Family,9,1,1,1,1,1,1,1,0,1,1,0.001301090854248076
"Very friendly staff,  great breakfast, convenient location!","I didn't like that the cooling system/Air conditioning system in the room was turned off  during the period we were there. The front desk staff told us that the hotel management usually turns it off at this time of year (March), until  maybe the end of May.. Such decision might be fine with some guests but certainly not everyone. The room temperature was uncomfortably warm for most of our nights at the hotel. This made it difficult to get a good nights rest after a busy or eventful day. 
I hope the hotel management would consider this aspect, and set up a system that makes the room temperatures more comfortable and enjoyable for EVERY GUEST. 
Since the hotel is in close proximity to the major roads, there was continuous noise (day and night), coming from car traffic. 
The traffic noise wouldn’t have been an issue if we didn’t have any need to open the window, as the external noise level does drastically reduce when the window is closed. 
However, we had to open our window many times in the effort to  cool down the room a bit, especially at night when we were trying to get some sleep. 
I would have happily given a 10 rating if not for the uncomfortable room temperature!","Our room and the hotel environment in general was very clean. The breakfast was definitely good value for money. The hotel provided many breakfast options and they all tasted great.  
The staff were very friendly, polite and helpful, especially SAMET and IREM at the costumer relations desk; LOLA and NITA at the spa and wellness centre were very skilled at their job.
The location is great for easy access to public transit/metro.",9.0,March 2024,"April 6, 2024",Deluxe Double Room,8,Couple,9,1,1,1,1,1,1,1,0,1,1,0.001301090854248076
Lovely hotel with nicest staff,"We had some issues with Wi-Fi in our room, but the issue was taken care of by the staff really quickly.","I liked almost everything. Staff was very helpful and friendly. Room was nice and clean. I also loved the location considering the fact that we used only public transportation. We enjoyed our stay here. I can’t complain about breakfasts, everything was to my liking.",10.0,April 2023,"April 17, 2023",Deluxe Triple Room,4,Family,9,1,1,0,0,1,1,1,0,1,0,0.001289250852601681
Very Good,Wifi was spotty in most areas of the hotel. English channels on television were silent despite trying several settings. Air-conditioning was centrally controlled and hence could not be individually controlled within the room.,"Check-in experience was excellent - although the initial room given was not up to standard (air con was not working), the reception staff managed to quickly turn over another room and provided that one instead. Breakfast crew was excellent at responding to all my requests; reception and help desk was great at providing information!",8.0,June 2024,"June 22, 2024",Deluxe Single Room,7,Solo traveler,9,1,1,0,1,1,0,1,0,0,0,0.0012743348888461928
Very Good,"Basic bathroom needs improvement, especially the bath towels for 5 star hotel.",Very Helpful & friendly staffs..clean room. Good breakfast. Plenty choices of honey. & cheeses.,8.0,November 2023,"November 12, 2023",Deluxe Single Room,5,Group,9,1,1,0,1,1,0,1,0,0,0,0.0012743348888461926
Fair,"The hotel facilities are old and poorly maintained, with extremely poor soundproofing. The door handle and window latch are broken, and there are cracks in the wallpaper. It's impossible to get a good night's rest as you can hear people chatting in the hallway late at night, and the TV in the adjacent room blares until the wee hours. Changing floors doesn't solve the issue; it seems that unless you're a party animal, it's best to explore other hotel options. It's possible that apart from international chains, most Turkish hotels might be of this standard.","The breakfast spread is extensive, and the staff are very welcoming and friendly. However, it took us three nights of enduring significant noise before we were relocated to a quieter floor. We understand that during peak season, there might not be many vacant rooms available.",5.0,April 2024,"April 4, 2024",Deluxe Family Room,1,Family,9,1,1,0,1,1,0,1,0,0,0,0.0012743348888461926
Good Hotel,"It is on a busy avenue and although the windows are soundproofed, you can still hear it (but I’m super sensitive to noise). My original room was facing the Avenue, I’ve asked to move to a back room, which they did. 
If I could have done this trip again, I would have stayed right in town with everything walk distance. Taxis are a rip off in Istanbul but you can catch the train.","Good Hotel, the staff were amazing and helpful, breakfast was great 
Comfortable bed and nice shower.",8.0,September 2023,"October 15, 2023",Deluxe Single Room,2,Solo traveler,9,1,1,0,1,1,0,1,0,0,0,0.0012743348888461926
Good VFM very near metro with friendly staff,"High road noise round the clock from the eight-lane highway below, an arterial route to/from the city centre. I should have asked to be moved after our first disturbed night to the opposite side of the hotel. AC never worked so our room was never less than very warm.",Very friendly and helpful staff. Plentiful food on breakfast buffet. Copious hot water and room service staff excellent. Faulty light switch switch repaired instantly.,8.0,May 2023,"May 23, 2023",Deluxe Double Room,9,Group,9,1,1,0,1,1,0,1,0,0,0,0.0012743348888461926
Good,"The hotel is 5* but everything is very old, especially in the room the quilt was torn, the towels are yellowish and the furniture is outdated. If you want to use the Spa, you have to make a reservation and there are only 1 or 2 possible time slots for the next day. 
If your room faces the main road, is extremely noisy, even during the night.","There is an undergtound car park, the breakfast is with very good variety, the location is convenient. The staff are responsive and kind.",7.0,May 2024,"May 5, 2024",Deluxe Triple Room,2,Family,9,0,1,0,1,1,0,1,0,1,0,0.001272484063941405
Good,The hotel requires refurbishments as some of the furniture is very old. WiFi needs upgrading. Need proper lighting in the room and bathroom,"The breakfast was great, staff were helpful, great location.",7.0,November 2021,"November 23, 2021",Deluxe Double Room,2,Family,9,0,1,0,1,1,0,1,0,1,0,0.0012724840639414048
Need to be renovated,Old furniture & Spotless towels (beige color),"Staff, breakfast & location",7.0,March 2023,"March 12, 2023",Deluxe Double Room,9,Family,9,0,1,0,1,1,0,1,0,1,0,0.0012724840639414048
Value for money,Noise from the road. Windows need better soundproofing. Gym was far from what appeared in the pictures. AC didn't work properly. A few other issues such as poor WiFi in room was quickly addressed by reception with a router. Our transfer experiences whilst quickly organised by reception didn't meet expectations with particularly the transfer to the airport not the quickest route almost making us miss check-in.,Rooms were a good size. Lots of choice at breakfast. Reception staff helpful. Good value for money. Nice to have a Starbucks on site and roof top restaurant was worth a visit. Good value massages in spa.,7.0,March 2022,"March 25, 2022",Deluxe Family Room,4,Family,9,1,1,1,1,1,0,1,0,0,0,0.0012702516038019566
Pleasant,"Uncomfortable pillows, they were to big and stiff. Bed linens was a bit worn out, we spoted few holes. 
Sound insulation is almost nil! Windows are single chambered, so you can here all outside noises, highway during the day  and mosque in the morning. Same applies to room walls and door. You will hear all your neighbors.
Bathtub had a problem with water drain.","Very friendly and cooperative staff. They allowed us to leave car on parking lot till evening on the day of departure. And included breakfast for whole stay as a gift during check-in. Breakfast was nice, but not what you can expect from 5 stars hotel.
Nice location if you are planning to visit city center by public transport, metro station is 2 min walk. They have free underground parking, so its a great choice if you are coming to Istanbul by car.",6.0,May 2023,"May 21, 2023",Deluxe Triple Room,3,Family,9,0,1,1,1,1,0,1,0,1,0,0.0012685619812583284
Faded glory but still very strong,"Visited the rooftop terrace. Way overpriced food, I ordered the shish kebab (most expensive in the menu, like 3 times the price of the nearby restaurant, and got the smallest 2 shish I have ever seen, with like 30g of fries and 30 g of rice. Left hungry, it's a disgrace for any Turkish restaurant.
Beer was good, cold, and reasonably priced.
So go there but only for a drink, Location is very nice with very good service.
They do not allow to take food to the room. First time I have seen this, but given the guests I've see, it kind of makes sense. Just found it odd. Staff helped nonetheless, they were very nice.","The hotel is 5*.
Sure, 5* of 15 years ago, but still 5*.
That means a nice big room, 5* service, 5* mattress, 5* breakfast.
Only problem, the hotel is in need of a refurbishment, or at least a nice trough deep cleaning. The furniture is dated, the carpets on the hall floors are worn and stained, but everything is fully functional (apart from the AC but they fixed it...) 
Breakfast is really 5*, focus is on quality not just diversity. If only for that it's worth coming back.
Management was customer oriented, they really did their job well.
Location is perfect for what I needed the Istanbul expo. Havabus from the airport stops just at the steps of hotel. Metro which goes to expo and to Aksaray is just 50m away. Bus station with direct connections to Taksim and Eminonu just in front. Good restaurants nearby.
All in all recommend it, for the right price. Paid around 90 euros for a single with breakfast and it was worth it.",10.0,May 2022,"May 28, 2022",Deluxe Single Room,3,Solo traveler,9,1,1,0,0,1,1,1,1,1,1,0.001256482945489493
Very Good,Room was a bit too warm and because of the central heating we couldn't cool it. Pictures and reality of the hotel is not %100 matching.,Breakfast was amazing. Room was really clean. Staff was absolutely helpful and nice. We enjoyed the sauna and steam room and Turkish bath.,8.0,February 2022,"February 21, 2022",Deluxe Double Room,2,Couple,9,1,1,0,0,1,0,1,0,0,0,0.0012524109815102058
Decent hotel but there are issues related to AC and power,"There was an issue with power/electricity in my room. It went on and off whole night resulting in room blackouts. I told reception who offered to change my room next day but nothing much could have been done for that night. Next day the situation improved but there were still times when the power went off in the night. Very frustrating. 
AC is another big problem that everyone in my family faced. AC centrally was being switched off from time to time which resulted in rooms being too hot and humid for a comfortable stay or sleep.","Hotel is clean.
Staff is very attentive.
Good breakfast.",5.0,October 2023,"October 25, 2023",Deluxe Single Room,4,Family,9,1,1,0,0,1,0,1,0,0,0,0.0012524109815102056
Good stay for the current price but don't expect 5 stars experience,"- The hotel is quite old unfortunately and is in need of renovation. It probably was 5 stars back in 1992 but it is clearly outdated to be called a modern 5 stars hotel. They do try to keep it tidy and clean though.
Also, our final price was heavily discounted (roughly 50% off) - for that price we were satisfied with this place. If they would charge us full price, I would find it very questionable for what they got to offer.
- The wi-fi is quite bad (we were at 7th floor), even the special one they offer at extra fee. The connection drops all the time. In 2024 you would expect a strong coverage on all floors with good bandwidth and included in the price, especially if it's ""5 stars"" hotel.","- Breakfast was great - very large selection of everything.
- Staff is friendly and helpful - special thanks to Irem for helping out with various queries.
- The room was quite large and clean.",7.0,May 2024,"May 9, 2024",Deluxe Double Room,5,Couple,9,1,1,0,0,1,0,1,0,0,0,0.0012524109815102056
Wonderful,Furniture seems to be old though it was clean.,Location was good and near to metro/bus stop. Breakfast was also good. Staff was friendly.,9.0,September 2021,"September 25, 2021",Deluxe Double Room,4,Family,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
"below average hotel, I wouldnt recommend",very old hotel and furniture. They didnt want to turn on central AC so it was extremely hot,breakfast is very good and location was suitable. staff were friendly,5.0,April 2023,"April 24, 2023",Deluxe Double Room,2,Couple,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
My stay is ok,The property is very old and needs some upgrade especially inside the rooms.,"Good service desk, the location is not bad and closes to the transportation, just couple minutes walk. Breakfast is ok",5.0,November 2023,"December 2, 2023",Deluxe Single Room,13,Solo traveler,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
Very Good,Old hotel and old furniture,"staff treatment is classy and their services are 5 stars
The buffet is very tasty and varied, and the location is convenient and close to the market and Al-Fateh Mosque",8.0,March 2023,"April 16, 2023",Junior Suite,3,Family,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
Nice stay.,The air conditioning was not working.,"Breakfast was very good.
All staff was very helpful. 
Easy to go every where using metro.
Nice view from last floor even was some noise from the street.",9.0,May 2022,"May 29, 2022",Deluxe Double Room,6,Family,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
A nice hotel to stay,"Unfortunately, the weather became quite hot unexpectedly the air conditioning system was not switched on which made the heat in the rooms unbearable. It was uncomfortable to sleep at night. We were offered another room but we decided it would not make much difference and as it happened the air conditioning was turned on.","I enjoyed the breakfast, there were lots of different options and really nice fruit.  The staff tried to help with requests and they were friendly.  Starbucks inside the hotel was also convenient.",8.0,April 2024,"April 8, 2024",Deluxe Double Room,3,Group,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
Exceptional,The fan in the bathroom was not working and one of the bed lamps had a hole in it. Everything else was perfect!,The hotel has a great location and the service was on top level. Everybody from the staff was helpful everytime I needed assistance. The present at checkout were a great compliment. The complimentary breakfast was a nice surprise.,10.0,April 2023,"April 12, 2023",Deluxe Double Room,3,Family,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
"great stay, staff are very nice and helpful, great breakfast",rooms are old and could do with upgrading,"location, staff, and breakfast",8.0,March 2022,"March 5, 2022",Deluxe Triple Room,5,Group,9,0,1,0,0,1,0,1,0,1,0,0.001250341557514966
Usable hotel but requires renovation,"The hotel needs to be renovated, a large part of the furniture is worn out, the bathrooms urgently need to be at least thoroughly cleaned and irreparable items replaced. There was an unpleasant smell in the spa area during one visit. The staff in the lobby bar should be fired and hired new people because they ignore the guests and are not at the level of the rest of the hotel staff.","the hotel staff (except for the cafe in the lobby) is excellent. Although it was written that the pool would not work, it did work! The breakfast was plentiful. The rooms are spacious but the furniture is a bit old.",7.0,September 2023,"October 2, 2023",Deluxe Double Room,2,Couple,9,1,1,1,1,1,1,1,0,0,0,0.0012461665144887038
Worth a stay for a short period of time if the rooms are lower priced compared to similar hotels.,"- At the end of our stay, the receptionist asked us to rate the hotel on this platform (which wasn’t a weird request). However, we were approached by another staff member in the bar next to the lobby and he urged us to give “10 points” to the hotel on Booking.com. He was friendly but he didn’t want to leave until we would do such action. In fact, he even pointed towards my phone to get started. We insisted that we would only rate the hotel at home. A bit later, I went to the toilet and he approached me right after exiting again and gave me a business card of the hotel (see attachment) and once more asked us to rate the hotel “10 points”. As guests, we felt a bit uncomfortable.

- On the way back home, we asked the reception to book us a taxi back to the airport. Several staff members told us it was a fixed price of 650 lira. However, the taxi driver in the end charged us 762 lira. Since we were in a hurry, we didn’t make a deal out of it on the spot. Nonetheless, we paid less for our ride from the airport to the hotel when we found a taxi on our own that used his meter.

- Some extra little details in the room were minor inconveniences (door slamming, airconditioning having problems….)

- Overall, worth a stay for a short period of time but do not expect the treatment and facilities that come with 5 star hotels. I wouldn’t rate this hotel as such one.","- Convenient location to take the metro or tram to go downtown.
- The staff members that serve drinks in the bar at the lobby were nice and professional.",6.0,December 2023,"December 5, 2023",Deluxe Double Room,4,Group,9,0,1,1,1,1,1,1,0,1,0,0.0012446018987089039
Good,"Air-conditioning was switched off constantly,  on departure the staff had a 'now you can go' attitude.  When we were leaving we were being charged for a bottle of water, I said that a bathroom item was taken but not returned and you are chasing me for a bottle of water to which the guy on reception said 'we offered you a welcome drink'. The spa facilities were either not working or unavailable. Any issues would be dealt with 'I don't speak English'. When we we leaving although people around on reception no one helped with our luggage, contrast to when we arrived.",The beds were comfortable and breakfast was very nice. Feysal was very helpful and friendly,7.0,July 2023,"July 21, 2023",Deluxe Double Room,10,Family,9,1,1,0,1,1,1,1,1,0,0,0.001241048181716031
Good hotel but experience with wifi & AC was negative,"Extremely poor wifi in the room. Reported it multiple times and staff tried to sort it. However end result was wifi still remained very poor in the room and this caused me massive inconvenience.  Although it was slightly better in the lobby. 
Air conditioning ( was told it was central) also wasn’t good.","Very Good breakfast.
Decent sized comfortable room.
Friendly staff who tried to help.",7.0,June 2022,"June 26, 2022",Deluxe Double Room,5,Solo traveler,9,1,1,0,1,1,1,1,0,0,0,0.0012400232848007863
Great stay close to public transport and bustling markets!,The air-conditioning in the room needs replacing i think it does not cool down the room properly.,"Great place to stay! The room was spacious, the staff was very welcoming and the breakfast had a lot of options for everyone.",9.0,May 2024,"May 25, 2024",Deluxe Double Room,3,Family,9,1,1,1,0,1,0,1,0,0,0,0.001238731290531069
"Nice, comfortable stay.","The hotel at some point should look and a bit of a facelift of the rooms, just to freshen it up a bit.
We had a small issue with the shower taking a bit of time to drain.","The Staff, especially at Check In (Camil) are very friendly, the cleaning staff as well. Fairly big spread at Breakfast. The Room was very spacious. The Hotel is located on the main Bus Route to Sultanahmet so traveling is easy between Bus and Tram.",10.0,September 2023,"October 7, 2023",Junior Suite,4,Family,9,1,1,1,0,1,0,1,0,0,0,0.001238731290531069
"Good place to stay, even longer!",The sewers smell when it rains. It seems to be normal in cities located by the sea. The hair dryer in the bathroom was not working properly.,The staff is trying to do their best for the guests to feel confortable. Breakfast is superior. Private underground parking. High level of security when moving around in the hotel. Everyday cleaning of the room. Additional services (like massage} can be highly recommended. Metro station nearby.,9.0,April 2023,"April 15, 2023",Deluxe Double Room,5,Couple,9,1,1,1,0,1,0,1,0,0,0,0.001238731290531069
