Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
"disappointing, cheap hotel so didn’t expect much but should at least be a clean room",Patio door in basement room lead out to a small courtyard filled with rubbish and filthy underwear. Door leading to courtyard could not be locked. Room itself was very damp on the walls and there were holes in the walls from previous fixtures. Damp/Mould on ceiling.,the shower and close location to the London Underground,2.0,July 2022,"July 30, 2022",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
Fair,"Definitely not as pictured. Holes and marks all over walls, broken bed, TV remote with dead batteries. Door kept catching on bed when opening and closing. Stained duvet covers","Central location, easy and short walk from Kings Cross station. Powerful shower.",5.0,July 2022,"August 1, 2022",Quadruple Room,1,Group,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
Passable,"Pretty small room, nowhere to store luggage. Walls were grubby and bed wasn’t too comfortable, but manageable for a short stay","Easy location to train station and underground. 
We arrived early hoping to just be able to drop off luggage, and but they allowed us to have an early check in which was really appreciated! 
Room was generally clean - good for one night, you get what you paid for",4.0,June 2022,"June 5, 2022",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
Fine,"Toilet seat was broken and shower wasn't clean 
Marks on the walls",Quiet room in a good location for the price,5.0,July 2022,"August 2, 2022",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
Fair,"we could not pay by card, so had to find a cash machine. beds need a little attention, cheap metal frames and wonky. very noisy at night, wasnt the best nights sleep",it was clean and in a good location for the trains and eating out. ok for a one night stop over. Bathroom was clean with good supply of towels,5.0,October 2021,"November 6, 2021",Quadruple Room,1,Family,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
You get what you pay for,"Small room, loud traffic and train","Location to city centre, clean bathroom",4.0,October 2021,"October 16, 2021",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
"pleasantly surprised - cheap and central, good value just don’t be fussy!",it could have been cleaner - it was fine but the walls are badly stained with damp and with past guests making mess. the edges of the carpet and skirting boards were v dusty. only one mug and glass for two of us; tea bags and milk would have been really appreciated. you can hear the train with the window open and feel the bed springs in the mattress.,"the property is really close to kings cross, the room and the private bathroom was a decent size, the heating was on and the water was hot. we had a kettle (no tea bags/milk - bring your own), towels, soap and a shampoo each. really good price for such a central location and was pleasantly surprised - good value for money for a place to stay one night in the city",8.0,December 2021,"December 4, 2021",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
"Good value for money, needs to be cleaned",Bed could have been a little more secure and stable.,"Location was good, and value for money was good. Cleanliness was poor, carpet was very dirty and stains on the sheet.",2.0,October 2021,"October 25, 2021",Double Room,2,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
Good,"Noisy - the room is next to the trains, which you can hear during the day and late evening.","Clean and cheap, more or less the quality I expected from what I paid for it. Conveniently close to King's Cross and St Pancras.",7.0,September 2021,"October 1, 2021",Double Room,2,Group,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
Good,"Ensuite in Rm 103 smelt very musty and had broken tiles on floor.
Rm 101 only had room for 1 suitcase. We placed other suitcase in ensuite.","Stayed here twice recently due to location to train stations.
Reasonable price for very compact rooms -  and equally compact ensuites. Very little room for luggage.
Linen and towels nice and clean.",7.0,July 2024,"July 28, 2024",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
Did what was needed.,The guy on the front desk never looked up from his phone. Bathroom was falling apart.,Location was fairly easy to get to. Bed was comfortable.,5.0,March 2022,"March 12, 2022",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
"Helpful staff, good location, great value for money👍","There was only one pillow for both of us. The bathroom had a leak but didn’t really bother us. And it can get quite noisy with the train station nearby, but to be honest it’s nice and quiet from midnight till early morning.","We were checking in late at night, and the very nice reception lady was waiting for us after her shift finished - it was really kind. The location is great and its a good value for money. The room has a kettle with tea bags and coffee, shampoo, soap and shower gel and tv.",8.0,May 2024,"May 9, 2024",Double Room,1,Couple,3.9,1,1,0,0,0,0,0,0,1,0,0.0018518238159692018
You get what you pay for!,"No one was there when we arrived, so we had to sit on the stairs and wait after just travelling to get there. The building was wonky inside and made me feel queezy walking up and down the stairs! The bed was broken and put back together with a plank of wood. The bedding was thin and only 1 very flat pillow each. This is probably the most uncomfortable sleep I've ever had.",The only good things about this hotel was it is clean and the location.,3.0,July 2023,"July 30, 2023",Double Room,1,Couple,3.9,1,1,0,1,0,0,0,0,1,0,0.001838192436781811
Bad experience,"The bed was so uncomfy, made noises all the night. Had issues when check-in with the person at the desk. The bedsheets were a bit stained. There was so much noise coming from the window, not very well isolated.","I liked the location of the place and that it had a bathroom in the room.
It had  a kettle and some coffees and teas.",2.0,May 2024,"May 23, 2024",Double Room,1,Group,3.9,1,1,0,1,0,0,0,0,1,0,0.001838192436781811
"I really enjoyed my stay, I will probably come back in the future.","There was maybe too little space in the room, but for a 2 nights stay it was just enough. Also the TV could have worked better, it failed to work properly sometimes","The location - near the King's Cross station - is the best thing about the hotel. Besides that, the room was neat and tidy. The price is adjusted to the standard and it's worth it.",10.0,August 2023,"August 11, 2023",Double Room,2,Group,3.9,1,1,0,1,0,0,0,0,1,0,0.001838192436781811
Never again!,"Cleaning, comfort, wifi connection. No even a cup for coffee clean. It was a terrible experience.",Location is the only ok thing of this place. The whole are it is not super clean.,3.0,June 2022,"June 13, 2022",Quadruple Room,3,Family,3.9,1,1,0,1,0,0,0,0,1,0,0.001838192436781811
Perfect if you just need a place to sleep for a short stay in London,"There was a lot of noise from the trains. The walls and curtains could really use cleaning, but the bed was clean and so was the bathroom, and that was the most important to us.",Good location. Close to Kings Cross. We slept fine and the bed was clean.,7.0,August 2023,"August 10, 2023",Double Room,1,Group,3.9,1,1,0,1,0,0,0,0,1,0,0.001838192436781811
Pay the money and go somewhere else. It isn’t worth saving on this one. Can’t leave luggage even though they said you ca,"Said we can leave luggage but we couldn’t. The tiles in bathroom are very loose and it feels like you’re going to fall through. Bed is very uncomfortable. Wifi is terrible and barley reached room, had to sit in hallway to use wifi.",Reasonably central and close to kings cross station. They gave us an earlier check in because we weren’t able to leave luggage. Shower okay.,2.0,August 2023,"August 29, 2023",Double Room,1,Couple,3.9,1,1,0,1,0,0,0,0,1,0,0.001838192436781811
Location and price were good the bed ugh!!!!,the bed was the worst we've slept in so far on our 5 month holiday. We were not sure is was going to hold up for our 2 night stay. I went to the office after our first night to see if I could get some tools to fix it but at the time there was no one on reception .,The location and the staff we good. the room was ok.,3.0,September 2023,"November 30, 2023",Double Room,2,Couple,3.9,1,1,0,0,1,0,0,0,1,0,0.0017838927564918093
All in all for the price it was worth it.,"Even though it’s not located on a main street it was loud in the morning traffic wise, and the bed was creaking whenever I moved (though it was comfortable).","Location, staff, private bathroom.",7.0,July 2024,"July 14, 2024",Double Room,1,Solo traveler,3.9,1,1,0,0,1,0,0,0,1,0,0.0017838927564918093
Overall good stay suited what we needed.,"Shower drain blocked/slow to drain
Dirt around the shower 
No cups for tea/coffee 
Back yard very unkept","Comfy bed, good location for transport 
Polite staff kindly provided cups which weren't in the room.",7.0,July 2022,"July 9, 2022",Double Room,1,Family,3.9,1,1,0,0,1,0,0,0,1,0,0.0017838927564918093
Pleasant,"Noisy traffic outside, uncomfortable mattress, tiny room","Bathroom size, clean, location, friendly staff",6.0,April 2023,"May 1, 2023",Double Room,2,Couple,3.9,1,1,0,0,1,0,0,0,1,0,0.0017838927564918093
Acceptable quality-to-price ratio,"There is a bad smell through the whole corridor that should be fixed, but it is fine inside the room. On top of that, the cleaning could be better.","The personal staff were very nice as well as the bathroom, although it was not as clean as we expected. Furthermore, the room was comfortable, but quite small, though.The location is really good, near King's Cross Station.",7.0,December 2021,"December 13, 2021",Double Room,3,Couple,3.9,1,1,0,0,1,0,0,0,1,0,0.0017838927564918093
"Basic, clean, great for a quick stay over","Quite noisy due to passing cars and bed was not the most comfortable, but for the price of the room, I definitely can’t complain.","Great location, only 10 minute walk to kings cross. Room and bathroom were clean and good size. Staff were friendly and helpful.",7.0,February 2022,"February 23, 2022",Double Room,1,Solo traveler,3.9,1,1,0,0,1,0,0,0,1,0,0.0017838927564918093
Will not stay here again as not worth £58 for the night!,"The room was terrible! Mouldy, small, basic, poor quality furniture and noisy due to London Underground!",Good location for hospital visit,2.0,March 2023,"March 30, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
mistaken choice,"no effort to keep this place at least decent! stains on walls, broken plugs, lack on normal details, tv there but not working, bed so thin like the cheese slides and if you turn is waves you out like the sea!",location,3.0,April 2022,"April 3, 2022",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Poor,Not clean,Location and stuff,3.0,September 2021,"October 13, 2021",Triple Room,2,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
ripped off,"broken bed, broken light switch in bathroom, very dirty place and I got charged extra for no reason",location only,1.0,March 2022,"March 15, 2022",Quadruple Room,2,Group,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Give this hotel a miss.,"Firstly there was no sink plug in the sink, The toilet bowl has not been cleaned in ages it would appear so I cleaned it myself. The frame of the bed appears to have been replaced but with shoddy workmanship blocks of cheap wood were holding the bed up. The net curtains are filthy as were the curtains. We were out the room for a few hours and I think our shower room was cleaned leaving the carpet outside soaking wet and when we took our shoes off on our return or socks were totally soaked. Finally in the morning there wasn't enough sugar in the room so I asked for some more sugar or preferably Sweetner, he never came back to me at all. The pillows were very thin, cheapest pillows possible and I had to fold it in two to get any comfort. I will definitely never stay at this hotel again and will not recommend to anyone. The rooms are so small that it is difficult getting out the bed to go to the toilet. Total waste of money to be honest.",The location was perfect for Kings Cross Station and for eating out.,1.0,July 2023,"July 8, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
"Good location from King’s Cross, staff friendly and helpful, room small but only wanted as a base. prob would stay again",very small room,Good location,7.0,June 2023,"June 19, 2023",Double Room,1,Family,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Fair,"the room was very grubby, water marks on ceiling and tape attached to the wall. odd looking stains on the curtains",good location,5.0,December 2021,"December 19, 2021",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
alright,"needs a good clean, some fresh paint and better electrics! the plug sockets were dodgy!",conveniently located,6.0,June 2023,"June 8, 2023",Quadruple Room,2,Group,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Fair,Bed very uncomfortable and held up by a piece of wood.,Location was great,5.0,July 2023,"July 23, 2023",Double Room,2,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
The most horrible experience I've ever had,"To start with, the check in and check out is a disaster, there is no one in the reception and everything that we needed to discuss we barely found someone there to help us! 

The room is TOO small, you cannot walk around the BED, the carpet was TOO old we could smell the mold all the time, and there is a problem with the shower, so there is a leak and the shower it's like a sprinkler, so the toilet after a shower looks like a swimm pool. 

The BED was so so so BAD, we couldn't barely sleep, I could feel the springs in the old mattress, I would like to invite the owner or the manager of that place to sleep at least one single night in that BED, that BED was too unconfortable, I believe for the price that we paid which it was 168 euros per 2nights, they could save at least 4 booking days and afford a better mattress because that one, I wouldn't never ever leave one friend of mine sleeping in that thing.

There was a HORRIBLE smell from the toilet and it was discusting, you cannot sleep with the toilet's door opened, and the smell of the sanitary pipes was driving us insane!

I usually do not complain when I stay in a ""cheap hotel"", but I have to at this time, because there is no excuses for what they offered for us, and this also can help people to find better places to stay in, I am so sad that we couldn't sleep properly, and I believe that sleeping at the airport, would be better choice than staying in Daisy Hotel.",The only good thing was the location! VERY SAD,1.0,June 2023,"June 5, 2023",Double Room,2,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Bad,"The room was so dirty that we could not use it even if was changed with another room, that was dirty too so we left the hotel without sleeping because when the room was changed we just received the keys and when we went back there was no one at the reception,being 10p.m",We just appreciate the location before we actually saw the property,1.0,September 2021,"September 22, 2021",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Nice quiet little hotel in central London,"It was not perfectly clean, but overall ok.",Close to the center and the stations. Quiet area but at a walking distance to many cool things,10.0,May 2023,"May 11, 2023",Double Room,6,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
"terrible, glad it was for 12 hours only! fire alarm kept going off because someone was smoking, beds really uncomfortabl","room was tiny 
beds uncomfortable 
bathroom tiny 
dirty (I am a cleaner so it would never past my standards) 
the whole room shakes when a tube goes past 
WOULD never stay here again",only the location,1.0,May 2023,"May 10, 2023",Double Room,1,Family,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Disappointing,Cleaness,Location,4.0,September 2021,"September 4, 2021",Double Room,3,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
"Pocated on a noisy road, had to have window open for air. Room was grubby and in need o","Property desperately needs cleaning, painting and some maintenance. Bathroom needs updating. Would benefit from a new mattress. Room smelt of tobacco.",Location close to train.  Ensuite.,4.0,June 2022,"July 3, 2022",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Avoid this place,The size of the room,The location,1.0,April 2023,"April 27, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
glad we were only there for one night,"ants, dirty shower, dirty bin","good location, toiletries",3.0,July 2022,"July 27, 2022",Triple Room,1,Group,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Location Great. That's about it!,Hotel needs a good restoration. Noisy underground right below the hotel all night. Bed felt like it was going to collapse. TV aerial hanging out the wall. Clean enough room but definitely needs a good lick of paint and a refresh.,Location was great for catching the early morning Eurostar train into Europe.,4.0,May 2023,"May 24, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
not great I am afraid☹️,the ants in the room.. the lack of cleanliness in the bathroom … the room in the photos is a world apart from the reality..,the location,3.0,August 2022,"August 9, 2022",Double Room,1,Solo traveler,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Bad,"Super smelly, holes on the walls, full of rubbish everywhere. They were kicking me out even 15 minutes before my clock out time.
The bed was super uncomfortable and noisy.
In the shower i found opened packets of shampoo and bath gel from the previous customer.
The sheets were dirty.
Leaving the window open was a huge mistake. Every time i went out for a few hours i found the room with a big and disgusting smell.
There was a door in my room to a “garden” that i could never lock.",Location was great,1.0,August 2021,"August 22, 2021",Double Room,2,Solo traveler,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
"Not worth the money, even for the location, I wouldn’t stay here for 1 night again","Firstly, the appearance wasn’t great. Hotel front door had cracks and holes in it and didn’t look inviting. Secondly, the room we got given on the bottom floor begin the reception was tiny, double bed that’s it. The room didn’t seem clean, the walls were marked and dirty, the bed seemed to be broken with a very thin mattress. The duvet had stains on it, the bed sheet had hairs, stains and bits of dirt on it and the pillow covers were stained. Thirdly, the bathroom was an alright size, however the toilet was dirty and stained on the inside and the ceiling was covered in damp falling off wallpaper. There was a kettle in the room but only one glass. No mugs just 1 single glass with a selection of random cutlery, few knives, couple of forks, one or two spoon and some tea spoons?",The location of the property was about all that was good with it.,3.0,September 2022,"September 10, 2022",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Bad,"i don’t recommend this property, it is incredibly dirty & the roof in the bathroom absolutely pours with water. It is so unsafe & will cave in. It is obviously it is not a new issue either, the fire alarms are also covered up… there was some sort of blood stain on my mattress also.",location.,1.0,June 2022,"June 29, 2022",Double Room,2,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
below satisfactory,"room was not clean the sheets were dirty ,someone’s old vape was on the floor when looking for my shoes  and bedroom bin was not emptied before we got there ,bed was not comfortable and was hardly a pillow I lay my head on ,would not return here as unless improvements made .",location was ok,4.0,January 2023,"January 1, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Worst hotel I have ever seen!!!!!,"I don’t even know where to start with this “hotel”. It should be condemned! 
How this place can even be open is beyond me. 
It’s -3 degrees and the steps up to the door are steep… iced over. They haven’t been gritted, not a promising start. 
When we arrived we were told to wait so they can check our room is ready (which is the most laughable thing, there was nothing “ready” about this room). 
We walked up to level 3, the stairs were incredibly steep and walking up with luggage wasn’t ideal. The place smelt like cigarettes and the walls looked like they were going to come down.
Walk into the room and the smell of smoke hit hard! The smoke detector is covered with a plastic wrap… how was this not seen when the room was being made ready? The curtains are grotty and covered in yellow marks, the walls had marks and pen drawings on them, side cabinet was broken, lights flickered, the bathroom was filthy, cups dirty, tv broken, walls cracked and the bed BROKEN, being fixed up by some wood, it creaked all night, there was a bar sticking out, the springs in the mattress stuck in you like needles, it dipped In the middle, and only 1 pillow. 
I’d say ‘you get what you pay for’ but I wouldn’t pay a fiver for this room. All I wanted was a cheap stopover that was clean and passable, this was the worst hotel I have ever seen. 
I want a refund and a tetanus jab!",The location. And that is all!!!!,1.0,December 2022,"December 14, 2022",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Poor,"the bed flimsy, no air conditioning, no soap, no fan worst stay i had in my life",the location it was in,3.0,September 2021,"September 7, 2021",Double Room,2,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
"horrible stay, we couldn't even sleep in the room because of the wet bed, we didn't get a refund","the room looked disgusting and smelled bad, the ceiling was leaking so the carpet and the bed were completely soaked.",location,1.0,December 2022,"January 9, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Not fit for purpose!,"Filthy room with cigarette burns on bedside table, thick dust on skirtings, chewing gum on window sill and sticky carpets.

Broken shelf in bathroom, cracked window pane, 2inch gap under fire door and TV didn't work! 

The receptionist left as soon as we arrived at 6pm because we were the last check in even though they stated reception was open till 10pm so there was nobody to express our concerns to and no phone number displayed. 

We were given a code to gain entry but when we returned around midnight the door pushed open and lock was broken so it didn't feel safe!",The location was perfect,1.0,December 2022,"December 6, 2022",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Would not return,"The room was awful, bed was broken, bathroom door handle broken my partner got stuck in the bathroom, decor, there was a lot wrong with the room.",Location was great for us.,1.0,September 2023,"September 4, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Daisy Hotel,The room was small should have upgraded the bed was comfortable and clean sheets the bathroom was cleaned and tidy overall can't  complain,Ideally location for staying in London 5 minutes walk to King's Cross Station and tube,8.0,September 2023,"September 19, 2023",Double Room,1,Solo traveler,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Avoid its cheap but not worth the money,The room needed major repair work doing. Had no air con or fan and had the windows wedged open with wood and a mug!! The beds were broken and help up by wood too. There was a hole in the wall and mucky marks on all the walls and someone else's shower gel left in the bathroom making me think the room hadnt been cleaned 🤢 The bed sheets didn't fit the whole mattress either.,The location was good but that was all,1.0,July 2022,"July 23, 2022",Quadruple Room,1,Family,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Very Poor,"Room was decent. But the kettle is very dirty it looks like some one cooked something in it.
And bed are very old and noisy and bed sheets are dirty as well.",I like the location. Very near from train station and other bus route.,2.0,February 2024,"February 3, 2024",Quadruple Room,2,Family,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Very Good,Asked for a spoon for tea but no spoon. Also the bed had bolts falling off.,The location and price,8.0,January 2024,"February 8, 2024",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Painful Short,"The bed mattress is horrible. 
The shower floor is not flat and I don’t think will last very long before it breaks.
Everything is very old and needs an upgrade, the walls needs repaint.",Location was good,2.0,March 2024,"March 3, 2024",Quadruple Room,2,Family,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Shite.,"bug infestation, bed about to break, lumpy mattress, mouldy shower, leaking shower, lack of window lock",Location,1.0,July 2024,"July 23, 2024",Double Room,4,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Bad,Bed is not very comfortable couldn’t be sleep as i it was so noisy,Location good,1.0,October 2022,"October 28, 2022",Double Room,2,Family,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Value for money as the room was not that expensive and is very close to Kings Cross ststion. Good for bag packers,The floor was tilted and every piece of furniture was broken,The location of the property is excellent..!!,6.0,May 2024,"May 10, 2024",Quadruple Room,2,Group,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Bad,The room was narrow and the kettle was dirty.,Location,1.0,June 2024,"June 6, 2024",Double Room,3,Solo traveler,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Pleasant,"Was in basement room, which was fine other than being able to hear rumble of adjacent trains passing by regularly.",Location near to Euston,6.0,November 2022,"November 20, 2022",Triple Room,1,Solo traveler,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Fair choice if you want to spend a night without paying to much.,"Many things... Smell, size, comfort.",Location.,3.0,September 2023,"September 20, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Stayed in a cheap small hotel room.,The room is very small. Water came on the floor after shower. Bed frame was broken.,Price and location.,6.0,May 2024,"May 15, 2024",Double Room,2,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Bad,"Nothing was good at this property, it was very much unhygienic, very darty, moreover, bed was so bad, the hotel doesn’t bellow 10 pound to me.",Nothing but only the location,1.0,February 2024,"February 19, 2024",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
This was the worst hotel that I've ever visited.,"Mould on walls, leaking ceiling, dirty bedding and room.",Location good,1.0,February 2022,"February 18, 2022",Double Room,2,Solo traveler,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Nothing like the photo,"Was nothing like the photo. Our room was tiny, not suitable for two people. Bedsheets had marks on them. Window had a lot of mould on it.",Good location,7.0,February 2022,"February 25, 2022",Double Room,2,Group,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Worst Hotel Every,"Dirty... Very dirty
I woke up with slugs on me!
I also think they have bed bugs
Broken bed, fixed very badly
Mattress is non existent
Prison beds are better
Avoid!
Few GBP more go to Travel Lodge across the road",Location,1.0,November 2023,"November 5, 2023",Double Room,3,Solo traveler,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
Very Poor,"I don’t know with what I could start. Maybe with cutter toes nails on the window, or maybe with empty bottle under the “bed”. I understand that for this money we cannot assume to get something decent. But this place makes me count seconds till we will leave.",Location is the only good thing,2.0,October 2023,"October 18, 2023",Double Room,1,Couple,3.9,0,1,0,0,0,0,0,0,1,0,0.0017785797633810348
