Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Cheap but not cheerful,"Catfish photos. Images as presented, but what you see in the pic is what you get with about 20yrs worth of short term guests stays added on. The decor and colours are extremely depressing, everything here could do with a facelift. My room also wasn’t properly cleaned. I think I saw the hair of at least 4 other people in the bathroom, on the carpet and stuck to the spare blanket - which clearly hadn’t been laundered between guests. Unfortunately I had to use it or freeze to death.","Great location, and extremely friendly and personable staff. They have a licensed restaurant/cafe on site too. I was able to check in late without issue as they have a 24hr desk. I was given a late checkout at 11am which was really nice of them. Rooms easily accessible.",4.0,August 2022,"August 7, 2022",Superior Queen Room,1,Couple,8,1,1,0,1,1,0,1,0,1,0,0.0007707256856622144
"Very clean, nice stay with friendly staff and close to everything",The room we had was quite small - no room to put suitcases anywhere,central and close to so many good places. Very clean and great friendly staff,8.0,May 2023,"May 28, 2023",Budget Queen Room,1,Family,8,1,1,0,0,1,0,0,0,1,0,0.0007683512894948725
Very Good,"being in a room beside the carpark!!
  not a very restful stay at all.","i was able to check in using a Human instead of the malfunctioning auto check in machines, lol Both machines stated i had noxreservatoon, although Booking.com had confirmed my stay with a booking reciept.
   The lovely young Lady behind the desk was most helpful in assisting me as a regular customer of the Hotel.
  The room i booked was Cheap, but comfortable✓, Value for money✓ Private, well appointed W/C visavee Shower/toilet✓ Wall mounted large flat screen, intenet capalble✓  charger sockets✓
no View. ---  beside the carpark ground floor ----  considering the price increases 🤔 there'e room for improvement/ vqlue for money 🤔, But i am booked again, simply because its the convienient for me",8.0,May 2024,"May 4, 2024",Budget Queen Room,1,Couple,8,1,1,0,0,1,0,0,0,1,0,0.0007683512894948725
Overall I was happy with my stay and would consider returning in the future if required.,"I heard people talking in other close by rooms at times, but i guess this cannot be avoided entirely.
I did not have a window, and was not aware of this when I made the booking.","Room was clean, bed comfortable and had suitable appointments.
I found the staff to be pleasant and helpful.
The location was quite central to the city and public transport.
I stayed for a total of 7 nights overall.",8.0,January 2022,"February 7, 2022",Standard Twin Room,1,Solo traveler,8,1,1,0,0,1,0,0,0,1,0,0.0007683512894948725
"Perfect for what we required, stayed one night due to an event being on that we had tickets for super close by, we were","Bathroom was a little bit wet when we got there, but it wasn’t that big of a deal to me","The view from our room was so cute, worth the money 100% and staff were lovely and very helpful",8.0,June 2023,"June 29, 2023",Superior Queen Room,1,Couple,8,1,1,0,0,1,0,0,0,1,0,0.0007683512894948725
"Friendly staff, good location",Room is old and wall is thin.,"Friendly staff and good location.
I booked a budget queen room with bathtub. However, after I checked in, the room I got is twice smaller than the photos and only have a walk-in shower. After I went back to reception and notified the staff, they gave me a new room immediately.",5.0,October 2021,"October 14, 2021",Budget Queen Room,1,Solo traveler,8,1,1,0,0,1,0,0,0,1,0,0.0007683512894948725
really good,"The Room didn’t have a window.
There was just a shower curtain so the whole bathroom got wet.","The staff was really friendly & the room was spotless.
We also loved the location of the hotel.",7.0,May 2022,"May 23, 2022",Budget Queen Room,1,Couple,8,1,1,0,0,1,0,0,0,1,0,0.0007683512894948725
"Easy, clean and comfortable. This is a great stay for a work trip or weekend in the city.","I got probably their worst room, however it was very cheap, comfortable and worth the price. It is located against the carpark so you may hear tires on concrete if people are coming and going. This did not bother me for my stay but explains the price if you think it sounds too good to be true. The other rooms pricing was not that much more expensive that I would likely pay more next time.","Great Value for money, central location with Parking available at a reasonable rate.
Hotel was clean, automated check in was useful, staff pleasant, Dinning area looked good although i did not require it for my stay. 5 minute walk from Northbridge. Exactly what I needed.",9.0,August 2023,"August 10, 2023",Budget Queen Room,1,Solo traveler,8,1,1,1,0,1,0,0,0,1,0,0.0007582438295937607
"a decent stay for the cost , location wasn’t too bad either","can’t really complain , the beds were a tad bit hard and the rooms could do with a kick of paint otherwise it would be nice to get someone in to give the walls a good scrub . 
other than that and no microwave I can’t complain .","love the location , parking is good , the entrance is lovely and the staff are very welcoming .
rooms are very spacious , I could recommend a microwave in the rooms however I realise this isn’t feasible at times .",7.0,November 2021,"December 4, 2021",Budget Queen Room,1,Couple,8,1,1,1,0,1,0,0,0,1,0,0.0007582438295937607
"If above main issue hadn't been the case, it would have been a great stay.","My room was not soundproof at all. In fact, it was quite leaky. I could clearly hear  the couple in the next room talking. The worst of all, my walls were banged not once, not twice but several times several occasions night and morning during my one day stay by the couple next room having sex. I have no issue with their matter. But, pummeling my walls several times is extremely disturbing.","Cleanliness, staff, facilities and location were all great. I was even given 5 hours of parking after check-out.",3.0,March 2023,"March 9, 2023",Budget Queen Room,1,Solo traveler,8,1,1,1,0,1,0,0,0,1,0,0.0007582438295937607
Fine for a short stay,"It said my room would have a 'skylight' but it only had a 'dummy' window, i.e. you couldn't see out of it or open it. I like to open the window at night so couldn't do this. AC was difficult to operate - freezing or too warm.","Staff are helpful, good location only a short walk to the museums and the centre, room was spacious and had useful aspects like the fridge and the iron",7.0,November 2022,"November 27, 2022",Budget Queen Room,4,Solo traveler,8,1,1,1,0,1,0,0,0,1,0,0.0007582438295937607
A nice located hotel and convenient to the city areas with Elizabeth Quay and train station @15mins,The front office staff were not responsive to our request that our neighbouring room at #49 was quite noisy late into our first night. We called and went down to see them about 3 times. Each time they said they will sort it out. In the end we approached the occupants at #49 and asked them to keep the noise down. We had an early flight home the next day and the occupant was very good on the second night and didn't keep us up.,"The location was excellent and the restaurant staff were really good for our breakfast.  And the price was reasonable. The room, bed and accessories were great and clean.",5.0,April 2023,"April 11, 2023",Budget Queen Room,2,Couple,8,1,1,0,1,1,1,1,0,1,0,0.0007447408306863957
Clean convenient stay with most facilities that one would need for a 2 day stay,"Male reception Staff were not overly friendly/cheerful.  Limited breakfast options (no milk alternatives, no gluten free options). No microwave in room. Parking expensive.","Very clean, neat, well maintained room. Hotel in good convenient location to Northbridge and East Perth locales. Shutters on the windows made the room extra dark and extra quiet - great! Good dining options. The Staff lady at the restaurant during breakfast service was delightful! A real ray of sunshine :) Off street parking.",7.0,June 2024,"June 20, 2024",Standard Twin Room,1,Family,8,1,1,1,1,1,1,1,1,1,0,0.0007391450164503925
Great place to stay if you dont get an adjoining room.,"This visit only the pillows were an issue, but this is the same with most accommodation. My previous visit I had a room with adjoining access door, through which I could hear every word the next door tenants were saying. Very annoying and inconvenient.",The staff were very professional and friendly. Secure onsite parking. Good clean and comfortable rooms. The onsite bar and restaurant were very convenient and the food was exceptional. Location is perfect for accessing Northbridge.,7.0,April 2023,"April 24, 2023",Budget Queen Room,1,Solo traveler,8,1,1,1,0,1,0,1,0,1,1,0.0007383183829948857
Exceptional,Only 1 thing our room No. 4 was noisy from the outside of a supermarket and we couldn't close them but I would say to people this was a minor issue,"Everything tbh, breakfast was delicious, rooms were great but overall the staff were polite and nothing was too much trouble a great stay, location was great also nice walk into town would highly recommend this hotel.",10.0,October 2022,"October 25, 2022",Family Room with Solar Skylight (Unserviced),5,Family,8,1,1,0,0,1,0,1,0,1,1,0.0007338556203540628
"Great stay! Clean, well located, nice staff. Would recommend!","The beds needed an extra blanket, and would’ve been better if it was a double mattress rather than two singles pushed together. Breakfast was lovely but I think the addition of fruit/cake/croissants or something like that would be nice. Also payed $24pp for breakfast on booking.com but got to the hotel and it only costs $12pp.","The place looked better than the photos. The reception area was pleasant and inviting. The room was clean, staff were helpful, and it was a nice location. Automatic check in was a cool option too.",10.0,February 2023,"February 27, 2023",Standard Twin Room,1,Couple,8,1,1,0,0,1,0,0,1,1,0,0.0007306062041508931
"Overall a very good experience, nice hotel would definitely stay again.","Beds were very hard, a lot of noise coming from the main reception/ restaurant area late at night .","Location  suited our purposes, very clean, very helpful staff, nice room",8.0,March 2023,"March 15, 2023",Budget Queen Room,1,Couple,8,1,1,0,1,1,0,0,1,1,0,0.0007252918522024852
Enjoyed the stay would have no issue staying again,Bathroom needed a bit of work as was old and dated,Location was good room clean and big enough breakfast was enjoyable would stay again,8.0,August 2022,"August 13, 2022",Budget Queen Room,2,Couple,8,1,1,0,0,0,0,1,0,1,0,0.0007064246357045616
Suited our needs for a quick 1-night stay - need bigger room if staying longer,"Our room was TINY - it seriously felt like the cleaning/store room had been converted. Right next to the exit to carpark, so could hear people coming & going constantly. No windows","Great location; easy to walk to great restaurants, shopping etc; glad we got a car park as their spots are limited; bathroom immaculately clean; Great price",7.0,September 2022,"November 3, 2022",Budget Queen Room,1,Couple,8,1,1,0,0,0,0,1,0,1,0,0.0007064246357045616
Good,Unfortunately there was a smell of sewage in the room at night + the shower got flooded within seconds. There was also a weird hole in the wall. I didn't complain on spot since I had just arrived from a 2 week camping trip and literally just needed somewhere to crash for a few nights. Also bathroom/toilet doors are glass and see-through right by the bed which is good to know depending on who you're travelling with.,"The budget queen room was comfortable enough for a short stay, but as I was staying alone I'd say 2 people might feel a bit cramped. Breakfast was good and priceworthy at only 15 aud. Location is good with walking distance to a lot of restaurants, public transport and the city. It is NOT the same room as in the pictures, the actual room is TINY!! Sadly I only realised this now when looking at the pictures.",7.0,October 2023,"October 23, 2023",Budget Queen Room,1,Solo traveler,8,1,1,0,0,0,0,1,0,1,0,0.0007064246357045616
If the walls were sound proofed I would have been perfectly content even without the required bedding.,"The walls were so disturbingly paper thin I could hear my neighbours phone conversation like he was sitting beside me to the point I could hear the other person word for word. That created a lot of anxiety fearing being kept awake all night but he fortunately was a good neighbor and after I had my phone call and put my tv on to drown out his he was very quiet and considerate.  
No windows, but I knew that when booking. 
Not enough bedding. Had heater on all night to make up for it.","Location, breakfast, convenience to city and transport, good shower and bed.",6.0,July 2024,"July 6, 2024",Budget Queen Room,2,Solo traveler,8,1,1,0,0,0,0,1,0,1,0,0.0007064246357045616
I’ve stayed here many times and will always stay. It’s a great hotel,The beds aren’t super comfortable,"Clean bathrooms, clean rooms. Great value for money breakfast and central location",8.0,March 2024,"March 17, 2024",Budget Queen Room,1,Solo traveler,8,1,1,0,0,0,0,1,0,1,0,0.0007064246357045616
"Jacket and Watch ,Honesty Still Exists.","Toilet Seat up in Bath on Arrival,litter in bathroom,Carpets Grimy.The Pungent Smell of a Previous Tennant,was Overwhelming.Barely bearable.","Proximity to the Restaurants, Northbridge, Facilities in Room,Shower Head,in the Bath,lots of Milk capsules to make tea n coffee.",8.0,October 2021,"November 4, 2021",Budget Queen Room,1,Couple,8,1,1,1,0,0,0,1,0,1,0,0.000702854414438145
Recommended affordable city stay,"Nothing.  Rooms a bit dated, but clean and great value.",Location was awesome (city very walkable) and great value for money.  Breakfast and parking deals great bonus. Rooms a good size.,10.0,October 2022,"October 9, 2022",Budget Queen Room,3,Solo traveler,8,1,1,1,0,0,0,1,0,1,0,0.000702854414438145
OK,Unfortunately there was a smell of sewage in the room at night + the shower got flooded within seconds. There was also a weird hole in the wall. I didn't complain on spot since I had just arrived from a 2 week camping trip and literally just needed somewhere to crash for a few nights. Also bathroom/toilet doors are glass and see-through right by the bed which is good to know depending on who you're travelling with. No windows at all but unsure if that was advertised when booking.,"The budget queen room was comfortable enough for a short stay. I was staying alone but I'd say 2 people might feel a bit cramped with barely any space for your stuff. Breakfast was good and priceworthy at only 15 aud. Location is good with walking distance to a lot of restaurants, public transport and the city.",7.0,October 2023,"October 23, 2023",Budget Queen Room,1,Solo traveler,8,1,1,1,0,0,0,1,0,1,0,0.0007028544144381449
decent place for the price,"bed abit firm to my liking but still had a good sleep, noice from hallway you can hear in the room. overall not bad for price","secured carpark $15 for the night, location walking distance to many restaurants and shops. clean and spacious room. the whole place is clean in general",9.0,July 2022,"July 15, 2022",Family Room with Solar Skylight,1,Family,8,1,1,1,0,0,0,1,0,1,0,0.0007028544144381449
Exceptional,"Needs to have a microwave and cutlery and plates , more towels , more staff on for room service .","Location 
Cleanliness 
Nice staff",10.0,July 2023,"July 1, 2023",Standard Twin Room,1,Couple,8,1,1,0,1,1,1,0,1,1,0,0.0007026762622523238
Very Good,"The beds were comfortable, but you could feel the edge of the beds where they were joined  in the middle to make a large bed. This made it  uncomfortable in the middle. 
 There were no towels. We had to go get some from reception","Awesome location. The restaurant was amazing. The room was clean. Check-in was a breeze.  Roller shutter was great, and the parking was amazing, clean",8.0,April 2023,"April 13, 2023",Standard Twin Room,1,Family,8,1,1,1,1,0,0,1,0,1,0,0.0006999578308084116
A Great Old Hotel in Kinghtsbridge.,"No windows in rooms. On site parking is not assured and is an additional cost, which is understandable given the very competitive accommodation costs. We found plenty of parking on the street.",The facilities and the decor of the rooms are a little dated but clean and comfortable. There are no windows in the rooms which made them a little dark.. Value for money is unbeatable. Bar and restaurant is excellent and good value. Location is great to explore the Newbridge area..,8.0,January 2024,"February 19, 2024",Budget Queen Room,1,Group,8,1,1,1,1,0,0,1,0,1,0,0.0006999578308084116
Exceptional,beds a little hard for our liking!,really like this place for value for money! it’s clean and convenient,10.0,June 2022,"June 6, 2022",Superior Queen Room with Solar Skylight (Unserviced),2,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Great for travelling on a budget,Rooms were a bit dated.,"Good location. The rooms were clean, and the beds were comfortable.",7.0,May 2023,"June 5, 2023",Budget Queen Room,2,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Okay place to stay,"Although it was a base room, no window made it a little chlosqtraphibic  
We did not pick this up when booking that there were no windows","Value for money in a good location hotel was fairly clean
Plenty of power outlets with USB",8.0,May 2024,"May 10, 2024",Budget Queen Room,1,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Very Good,Bed was quite comfortable except for being a little squeaky.,Shower had fabulous pressure. Great location.,8.0,February 2023,"February 21, 2023",Standard Queen Room,1,Group,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Ok stay at great southern hotel,Room without window,"Location was ok 
Room was clean",5.0,December 2023,"January 6, 2024",Budget Queen Room,1,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Ok for 1 night at a cheap rate.,"Internal room without knowledge with sunlight switch not working to window. 
Poor acoustics- could hear neighbour snoring and receiving text messages. 
No duvet and heater was too noisy to keep running.",Great location and clean.,6.0,June 2024,"June 24, 2024",Budget Queen Room,1,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
need bigger rooms,the room was so small and noisy. very cramped and we had to sit on our bed as the room was so small,clean and great location,4.0,June 2022,"June 27, 2022",Budget Queen Room,1,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Very enjoyable will stay again,No windows in the room,Location and cleanliness,7.0,September 2022,"September 3, 2022",Superior Twin Room with Solar Sky Light (Unserviced),2,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Wonderful,The bed are noisy while moving,"Good value, clean and location",9.0,July 2023,"July 24, 2023",Standard Twin Room,1,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
"Great price, good location 👍",Had an interconnecting room and the door was a little thin. Could hear the people next door talking.,It was exactly what I expected for the price and location. I liked the digital touch screen display that indicates 'do not disturb' 'make up my room' etc.,7.0,October 2022,"October 26, 2022",Budget Queen Room,1,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Good,Mildly hear people talking next room,"Location
Cleanliness
Safe",7.0,September 2022,"September 10, 2022",Standard Twin Room,1,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Very clean and great rates,Second last day of our stay we noticed ants near the bathroom wall. Not sure why.,"Great location, easily accessible to city and surrounding suburbs. Very clean and well kept premises. Would definitely book again.",9.0,July 2023,"July 22, 2023",Budget Queen Room,5,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
"Very good, we will return and recommend to friends.","A few things in the room, no blanket had to ask for one the next day. Two lights not working, guessing just blown bulbs. Could do with casters under bed to stop it moving and only one chair supplied for a double room.","The location and price, just what we where looking for. Excellent block out shutters on window, not bad sound proofing in the room. Bathroom very good.",7.0,May 2022,"May 3, 2022",Standard Queen Room,2,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Very Good,Beds could be comfier but still good for price,"Great location, clean and good value",8.0,April 2024,"April 27, 2024",Standard Twin Room,1,Group,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Very Good,a bit noisy and no window in the room,central comfortable and clean,8.0,May 2022,"June 3, 2022",Budget Queen Room,7,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
"Good value for money for what you get,","Room needed a few repairs, bed heads falling apart sink in bathroom cracked but still usable.",Location. Clean room.,10.0,April 2022,"April 10, 2022",Budget Queen Room,1,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
It's got good potential,"The bed could use an upgrade, and a way to lock the wheels do it doesn't move around. A new TV would be great and some better lights since the sky light doesn't produce enough day light to the room.  Would say this is a 4 star hotel like advertised","The location, size of room and car park",6.0,September 2021,"October 1, 2021",Budget Queen Room,3,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Good value for money,"The photos on booking.com did not match the room I was allocated so I went to reception twice insisting on being allocating what I had booked. 
My room was on the ground floor so the late packing away of the dining area kept me awake the first night of my stay.","The location was awesome.
The bedroom & bathroom were huge & very clean.
Awesome to have a fridge, microwave & kettle in the room.",7.0,August 2022,"August 19, 2022",Superior Queen Room with Solar Skylight (Unserviced),3,Solo traveler,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Stay was fine but dissappointing on such a tiny Room.,A bigger Room next time.   I have stayed in 92 which was great.  The Skylight in 109 wasnt working and again too smaller Room,Location isGreat although I much orefera bigger older room. Room109 istoo small,7.0,April 2022,"April 3, 2022",Superior Queen Room with Solar Skylight (Unserviced),2,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Great southern is our go to hotel for short trips in Perth due to value for money and convenience.,Usually never get a window. Very basic. Beds not too comfortable.,Super convenient location. We finally got a room with a window!,6.0,July 2023,"July 28, 2023",Standard Queen Room,1,Couple,8,1,1,0,0,0,0,0,0,1,0,0.0006941016817087278
Very Good,The walls were very thin; we could hear every sound the neighbours made.,"Location was excellent and close to shops, restaurants, and public transport. Staff were lovely and welcoming and everything was clean and comfortable. Breakfast was good.",8.0,December 2023,"December 15, 2023",Budget Queen Room,3,Couple,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
"Transiting through Perth after coming in from work, affordable, comfortable and convenient.",There isn’t anything that I don’t like about this place.,"good location, clean and simple. you get exactly what they tell you. good value for money.
Restaurant is convenient. Staff are friendly and helpful.",8.0,June 2022,"July 4, 2022",Superior Queen Room with Solar Skylight,1,Solo traveler,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
Wonderful,"The pillows ate discusting stayed here once before same issue 
Maybe some soft ones as well as the hard ones","Great location 
Food for breakfast is great 
Staff great 
Clean",9.0,March 2023,"March 19, 2023",Superior Queen Room (Unserviced),3,Solo traveler,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
A value for money pleasant stay within walking distance of restaurants and night life.,"The fleece blanket smelled unpleasant, I would've requested a replacement but it was only for one night so I decided to tolerate it.","Value for money, friendly staff, the location was great within walking distance of restaurants and Asian grocery shopping. The room was neat and tidy with all the essential amenities.",7.0,May 2022,"June 18, 2022",Standard Twin Room,1,Solo traveler,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
Wonderful,Could easily hear talking and doors banging during night.,Friendly helpful staff. Happy with the room and location for the price. Good value for money. Great restaurant.,9.0,October 2023,"November 2, 2023",Budget Queen Room,2,Couple,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
Amazing,,The hotel location and easy access to park the car. On top of that is the hospitality by the receptionist was really perfect. Nice hotel to stay if you're looking to stay nearby Perth CBD. The room was equipped with ceiling fan so even without the air-con it was still fine with us. Walking distance to Perth Mosque arnd 1 minute and easy to get Halal food. Pls stay at this hotel if you're looking for a affordable hotel with walking distance to the city (10 minutes). Cheers,9.0,December 2022,"January 30, 2023",Standard Queen Room,1,Couple,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
Wonderful,Nothing I didn't like about my stay.,"Room location was good close to the restaurant room service provided a well cleaned room on return from a day at work. 
I would recommend this to anyone looking for a nice hospitable stay.
All staff I interacted with were very professional.",9.0,June 2024,"July 2, 2024",Budget Queen Room,4,Solo traveler,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
"Excellent location, good food and service",,"Friendly and efficient communication prior to arriving, smooth check-in and comfortable room. The location is excellent with a bewildering array of eateries less than 5 minutes walk and the city center an easy 15 minute walk away. Museum and art gallery precinct also less than 10 minutes walk. 
The inhouse restaurant (1903) has tasty, authentic meals (Japanese, Chinese, Western) and welcoming staff too.",9.0,September 2022,"September 12, 2022",Superior Twin Room with Solar Sky Light (Unserviced),5,Group,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
Wonderful,,"Our Room was great, great location in the Hotel. It was clean. enjoyed our Dinner a great selection on the Menu. the Staff were very help full they rang a taxi for us on departure. walking distance to the Train Station",9.0,June 2024,"June 18, 2024",Budget Queen Room,1,Group,8,1,0,0,0,1,0,1,0,1,0,0.0006930563402056555
No knowledge or information provided to makd me aware of the room having no window,"No window in room! Only hotel I have stayed without window and view and the protend skylight and shutters add confusion to tell you the honest truth I will probably choose another hotel over this one just for that factor as I felt so closed in by the whole room, but other than that is a shame because it has so much potential. Staff do their best but need more knowledge of surroundings or provide information when asked advice on area.",Great location and beautiful style and  look In lobby and very clean and professional presentation of the hotel and staff.,8.0,November 2023,"November 30, 2023",Budget Queen Room,1,Solo traveler,8,1,1,1,0,1,1,0,0,1,1,0.0006918995604805058
Exceptional,nil,"everything. staff, facilities, room, restaurant were all fabulous. central location to perth.",10.0,March 2023,"March 3, 2023",Standard Queen Room,1,Solo traveler,8,1,0,1,0,1,0,1,0,1,0,0.0006908973217463911
Exceptional,,"Location
Friendly staff
Spacious room.. 
Restaurant 
Parking 
Price",10.0,March 2022,"March 25, 2022",Standard Twin Room (Unserviced),3,Family,8,1,0,1,0,1,0,1,0,1,0,0.0006908973217463911
perfect for a few nights stay,if I could complain about anything it would be that it was cold but no problem when the heating is on!,"great location just outside the city, 3min walk to bus stop. lots of food options around. room is comfortable and clean with heating/aircon. wifi is strong. reception are helpful as we need to print out proof of vaccinations to fly the next day. they also had scales to weigh suitcases and stored them free of charge for the day!",10.0,July 2022,"July 13, 2022",Budget Queen Room,3,Couple,8,1,0,1,0,1,0,1,0,1,0,0.0006908973217463911
