Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
"Easy, stress-free and absolutely enjoyable",,"Very good and comfortable room. Great location next to the metro station, so the whole Beijing is easily accessible. The staff was super helpful, assisting me in calling taxi and finding my way around. Breakfast was delicious. I loved that I could easily book this place via Booking, as not many hotels in China offer that option.",10.0,August 2023,"September 20, 2023",1 Queen Standard Air Purifier,2,Solo traveler,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Very Good,,"Location was very good, Staff very friendly and very helpful, Dinner and breakfast were good.
Whole hotel was nice and warm all the time.
Room was large and comfortable",8.0,March 2024,"March 29, 2024",Standard Queen Room,1,Solo traveler,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Wonderful,,"Self laundry service, clean rooms, breakfast is ok, location is near a great restaurant",9.0,May 2024,"May 13, 2024",Standard Twin Room,4,Group,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Exceptional,Everything was excellent.,"Everything was perfect. The price-quality ratio is excellent. The location is great, the hotel is near the Deshengmen station which goes straight to the Pekin airport (PEK). The hotel is very clean. The breakfast is tasty. The hotel staff agreed to a late check-out because we were tired from arriving at night. Gratitude to the hotel staff for their hospitality and friendliness  in the  city Pekin. I wish the hotel prosperity and success. Definitely gonna book this hotel again in my next visit.",10.0,April 2024,"April 19, 2024",Standard Twin Room,1,Group,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
I highly recommend this place,,"Very clean, the food are good( breakfast and dinner)
Front desk staffs are great.  
The location is convenient and walk distance to the meeting point if you want to go to Mu Tian Yu Great Wall.  Close to Gui Jie the restaurant street.",10.0,April 2024,"April 15, 2024",Standard Queen Room,2,Solo traveler,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Best location for Beijing,There is not much to not like! Just experience it by yourself.,"Conveniently located in Dongzhimen area, the hotel is clean, well kept and easy to get to from the metro station or with taxi. The staff speak English and they are very accommodating. They have taken care of my belongings and packages with great care. The breakfast buffet is amazing, serves both western and chinese staples, freshly made noodle soup is the way to go!",10.0,May 2024,"May 26, 2024",1 Queen Standard Air Purifier,2,Solo traveler,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Great stay in bejing,,"Clean comfy hotel, friendly and helpful staff, we took cabs to all major attractions in Beijing which easy and affordable… excellent breakfast , good value for money",10.0,September 2023,"September 6, 2023",1 Queen Standard Air Purifier,2,Couple,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Happy to have chosen this hotel for our 8 days stay.,Nothing specific that I can think off.,"Front desk staff were friendly and helpful. Checking in and out is fast. Room is clean, aircon working well. Housekeeping is daily. The breakfast was surprisingly impressive. Good spread with variety of choices ranging from Chinese to Western. Juices, fruits and beverages were good. Location is good. Opposite the hotel has a nice Chinese restaurant that serves good food at reasonable prices. Travelling to other parts of Beijing is quite convenient from the hotel.",10.0,May 2024,"May 14, 2024",Standard Twin Room,7,Group,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Good location and clean rooms,"There were some issues with payment using my non-chinese credit card, but it was resolved in the end.","Quite central location. Easy to reach many sights. Clean room, nice breakfast offer and very friendly staff.",9.0,June 2023,"June 4, 2023",Standard Twin Room with Air Purifier,3,Couple,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Nice and clean hotel,There was nothing i didnt like,"The location is nice ( good restaurant on the other side). Staff was very friendly and helpful.
Very clean hotel.

Would recommend to friends and family.",10.0,September 2023,"September 2, 2023",Queen Room - Accessible,5,Family,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Very good choice!,The commissions of the currency exchange machine were CRAZY high. Better to change money elsewhere if needed.,"It was my first time in Beijing, and I couldn’t ask for more value. The staff was very attentive and everyone could speak English perfectly. Big and clean room, good location, quality breakfast included. Highly recommended.",9.0,January 2024,"January 22, 2024",Standard Queen Room,3,Solo traveler,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Great stay!,,"Breakfast awesome!
Staffs are friendly, helpful.
Location is best. Near Sanlitun shopping area & near city center, all of attractions. 
Dinner was buffet, and very delicious.
Rooms are clean. Bedding is so comfort. 
Free coffee&apples.

Our flight was depart at evening, so hotel allowed us to stay until the 3 pm. We 15 people very satisfied in this hotel.",10.0,January 2024,"January 5, 2024",1 Queen Standard Air Purifier,4,Group,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Great location and helpful staff,AC was not cooling at all,"Great location easily accessible to metro station which is 15 mins walk however we do walk a lot so it was not a problem at all, however for others it might be a bit of a longer walk. Hotel staff has limited English however tries to help as much as they can through translators. Only during the day of check in there was 1 lady who spoke very good English (cannot recall the name but maybe it was Lucky). Rooms were cleaned but rather small and thankfully did not smell of smoke and was rather quiet. The only challenge was the AC which was not really working as such however the staff brought the fan which was not that much helpful so we slept at least with open window luckily it was not too hot outside. Breakfast variety was alright and had some of the good variety of things we could eat different everyday as we could not eat anything local. Hotel has a laundry room for which you require to get coins from reception 20 yuan each for washing machine and dryer, we used it twice during our stay where first time Lucky was kind enough to give the coins for free.",8.0,April 2024,"May 4, 2024",Standard Twin Room with Air Purifier,6,Family,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
"I'll be back again, for sure.",,"Polite and friendly staff. A variety of breakfasts, good location and cleanliness of the room.",10.0,January 2024,"January 18, 2024",1 Queen Standard Air Purifier,7,Couple,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Great hotel for short stay,Not worth mentioning.,Staff is very helpful and ready to help whatever we needed. Breakfast is excellent. Beds are comfortable. Location is okay since taxi in Beijing is very cheap.,8.0,December 2023,"January 2, 2024",1 Queen Standard Air Purifier,6,Family,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Good value,The place is a bit dated but still ok. I would only tidy up behind the front desk or at least hide the supplies.,"Staff spoke English (It sounds evident, but it's not).  I had a room on the 16 floor and loved the view. The complementary breakfast was a nice start of the day.",7.0,June 2024,"June 2, 2024",1 Queen Standard Air Purifier,2,Solo traveler,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Highly recommended,None.,"The location at a convenient location with supermarkets, restaurants, foot massage and 5 mins   road,trip to DongZhimen line 2 B1 Station.

The staff at the front desk is awesome.  They have helped me to order food using their Mei Tuan app when my account is not working.   They went out of the way to help when I needed more info  to book a cab to the forbidden city.   It is a hotel that will consider your needs. Breakfast was really yummy with food catering to all diets. I love their red dates, black soya bean milk.

The hotel may look a little old, but cleanliness was superb.  No wonder they win so many awards over the years.

Highly recommended to book this hotel if you are visiting Beijing.",10.0,May 2024,"May 5, 2024",Standard Queen Room,3,Couple,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Perfect comfortable base to explore the city.,Nothing,"- Great buffet breakfast - loads of choice and it had a nice atmosphere. 
- Location was ideal for us - lots of good choices to eat and drink nearby - (close to a couple of taprooms if you like craft beer Jing-A and Great Leap) also near the metro and also some good malls for shopping. 
- We used Mu-Bus shuttle to visit the Great Wall and their pick up point was from Dongzhimen station so very convenient for us on our first day in Beijing. 
- staff very helpful - used translator apps to aid communication but mainly spoke good English 
- Room was very clean and comfortable - we slept really well.",10.0,January 2024,"January 29, 2024",Standard Twin Room,5,Couple,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
A Gem in Central Beijing,The cable television had many channels but the sound for one or two of the English channels has sound issues.  But not a big issue for us as we could watch the other channels.,"The room was clean and the beds were comfortable. Staff  were friendly and helpful.   Breakfast spread was good.  Location was central even though the nearest subway station took us 10 to 15 mins to walk to (it was a pleasant walk).  The bonus is that Dongzhimen station was also part of the Airport Capital Express  route.  You could get local food near the hotel.  We stayed for a few days, enjoyed our stay, and would definitely stay here the next time we visit Beijing.",10.0,October 2023,"November 4, 2023",1 Queen Standard Air Purifier,8,Family,8.8,1,0,0,0,1,0,1,0,1,0,0.002269398179164612
Wonderful,"I couldn’t figure out how to use the air conditioner, but it wasn’t very important. I would also prefer to have 2 separate doors - one for the shower, and the other one for the bathroom.","Friendly personnel, great breakfasts, very clean hotel. The view from the room was amazing. It was close to 2 subway stations, and it’s very easy to get to the hotel from the airport and vice versa.",9.0,April 2024,"May 2, 2024",Standard Queen Room,5,Solo traveler,8.8,1,1,0,0,1,0,1,0,1,0,0.002244359238093567
10/10,We can occasionally smell cigarette in the bathroom because there was someone smoking in other room. I think they should separate the smoking and non-smoking rooms to different sides to avoid them come in through HVAC,"Efficient staff. We love the breakfast and the cute delivery robot! Room is comfortable and clean. The hotel is located in a quiet residential area, with convenient store just around corner and a nice brewery. Subway station is a little bit far but we could use a nice walk every day.",10.0,May 2023,"May 26, 2023",1 Queen Standard Air Purifier,5,Couple,8.8,1,1,0,0,1,0,1,0,1,0,0.002244359238093567
The hotel that I will come back for my next visit to Beijing.,The mattress of the bed is a bit too soft.,"The breakfast has a lot of varieties.
Though not very near to the metro, it is very convenient to hire cabs. The staff are very helpful, especially the cleaner cleaning the 12th floor hotel rooms.",9.0,March 2024,"March 30, 2024",Standard Twin Room,6,Family,8.8,1,1,0,0,1,0,1,0,1,0,0.002244359238093567
Nice 3-night stay!,Light in the room can be a little more warm/soft if possible.,"Friendly staff, very helpful. Convenient location, walking distance to busy shopping areas and plenty of restaurants. Breakfast with various choices, delicious. 
A sweater was left in the room after checking out, I contacted front staff and they were very responsive, managed to send it to me right away. Nice.",9.0,October 2021,"October 9, 2021",Standard Queen Room,3,Solo traveler,8.8,1,1,0,0,1,0,1,0,1,0,0.002244359238093567
Wonderful,Too much smoke from the other guests through the air conditioning.,Very good location.  Nice breakfast and very good staff. Clean and  quiet gym. Nice massage chair.,9.0,June 2024,"June 27, 2024",Standard Twin Room with Air Purifier,1,Family,8.8,1,1,1,0,1,0,1,0,1,0,0.002170514104351987
Already booked our next stay,,"Fantastic location, ease of check in, staff friendliness, quality of room and decor, wifi speed, breakfast selection. Gym, massage chairs, attractive garden, laundry facilities. Cleanliness.",10.0,February 2022,"February 5, 2022",1 Queen Standard Air Purifier,6,Couple,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
"Great location, amazing staff!","Nothing to dislike, this hotel offers exactly what you need for your stay in Beijing.","The hotel is located in Dongzhimen area, and is conveniently located if you want to explore a more modern side of Beijing, Sanlitun and the embassy district are located nearby. The breakfast buffet offers plenty, both Chinese and Western style of food available. The room is spacious enough, comes with a king size bed and seating corner. The daily houskeeping is always on point. They left daily 4 bottles of water, which was plenty for the day! The front desk employees are very kind, they helped me arrange a lot of deliveries, and they were patient enough locating all my parcels upon arrival!",10.0,August 2024,"August 20, 2024",Standard Queen Room,6,Group,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
Extraordinary Stay,,"I had an extraordinary stay at the Holiday Inn Express Beijing Dongzhimen. The cleaning is impeccable. Amazing breakfast, everything is fresh.. Free coffee at the lobby. Just love the smiling apples at the exit of the elevator. They brightened my day. Great amenities kit. Every day there was mineral water in my room. My congratulations to the hotel staff. They helped me in many different ways, whether it was calling a taxi, information about the city, where to buy tickets or booking attractions. Special thanks to the night valet who helped me resolve differences with taxi drivers.",10.0,March 2024,"March 29, 2024",1 Queen Standard Air Purifier,4,Solo traveler,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
Exceptional,,"I recently had the pleasure of staying at the Holiday Inn Express Beijing Dongzhimen hotel, and I have nothing but positive things to say about my experience. From the moment I arrived, I was greeted with warm and friendly service from the hotel staff.

The room I stayed in was spacious, comfortable, and impeccably clean. The bed provided a restful night's sleep, and the amenities, including the complimentary Wi-Fi and flat-screen TV, ensured that I had everything I needed for a pleasant stay.

One highlight of this hotel is its location. It is conveniently located near Dongzhimen Subway Station, making it easy to navigate the city and explore popular attractions. Additionally, there are plenty of dining and shopping options within walking distance, which was a bonus.

The breakfast provided at the hotel was outstanding. The buffet offered a wide variety of options, including both Western and Chinese dishes, ensuring that there was something to suit every palate. The quality of the food was excellent, and the staff at the breakfast area were attentive and friendly.

Throughout my stay, the hotel staff consistently went above and beyond to ensure my comfort and satisfaction. Whether it was providing recommendations for local attractions or arranging transportation, their professionalism and helpfulness were truly commendable.

Overall, my experience at the Holiday Inn Express Beijing Dongzhimen hotel was nothing short of exceptional. The excellent service, comfortable accommodations, convenient location, and delicious breakfast all contributed to a memorable and enjoyable stay. I would highly recommend this hotel to anyone visiting Beijing and looking for a top-notch experience.",10.0,February 2024,"February 11, 2024",1 Queen Standard Air Purifier,4,Solo traveler,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
Excellent location and hotel to enjoy Beijing,,"Excellent location, within easy walking distance of many shops, restaurants and bars, with public transport close by. Comfotable, clean rooms. helpful.courteous staff and a fabulous breakfast and get you started each day.",9.0,September 2023,"September 5, 2023",1 Queen Standard Air Purifier,7,Couple,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
Wonderful,,"The location was excellent, very accessible and close to a variety of shops, restaurants and bars. The facilities were also very clean and modern. The staff went above and beyond helping us with any challenges we faced on our first days in China as non-Chinese speakers. Byron the manager in particular approached us a number of times checking if he could help with anything.",9.0,July 2023,"July 22, 2023",Standard Twin Room,3,Family,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
Exceptional,Nothing,"Good location, spacious and comfortable room
Facilities are perfectly clean. 
It's very quiet, and wifi pretty good.
Amazing breakfast every morning 

Lovely and very helpful staff",10.0,August 2023,"September 1, 2023",1 Queen Standard Air Purifier,4,Couple,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
Excellent hotel and tremendous value.,"The oatmeal was too watery and it would have been nice to have yoghurt and granola, but this is a small complaint given the value.","Room, although small, was clean, comfortable and well-appointed. Beds were very comfortable. Hotel and facilities were excellent and location was very good. Staff was very helpful. Plenty of choices at the buffet breakfast. All in all, a tremendous value.",8.0,May 2024,"May 14, 2024",Standard Twin Room with Air Purifier,3,Couple,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
I had a great stay!,,"I really enjoyed my here! Beijing was my last stop after about a month of traveling, so I wanted to treat myself to a nice comfortable stay before heading home. Holiday Inn Express Beijing Dongzhimen was exactly that! My room and the hotel compound were kept clean! My room was very spacious, cozy, and had a nice big window allowing a lot of sunlight inside. My room also came with access to a generous breakfast buffet which I didn't even know about until I checked in and the front desk informed me. The staff was kind and accommodating. I also feel the location was quite nice. I took public transit to most of my excursions, Forbidden City, Temple of Heaven, etc. The train and bus are about a 10-18 minute walk from the hotel, so accessing public transit from here is manageable. After long days of sight seeing, this was great place to return to and unwind. I definitely stay here again the next time I return to Beijing!",10.0,November 2023,"January 9, 2024",Standard Queen Room,4,Solo traveler,8.8,1,0,1,0,1,0,1,0,1,0,0.0021655644248754456
Great location and nice services,The room is a bit smaller than expected comparing with other Holiday Inn Express we stayed in other cities. But well understood it is in center location of Beijing.,"We loved the breakfast with lots of options. The service is very nice as we got our room in early check-in time and also offered with free breakfast. Walking distance to neighborhood parks, good restaurants and shopping areas.",8.0,May 2024,"May 19, 2024",Standard Twin Room,1,Couple,8.8,1,1,0,0,1,0,1,0,1,1,0.0021575884107512214
"Good location, perfect for short stay in Beijing","Staff should improved them english, I don't have many expectations but it's brand 4* star hotel","Clean rooms, staff very nice and location great, good if you have connection flight like me 23 hours in Beijing, close to metro to Airport and costs only 25 juans, excellent quality of breakfast, great choice of food.",9.0,November 2023,"November 9, 2023",Standard Twin Room,1,Solo traveler,8.8,1,0,0,0,1,1,1,0,1,0,0.002154949880941591
"Clean, tidy and good location. Friendly staff and fantastic restaurant.",View,"Clean, tidy and good location. Friendly staff and fantastic restaurant.",9.0,May 2024,"May 13, 2024",Standard Queen Room,3,Couple,8.8,1,0,0,0,1,0,1,0,1,1,0.0021514065455104803
SUPERP,If the room wifi can come with VPN would be marvellous,"Awesome east west breakfast
Very clean and comfortable - Holiday Inn standard
Well located - convenient
Service & Staff - well trained, courteous, helpful",9.0,October 2023,"October 24, 2023",Standard Queen Room,3,Solo traveler,8.8,1,1,0,1,1,0,1,0,1,0,0.0021477547731693896
Overall great stay :3,Sometimes it was hard to find free tables in the breakfast room,"Nice location, polite and helpful staff, great breakfast, convenient laundry and luggage storage service. Peaceful yard with a cute garden and tables made my morning work sessions much more pleasurable.
Additional thanks to reception admins who helped me to extend my booking without changing the room. This was very kind and saved me some time :) 感谢前台姐妹！
Also special thanks and shout out to cleaning lady on the 15th floor: always kind and thoughtful, thank you so much for your service and care! 谢谢阿姨！
Big thanks to Holiday Inn!",10.0,June 2023,"June 12, 2023",1 Queen Standard Air Purifier,6,Solo traveler,8.8,1,1,0,0,1,0,1,1,1,0,0.0021439323125349062
Worth a second visit,WiFi is appallingly poor.,"Great location, within walking distance of shopping malls.
Clean and well maintained interior/exterior.
The breakfast: so much to choose from and cooked well.
Room service brought by a robot.",8.0,July 2023,"July 11, 2023",Standard Twin Room with Air Purifier,2,Family,8.8,1,0,0,1,1,0,1,0,1,0,0.002140634627132012
Wonderful,wifi a bit slow,"Staff
Location
Breakfast
Clean",9.0,September 2023,"September 27, 2023",1 Queen Standard Air Purifier,4,Group,8.8,1,0,0,1,1,0,1,0,1,0,0.002140634627132012
Good one,"Located a little far from the subway (Line 2). The coffee machine at the lobby was a little weird and hard to use, as I couldn't figure out what all these options were meant to be. Rooms might get a little damp after showering, as bathroom ventilation is weak.","Good looking interior design of lobby and the rooms, kind staff, good breakfast, nice number of lifts for larger and faster crowd movement, clean rooms, good amount of useful facilities like combs and brushes, fast taxi reservations made by the receptionist(s). A few small restaurants nearby for an easy dinner. Excellent views from higher floors.",9.0,September 2023,"September 30, 2023",Standard Twin Room,3,Family,8.8,1,1,1,1,1,0,1,0,1,0,0.002099552885129978
We will come back,-,"Great value for money.   Tasty food.  Clean rooms and public areas.  Free water, coffee and soft drinks in the reception area.  On Line 2 of Beijing metro and quick access to airport highway. Staff doing their best.  Across hotel is a great chinese restaurant where we had a dinner every day",10.0,April 2024,"April 25, 2024",Standard Twin Room,6,Couple,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Fantastic Hotel,Nothing,Staff were fantastically helpful and friendly. Gave advice and assist to buy tickets online. Room is comfortable. Fridge in the room is very good. Easy to book food delivery and taxi. Had a good stay for the second time. It will be my top choice  if staying in Beijing again!,10.0,August 2023,"August 18, 2023",1 Queen Standard Air Purifier,1,Family,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Good value for money,15/20 mins walk to nearest subway,"Clean, friendly staffs,  good breakfast varieties.",10.0,September 2023,"September 27, 2023",Standard Twin Room,7,Couple,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Very Good,Little far from metro but that's about it,Nice clean hotel with with a great buffet selection.Lucky was a great receptionist,8.0,April 2024,"April 16, 2024",Standard Queen Room,3,Family,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Just Amazing,,"Everything was perfect , clean, well located, good breakfast, extremely polite staff. Thanks a lot !",10.0,April 2024,"April 9, 2024",Standard Queen Room,4,Solo traveler,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Wonderful,The hotel is located a little bit far from the subway. It took around 10min by foot.,"The breakfast is excellent, there is a lot of choices : chinese traditional breakfast and also western breakfast. Staffs are very kind. The room is clean and comfort",9.0,September 2023,"September 20, 2023",1 Queen Standard Air Purifier,4,Couple,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Exceptional,"Nothing, highly recommended!",The room is bright and clean. Generous and good breakfast. The personnel is very helpful.,10.0,November 2023,"November 19, 2023",1 Queen Standard Air Purifier,3,Solo traveler,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Nice breakfast and good stay. Warm friendly staff.,None.,Good variation and tasteful breakfast. Friendly staff. Clean rooms.,10.0,December 2023,"January 6, 2024",Standard Twin Room with Air Purifier,5,Family,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
A really great stay and would return again,A walk of 15mins is needed from the metro to hotel (it is fine if there are no luggages),"The breakfast spread was awesome. 
The cleanliness of the room. 
Hotel staff (front desk/dining place/cleaning staff) are friendly and approachable 
Great restaurant just across the hotel",10.0,December 2023,"January 20, 2024",Standard Twin Room,3,Family,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
"Stay in Dongzhimen, a hub for near-Beijing transport",It's a bit far from Dongzhimen station and the entrance to the alley where the hotel is situated was dark with busy traffic - you need to walk approximately 400 meters.,Staff are very friendly and helpful.  I can check-in and leave my bag with them - I also got the room earlier when it became available.  The room is well-maintained and spotless.  Breakfast had a great variety with both Chinese and Western styles.,9.0,October 2023,"October 25, 2023",1 Queen Standard Air Purifier,2,Solo traveler,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Lovely Hotel,The hotel is around 15 minutes walk from the nearest station and there isn't an ATM nearby either. Besides that it's perfect.,"The hotel was visually appealing and clean. The staff were helpful and had English speaking staff which was a big help for us. Reception ordered taxi's for me whenever I asked with no issue.

The room itself was nice and a good size. Had everything I needed including sockets that were compatible with UK plugs so I didn't even need a travel adapter. Bed was comfortable and the blackout curtains made for a good night's sleep.
The bathroom is a decent size and the shower was quite big with good water pressure.

Room service also did a good job. The breakfast buffet was exceptional. I'm not usually a fan of buffets but this one was fresh and the food quality was great. Also fresh juice was provided every day.",10.0,October 2023,"October 23, 2023",Standard Queen Room,5,Group,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Good and enjoyable stay,,"The room is clean, staff is friendly and the breakfast buffet offers good quality varities of food.",8.0,November 2023,"December 8, 2023",Standard Queen Room,10,Couple,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Exceptional,It's a bit far away from the subway. But it's quite easy to get a taxi or Didi.,The staff is very helpful and friendly. Rooms are cleaned very thoroughly. The breakfast is great. All in all good value for the money.,10.0,May 2023,"May 27, 2023",1 Queen Standard Air Purifier,7,Solo traveler,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Great place to feel at home away from home,,Beat breakfast spread ever. Easy checkin and check out. Helpful staff and very clean. Train station was close so getting everywhere was easy.,10.0,March 2024,"March 17, 2024",Standard Queen Room,3,Couple,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Exceptional,,"One of the best hotel,where we were.
Very good value, super breakfast, clean room,helpfull staff at the reception.
They help us to buy tickets,reservation,etc.
Thank you for everything.",10.0,October 2023,"October 9, 2023",Standard Queen Room,4,Family,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Exceptional,"The metro is a tad too far, but we are alright. :)","Cleanliness, friendly and committed staff, good breakfast menu.",10.0,March 2024,"March 24, 2024",Standard Queen Room,6,Couple,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
Exceptional,Nothing,The room was good and clean. Very quiet place. The staff were helpful. Breakfast was amazing.,10.0,March 2024,"March 31, 2024",Standard Queen Room,3,Couple,8.8,1,0,0,0,1,0,1,0,0,0,0.002092491074570272
