Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
A modern friendly hostel - you will not be disappointed!,My only recommendation is the main lighting in the room could be improved with more spot lights as it was a little dark at times to see but this didn't affect our stay.  It was lovely.,"We stayed in a very clean comfortable private room on the 6th floor and it was one of the best hostel's I've stayed in. Each bed has ample USB/plug to charge all travelling essential devices. The location is great, close to some main tourist spots and metro is 3-5 min walk.  There are some cute little restaurants and Tapas bars on same street.  Staff are extremely helpful and I can recommend the free walking tour with Leonardo. Dinning area and kitchen is very funky and the hostel has a set 3 course dinner (inc drink) each evening for just 12 euro's...great portions and is a bargain!  I would definitely stay here again.",9.0,February 2023,"February 26, 2023",Quadruple Bedbunks Room with Bathroom,4,Family,9,1,1,1,0,1,0,1,0,1,0,0.0008090797322982334
An excellent stay and an excellent hostel.,"Whilst I appreciate the safety concerns, the locking of the windows at night does make the room quite stuffy.  Maybe there could be a solution to allow at least a certain amount of ventilation during the night?","Certainly  Yeah is a hostel a cut above the rest and whilst a little more expensive than others, it is worth the extra money.  It is bright, clean, full of good energy and has an attractive and  relaxing lounge, great kitchen and a lovely roof terrace.  The location is convenient and it's easy to get to a lot of the main attractions on foot or the excellent Barcelona public transport system.  The rooms are spacious and bright, the beds well thought out with lots of storage.  The mattresses are bliss, quality, deep and comfortable.  I slept like a log.  Each dorm has it's own shower and toilet which is a big plus too.

The people staying were predominantly at the younger end of the scale but there were folks of all ages staying which made the whole place feel inclusive.  I'm in the middle age band and didn't feel at all out of place.  There's an exceptional breakfast available at reasonable cost, as well as an evening meal.  There are activities including guided walks and bar crawls, for those who wish.

Finally the staff.  Brilliant, each and every one them.  Bright, cheerful and helpful, especially to a foot weary traveller arriving a bit overtired and not really with it!

I highly recommend this Yeah Hostel.  And I'll be back there very soon.",10.0,February 2024,"March 19, 2024",Bed in 4-Bed Mixed Dormitory Room,2,Solo traveler,9,1,1,1,0,1,0,1,0,1,0,0.0008090797322982334
Very Good,"I was in a 4 bunk room, and on our floor each room had it's own bathroom rather than a communal floor bathroom. At first I like this, but it was a little awkward in practice. We had a room for a shower, a room with a toilet, and the sink was in the main area of the dorm. This meant if we had different schedules, using the bathroom, washing hands, and/or getting ready outside of day time hours could be quite noisy. There are other bathrooms on different floors, which I used to get ready when I had to get up really early, which was ok, just a little awkward. Otherwise, I really liked the place.","Great location in town with lots of easy access to transportation, attractions, and restaurants. Offers food, but I didn't order anything from the hostel. Nice longue area on the 1st floor. 24 Hour reception and friendly staff. The bunks had storage drawers under the bed, which were well oiled and thus quiet (nice when sharing space with others). The bunks also had a small shelf with a light and plugs (both prong and usb), which could be closed and locked with your own lock as well.",8.0,February 2023,"February 12, 2023",Bed in 4-Bed Female Dormitory Room,2,Group,9,1,1,1,0,1,0,1,0,1,0,0.0008090797322982334
Good ambience hostel!,Pool area was a little boring. Could get nicer if there were some sun beds and decorations.,"Convenient, comfortable, clean and very nice staff who were happy to give advise on how to get the most out of my Barcelona stay! Decent breakfast. Good dorm rooms with possibility to lock in your belongings.",8.0,August 2021,"August 21, 2021",Bed in 4-Bed Female Dormitory Room,1,Solo traveler,9,1,1,1,0,1,0,1,0,1,0,0.0008090797322982334
One of the best hostels I've stayed in! Worth a visit!,Showers could be a little bigger as are only place to change and not very big!,"Really lovely hostel. Very sociable but also space to unwind alone. The room is airy, good air con, and comfortable. The breakfast and dinner are excellent value for money and a chance to socialise with other guests. All stsff friendly and approached. Location is a 15 min walk to the central gothic district and the area is less touristy so nice to explore too. Easy bus to Park Guell.",9.0,July 2023,"August 2, 2023",Bed in 4-Bed Mixed Dormitory Room,3,Solo traveler,9,1,1,1,0,1,0,1,0,1,0,0.0008090797322982334
"The hostel is cool, confortable and well located.",The upper beds did not have curtains. The washing machine and drier prices seemed a bit expensive.,"The staff is friendly and helpful. There are activities organised by the hostel liek the city tour and the dinner workshop. The hostel is very clean. The beds were confortable, and the lower beds had curtains for privacy. The lovkers are very big. The shower and sink are inside the dorm. The terrace is big and the vue is good. The location is good as there are a lot of bars, cafés and supermarkets around. The breakfast was nice. The luggages are tagged before putting them in the luggage room.",9.0,September 2022,"September 27, 2022",Bed in 4-Bed Mixed Dormitory Room,5,Solo traveler,9,1,1,1,0,1,0,1,0,1,0,0.0008090797322982334
Very Good,The house keeper. Went straight into my room even if I told her I was resting and didn't want her to make noise. She did the cleaning with some chemicals so I had to leave the room immediately so I don't breathe that in.,"The hostel has a great location for exploring all of the attractions of the city. Metro is near by and is an excellent way of transportation.
The activities are well organized, I loved the city tour with Leo. The dinner was also great.
The staff at the reception was really friendly and helpful.
Loved the lounge area and the comfy bed in the dorm.",8.0,October 2023,"January 22, 2024",Bed in 4-Bed Mixed Dormitory Room,5,Solo traveler,9,1,1,1,1,1,0,1,0,1,0,0.0007848635625242689
"Would come again, definitely a place to stay.","I didn't like that the bathrooms are in the same room, they are not noise isolated and you can hear anybody using the sink as its just open in the room. Makes it hard not to wake anybody up if you have to leave early.","The location was nice, staff is very friendly and open to give suggestions. The lounge area is cozy, the beds were fine. Breakfast and dinner was really good for its value and quality was also superb- totally would recommend.",7.0,February 2023,"March 1, 2023",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,9,1,1,1,1,1,0,1,0,1,0,0.0007848635625242689
"Brilliant hosts, amazing staff and facilities. Highly recommend!","The charging ports next to the bed can be a bit temperamental and the top bunks do not have curtains so unless you’re on the bottom bunk, privacy is a tad compromised. They only have a couple basic games in the lounge, not a great selection if you’re a board game enthusiast but there’s so much else to do that it doesn’t really matter honestly.","The best hostel I’ve ever stayed at! It’s very social, so if you go to the dinners or the night tour it’s very easy to make friends. The pub crawl host, Zoe, is phenomenal! All of the staff are really friendly and have great energy. The lounge area is super comfortable too and rooms are quiet if you need some downtime. The location is good too - only a couple minutes walking from the metro. Clean, spacious, well-maintained and overall a great choice to explore Barcelona from, especially as a solo traveller.",9.0,January 2024,"January 9, 2024",Bed in 6-Bed Female Dormitory Room,3,Solo traveler,9,1,1,1,1,1,0,1,0,1,0,0.0007848635625242689
"Brilliant hosts, amazing staff and facilities. Highly recommend!","The charging ports next to the bed can be a bit temperamental and the top bunks do not have curtains so unless you’re on the bottom bunk, privacy is a tad compromised. They only have a couple basic games in the lounge, not a great selection if you’re a board game enthusiast but there’s so much else to do that it doesn’t really matter honestly.","The best hostel I’ve ever stayed at! It’s very social, so if you go to the dinners or the night tour it’s very easy to make friends. The pub crawl host, Zoe, is phenomenal! All of the staff are really friendly and have great energy. The lounge area is super comfortable too and rooms are quiet if you need some downtime. The location is good too - only a couple minutes walking from the metro. Clean, spacious, well-maintained and overall a great choice to explore Barcelona from, especially as a solo traveller.",9.0,January 2024,"January 9, 2024",Bed in 6-Bed Female Dormitory Room,3,Solo traveler,9,1,1,1,1,1,0,1,0,1,0,0.0007848635625242689
All round. One of the best hostels ive stayed in.,"Rooms are quiet and comfortable, however, ours was very narrow. There's only a few feet between dorm beds and the wall. There was nowhere to sit to get dressed/put trainers on if you had a top bunk. Barely room to get dressed at all, which leads onto the same issue with shower space, it is nice and hot and clean but very small. The shower curtain was only one foot from the door so was pointless to use. The door had pegs but they were small or broken so nowhere to get undressed/dressed privately or hang any clothes/towel in a mixed dorm with strangers. It was also quite dark in the room, I didn't mind this but it meant I was using my mobile torch to access my belongings underneath the bunk beds even in the daytime.","Clean, comfortable and modern. Lounge, bar, kitchen, toilets, slow elevator...all available. 'Super' friendly fun staff offering morning walks, night bar walks and great value breakfast and dinner. Very secure with 24hr reception too. Location is great, 5 mins from av.diagonal, another 5 to pg.de gracias. A metro stop is 1 block away, this has amazing value deals and also goes direct to Camp Nou if you are intending to go visit there or to watch an fc Barcelona match. Would definitely recommend and would stay again",8.0,April 2022,"April 7, 2022",Bed in 6-Bed Mixed Dormitory Room,4,Solo traveler,9,1,1,1,1,1,0,1,0,1,0,0.0007848635625242689
Amazing,"The bathroom is very small, with a very small dry area to change clothes.","The staff is amazing, specially Fran and Pablo who did everything to make the guests confortable. The food is wonderful, the room is very confortable and clean. Internet is very good, the location too, the locker is big, and the hostel is very safe. The hostel is so cozy that sometimes i didn't want to go out :p",9.0,November 2021,"December 15, 2021",Bed in 6-Bed Mixed Dormitory Room,2,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531975
What you see is what you get.. the perfect hostel in Barcelona..,The check-in time was at 15:00 and my room was not ready.,"This hostel is what says exactly in the description. Clean and Tidy hostel in the perfect location.
The staff was really helpful. The breakfast was great. All went well",10.0,October 2021,"October 24, 2021",Quadruple Room with Bathroom,1,Group,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531975
Amazing stay!,There is no area to change clothes in the bathroom and a bath mat in the room would help to wipe the feet after a shower. Rest everything was great :),"The cleaning was done regularly and the staff was very friendly and helpful. The beds are comfortable to sleep and the lower bunk beds have a curtain to block the light (if roommates are getting ready to party and you want to sleep) :p
The breakfast was great at 5 euro price. The dinner option was great and they have an amazing chef at the location! I would definitely recommend.",8.0,March 2022,"March 20, 2022",Bed in 4-Bed Female Dormitory Room,5,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531975
Everything was just as described,"You couldn't open the balcony door to let some fresh air inside the room. The conditioning system worked well, but still not enough sometimes, so it would be nice to use this option as well.","It was my first hostel experience after quite a long time and everything was just perfect! Clean rooms, comfy beds. The staff were friendly and very helpful, the breakfasts were totally worth the money, you could even make yourself pancakes. The location is superb, 5 Minutes walk to a subway station and around 10 minutes to Passeig de Gracia and Sagrada la Familia.",9.0,April 2022,"April 5, 2022",Bed in 4-Bed Female Dormitory Room,6,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531975
Exceptional,"They kept putting (almost) only men to my room, so most of the times I was the only girl there","The best beds and staff, amazing social dinners and very good location, walkable to many places or if you don't feel like walking, public transportation is very close, too.",10.0,August 2022,"August 8, 2022",Bed in 4-Bed Mixed Dormitory Room,5,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531975
A very nice hostel at a great location. Would book again!,"The sink in our room had a leak, so the floor in the bathroom and part of the hallway was constantly very wet. Also the top bunk beds had no handle to hold on to while climbing into bed. This made it relatively hard to get in and out of bed and i can immagine that it would even be a little dangerous for a child to get up and down. Also the top bunk beds had no curtain (the bottom ones did) so all light from roommates was visible.","Excellent location close to the metro station. The staff was very nice and everything looked very new and neat. Our room and the hostel were very clean. The hostel also organises a walking tour based on tips which was absolutly great! There is a dinner for 12 euros every night (3 courses + 3 drinks) with a fixed menu, I would reccomend paella night!",9.0,July 2022,"July 22, 2022",Bed in 6-Bed Female Dormitory Room,5,Group,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531975
Exceptional!!,The showers. Change the curtains please with some solid doors because the water goes all over the place when you shower… The only flaw I found in this hostel.,"Clean, friendly staff, very good location close to Sagrada Familia and metro station. Loved the night tour !  Cheap dinner and breakfast. Very good food.",9.0,April 2024,"April 29, 2024",Bed in 4-Bed Female Dormitory Room,5,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531974
Excellent for a short solo trip,the upper bunk bed was a little hard to access and didn’t have curtains. the sleeping area and bathroom area could use better separation,"Exceptional dinners, great roommates, excellent staff, superb location, design",9.0,February 2023,"March 30, 2023",Bed in 6-Bed Mixed Dormitory Room,4,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531974
All around terrific hostel but hot rooms,The room with 6 of us in it got incredibly uncomfortably hot. When I went in to pack up at 10am I started sweating the moment I walked in the dorm. The AC did not go on ever unfortunately although there are vents. The window to the room is locked closed and only opened during the day which also didn’t make sense with this issue.,"The location is terrific, the people there, staff and guests, are very kind respectful and fun. Everything was very clean and the common areas were sleek and functional. Dinners are delicious and cheap for what you get and the pub crawls were fun!",10.0,May 2024,"May 31, 2024",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531974
"Great vibes, location, and facilities.",Air conditioning could have been better.,Staff are very welcoming. Location is within walking distance to a number of attractions and metro stations. Rooms are kept clean. Organised dinners and walking tours every day (most days?) are a must for your first day.,10.0,August 2023,"August 26, 2023",Bed in 4-Bed Mixed Dormitory Room,7,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531974
Exceptional,There is no sandales for use in the bathroom,Location staff room breakfast,10.0,January 2024,"January 28, 2024",Bed in 6-Bed Mixed Dormitory Room,4,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531974
Wonderful,"Shower in room a bit small, bit pricey for a hostel","Amazing staff, central location, good dinners, nice rooftop, clean rooms, ensuite in rooms",9.0,July 2023,"July 7, 2023",Bed in 6-Bed Female Dormitory Room,2,Solo traveler,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531974
Family trip ❤️,"The balcony doors are opened and shut by the cleaner am and pm. I didn't mind this, but would have appreciated being told at check in that this was the plan","The friendly staff, comfortable and clean rooms, location, food offering",10.0,February 2023,"February 24, 2023",Quadruple Bedbunks Room with Bathroom,3,Family,9,1,1,0,0,1,0,1,0,1,0,0.0007796857897531974
"Perfect hostel, perfect location, perfect staff. Yeah yeah yeah!",Nothing,"Perfect location for the hostel with the most amazing staff. Start your day off right with an all you can eat breakfast buffet for less than €10 before heading out for a walking tour of the city with the knowledgeable staff who also offer amazing facts about the city and suggestions of where to visit, looking at you Pablo! Explore and return to the hostel any time of day with a 24/7 reception and plenty of lounge/shared areas for you to enjoy time outside of your room, including the rooftop pool and bar! Family dinners are a staple, sign up for three courses with you fellow travellers and gorgeous food cooked by the talented chef Fabio, before Wesing whisks you away for a pub crawl around some of the hidden gems of the city. A perfect place to stay.",10.0,January 2024,"January 27, 2024",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
Great place in Eixample,,"Excellent location in the heart of Eixample, 15 min walking distance from Sagrada familia, metro station nearby, good bus network (both day and night). Far from tourist crowds, but close enough to everything. Beds were super comfortable. I liked having the shower inside the dorm room, so no need to go outside in the common corridor. There was also a room for working with WiFi and plugs, the wifi allowed to take work calls. The staff organise amazing 3-course dinners for a very cheap price, the food is cooked on the day and tasted just excellent. Highly recommended!",9.0,April 2024,"May 17, 2024",Bed in 6-Bed Female Dormitory Room,3,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
You would like to come back!,* My stay was short :-),"* The location within walking distance from the metro station
* Friendly and helpful stuff
* Breakfast - big choice :-)
* Silent bedrooms, you could not hear the neighbor
* Shower, sink and WC in the bedroom
* Aircondition
* Chill out place in the lobby
* Terrace on the top of the roof",9.0,September 2022,"October 6, 2022",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
Fantastic,,Location was great. Walking distance to paseo de gracia and metro. Facilities were cute and clean. Room was clean and nice. Very good neighborhood with restaurants and even cinema in front. Staff is very friendly and helpful.,10.0,September 2022,"October 4, 2022",Bed in 4-Bed Female Dormitory Room,2,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
It’s totally worth it and I would recommend everyone to stay at yeah hostel.,Chill area can have small sports activities such as fusball table or something like that.,"Rooms were quite spacious and toilet and bathroom in the room makes it very convenient. Staff is good and arrange various activities such as walking tour, bar and pub hopping and get together dinner which really helps provide opportunities to make new friends and have a great experience overall. Also, metro station is quite near and connectivity is very good.",8.0,November 2023,"November 7, 2023",Bed in 4-Bed Mixed Dormitory Room,2,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
"Incredible hostel, would stay again",Everything was amazing,"Incredible hostel, I enjoyed my stay there so much! The beds are extremely comfortable, it was impossible to get up, the staff is awesome, very kind, helpful, friendly and a joy to be around, they always had some organised events, mutual dinner (for a very affordable price, unfortunately I didn’t get the opportunity to try this, but other people at the hostel said that the dinner is awesome, delicious and filling) and tours in the city, pub crawls etc, the location is also very good, very close to the metro and main attractions. I enjoyed my stay in this hostel to the fullest and would love to stay there again at the earliest possibility ❤️ would definitely recommend.  People staying there are very cool as well :)
I also loved how there’s all the facilities for people with disabilities.",10.0,January 2024,"January 30, 2024",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
Exceptional,,"Awesome staff, awesome rooms, crazy views from the terrace and the food at night made by the chefs in the hostel are super 👌 . Pud crawls are a MUST if you want to see some of the night life and super close to the metro aswell. 100% recommend for the traveler who wants to see Barcelona and enjoy what it has to offer.",10.0,December 2022,"December 23, 2022",Bed in 4-Bed Mixed Dormitory Room,5,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
"Perfect hostel, perfect location, perfect staff. Yeah yeah yeah!",Nothing,"Perfect location for the hostel with the most amazing staff. Start your day off right with an all you can eat breakfast buffet for less than €10 before heading out for a walking tour of the city with the knowledgeable staff who also offer amazing facts about the city and suggestions of where to visit, looking at you Pablo! Explore and return to the hostel any time of day with a 24/7 reception and plenty of lounge/shared areas for you to enjoy time outside of your room, including the rooftop pool and bar! Family dinners are a staple, sign up for three courses with you fellow travellers and gorgeous food cooked by the talented chef Fabio, before Wesing whisks you away for a pub crawl around some of the hidden gems of the city. A perfect place to stay.",10.0,January 2024,"January 27, 2024",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
Exceptional,,"Location, breakfast, spacious rooms and common areas, activities, friendly staff, organized accommodation",10.0,August 2023,"August 9, 2023",Bed in 4-Bed Mixed Dormitory Room,3,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
"Incredible hostel, would stay again",Everything was amazing,"Incredible hostel, I enjoyed my stay there so much! The beds are extremely comfortable, it was impossible to get up, the staff is awesome, very kind, helpful, friendly and a joy to be around, they always had some organised events, mutual dinner (for a very affordable price, unfortunately I didn’t get the opportunity to try this, but other people at the hostel said that the dinner is awesome, delicious and filling) and tours in the city, pub crawls etc, the location is also very good, very close to the metro and main attractions. I enjoyed my stay in this hostel to the fullest and would love to stay there again at the earliest possibility ❤️ would definitely recommend.  People staying there are very cool as well :)
I also loved how there’s all the facilities for people with disabilities.",10.0,January 2024,"January 30, 2024",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
This is my first solo trip visiting Barcelona and feels at home,There is nothing I disliked. I wish I could have stayed longer.,"Very nice hostel at the heart of Barcelona with excellent service, great location within walking distance of attractions, comfortable room, public area were very clean and comfortable to stay in! The staffs were amicable, kind, and helpful. They have the best dinner event (best chef) that creates an opportunity to socialize with others and the best walking tour every day.",10.0,September 2022,"September 10, 2022",Bed in 4-Bed Female Dormitory Room,2,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
The best hostel in Barcelona!,Nothing,"I really enjoyed this place! It was one of the best hostels I've ever stayed in. The bed was really big and comfortable. The location was good enough and there is a subway station nearby the hostel. The staff were really cool and friendly. Also, they organize many great events daily like pubcrawls, dinners, walking tours and so on. I highly recommend to sign up for a dinner and a pubcrawl, you won't regret it 😉 It's worth saying that there is a lovely terrace on the top of the roof with a small swimming pool. Even though it's not deep enough for swimming in, it is a really cool place for chilling out with beer or sangria and making new friends. I hope I'll stay here on my next vacation 😊",10.0,May 2022,"August 18, 2022",Bed in 6-Bed Mixed Dormitory Room,7,Solo traveler,9,1,0,1,0,1,0,1,0,1,0,0.0007781105718154118
