Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Wonderful,"The set plate breakfast concept was not for us, especially considering how easy it is to find something delicious on the go in Tokyo.","Amazing location, with a spacious and clean room that had a cool, modern vibe. The staff was friendly and helpful. Having a bar/DJ in the lobby made for a fun and interesting experience. We would definitely stay here again, though we might skip the breakfast next time.",9.0,April 2024,"April 27, 2024",Standard Double - Prosecco,7,Couple,8.5,1,0,1,0,1,0,1,1,1,0,0.0018479882749612194
Enjoyed our stay very much. Would stay here again for our next Tokyo trip.,Could use an extra lighting option for when you don’t want the room to completely bright or dark.,"Room was cute and pleasant. Location was excellent. Close to the subway, restaurants and bars.",9.0,July 2023,"July 13, 2023",Moderate King - Omiki,4,Couple,8.5,1,1,1,0,0,0,1,0,1,0,0.0018393069856149891
Superb location and close to many restaurants with good sized room for Tokyo.,The king bed access on one side was a little limited.,Great location and room was a reasonable size with good  room facilities. Whilst close to the main railway line noise was not an issue. Similarly the reception also acts as a lively bar particularly at the weekend but again no noise issues in the room. The shower even has facilities to play music. Great breakfast.,9.0,October 2023,"November 6, 2023",Moderate King - Prosecco,5,Couple,8.5,1,1,1,0,0,0,1,0,1,0,0.0018393069856149891
"Great location, definitely highly recommended",Room is a little bit tiny,"Location, many food options nearby, facilities are clean and new, like the lounge and local DJs every night, has laundry machines in the facility",9.0,May 2024,"May 17, 2024",Standard Hollywood Twin - Prosecco,3,Couple,8.5,1,1,1,0,0,0,1,0,1,0,0.0018393069856149891
A good hotel,The size of the room makes it tight for two people. It also wasn't cheap. But I guess you'd expect those in Tokyo.,"Good location, close both to Ginza shopping, bars and restaurants, and the subway is just 5 minutes away. A nice room (even if quite small, which is typically of Tokyo). The shower and the bathroom were especially great.",9.0,July 2023,"July 16, 2023",Moderate King - Omiki,4,Couple,8.5,1,1,1,0,0,0,1,0,1,0,0.0018393069856149891
Great stay in a great location in Tokyo,The bed isn’t the most comfortable to sleep in but if you are used to a more firm mattress then it shouldn’t be an issue.,"The Prosecco room was spacious and very comfortable. All the facilities were very clean and well maintained and everything looked very modern which was a nice touch. The location is great and there are multiple great restaurants, shops and bars nearby. Also very easy and quick to get to train and subway stations. We enjoyed the Italian breakfast every morning with some fresh juices and coffee.",8.0,July 2023,"July 2, 2023",Standard Double - Prosecco,5,Couple,8.5,1,1,1,0,0,0,1,0,1,0,0.0018393069856149891
Wonderful,The hotel overlooks Ginza station which means there is a constant noise of trains/high way. All the superior /king rooms are on the side of the building that faces the tracks so something to bear in mind. The noise isn't really that loud (we were on the 7h floor) my husband wasn't bothered by it at all but I am a really light sleeper so we asked to change rooms and the staff was incredibly helpful and arranged that for us.,"The hotel is new with a beautiful decor. Rooms are spacious, confortable and well equipped (including various usb cables and a cromecast). We liked the bar with music. Excellent internal soundproofing, we couldn't hear anything from the other rooms or music from the bar. Location is very convenient as a base to visit Tokyo and there are a lot of bars and restaurants, including the Ginza corridor street food market open 24/7 which we loved. Staff was great and very helpful. Great value for money, would stay again.",9.0,May 2023,"May 24, 2023",Moderate King - Prosecco,3,Couple,8.5,1,1,1,1,1,1,1,0,1,0,0.0018305328727381655
"Great location, and decent size room.",,"I recently had the pleasure of staying at The Royal Park Canvas Ginza Corridor, and I must say that it exceeded my expectations in more ways than one. The standout feature, undoubtedly, was the incredibly friendly and accommodating staff. Their warm welcome set the tone for a fantastic stay right from the beginning.

The hotel's location was another major highlight. Being within walking distance to numerous attractions and conveniently close to train stations made navigating the city a breeze. This strategic placement allowed me to explore the vibrant surroundings with ease and without the hassle of long commutes.

What truly impressed me was the array of dining options available within close proximity to the hotel. It's a food lover's paradise, with a multitude of eateries to choose from, offering a wide range of cuisines to suit every palate.

A remarkable aspect of The Royal Park Canvas Ginza Corridor is their commitment to sustainability. The concept of providing guests with the option to take only what they need from the reception, thereby minimizing wastage, is both thoughtful and eco-conscious. This approach aligns perfectly with the values of modern travelers who prioritize responsible consumption.

Even the skincare products provided were of surprisingly high quality, a rarity in many hotels. It was evident that the hotel takes pride in providing guests with a comfortable and enjoyable experience down to the smallest details.

The convenience of having laundry facilities available on the premises was a game-changer, allowing me to travel light and still maintain clean clothes effortlessly. The affordability and ease of using the laundry facilities were greatly appreciated.

Upon arrival, we were pleasantly surprised to receive a voucher for a free welcome drink. This small gesture added a personalized touch to our stay and made us feel truly valued as guests.",10.0,July 2023,"August 7, 2023",Deluxe Twin - Canvas,4,Family,8.5,1,0,1,0,1,0,1,0,1,0,0.0018241813135389064
great location for the price,,"cleanliness, staff. laundry facilities. natural light. earthquake proof. always smelt clean. location from bars/restaurants/stations. quiet in the room. music in the shower. size of the room wasn't bad for japan. 7/11 across the street",9.0,May 2023,"May 13, 2023",Standard Hollywood Twin - Omiki,7,Couple,8.5,1,0,1,0,1,0,1,0,1,0,0.0018241813135389064
Value for money!,Nothing,"We loved the modern room with the projector and speaker in the bathroom and the lighting around the bed. We stayed for a week and it was the perfect place to stay location wise. The place was cleaned immaculately and the staff were very helpful.

Cool bar downstairs and planty of restaurants around the area. Greta value for money and would definitely stay here again!",10.0,January 2023,"January 13, 2023",Standard Double - Omiki,6,Couple,8.5,1,0,1,0,1,0,1,0,1,0,0.0018241813135389064
Great hotel to explore Tokyo.,Liked everything.,"Smart, clean and modern hotel in the middle of everything. Near multiple public transport stations, fantastic shopping and restaurants. Staff were helpful, friendly and always available, rooms cleaned meticulously and great facilities- room had fantastic projector to watch movies, multi media speaker and a Bluetooth speaker in the shower.  Hotel has very reasonably priced laundry and ironing room.",10.0,November 2023,"November 12, 2023",Standard Double - Prosecco,5,Solo traveler,8.5,1,0,1,0,1,0,1,0,1,0,0.0018241813135389064
Stylish hotel in a fantastic location,,"FABULOUS location - within 5-10 minutes walk of lots of great restaurants, shopping and public transportation. The room was very spacious and comfortable, especially when you hear how Tokyo hotel rooms tend to be tiny. The hotel was very stylishly decorated - there was a great bar and lounge that got very happening in the evenings and an Italian restaurant on the ground floor. Staff was friendly and helpful and our room was cleaned every day. It felt like a five star experience for a three star price and we would definitely return.",10.0,May 2023,"May 20, 2023",Superior King - Prosecco,3,Group,8.5,1,0,1,0,1,0,1,0,1,0,0.0018241813135389064
Modern hotel in the heart of Ginza,Our room was on level 11 but we could still hear the trains running at night. The noise didn't really bother us but just something to be mindful of if you're a light sleeper.,"Modern hotel in an excellent and central location right in the heart of Ginza Corridor. Ample restaurant options right at your doorstep, plus convenience store across the road. Walking distance to two stations on the JR Yamanote line, Imperial Palace, and Ginza shopping district. The facilities in the room were great and super modern, loved the projector in the room instead of TV. Shower also connects to your phone so you can play music from your phone! Probably one of my favourite hotels that we stayed at during our Japan trip.",9.0,November 2023,"November 14, 2023",Moderate King - Omiki,4,Couple,8.5,1,1,1,1,0,0,1,0,1,0,0.0018192139512180087
"Amazing location, clean and comfortable, could use better ironing and housekeeping equipment","Some small things let the hotel down, primarily facilities, no minibar nor did they have irons in the rooms, customers need to go downstairs to use a very cheap ironing system packed into the smallest room imaginable, if you are staying for work and need to iron a suit the hotel is not ideal.","The location of the hotel was truly the best thing about it, rooms weren't bad and the facilities ok but being in the Ginza corridor so close to so many good restaurants is super. check in was quite easy and rooms decently sized for tokyo hotels compared to the pricing.",7.0,July 2023,"August 15, 2023",Standard Double - Prosecco,3,Solo traveler,8.5,1,1,1,1,0,0,1,0,1,0,0.0018192139512180083
Decent hotel in the heart of Ginza,"We paid for breakfast. It was not bad, but we were a bit disappointed. The options are limited and to be honoust weird combinations. We tried them all, but were never happy with taste or combinations. Note that the restaurant does serve great dinners (we went there once), so not sure why breakfast is not great. Recommend to make it easier with a buffet or more common options. The room was not cleaned that well (we found a sock from a previous occupant). The room was too small for two with significant luggage. We could have known perhaps, it is Tokyo, but the lack of closet space for two or even space to put a suitcase was unexpected for a four star hotel and question value for money.","Great location middle of Ginza, very convenient and trendy. Modern hotel with great service checking in and out. Great shower and toilet. Close to restaurants, attractions, parks and shopping malls as well as public transport.",7.0,August 2024,"August 14, 2024",Standard Double - Prosecco,3,Couple,8.5,1,1,0,1,1,0,1,1,1,0,0.0018169457667386681
definitely a top hotel in Ginza to stay in and be close to the shopping district.,nothing! the room was perfect.,"Everything about the location was really nice! spacey hotel rooms, super friendly staff, convenient location and the bluetooth speakers everywhere!",10.0,March 2023,"March 30, 2023",Special Offer - Standard Double - Omiki,3,Solo traveler,8.5,1,1,1,0,1,0,0,0,1,0,0.001811654862512815
Great hotel in a lovely location,The bed was a bit too firm for us.,Location was great. Staff were very great. Lots of extra free toiletries and tea bags at reception. Shower was great. Nice bar with a lively atmosphere.,9.0,May 2023,"May 28, 2023",Standard Double - Prosecco,3,Couple,8.5,1,1,1,0,1,0,0,0,1,0,0.001811654862512815
Cool Tokyo hotel in a great location,"The reception area had a slight sewerige smell that seems to be intermittant. The projector sound wasn't great - either it came out of the projector and was scratchy or out of the bluetooth speaker on the bedside table, which meant one person had the sound blasting in their ear.","The room was really comfortable and big for a Tokyo hotel with a comfy King Bed. The blockout blinds were so helpful at allowing a good sleep, and the projector in the room was a really unique touch! We liked the sustainable approach the hotel had too - only taking what amenities you need (from a well stocked selection at reception). The location is fantastic in Tokyo, being in Ginza and walking distance to multiple stations, it was easy to get to all of the main neighbourhoods and attractions in Tokyo by train in around 20 mins. We loved the bluetooth speaker in the room, and how you could listen to the music from the bar / DJs both in the room and in the in-built shower speaker. Would defininitely stay here again when visiting Tokyo!",9.0,August 2023,"August 17, 2023",Moderate King - Omiki,4,Couple,8.5,1,1,1,0,1,0,0,0,1,0,0.001811654862512815
"Fabulous, spacious, clean hotel in a prime location in wonderful Ginza.","The beds are a little hard... but we found that across Japan.  It would also be nice if the Welcome Drink actually made you feel welcome, and was anything you wanted and also available whenever you wanted. I don't drink alcohol but it would have been nice to have a zero beer but that wasn't on ""the list for the Welcome Drink"". I had to have a cranberry juice which was a glass with about 12 cubes of ice in it and a thimble full of juice. It seemed like they really didn't want to give you your Welcome Drink. I had tried to get it at breakfast time (more suitable for juice) but they ""don't do Welcome Drinks in the morning"". Either offer a really friendly Welcome Drink of whatever someone wants, or don't do it at all.","We stayed at this hotel 3 times across our 3 week Japanese holiday (1 x 3 nights, 2 x 1 night), each time in a Moderate King Omiki Room. We found it to be really great for our needs for many reasons.  The rooms were wonderful - well, a bit strange as two were quite a bit more spacious (815 and 915) than the other one (808), but all perfectly adequate, scrupulously clean and well provisioned. Do-it-yourself Check In was easy and efficient. We didn't really use the bar or restaurant - we only redeemed our welcome drinks one time out of the three stays, as it's a bit restrictive as to what you can have and when. We did not find them intrusive in any way, and we also didn't have any issue with the trains nearby (we kinda like the sound of trains anyway). The block out blinds in the rooms are the best we've ever seen... you could literally sleep until midday and think it's 4am.  But the best part of all is the location - Ginza is (from what we can see) the best part of Tokyo for a tourist to stay. The food along the Corridor and elsewhere nearby provides so many amazing and great value options to sample the local cuisine (try Bistro Fukumimi across the road for one!). You can also stroll the wide boulevards at night and marvel at the brand label shops and funky architecture. We just loved Ginza. It's also easy to get to anywhere you want to with all the train stations and lines within a short walking distance (Yurakucho and Shimbashi on the JR line, plus Hibiya, Ginza, on other lines)... so easy if you are transferring to the Shinkansen at Tokyo only 1 stop from Yurakucho. It's also close (say, 20 min walk) to the wonderful Tsukiji Market and Hamariku Gardens. I would very much recommend The Royal Park Canvas Ginza Corridor for your Tokyo base!",9.0,February 2024,"February 23, 2024",Moderate King - Omiki,1,Couple,8.5,1,1,1,0,0,1,1,1,1,0,0.0018104503252477245
Good value for money in the hear of Ginza,"Breakfast, don't bother with it. You can get amazing food around you. They say Italian breakfast but it was some odd mixture of things.","Location was amazing, short walk to the station, shops, restaurants. Loved the minis you could pick up from reception, face mask, skin care products. Don't bring PJ with you they have it in the room. We had the king room was spacious in Japanese standards. I would stay here again. Loved the speakers in the shower.",9.0,March 2024,"April 18, 2024",Moderate King - Prosecco,5,Family,8.5,1,0,1,0,0,0,1,1,1,0,0.0018017139697454505
"great place to stay, great location in Ginza and friendly helpful reception staff",bed as hard as a rock,"location, clean and friendly helpful staff. many good restaurants nearby",9.0,April 2023,"April 7, 2023",Moderate King - Omiki,3,Couple,8.5,1,1,0,0,1,0,1,0,1,0,0.0017976191950199137
Very Good,,"The hotel is located above a bar and restaurant and on a super fun area of Ginza. There is an amazing yakitori place just opposite the road that is open basically all night and also a 7 Eleven conveniently right next door too. The room is spacious and bathroom very high tech and comfortable. The beds though are arranged in a lounge configuration so we actually couldn’t sleep next to eachother. Other than that though the projector is great, we loved it. Hotel has everything you need and more!",8.0,May 2023,"June 11, 2023",Standard Twin - Prosecco,5,Couple,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222288
Lovely.,Nothing!,"Great location in the heart of Ginza, clean and spacious rooms (a great size for Tokyo). Our stay included a welcome drink at the hotel bar, which was a nice touch. 
Close to shopping, cafes, restaurants, and an easy walk to multiple public transport options. A very easy walk to the Ginza Six shopping centre.",8.0,November 2023,"November 14, 2023",Standard Double - Omiki,6,Couple,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222288
"it was the nicest hotel I have been recommended to in Tokyo, so far!",nothing!,"I like the location but mainly I like the hotel, the facilities in the guest bedroom, the sound system was exceptional!  The tv projector too was exceptional!  Even the sound piped into the shower was great!  Did not have time to have breakfast or dinner downstairs but will try it soon!",10.0,March 2023,"April 7, 2023",Standard Double - Omiki,3,Solo traveler,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Nice place to stay in Ginza,,"Good location, close to shops and restaurants. It is in an expensive part of the city so be aware of that. Very close to the subway station so getting around the city is easy enough. The room was spacious and the bed was comfortable.",8.0,November 2023,"January 18, 2024",Moderate King - Prosecco,2,Couple,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
"great value, great location, nice and new.",Hard to get a taxi out front.,"I did not have any breakfasts there.
The location is fabulous, right in middle of Ginza, close to metro station, surrounded by great restaurants. 
Room small but comfortable and well designed.
Great wine bar next door.",10.0,April 2023,"April 26, 2023",Standard Double - Omiki,4,Group,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Best Hotel for Staycation in Ginza,,"The bed was so comfortable and the room lightning was so cool. I connected my phone to the projector and watched netflix on a giant wall it was so nice. The shower had nice speakers and bluetooth so I could play a playlist while showering. I drank my complimentary drink on the patio at the bar and the view of the street was nice. I had dinner at the restaurant on the ground floor and the special, wagyu with pasta was incredible. I highly recommend reservations because the place is popular, luckily I was seated even though it was manseki that night. 
The breakfast was nice, they had a prosecco bar in place.",10.0,February 2024,"April 11, 2024",Moderate King - Omiki,1,Solo traveler,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
It was the perfect place stay to end out trip in Japan.,Didn’t like that we had to change lifts at reception to get down to the ground floor but that was only a minor inconvenience.,"We personally really loved the projector in the room, which was easy to connect to. The in-shower speakers were a cool touch too. The location was fantastic too, in a cool part of ginza that was lively every night of the week and close to the railway. Didn’t have a drink there but they did give us drink vouchers to use at their bar.",10.0,May 2024,"July 1, 2024",Standard Double - Prosecco,5,Couple,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Excellent Hotel in Ginza!,,"The hotel is very stylish and beautifully decorated. The room is spacious, and the bed is very comfortable. I loved having complimentary amenities at the reception. The facial products are truly good. The location is excellent, close to major subway lines. At night, the neighborhood is bustling, with many restaurants and bars.",10.0,August 2023,"September 3, 2023",Standard Double - Prosecco,5,Couple,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Exceptional,,"The hotel was excellent, the location was perfect, everything is close within walking distance, and restaurants, and shopping centers, and museums, all super.

The room was spacious, clean. I really liked the projector. The room was quiet and cozy.",10.0,February 2024,"February 25, 2024",Standard Double - Prosecco,4,Solo traveler,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Wonderful,Nothing - it was all very good.,"Fantastic location in Ginza - short walk to Ginza station, a variety of restaurants and bars at the doorstep. The lounge area of the hotel was very welcoming with a bar (they also served tea, coffee and light meals) where they organised a variety of functions. The rooms were small but superbly organised and beautifully decorated - just like the pictures on Booking.com.",9.0,October 2023,"October 4, 2023",Standard Double - Prosecco,6,Family,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Accommodating stay,Nothing I can think on.,"We travelled with a baby to Tokyo and while the hotel did not have a cot, our bed was large enough for our baby to sleep between us. Everyone was super accommodating and lovely, the facilities were great (there's a laundry near reception), our room was really clean and quite spacious for Tokyo. Location was great as well, easy walking distant to quite a lot (shops, grocery store, food, transport). My sisters also stayed and they managed to get us on the same floor.",10.0,February 2024,"March 27, 2024",Moderate King - Omiki,4,Family,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Great location and hotel. Would book again if visiting the area.,Nothing.,"Exceptional location in a really nice area. Restaurants, shopping and bars in walking distance. Projectors in the rooms made for comfortable nights after exploring the city.",10.0,April 2023,"May 2, 2023",Standard Double - Prosecco,3,Couple,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Awesome Location,"Can get a little noisy with the bar, however they do have ear plugs at reception.","We loved our stay here. The rooms are a good size for Tokyo. The location was fantastic, with lots of great restaurants just across the road. Multiple subway stations close by. And fabulous shopping just a short walk away. There is a convenience store just across the road too. The bar is cool with local DJ’s.",10.0,July 2023,"August 1, 2023",Standard Double - Prosecco,5,Couple,8.5,1,0,1,0,0,0,1,0,1,0,0.0017883360423222286
Suitable accomodation for single/couple but not family. Convenient location,"No proper parking space in front of the hotel to load/unload luggages.  Rooms were small. Inadequate for a family of 3 with 2 large luggages. Room noise insulation not great, our room was opposite the train tracks",Great location in Tokyo. Close proximity to restaurants and train station.  Hotel staffs were approachable and helpful. Room cleanliness was reasonable,7.0,December 2023,"February 11, 2024",Moderate King - Prosecco,3,Family,8.5,1,1,0,1,1,0,1,0,1,0,0.001781156075753435
Cool place to stay in Ginza,"The rooms are provided with a projector instead of a TV which can be a bit annoying and the rooms are quite small, so with 2 large luggage you might have to do some arrangements. Also, the breakfast is a set menu which might not be appreciated by many travellers. Even though it was quite tasty it can become limited and not fulfilling.",The location of the property is great and there is also a 7eleven just next to the entrance in case you want to grab some drinks or food. The overall atmosphere of the hotel was quite young and energetic which we liked and the hotel was very clean.,8.0,April 2024,"April 14, 2024",Standard Double - Prosecco,3,Couple,8.5,1,1,0,0,0,0,1,1,1,0,0.0017751510102364048
Disappointing,"The carpet smells really bad & the bath tub never been cleaned during our stay.

The pictures during the booking was an exaggeration of our room.","The location is the most notable thing.

Good but small lobby.

There is a Bluetooth speaker in the bathroom where you could link your device to it.

The projector was a nice touch instead of a regular TV",4.0,May 2023,"May 18, 2023",Superior King - Prosecco,4,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.001774331172884551
Wonderful,"Like most of Tokyo’s hotels, the room is small, but we still managed to fit 2 big luggage.","The music stereo in the shower was amazing.
Great location and has washing machine available at the lobby.
The home cinema was great too.",9.0,September 2023,"September 27, 2023",Standard Double - Prosecco,2,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.001774331172884551
Wonderful,Dust build up in the room.,Great location surrounded by plenty of restuarant’s on the Ginza Corridor. The hotel room was spacious compared to any other hotels in Japan. Close to two train station 5-10 minute walk and family mart across the road 👌👍,9.0,March 2024,"March 11, 2024",Moderate King - Omiki,6,Couple,8.5,1,1,1,0,0,0,0,0,1,0,0.001774331172884551
Exceptional,Breakfast was quite unusual.,Great location and facilities. The room was a good size for Tokyo. Staff went out of their way to help get us a taxi. Highly recommend,10.0,August 2023,"August 8, 2023",Moderate King - Prosecco,3,Family,8.5,1,0,1,0,1,0,0,1,1,0,0.001774060932367104
Enjoyed but room for improvement,"I believe had allergic reaction to bed linen, i've seen multiple doctors and am still itchy 3 weeks later
The dryers at the hotel don't dry your clothes properly 
No Laundry places anywhere near accommodation","Location in Ginza was awesome near plenty of restaurants 
Loved the bluetooth showers
Room layout was comfortable",5.0,January 2024,"February 5, 2024",Standard Double - Prosecco,6,Couple,8.5,1,1,0,0,0,0,1,0,1,0,0.001758638682874949
Very Good,No television in a room.,"Good location, clean, modern, many restaurants around the hotel",8.0,November 2023,"November 3, 2023",Standard Hollywood Twin - Omiki,3,Family,8.5,1,1,0,0,0,0,1,0,1,0,0.001758638682874949
I really enjoyed my stay and highly recommend this hotel. I will definitely come back again!,,"- Room was spacious
- Staff were extremely friendly and helpful
- Location is great, within walking distance of 3 stations.",10.0,November 2023,"November 12, 2023",Standard Double - Prosecco,6,Solo traveler,8.5,1,0,1,0,1,0,0,0,1,0,0.0017574199282790388
Exceptional,Nothing 😄,"Location, staff, cleanliness, amenities, room space and modern vibe.",10.0,September 2023,"September 30, 2023",Standard Double - Prosecco,1,Family,8.5,1,0,1,0,1,0,0,0,1,0,0.0017574199282790388
