Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
"Rooms are very small,  but provide all essentials. Really enjoyed the rooftop pool.",Breakfast was just ok.,Loved the location.,10,July 2024,"July 29, 2024",King Room,2,Family,8.9
Digital masterpiece,,The hotel is modern and digitalized in all aspects which I really liked . My only comment is that I wish there was a kettle with some cups and tea and coffee.,8.0,July 2024,"July 28, 2024",King Room - Bay View,1,Couple,8.9
Modern concept hotel,The room Extremely small,The modern concept,9.0,July 2024,"July 26, 2024",King Room - Bay View,1,Family,8.9
Great value for money and no disappointment with CitizenM chain,Breakfast could have been better: scrambled eggs were overcooked and there were few healthy options,Very well located and easy to drive to South beach with an Uber and from the airport as well,9.0,May 2024,"July 25, 2024",King Room - Bay View,1,Couple,8.9
Centric and Modern Hotel.,Rooms are very small.,Very centric and modern hotel.,10,July 2024,"July 23, 2024",King Room,1,Family,8.9
Exelent hotel,Nothing,Excelent location. Very clean and modern.,10,June 2024,"July 22, 2024",King Room - Bay View,3,Couple,8.9
"Funky hotel, comfortable rooms, brilliant staff",,"Funky hotel with comfortable rooms, great food and drinks, and very friendly staff!",10,July 2024,"July 22, 2024",King Room,3,Solo traveler,8.9
Must stay at if planning to go Miami,,First the front desk people are amazing  the food great and most of all the room was super super super clean and I don’t think it can get any cleaner 💯💯💯💯🙏🏿,10,July 2024,"July 22, 2024",King Room,2,Solo traveler,8.9
Unique fun!! Made travel a grand adventure again,Everything was perfect,Loved every bit of this hotel. So unique and full of energy,10,June 2024,"July 20, 2024",King Room,2,Couple,8.9
CitizenM Hotel brand is great for solo travelers.,,"The breakfast was fresh and delicious.  I really enjoyed the unique room, the king size bed, the technology, the shower, the convenience of the refrigerator to keep my water, the rooftop bar/pool area at night is a fabulous view. My overall favorite detail is the art decor throughout the hotel.  The atmosphere was a community vibe....even though I was traveling alone.  I love the CitizenM Hotel brand.  I want to visit the other CitizenM Hotels in other cities and explore the art decor....and relax.",10,June 2024,"July 19, 2024",King Room,2,Solo traveler,8.9
Perfect place to stay in the centre or Miami,,"Great location, perfect for a couple of a nignts, loved the hotel concept - it was my first time with citizenm",10,July 2024,"July 17, 2024",King Room - Bay View,1,Solo traveler,8.9
Exceptional,,Pool on the top floor,10,June 2024,"July 17, 2024",King Room,1,Family,8.9
Everything a modern hotel should have,The curtains had a problem. Sometimes didnt work .,"The location, the view and the modern design !",10,July 2024,"July 12, 2024",King Room - Bay View,2,Couple,8.9
"Really nice location, views and friendly hotel staff. Super trendy and nice decor","The music at the gym was extremely loud. The gym was ruined by how loud the music was. I politely asked the  rooftop staff about the music and I was ignored. The citizenm staff were not the problem but the staff at the rooftop hotel bar. The only other thing was my boyfriend and I called for housekeeping to bring us extra sheets, duvet cover and towels. They did not bring us everything until we called and when we did call they forgot the duvet cover and we called again and they never brought it.","The gym facilities itself was really nice, the machines, view, outdoor area. All the staff at the citizenm hotel were really friendly. Really nice water refill station. It had complimentary sparkling and still water and they encouraged to fill up your own waterbottle which was really nice.",9.0,July 2024,"July 11, 2024",King Room,3,Couple,8.9
Exceptional,"Hotel, location, bathroom, large bed and good breakfast",Very smart hotel steered with pad,10,July 2024,"July 10, 2024",King Room,3,Family,8.9
"I loved the room, it was so cool, and the staff was amazing!",Not one thing,It was beautiful,10,July 2024,"July 10, 2024",King Room - Bay View,1,Group,8.9
"Great location, will be back",Nothing,"Everything, really well done and loved the automated rooms",10,July 2024,"July 10, 2024",King Room,3,Couple,8.9
"My best rating ever in Bookings! A perfect combination of location, value for money, and room.","There was absolutely nothing to complain about.
Booking likes more text, so I'm happy to repeat: There was absolutely nothing to complain about.","I almost never give ten points, but my thanks are definite and unequivocal. This is the best hotel rating of all time in Bookings! A perfect combination of location, value for money, service and beauty of the rooms!
++ The unique central and absolutely private location in downtown next to the Freedom Tower on the beach and two stations of the Metromover. It's cheap and easy to get from the airport to the hotel and quickly to the Metrorail.
++ Although the rooms are not large, they were the most practically furnished ever. A spacious safe and a large drawer for 2 suitcases beneath the bed keep things organized and make it extremely easy to organize a full-day trip. It's very easy to keep your passports and a back-up of money, credit cards etc. completely safe.
++ As a european you will feel like you have arrived in America. The curtains, the lights, the television and the air conditioning can be controlled with a small Apple I-PAD. Really American, I was really impressed!
++ The reception area is very modern and very cozy, very lovingly and lovingly designed. With wonderful books and sophisticated games. It has a great bar with a plentiful selection of (alcoholic) drinks. Food and prices are typical US-American, you have to adapt to that.
++ The rooftop bar on the eleventh floor with the infinity pool was absolutely stunning! Its size was somewhat limited, but thanks to the counter-current system you could swim well! You had an amazing view of the harbor and downtown. You felt like you were in heaven and really accepted into the family of skyscrapers.
++ Always an extremely relaxed atmosphere with the fellow guests and personnel. And very convenient, the automated check-in, where you can select the location of the room.",10,July 2024,"July 9, 2024",King Room,4,Solo traveler,8.9
Best hotel in Miami,,The staff members are really nice and are always willing to help :) the facilities and location are amazing! My fav hotel in Miami,10,July 2024,"July 8, 2024",King Room - Bay View,1,Solo traveler,8.9
Loved everything,,"Very cute rooms with futuristic vibe! The location is also very nice, close to everything",10,June 2024,"July 8, 2024",King Room - Bay View,4,Solo traveler,8.9
Exceptional,Nothing,"Everything! The common areas, the room, the view.",10,June 2024,"July 6, 2024",King Room - Bay View,1,Solo traveler,8.9
We will definitely be returning very soon,,"It was everything I expected exactly like the picture. The floor was excellent, but that was great the food perfect can I ask for anything better!",10,July 2024,"July 6, 2024",King Room,3,Family,8.9
Exceptional,Make the price of breakfast cheaper,,10,June 2024,"July 2, 2024",King Room,1,Family,8.9
Enjoyed and took care of Business,,Breakfast,10,June 2024,"July 1, 2024",King Room,3,Solo traveler,8.9
Wonderful,,Great Stay - Good Price - Amazing Location,9.0,June 2024,"July 1, 2024",King Room - Bay View,3,Solo traveler,8.9
I’ll give this hotel a 20/10 I highly recommend,I love everything about it,It was different i love the atmosphere,10,June 2024,"July 1, 2024",King Room,2,Couple,8.9
Very Good,Rooftop bar and restaurant.  No cash accepted and staff is very slow,Perfect location,8.0,June 2024,"June 29, 2024",King Room,7,Group,8.9
Clean friendly and comfy,Parking location and roof top pool/bar.,Location and amazing welcoming friendly Hotel staff food and bar in main lobby.,9.0,June 2024,"June 29, 2024",King Room - Bay View,1,Group,8.9
Amazing stay at Miami Downtown,"I noticed that dust accumulated pretty fast all over the bedroom, despite being unable to open the window. Dont know if it came from the AC.","The room and hotel where very pleasant to stay in. Bedroom was a bit too small, but very practical, and using the tablet to control everything was pretty fun and easy to use. The swimming pool had an amazing view over downtown.",9.0,June 2024,"June 28, 2024",King Room,7,Family,8.9
Wonderful,,The location is really good,9.0,June 2024,"June 27, 2024",King Room - Bay View,4,Family,8.9
Great place to stay and great staff,Nothing,Great,10,June 2024,"June 25, 2024",King Room,1,Family,8.9
Exceptional,,Beautiful property,10,June 2024,"June 23, 2024",King Room,1,Solo traveler,8.9
It was beautiful affordable and definitely will be back for more than one night,Everything was great,It was clean beautiful and wonderful staff,10,June 2024,"June 22, 2024",King Room - Bay View,1,Couple,8.9
"Excellent experience, would do again",,"Clean, well kept, staff are friendly and rooms are perfect",10,May 2024,"June 22, 2024",King Room,2,Solo traveler,8.9
It was comfortable stay,"Maybe the pool closing a bit later, like 9pm.",Theme and design of the hotel,8.0,June 2024,"June 22, 2024",King Room,3,Couple,8.9
I would choose this hotel again.,"- it is not possible to open the window
- small selection of breakfasts","The swimming pool on the roof and bar were the best idea in this hotel. The hotel has perfect location. 1 minute from metro station (free metro), 5 min to the closest bus station, 15 min way to Bayfront Park! Friendly staff and very clean rooms.",8.0,May 2024,"June 20, 2024",King Room - Bay View,5,Couple,8.9
Overall it was good,The room should had its own microwave wave and I didn’t like t how there’s no iron in the room.,I liked the rooftop pool with the bar,8.0,May 2024,"June 17, 2024",King Room,4,Family,8.9
Comfortable trendy hotel,Nothing,From the entrance to the check out everything was superb . The lobby  is Decorated modern . The room was small but had everything you need. Comfortable bed . Awesome roof top bar and pool but did not have time to use . The breakfast had a large selection and good coffee . There was staff available to help with check out .,10,June 2024,"June 17, 2024",King Room - Bay View,1,Group,8.9
"Vibrant hotel excellent if you are going to events at the Miami Arena,",Rooms are not big enough for 2 persons. Bed is against 3 walls very difficult for 2 sleep there with out interrupt the sleep of the other.,Hotel staff is super friendly and accommodating. The lobby is huge and very well decorated with pop art. Many places to seat to talk with friends have a drink or lunch.  The upper floor with pool and bar is a plus. I like the decoration of the hotel and the relax vibe. Is just in front of the Arena (Kaseya Center) and walking distance to a few museums and restaurants.,9.0,April 2024,"June 13, 2024",King Room,2,Solo traveler,8.9
Nice stay,,The rooms are rather small but really nicely solved! I loved the spacious and comfortable bed.,10,June 2024,"June 10, 2024",King Room - Bay View,1,Solo traveler,8.9
See above,Breakfast was the only major let down - very poor for the price,Great staff and location,10,June 2024,"June 10, 2024",King Room,2,Family,8.9
"Hip, Euro-chic vibe in a great location with excellent service, esp for the reasonable rates.",,good variety - not too pricey,9.0,May 2024,"June 7, 2024",King Room,2,Couple,8.9
Very clean and modern Hotel,Could do with a littel bit biger room.,"Very clean room, nice decorations of the room and the hotel, grate location.",10,June 2024,"June 6, 2024",King Room,4,Couple,8.9
Exceptional,,The beds are SO comfy!,10,June 2024,"June 6, 2024",King Room,2,Couple,8.9
Exceptional,,Great location and amazing roof top pool,10,May 2024,"June 5, 2024",King Room - Bay View,1,Couple,8.9
Great hotel for a getaway!,,"Staff is super friendly and helpful, pool view is very nice and it has a great location.",10,April 2024,"June 5, 2024",King Room,6,Couple,8.9
Very Good,Room was dusty! They were out of wash rags!,Roof top pool,8.0,June 2024,"June 4, 2024",King Room,2,Solo traveler,8.9
Exceptional,,"Very Good Hotel!
Thanks",10,May 2024,"June 3, 2024",King Room,1,Solo traveler,8.9
Exceptional,Missing refrigerator is a problem in Miami. Cooler in the room is a joke.,,10,May 2024,"June 3, 2024",King Room,3,Solo traveler,8.9
Wonderful,No help with luggage,Good,9.0,May 2024,"June 2, 2024",King Room,1,Couple,8.9
Wasn't impressed with the size of the room but everything else was fantastic,How small our room was for 2 guests,The view from our room was amazing and all the activities around the hotel was a plus!!!,10,June 2024,"June 2, 2024",King Room,1,Couple,8.9
Great budget hotel in the heart of Miami. Staff and cleanliness were outstanding. Room was a bit small but nonetheless f,No kettle in the room,"Cleanliness, friendly staff and location",9.0,May 2024,"May 31, 2024",King Room - Bay View,3,Couple,8.9
Decent hotel with a small pool,"The location wasn't great. It's close to DT, but there's not much around. Lots of construction sites around and the area felt a bit industrial. You will need to walk to the closest shops/cafes. It's still within reach, but not steps away from the hotel.","The room was small, but very clean and the bed was really comfy. Everything is adjustable - you just need to use an iPad. Very high tech and efficient. The lobby was great. Lots of common space, chairs, tables, sofas and tvs.",8.0,May 2024,"May 30, 2024",King Room,4,Solo traveler,8.9
Definitely coming here next time‼️,,Everything Was perfect I would definitely stay here again.,10,May 2024,"May 29, 2024",King Room,9,Couple,8.9
Sheila and Phil 2024,How compact and concealed the rooms are here. This is the only thing that bothered me. Everything else was perfect. Absolutely Perfect.,The area and location makes this one of the best hotels around right across from the Keseya Arena. Walking distance to Bayside activities and shopping.,10,May 2024,"May 28, 2024",King Room - Bay View,3,Family,8.9
Wonderful,Parking was hard to find,,9.0,May 2024,"May 28, 2024",King Room,1,Solo traveler,8.9
Exceptional,a little pricey,The location and the roof pool,10,May 2024,"May 28, 2024",King Room,1,Family,8.9
Exceptional,,Everything,10,April 2024,"May 26, 2024",King Room,1,Family,8.9
Amazing hotel,"A bit weird cleaning policy, you need to request it ahead via tablet. Would like a wider variety of menu at the restaurant.","Great design, clean room, great lobby & pool area. Large, comfy bed. Super nice personel. Amazing view from the room. Liked self check-in and check-out. Really liked the smell of room and beauty products provided.",10,May 2024,"May 25, 2024",King Room,3,Couple,8.9
"Best location, Staff very freindly and helpful, Hotel nice and clean.",N?A,best location,10,April 2024,"May 24, 2024",King Room,2,Couple,8.9
Exceptional,,The service it’s amazing,10,April 2024,"May 24, 2024",King Room,4,Family,8.9
Great experience,"The check-in process was confusing; one staff member provided partial guidance, and another guest had to direct me to the elevators. The room was extremely small, everything was super compact yet functional. Compared to Argentina, the rooms here are much smaller. I expected better from a hotel of this category.","The hotel maintains a high standard, paying careful attention to details. It boasts a modern design, complemented by a rooftop featuring a swimming pool and bar, which add a touch of comfort. The view from the hotel is also very impressive. Best breakfast ever.",8.0,May 2024,"May 23, 2024",King Room,1,Solo traveler,8.9
Great value,They didn’t clean once the room.,"Location, friendly staff, good breakfast and comfortable room.",10,May 2024,"May 22, 2024",King Room,3,Solo traveler,8.9
One of my favorite places I’ve ever stayed. A stay in Miami will always be here.,Nothing. I wish I had stayed longer!,"This place had everything perfect. The eclectic details played with my sense of humor everywhere we went. Check in and out was easy. The staff were incredibly helpful and kind. The room was so cool, the bed was so comfortable, the connectivity in the room was so unexpected, it was the cherry on top! Breakfast was even made in skillets and Dutch ovens, not catering trays which I appreciated.",10,May 2024,"May 20, 2024",King Room,1,Family,8.9
Design hotel in downtown Miami 👌,Room size is good for 1 person. A bit small.,"Absolutely favorite in Downtown Miami!

I love digital check in - out. Very comfortable room. Love design of hotel, corridors,  room. So comfortable to manage your room by room iPad. I enjoyed shower light change, so cool. Staff is amazing too. Roof pool is so cozy. View in the night is just stunning. Bar staff is so friendly and I coctails were so delicious. Gym is very good and beautiful view.",10,March 2024,"May 20, 2024",King Room,3,Family,8.9
We had an amazing time during our stay and look forward to coming back in the future,,"We loved EVERYTHING about the property and the staff!! Words can’t not express our delight 
The property nor all staff did not disappoint in any way 
Five stars all the way!!!!",10,May 2024,"May 20, 2024",King Room,1,Group,8.9
Wonderful,Couldn’t find a water fountain and no water bottles in the room,,9.0,April 2024,"May 20, 2024",King Room,1,Couple,8.9
Highly recommend,-,"Location, staff, facilities, cleanliness",10,April 2024,"May 19, 2024",King Room,2,Solo traveler,8.9
Definitely enjoyed my stay there and would go back,,Very clean. Friendly helpful staff. Breakfast was excellent. Location was great.,10,April 2024,"May 19, 2024",King Room,1,Solo traveler,8.9
Exceptional,,"Everything was extra! We arrived much earlier and were able to check in as we came and had a beautiful room with a view of the bay. Pool is amazing including the bar. Great and helpful staff! Location is great too, so easy to go anywhere using metromover that is next to the hotel.",10,May 2024,"May 19, 2024",King Room - Bay View,1,Group,8.9
Exceptional,,"Super friendly staff, funky vibe and decoration, great location, advanced technologies",10,May 2024,"May 18, 2024",King Room,1,Couple,8.9
Exceptional,very small rooms. I don’t recommend staying for a long time,"excellent food, hall, rooftop, view from the rooftop, location",10,April 2024,"May 16, 2024",King Room,3,Couple,8.9
"Good value of money, very comfy.",Gym could be better. Location is not the best.,"Very tech, everything is controlled by iPad. Modern, decorated, good pool. Breakfast buffet really good around $20/day.",8.0,May 2024,"May 15, 2024",King Room - Bay View,2,Solo traveler,8.9
Wonderful,"Rooms could be a little bigger and if parking was included, that would be awesome!",Customer service and the hotel cleanliness was perfect. Very friendly staff.,9.0,May 2024,"May 14, 2024",King Room,3,Couple,8.9
Exceptional,No parking,Everything,10,May 2024,"May 13, 2024",King Room - Bay View,2,Family,8.9
Relaxing and thankful,Pricey thought it would be included in hotel stay,"Pricey but good, atmosphere was very inviting associated very helpful and friendly",10,April 2024,"May 11, 2024",King Room,1,Family,8.9
"A funky fun hotel, but decent prices, a great breakfast buffet, and very kind staff.","The rooms were definitely compact, but very efficient.",The property is very funky and has very functional spaces down in the lobby. The rooms are small but efficient. Excellent idea to put the safe under the bed. We are big fans of the hotel especially the breakfast buffet. Staff were super nice and super helpful shout out to our  barista “B” who hooked us up with some delicious cappuccinos. The bacon at the buffet was also nice and thick. there’s good variety at the buffet. The salmon and guacamole were very fresh.,9.0,May 2024,"May 11, 2024",King Room - Bay View,2,Couple,8.9
Wonderful,No breakfast included,Location near the loop station.,9.0,May 2024,"May 10, 2024",King Room,3,Couple,8.9
Very Good,,Very well located and clean,8.0,May 2024,"May 8, 2024",King Room,5,Family,8.9
Excellent place to stay!!,Can’t think of anything.,Location and accommodations.,10,May 2024,"May 8, 2024",King Room,3,Couple,8.9
Very nice modern look and feel.,Nothing,I liked the modern facilities,9.0,May 2024,"May 8, 2024",King Room,1,Solo traveler,8.9
Great hotel atmosphere,That I could stay longer.,"This hotel was great. Very clean and the staff were very professional.  Love the ambiance of the hotel, the bar, pool on the roof is cool.  The room decor was great and how you can control the room entertainment with an iPad was my favorite.   I will be back.",10,May 2024,"May 8, 2024",King Room,1,Family,8.9
Good stay - nice hotel,,"Room - clean, modern, small but just enough
Bar/Restaurant - good food + nice staff
Location - good
Pool - small, but clean",9.0,May 2024,"May 7, 2024",King Room,2,Couple,8.9
I would come back,"A shower in the open area, maybe close to the pool, would be perfect for refreshing before leaving. Especially, considering check out time is extremely early.","Property is well located, friendly and offers a great value.",9.0,May 2024,"May 6, 2024",King Room,3,Solo traveler,8.9
Best hotel,It was a shower not a tub,I love the hotel it was very nice and relaxing,10,April 2024,"May 6, 2024",King Room,2,Solo traveler,8.9
Exceptional,,"Everything is new, hotel is modern, quiet during the night",10,March 2024,"May 5, 2024",King Room - Bay View,5,Couple,8.9
Perfect location for cruise!,Non one thing,"Unique experience, beautiful views, close to Subway transportation that takes you all over the city",10,April 2024,"May 5, 2024",King Room - Bay View,1,Family,8.9
"Nice location, and nice spaces.","There were no coffee or tea facilities in the room. Also, although I was quite happy to opt out of room cleaning, however, the trash was not taken from the room daily, which, for me, made a big difference to my experience.","The staff are very friendly. The app is a cool alternative. The room space is quite small, but the bed is very comfy. The TV is nice a big. Roof top bar and downstairs bar is a nice place to chill. Lounge area, also really nice. The location is amazing, the quiet side of downtown and opposite Bayside, a really good area for day and night food, drinks and boat trips.",8.0,April 2024,"May 5, 2024",King Room,4,Solo traveler,8.9
Wonderful,breakfast,"public area design, functional room though small, price",9.0,April 2024,"May 5, 2024",King Room - Bay View,1,Family,8.9
"Smart and efficient value, great for arena and bayside",Self service check-in won’t be to everyone’s liking but it works and there was a hotel person nearby if any problem,Right opposite the Kayser Arena and near Bayside. Smart and clean. Bar meal and drinks experience was efficient and the staff friendly as well as professional - they were happy to give advice when asked,9.0,April 2024,"May 2, 2024",King Room - Bay View,1,Solo traveler,8.9
"We had fun staying there! Very clean, convenient, colorful and cozy!",Awkward for friends with configuration of bed,So creative. Great staff. Convenient!,9.0,February 2024,"May 1, 2024",King Room,2,Group,8.9
A very easy and pleasant stay.,Rooms are tiny,Location and staff,9.0,April 2024,"April 26, 2024",King Room,1,Couple,8.9
Excellent place to stay.,,Very unique place and excellent amenities. Also great location,10,April 2024,"April 26, 2024",King Room,1,Couple,8.9
"Great, 2 day, relaxing stay!!","Though would stay here again, room sizes are on the small (which we knew going in), so not a local for long duration stays. Couple of nights works well so great for a 2 nights before a cruise (as we did)!","Staff were great to assist with any questions and check in was a breeze (love the DIY concept). Rooftop pool and overall area was awesome with great views and bar right there who looked after us!! Proximity to port of Miami was great and walking distance to great parks, walking trails, restaurants, bars and shopping. 

Would definitely stay here again.",9.0,March 2024,"April 26, 2024",King Room,2,Couple,8.9
"Great customer service, great location",,"My wife and I stayed here for two nights before and two nights after a cruise. Location was perfect for us, 5 minutes by Uber to the port terminal and an 8 minute walk to Bayside Marketplace. The hotel was very clean and had all the expected amenities, but it was the customer service that was really impressive. We came back from the cruise really early (9:30am) and we were allowed to check in right away with no additional charges (thanks, Brian!). Upon leaving, when we informed them that our flight was at 4:00pm, we were given a complimentary late checkout (thanks, Lucci!). It was great staying at a chill place where you won't be nickel-and-dimed. Recommended.",10,April 2024,"April 25, 2024",King Room - Bay View,2,Couple,8.9
Very nice and helpful staff with a cool overall environment at the hotel and rooms.,,Staff is really friendly and helps you out with anything you might need. The theme overall of the hotel and rooms is extremely nice. It was really cool how everything in the room could be controlled from an ipad,10,April 2024,"April 25, 2024",King Room - Bay View,1,Couple,8.9
Incredible,N/A,Staff was wonderful,10,April 2024,"April 24, 2024",King Room,1,Couple,8.9
"Great Location, Very Comfortable Room.",Nothing to mention.,"Great Location, Easy Check-in & out.
Room was comfortable, with all the amenities you need & had a great view of the port of Miami.
Close to bayside market.
Everything in the room was controlled by an ipad.",10,April 2024,"April 22, 2024",King Room - Bay View,1,Solo traveler,8.9
Exceptional,,"I just love CitizenM. whenever I stay at CitizenM in whole world, I have never felt disappointed. And this stay was no exception, Love this place",10,March 2024,"April 22, 2024",King Room - Bay View,2,Family,8.9
Exceptional,,"Perfect location, roof pool area is amazing, no beach needed.",10,April 2024,"April 20, 2024",King Room,7,Solo traveler,8.9
I keep coming back,"The rooms are very small, but very efficient with space. It's ideal for a solo traveler, but a little bit more challenging for a couple.",I've stayed at this hotel multiple times and always had good experiences. Reception was especially friendly and helpful on my most recent stay.,10,January 2024,"April 19, 2024",King Room,7,Solo traveler,8.9
I would visit again,,Amazing roof top pool. The rooms are very clean and comfy,10,March 2024,"April 19, 2024",King Room - Bay View,2,Couple,8.9
I had a very enjoyable time and this is all because my bed was comfortable and my room clean.,There was nothing I didn't like,Hotel cleanliness on entrance staff readily available if needed help to sign in.,10,April 2024,"April 19, 2024",King Room,2,Solo traveler,8.9
Exceptional,"After checking  in or if checking out, citizens (customers) and their luggage have to venture through a bar/dining/breakfast area to get to elevators to go to rooms .","Everything, like the room, was high-tech but easy to understand with  ipad controls.My city view was very nice . Love how everything was designed.lovethe security features and the features  in the room.",10,April 2024,"April 15, 2024",King Room,2,Family,8.9
"pool on top of bldg me/bar ..Sgsin food selection was minimal & horrible,& FROM NECT BLDGN EGGS were being t","Food selection was HORRIBLE,NO ORANGE JUICE,NO APPLE JUICE,Only had grapefruit/cranberry tht was available w/the breakfast …",location to port was good.Hotel Stmodphere was cute & Chic.,10,April 2024,"April 14, 2024",King Room,1,Couple,8.9
Staff were very nice,"While we were at the pool, eggs were thrown from the building next to the hotel. Didn’t seem like there was nothing done about it. 
Also, the cleaning of our room was scheduled to be cleaned only once throughout our stay.","The location, decoration, rooftop pool!!!",8.0,April 2024,"April 13, 2024",King Room - Bay View,4,Family,8.9
"It was a short stay because we were going on a cruise, but would definitely come back.",We did find the cocktails on the rooftop bar expensive.,The decor was great along with the atmosphere.  We found it centrally located and within a short walk to the outdoor marketplace.  Staff was also extremely helpful and friendly.,9.0,March 2024,"April 13, 2024",King Room,1,Couple,8.9
Exceptional,,the bed was great and the shower was also very good,10,April 2024,"April 12, 2024",King Room,2,Couple,8.9
