Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
"Great location, but needs to work out some kinks.","The iPad for controlling the room seemed cool, at first. But after awhile, it was a pain to change channels on the tv and other functions as the iPad was always in sleep mode. So you had to wake it up, go to the media setting, then change your channel. Also, it glitched once and needed a hard reboot. Also, the two channels I was mainly watching HBO and Times Warner (or such) both went out. Leaving me with only English news.",Great location. Super comfortable bed. Modern hip style.,8.0,June 2024,"June 20, 2024",King Room,3,Solo traveler,9
"Super nice room, value for money in a perfect location","Both male staffs I encountered during check in and check out were not friendly nor helpful, but the one female staff serving other guest next to me was very friendly and helpful. I guess it's a hit and miss thing.","The room is wonderful, love all the tech features, the bed is very comfortable, the pillow is amazing, The location is perfect. Would definitely come back and recommend this hotel",9.0,June 2024,"June 19, 2024",King Room,1,Couple,9
Great hotel will come again,Nothing,Fantastic location and very comfortable:),9.0,June 2024,"June 19, 2024",King Room,2,Solo traveler,9
Definitely I will introduce to my friends,Nothing,"Beautiful and full use of space 
Good sleeping area",10,June 2024,"June 14, 2024",King Room,1,Solo traveler,9
"My stay was marked by exceptional service, a vibrant and unique hotel atmosphere, will book again!","To be honest, the only minor issue during my stay was the noise from some lively kids next door, which wasn't the fault of the hotel. However, a quick phone call to the reception resolved the issue promptly. Apart from this small inconvenience, there was absolutely nothing to fault about the hotel. Everything else about my experience was delightful!","I recently had the pleasure of staying at a wonderfully located hotel in Malaysia, and it absolutely exceeded all my expectations! As a first-time visitor, its central location made it incredibly convenient to explore the must-see attractions around. Upon arrival, the self-service check-in process was a breeze, enhanced by the warm welcome from the friendly staff. The manager, Duncan, personally greeted me and even offered a refreshing welcome drink, which was a lovely touch.
The hotel itself boasted a cool, unique design that added an element of fun to my stay. Originally placed in a courtyard-facing room, I requested a switch to a city view, and they accommodated my preference immediately and without any additional charge. I was impressed by the cleanliness, safety, and overall friendly atmosphere of the hotel and their cool all-in-one touch system that sets the mood, TV, lighting, and temperature!
What truly set this hotel apart was the exceptional service, especially from a staff member named Eriq. Eriq was not only professional and knowledgeable but also genuinely caring. He went above and beyond by assisting me with a personal issue I encountered, which speaks volumes about his dedication to guest comfort.
I am already looking forward to my next stay at this hotel. For anyone seeking a clean, safe, and friendly place to stay in Malaysia, this hotel is a fantastic choice. Highly recommended!",10,June 2024,"June 14, 2024",King Room,2,Solo traveler,9
Wonderful,The breakfast wasn't quite what I hoped for but that is a personal preference and others loved it!,Almost perfect from start to finish location was fantastic and the staff were all very friendly would deffinetley stay here again.,9.0,June 2024,"June 14, 2024",King Room,2,Solo traveler,9
Everything perfect except the size of the room,Pity the room is so small. If you're staying longer than a day it might start feeling as a smart decorated prison cell.,"Actually everything is great about this hotel. The location, the high tech rooms, the public spaces, parking.",9.0,June 2024,"June 14, 2024",King Room,3,Couple,9
Clean modern inexpensive boutique hotel,"No kettle in room. 
Didn't answer e-mail.","Located next to Jalan Alor food street. 
Clean, chic, well-decorated, big common space.",10,June 2024,"June 8, 2024",King Room,2,Couple,9
Cool city stay.,,Cool space with friendly and really helpful staff. Breakfast was excellent and easy location to get about in KL.,10,May 2024,"June 6, 2024",King Room,1,Family,9
The Most Comfortable Hotel in KL,I wish they'll have more option for tit bits or finger food at the bar area.,"I would come again and again because of the comfy bed,good services and the vibes.
The breakfast is superb especially the nasi lemak sambal!",10,June 2024,"June 4, 2024",King Room,1,Family,9
Modern and exciting,Nothing,Nice,10,June 2024,"June 4, 2024",King Room,1,Couple,9
Unforgettable,Can't think of any! Overall is excellent.,"Our first experience w/ citizenM is a love at first sight! We were greeted by Kesh; excellent service. He is one of the ambassador, checked in was smooth, he is also a great chef! 

CitizenM is super cool w/ great decor, great team! Our room is super nice w/ smart embedded features and great bed. We slept like babies! Oh and we extended an extra night. Wanted to extended more nights, but it was at 100% occupancy. Will definitely come back, perhaps when we visited other countries too! 

Thank you to the team! Kesh, Duncan, Fiqah, Shida and the rest. Amazing job!",10,May 2024,"June 1, 2024",King Room,1,Couple,9
Exceptional,,"The beds are the super comfy. The location, Jalan Alor is just behind this property.  Dawat Restauran is just behind. It serves fabulous Indian food. Believe me, the cook cooks amazing food which I have seldom got in india",10,May 2024,"May 30, 2024",King Room,3,Family,9
Wonderful,"Their breakfast wasn't having enough options bit we stayed in KL for 5 days and only one day we tried. Rest of the days we went to Dawat restoran for brunch. They serve excellent banana leaf. Just try their chili chicken, mutton briyani, banana leaf,","The location, it's too good for INDIANS travelling to KL as there is a restaurant Dawat just behind the hotel which serves fabulous food. And cost wise also it is very reasonable.  The hotel in itself is good, the lounge area is one of the best. They have mac books on the first floor if somebody wants to work. Staff is also very friendly",9.0,May 2024,"May 30, 2024",King Room,1,Family,9
Perfect stopover hotel,Nothing,"Great hotel, rooms very modern and comfortable, and location next to the street food market was fantastic",10,May 2024,"May 30, 2024",King Room,1,Solo traveler,9
Exceptional,,"The whole smart control thingy just made things so easy to make us wanna stay longer.
Kinda like those Japanese traveller hotel but nicer and bigger.
Will continue to choose this hotel for future stays.
Food street - Jalan Alor is just around the corner thus no worries on food choices.
Shopping mall - Pavilion is also just around the corner. Like a 10 mins walk so all is good.",10,May 2024,"May 28, 2024",King Room,1,Family,9
All you need for a comfortable stay in KL,,"Very neat hotel, rooms and all facilities are crispy clean, the staff is welcoming and helpful, nice breakfast, reception is manned 24/7 for odd hour check-ins/check-outs and queries, great location with a short walk to MRT, a food street around the corner. The hotel definitely 10 out of 10!",10,May 2024,"May 22, 2024",King Room,4,Solo traveler,9
Exceptional,"A little space in the room but it compensated with huge lobby,so no problem for short stay.","Comfortable matras, big window in rom, remote controlled lights and climat. Comfortable lobby where you can work",10,May 2024,"May 20, 2024",King Room,2,Couple,9
Wonderful,,Location and service,10,May 2024,"May 18, 2024",King Room,1,Family,9
"Comfortable, very good location","No coffee/kettle in room, very limited food wise for vegetarians","Very comfortable room, good location.",8.0,April 2024,"May 14, 2024",King Room,2,Solo traveler,9
Definitely recommended to stay here,Nothing. Everything is perfect,"It was amazing! The room is a bit smaller but kudos to the team for knowing on how to decorate the room and make it comfortable for us to stay. The location is also convenient as it is just a walking distance to Jalan Alor, and quite near to any public transportation should we need to go anywhere.",10,May 2024,"May 6, 2024",King Room,2,Couple,9
Wonderful,Room too small for two people; demeanor of one particular reception staff,Smart-home system; tidiness,9.0,May 2024,"May 6, 2024",King Room,2,Couple,9
Wonderful,The plugs were really far from the bed,The bed was soooo comfortable and big,9.0,May 2024,"May 5, 2024",King Room,1,Couple,9
Exceptional,Check in time,Everything,10,April 2024,"May 5, 2024",King Room,1,Couple,9
Perfect!,,"Extremely clean, comfortable and modern",10,April 2024,"May 4, 2024",King Room,3,Couple,9
Nice stay !,Nothing I could thing of.,Perfect location to visit KL. The interior design of the lobby is one of a kind. Art lovers would like this place. All the staff members were welcoming and willing to help.,9.0,May 2024,"May 3, 2024",King Room,3,Solo traveler,9
Gem in Kuala Lumpur,,The vibe of hotel,10,April 2024,"April 28, 2024",King Room,1,Solo traveler,9
Exceptional,The water in the bathroom drains slowly so it sometimes overflows when opening the door,"This is wonderful experience! It’s a smart room, you can control everything in room only via an ipad was set up in the room. The bed is soft and comfortable, it is also next to the window, so the view is very nice",10,April 2024,"April 28, 2024",King Room,1,Couple,9
Recommend 100%,Nothing,Great Location.  Great Staff.  Great Accommodation. Great Shower. Clean and ideal.,10,April 2024,"April 26, 2024",King Room,2,Couple,9
Short stay worthwhile,They did not fix the air conditioning at the lobby for 2 days. Its quite uncomfortable especially with our baby,Location of the hotel is quite good. Love the bed and ipad. The view from our room  was great,8.0,April 2024,"April 24, 2024",King Room,1,Family,9
we love it!,"when arriving in pouring tropical rain, with all of our luggage, it was late and the main entrance was locked. since there were two staff members at the front desk, i would expect them to open the doors for us before we were trying to open the closed doors","top hotel; great rooms, looks and beds are best you can get.  costs a little more, but it's worth it. my kid is crazy about the design and dreams for his own room to be like that.",10,April 2024,"April 22, 2024",King Room,1,Family,9
Good overall,"Ipad to control everything is good however when it doesnt work, which happened, it is annoying","Clean, comfortable",8.0,April 2024,"April 13, 2024",King Room,3,Couple,9
"Lovely short stay at CitizenM, will definitely come back.","Nothing for us but the bed position can be a little tricky for some as it's against the window and takes the whole width of the room, there's no walking space around the bed, however that's the best set up of small room + huge bed.","Excess our expectation base on ""you get what you pay for"". 
Very clean and quite room, SUPER large and comfy bed/pillows/linen (I miss these the most when we leave :)).  Small room but there are enough space for luggage and things (we travel light).  Love the block out blind and room temperature setting as well.
7/11 is next door and Jalan Alor Food Street is just at the back corner of the hotel's block.  Short walking distance to Berjaya shopping mall, can be little bit tricky navigate with Google map at first.
Lovely art display and library at reception.",10,April 2024,"April 11, 2024",King Room,3,Couple,9
Very Good,It is like 20mins walking to the malls.,"Value for money
Good location
Helpful staff
24/7 service
Keep luggage when you are away.
Clean and comfy rooms
Everything in your room is Controlled by the tablet in your room.",8.0,March 2024,"April 9, 2024",King Room,7,Couple,9
Very Good,,The staff were very friendly. The room was small but comfortable. The shower was hot and powerful.,8.0,February 2024,"April 3, 2024",King Room,1,Family,9
Nice stay at KL,"TV channels didn't work properly, but it was not a problem for me.
There was no replacement for breakfast.","Nice decoration and modern concept.
It's much of a self-service system.
Very interesting auto check-in system.
Room automation and lighting system are cool.
Excelent location.
Good breakfast, but there is no replacement , so if you go for a late breakfast, you may not find all options like scramble eggs. 
It is a small room,  but enough for us.",10,April 2024,"April 2, 2024",King Room,4,Family,9
"Beautiful arty hotel, cozy and fun, in a central location",Nothing,"Everything !! :) first the lobby is amazing, full of arty pièces which we love. The room is small but comfortable, and fun with the colored lighting. 
The staff was very welcoming and nice, and the location of the hotel is very good, close to the main spots (by grab or 15-20 min walking from Chinatown bars). We also loved their humor on the toilettries :) Excellent value for money !",10,March 2024,"April 1, 2024",King Room,1,Couple,9
THE BEST FOR PROFESSIONAL TRAVELLERS,NON,EXCELLENT MANAGEMENT AND SERVICE,10,February 2024,"March 30, 2024",King Room,2,Solo traveler,9
Exceptional,,Great,10,March 2024,"March 29, 2024",King Room,4,Couple,9
amazing trip,nothing,Beautiful decoration. Friendly Staff. Fast Check-in system.,10,March 2024,"March 26, 2024",King Room,2,Couple,9
Wonderful,No food room service,Hotel staff was extremely nice!,9.0,March 2024,"March 24, 2024",King Room,4,Group,9
"Excellent, book if you're in the area.",,This is a really brilliant little hotel in an excellent location. We were able to walk to the Pavillion Mall (one of the area's most trendiest malls with superb food courts and shopping experience). The staff in this hotel were exceptional. They really looked after us and when we noted we had an early morning excursion they made sure breakfast was available so we could have some before departing! Thank you for this. The hotel is clean and branding is spot on. Really enjoyable place to stay.,10,February 2024,"March 23, 2024",King Room,3,Couple,9
Great stay!,Tight space but we like it.,"It was clean, smelling nice, no humidity!",10,February 2024,"March 15, 2024",King Room,2,Couple,9
A night in the future,,"Nice minimalist modern rooms.

Loved the cuddly toy and the moods for the room!",10,March 2024,"March 11, 2024",King Room,1,Solo traveler,9
Wonderful,Breakfast can be improved.,Cleanliness/hygiene well maintained.,9.0,March 2024,"March 8, 2024",King Room,3,Family,9
Exceptional,,"Super cool location, I’d definitely recommend for stay in KM. It’s easy to get there and the location is nice to explore the city. The room was super clean with funny texts all around. The breakfast was diverse and personal really friendly and helpful",10,February 2024,"March 3, 2024",King Room,1,Solo traveler,9
Very delightful stay...will defitely recommend to friends amd family,,High tech,10,February 2024,"March 1, 2024",King Room,2,Solo traveler,9
Awesome Stay at CitizenM KL! We will come back,,"I was really excited for our stay at CitizenM and it did not disappoint! I cant wait to stay at another CitizenM on our next travels. The room was functional, well thought out, clean and comfortable. It was just enough space for our family of 3. The hotel was just a 15 minute walk to China Town, which was an area we loved to explore in KL. They offered breakfast & coffees in the lobby, and it was yummy, plentiful and well worth the price. They also offered great barista services, with multiple milk options which was helpful to me! Daniel was our main guy at the Front Desk. He was just awesome.",10,February 2024,"February 28, 2024",King Room,3,Family,9
Exceptional,,Rooms were noc and clean,10,February 2024,"February 26, 2024",King Room,3,Couple,9
A modern high tech hotel with an amazing staff :),"There is nothing, really!","I really appreciate the support I received from all staff of the CitizenM hotel. All my questions were answered, and I am so very grateful for the kindness, hospitality and professionalism of staff. Thank you!
I would like to add that my room was always cleaned; towels and bed sheets were changed on a daily basis. It's all about perfection :) 
It is also worth noting that a co-working space has absolutely exceeded my expectations. If you have to study, work or even prepare for an exam during your stay in KL, this place is for you!",10,February 2024,"February 22, 2024",King Room,4,Solo traveler,9
Comfortable stay,,Strategic location …walking distance to tourism sites,9.0,February 2024,"February 22, 2024",King Room,2,Family,9
Wonderful place and retreat in the hustle and bustle of the city.,Ventilation in the room blows directly onto bed.,"Very modern, clean, hip design. Cool tech environment.",10,February 2024,"February 19, 2024",King Room,3,Couple,9
"I spent two days and during my stay there, staff were smiling every time, what a good service I saw. Really appreciate y",Great and clean property,Hotel and everything,10,February 2024,"February 15, 2024",King Room,1,Solo traveler,9
Exceptional,Breakfast spread is same for everyday,Very smooth check-in/out process. Smart-tech room,10,February 2024,"February 13, 2024",King Room,4,Couple,9
Best place for solo travelers.,,"Environmentally cozy, big work/study place, and high tech room system. Worth staycation.",10,February 2024,"February 12, 2024",King Room,1,Solo traveler,9
Good value and great staff.,Shower is small. Location a bit hard to find off metro.,Location and staff are great. Always willing to help. Modern and comfortable rooms.,9.0,January 2024,"February 7, 2024",King Room,1,Solo traveler,9
Best place to stay,Nothing. Everything was great.,"This hotel was one of the best that I stayed it. For the price, I feel it exceeds what you expect. Everything was clean and modern. It was so close to the night market so it was perfect to walk over there for dinners. Right next to the hotel is some convenience stores so easy to pick up water and snacks if needed.",10,January 2024,"February 2, 2024",King Room,3,Group,9
Wonderful,,"The staff was very friendly, the rooms were very clean and the breakfast was fine.",9.0,January 2024,"February 1, 2024",King Room,3,Solo traveler,9
No complaints and will stay again,Rather small toilet (but still value for money),Facilities were very modern and clean. Friendly concierge.,9.0,December 2023,"January 26, 2024",King Room,1,Family,9
New favorite hotel in Malaysia!,"Breakfast selection is OK. expensive for what it is I think. 
i hope you will offer a shuttle going to the MOTOGP as well or at least a contact where your guests can get to the track easily and going back to hotel after the race.","I love the bed and pillows! So comfortable! 
The shower is just the right size. well thought of the space! i will definitely be back. Location is very near a 24h convenience store and Jalan Alor street foods!",10,November 2023,"January 25, 2024",King Room,5,Couple,9
"All in all, it’s a good hotel in KL and worth to be here once again.","Room card is not enough sensitive to unlock the elevator .
No slipper in the room.
Shower room drain is a slight bit jam.","Modern technical all-in-one controller which controls air conditioning,light,curtain and blind. 
Room is quite clean and has a big bed with a city view.
Good location near by the night market.
All in all, it’s a good hotel in KL and worth to be here once again.",10,January 2024,"January 21, 2024",King Room,2,Solo traveler,9
Great comfortable stay,-,"We had a one night layover in Kuala Lumpur and decided to go for Citizen M as we had a good experience with the one in Paris. It did not disappoint, the room was clean, had everything we needed, and the bed and pillows were very comfy.",10,January 2024,"January 19, 2024",King Room,1,Couple,9
Exceptional,,"Everything is great, but the lobby is outstanding, it basically doubles as a coworking space.",10,January 2024,"January 17, 2024",King Room,2,Solo traveler,9
Wonderful,All good!,"Clean comfortable room, friendly staff, perfect location!",9.0,December 2023,"January 10, 2024",King Room,3,Couple,9
Great comfort for a great price,,"Just like any other CitizenM, great comfort for a good price",10,January 2024,"January 9, 2024",King Room,1,Couple,9
Clean and comfortable,"I would have given this hotel 10, but deducted 1 for the annoying tablet that controls everything - every time you want to change lights, blinds, air con you have to wait a few seconds for it to start up. Also couldn't fathom how to switch on just the bathroom light, so expect to wake your partner up if you go to the toilet at night.","Clean, modern, huge comfortable bed. Clever use of space so tiny room didn't feel small. Location is not bad but with hindsight I'd have tried to get nearer sentral for the transport links. There is a launderette around the corner (I looked at the hotel's service but it would have been cheaper to buy new clothes)",9.0,January 2024,"January 7, 2024",King Room,3,Family,9
Beautful stay,"No 
Every thing was perfect","The hotel was spotless , the room was lovely the bed is big and comfy 
I'm in a wheelchair and was so please i could get around the hotel with no issues 
The staff were so accommodating my husband enjoy breakfast every morning there was  a lovely Young lady 
Her name was fiqah i asked her for her name to thank her personally for our lovely stay , she was so happy and said she was one of they mangers  her  English was so fluent 
Make sure you don't loss her , she's that nice if I had a business in kuala Lumpur i would difinitely
Head Hunt her 
Thankyou to all staff for making our stay so perfect,",10,January 2024,"January 6, 2024",King Room,3,Family,9
Best Hotel in KL.,Smaller rooms.,"Great location. Great service. High quality all around. Modern rooms and feel. Buffet breakfast is really good. Near the food street, close to KCC Park, Petronas Towers, Pavillion Mall,  easy access to local sights.",10,January 2024,"January 6, 2024",King Room,1,Family,9
Excellent stay,Paying extra for taxes - was a surprise,"Good location, hipster decor, excellent breakfast",9.0,December 2023,"December 29, 2023",King Room,2,Couple,9
Exceptional,,Modern and clean place with great market nearby…,10,December 2023,"December 22, 2023",King Room,2,Couple,9
(9.5/10) 0.5 deduct from car park,Parking lot design is too small to accommodate lower vehicles. It make the scratched for my car base.,"The interior design is very good. Clean and comfortable. Honestly, that's pretty good for the price and get this condition of hotel. Very Recommend Hotel to stay.",10,November 2023,"December 17, 2023",King Room,3,Couple,9
Great value and location,Nothing,"Location is great, just around the corner from the foodie delights of Jalan Alor.

Staff were friendly and helpful. When allocating the room they ensured that my request for a quiet room was fulfilled by giving me one overlooking the inner courtyard.

The room (510) was large and modern. The bed was huge and so cosy. Everything was controlled by an i-pad. Large TV with potential to cast from your phone.

Loo and shower behind frosted glass and sink in main room. I found this set up a little disconcerting until I realised that there is a curtain separating the bathroom element of the room for privacy.

Everything was spotlessly clean in the room and also in the common areas of the hotel. There are comfy seating areas and tables for working on in the ground floor area.

Very good value hotel and would not hesitate to return here when next in KL.",10,December 2023,"December 15, 2023",King Room,1,Couple,9
Wonderful and I am definitely coming back again!,None I can think of.,"Modern, clean, funky and well situated just on the fringe of KL city. Close to lots of eateries and the Pavilion shopping mall, easily accessible.",10,December 2023,"December 15, 2023",King Room,4,Solo traveler,9
Exceptional,,Everything was perfect. The room matches the photo.,10,November 2023,"December 5, 2023",King Room,7,Couple,9
I love this hotel. Great location. Lovely Staff and beautiful food,,"Beautiful decor, really cool. Great location for Central with a lovely food market around the corner.",10,November 2023,"November 30, 2023",King Room,2,Solo traveler,9
Clean comfortable stay in the heart of KL,,"Clean, comfortable stay in the heart of KL. Small room but very well designed and sufficient space with all that we needed.",10,September 2023,"November 28, 2023",King Room,3,Family,9
Staff is wonderful.,The size of the room. The orientation of the bed was kind of awkward as your roommate would have to climb over you to go to the bathroom. Ended up changing the orientation ourselves.,"The staff is extremely nice. Coffee is very good. Public space is comfortable, rooms are smaller than I expected. Very high tech. Environment controlled by iPad with your name. View is great. No other buildings peering into this building.",9.0,October 2023,"November 16, 2023",King Room,2,Family,9
Great place for someone looking a quiet room in Kuala Lumpur,Nothing.,"The main thing I was looking for was a quiet place and it was really quiet. 
Check In / Check out process very easy, saves the time.
Clean hotel, friendly staff.
Recommend.",10,September 2023,"November 13, 2023",King Room,2,Couple,9
Exceptional,,Location and decoration,10,October 2023,"November 13, 2023",King Room,1,Couple,9
Modern and comfortable,"The day I checked out, I asked to rent a towel so I could shower after check-out (my flight was late that day, and I would wait 30 hours for my next shower) but was denied. I understand they didn't have to, but was expecting a bit more or hospitality. There's a shower on the second floor and I'd pay for the towel. But I understand as well.","Modern, clean, comfortable hotel. Amazing room and ambience - this is not of those that pretend to be cool but are bad. They are great!",9.0,October 2023,"November 2, 2023",King Room,2,Solo traveler,9
