Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Very pleasant,I couldn't sign up for late check out when I arrived or the night before.,"It was very clean, quiet, with good AC",9.0,May 2024,"June 6, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.1
"Good location and clean hotel, with big rooms",Nothing,"It's a very clean and nice hotel, close to the airport (like 5 minutes drive) and that was important for us. It looks like everything is brand new.",9.0,May 2024,"June 3, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Overall it was a very nice hotel and we had a good stay there.,We found that the breakfast could have variation,We love the location and the travel service( port of miami and airport shuttle). And the employees were very nice.,8.0,May 2024,"June 3, 2024",King Room - Accessible/Non-Smoking,2,Couple,8.1
Great stay and shuttle to airport. Clean and comfortable.,Better coffee at breakfast bar.,"Very easy to reach Miami Airport, using the hotels airport shuttle service.  Very comfortable beds. Will use whenever we need a hotel before or after a trip using Miami airport.",9.0,May 2024,"June 3, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Very Good,,Love the location and convenience. And they had a shuttle to the cruise port.,8.0,April 2024,"May 24, 2024",King Room - Non-Smoking,1,Solo traveler,8.1
Very Good,,Nice facilities with a lovely rooftop pool area a short walk from dining and within sight of the airport.  Staff was friendly and efficient.,8.0,April 2024,"May 18, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.1
A good hotel,Nothing in special.,It has large rooms and a very good structure. The breakfast is OK.,9.0,April 2024,"May 13, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
I’ll definitely stay here again. Close proximity to airport. Fairly spacious clean well lit room. Go,"No shuttle to mall..,very disappointed.","Great breakfast. Clean, smart room",8.0,May 2024,"May 12, 2024",King Room - Non-Smoking,1,Solo traveler,8.1
Wonderful,breakfast,transporte al aeropuerto,9.0,May 2024,"May 12, 2024",King Room - Accessible/Non-Smoking,1,Solo traveler,8.1
Wonderful,,"Elegant  place, clean, comfortable, Perfect location for our trip. Decent breakfast. Staff people were kind.",9.0,May 2024,"May 7, 2024",Queen Room with Two Queen Beds - Non-Smoking,4,Family,8.1
Good time,,Convenient location,8.0,May 2024,"May 6, 2024",Queen Room with Two Queen Beds - Non-Smoking,5,Couple,8.1
The stay was great: we were in a great location for cruise ship. They do have shuttle service but if you need it to the,"The property it self was great. Only thing is, people who are arriving early like for a cruise the next or anything like that, it might be best to schedule your flight close to check in. Because they won’t have room for early check in. But they do hold you bags in the mangers office if you would like to arrive early and leave the property to explore Miami. It’s free.",Property was nice and clean. Quiet when time to sleep. Great breakfast and amenities.,8.0,April 2024,"May 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Very Good,Location,,8.0,March 2024,"May 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Nice place to stay with a good location to the airport,"The two washing machine/dryers were intermittently working so needed to go between floors to use guest laundry, but was able to do our laundry in an evening.",Very nice place to stay. Modern and clean. Comfortable beds. Free parking onsite. Pool was available for use with plenty of towels and lounge chairs. Nice breakfast options. We didn't mind the noise in the evening/mornings of the planes landing and taking off as this is located next to the airport. We appreciated watching all the planes. In walking distance to lots of food options.,8.0,May 2024,"May 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.1
Excellent location and very clean,Limited breakfast selection. Not enough luggage carts,Very clean and comfortable beds,9.0,April 2024,"April 27, 2024",King Room - Accessible/Non-Smoking,1,Group,8.1
Wonderful,"No bottled water in room, all vending machines were out of water. Went down to lobby to buy water and was more money than vending machines was for same thing",Most everything was great,9.0,April 2024,"April 24, 2024",King Room - Accessible/Non-Smoking,1,Couple,8.1
Wonderful,Its a little far from everything else.  No main roads nearby ( walking distance).,I loved the FREE shuttle from the airport and the ports as I was catching a cruise ship. Also the FREE breakfast was a Bobby's as well.  Very clean and comfy.,9.0,April 2024,"April 23, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.1
Wonderful,The free breakfast was ok.,The staff is super friendly and very accommodating. The room was really nice and the beds were really comfortable.  The shuttles to the port and airport were really helpful.,9.0,April 2024,"April 17, 2024",King Room - Non-Smoking,1,Couple,8.1
"It was our first time in Miami, but it won’t be our last; cause we’re coming back.",Nothing,Location & Cleanliness,9.0,April 2024,"April 12, 2024",King Room - Non-Smoking,4,Couple,8.1
Very good.  Helpful staff,Maybe have some bacon,Eggs and sausage.,9.0,March 2024,"April 9, 2024",King Room - Non-Smoking,1,Couple,8.1
Very Good,Shuttle sold out to get to port had to pay nearly $30 to get there I wasn’t expecting. Not able to book in advance,"Friendly, clean and easy to get to Port of Miami from",8.0,April 2024,"April 7, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Wonderful,,"Staff, close to airport, shuttle",9.0,February 2024,"April 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.1
very good,not machine coffee,the location,9.0,April 2024,"April 2, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.1
Very Good,Breakfast could have been fresh. Items were stale. Shower was not functional enough. It was clogged,Cleanliness and shuttle to cruise port,8.0,March 2024,"April 2, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Wonderful,The air conditioner in the room could be a little quieter.,I love the friendly staff and the location to the airport and the seaport.  The free shuttle to the seaport was a plus.,9.0,March 2024,"April 1, 2024",King Room - Non-Smoking,2,Couple,8.1
Excellent facility for traveling at the Miami Airport,Infrequent hours for catching the shuttle to the airport.  Should be 24/7 due to variable flight departure times.,Breakfast was excellent and ready in time for us to catch the 6 a.m. shuttle,9.0,March 2024,"April 1, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Very Good,The continental breakfast doesn't begin until 7 am.  It would be better if it began at 6 am as it does in some places.,The room was clean and the pillows were better than in most hotels.,8.0,March 2024,"March 30, 2024",King Room - Non-Smoking,1,Couple,8.1
Convenient for an overnight stay before a cruise. Skip the breakfast and eat when you board your ship.,"Breakfast was not good. The coffee was undrinkable, cold eggs, and the sausage made me ill.",The shuttle service was a great benefit. They picked me up at the airport and then took me to the port the next day.,8.0,March 2024,"March 29, 2024",King Room - Non-Smoking,1,Solo traveler,8.1
Very Good,,Cleanliness. Tasty Breakfast,8.0,March 2024,"March 29, 2024",King Room - Non-Smoking,1,Solo traveler,8.1
Very Good,Limited breakfast.,Pleasant staff,8.0,March 2024,"March 21, 2024",Queen Room with Two Queen Beds - Accessible/Non-Smoking,1,Couple,8.1
Wonderful,,Breakfast,9.0,February 2024,"March 21, 2024",King Room - Non-Smoking,1,Couple,8.1
Comfort Inn is Comfortable and affordable and there are so many locations to choose from,,The continental breakfast was as good as can be expected. Location of it in the hotel was ideal.,9.0,March 2024,"March 21, 2024",King Room - Non-Smoking,1,Group,8.1
Wonderful,,"Thankful for the excellent convenience of the shuttle rides. 
The breakfast was great.",9.0,March 2024,"March 20, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Wonderful,I can't fault it,"It was clean ,comfortable and close to airport and only 20 min from downtown",9.0,February 2024,"March 16, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.1
Nice and clean,"With being close to the airport it was noisy by the pool area.  When planes were taking off it was hard to talk with the person next to you, but it is the trade off for being nice and close to the airport.","The hotel was clean and close to the airport.  We were flying out later in the afternoon with young children, and we were able to use the pool area until our departure time.  It was nice to have a light breakfast at the hotel.",9.0,March 2024,"March 16, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Wonderful,Nothing,Very  comfortable bed friendly helpful staff,9.0,February 2024,"March 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Wonderful,,"The bed was VERY comfortable, outdoor elevated pool was pleasant, modern decor. Food : Walk one block to nice Subway sandwich restaurant or several restaurants deliver.
Free shuttle from Airport.",9.0,February 2024,"March 3, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Very Good,,Everything good.,8.0,February 2024,"March 1, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Enjoyable only marred by my leaving some of my clothes and a book behind,No bar or restaurant although appreciate most people only stay one night pre cruise or flight,"Location, included breakfast and unlimited coffee in the lounge area plus the cruise shuttle and staff were great",9.0,February 2024,"February 29, 2024",King Suite with Sofa Bed - Non-Smoking,3,Couple,8.1
Happy with my accommodation and choice,"That there isn't a bar.
Once you give your card details, even though I paid upfront a few months ago. Little amounts came out of my bank account each day, but this wasn't explained to me at the time of checking in. 
This would have saved me uneccsasary worry. I knew about the 250-pound hold a week before. Unfortunately, at a previous holiday destination, this happened to me before with the little amounts going out of my bank account, but on that occasion, this was stolen from my account. Hence, my worry.","The room was very fresh and clean. Had everything we needed.
As soon as I walk into the hotel, you notice how nice it smelt and how clean it was. The staff are friendly and they acknowledged you from the cleaning staff, Receptionist or Security.
Breakfast is included in our price and the choice of food was reasonable.
Originally, I was a bit worried before we got to the hotel as I had read the other reviews, which weren't favourable to this particular hotel.",8.0,February 2024,"February 24, 2024",King Suite with Sofa Bed - Non-Smoking,3,Family,8.1
I would definitely book again but find my own transportation from the airport.,Waiting a very long time for the airport shuttle to pick us up at the airport and having to stand up while the driver raced in and out of the Miami traffic.,"The staff was amazing, always polite and helpful. The rooms were clean and the bed super comfortable.",9.0,February 2024,"February 21, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
It was worth the money.,There were no options within walking distance for meals.,Breakfast was okay. I liked the strawberry waffle but it was only available one day.,9.0,February 2024,"February 18, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Couple,8.1
Great airport hotel. Very comfortable,The overuse of single use plastics,Proximity to the airport and very comfortable bed,9.0,February 2024,"February 18, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Wonderful,"A  reconexão wifi é sempre a pedir a password,",,9.0,February 2024,"February 13, 2024",King Room - Non-Smoking,3,Couple,8.1
Great,,We appreciated the shuttle service from the airport and also to the cruise ship.,9.0,January 2024,"February 13, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Wonderful,Rooms were not adjoining as promised by confirming email. Shuttle to pier was a little confused with very limited with times.,Rooms were cleaned and comfortable,9.0,February 2024,"February 12, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Everything was nice nice and clean and most of the staff was friendly,The breakfast was not good. One shuttle driver was quite rude. Everyone else was great though.,Everything was nice nice and clean and most of the staff was friendly.,8.0,February 2024,"February 8, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.1
It was fine.,,We were going on a cruise the next day. We particularly appreciated the free shuttles: from the airport to the motel and the shuttle to the cruise port.,9.0,January 2024,"February 1, 2024",Queen Room with Two Queen Beds - Accessible/Non-Smoking,1,Couple,8.1
The Comfort Inn was the perfect choice and exactly what we needed.,"There aren’t many restaurants nearby, and it’s not a location I would feel comfortable walking around in.",The location was convenient for a one night stay before boarding a cruise. I liked that the hotel provided both an airport shuttle and a shuttle to the cruise ship port.,9.0,January 2024,"February 1, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.1
Wonderful,,It was okay.,9.0,January 2024,"January 29, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Great place for overnight stay to go on cruise,Few healthy eating options within walking distance,Close to airport. Decent breakfast. Loved shuttles from airport and to port,9.0,January 2024,"January 28, 2024",King Room - Non-Smoking,1,Couple,8.1
Wonderful,,Great location,9.0,December 2023,"January 25, 2024",King Room - Non-Smoking,2,Couple,8.1
Good place to stay,"Housekeeping was not friendly. Also, they started to clean our room while we were at breakfast, then left and never returned.",Free shuttle service was awesome. Good location.,8.0,January 2024,"January 24, 2024",King Room - Non-Smoking,3,Couple,8.1
Best place to stay for cruising,Everything was great.,The location was perfect. Staff was friendly and the shuttle service made it so easy and stress free,9.0,January 2024,"January 23, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Group,8.1
Very Good,We arrived a little after midnight. The free shuttle from the airport ended at midnight. We had to take an Uber to the hotel.,,8.0,January 2024,"January 17, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Wonderful,"Wish shuttle was 24/7 and that they had breakfast to go for early flights 
Wifi did not work in the room - had to go to the lobby",Close to airport,9.0,January 2024,"January 17, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Wonderful,nothing,It was clean and staff was friendly.,9.0,December 2023,"January 15, 2024",King Room - Non-Smoking,1,Couple,8.1
Excellent facilities and a competent and courteous staff,no comment,Breakfast was very good.,9.0,December 2023,"January 13, 2024",King Suite with Sofa Bed - Non-Smoking,1,Couple,8.1
Wonderful,,Extremely comfortable modern and clean,9.0,January 2024,"January 11, 2024",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Short but sweet stay.,"My daughter was reeeeeally looking forward to having bacon as part of her breakfast, (as we don't have it at home) and it was not a part of the offerings so she was disappointed. 

I am used to housekeeping staff to knock at least twice announcing themselves before attempting to enter. The lady who came to our door almost barged right in except for our door stop halting her. It also caused some damage to the door.","The bed was ridiculously comfortable. I really wanted to stay longer.
Shuttle service to the airport is always a plus!",9.0,January 2024,"January 8, 2024",King Room - Non-Smoking,1,Family,8.1
I had a wonderful stay - super clean and super comfy!,,The location was perfect for me - not far from the airport at all. I also liked the area - nice and quiet. The room was so comfortable that I spent most of my second day lounging and snoozing. I would definitely stay here again!,9.0,January 2024,"January 5, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Solo traveler,8.1
We had a family cruise and decided we were so close to New we would stay until the first. Comfort Inn provided us a safe,There wasn’t much around it less than a mile walking distance so if you don’t have a rental car prepare to Uber/Lyft if you need something other than breakfast.,It was a fairly new building and pretty clean. It was located close enough to the airport that we didn’t worry about traffic going back to go home.,8.0,January 2024,"January 2, 2024",Queen Room with Two Queen Beds - Non-Smoking,2,Group,8.1
wonderful despite minor issue that was over come,"the hotel could included a Uber service or a link to an Uber service for people who do not have the app, or who credit cards was not accepted. Even more information of how to get the bus service.","Breakfast could of included more for veggie people, not everybody eats pork or eggs (beef or chicken), breakfast was the same every day. the location was not bad.",8.0,January 2024,"January 2, 2024",Queen Room with Two Queen Beds - Non-Smoking,7,Family,8.1
4,"The man who took us to the airport in the shuttle was rude, and he even dropped us off in the wrong place at the airport, so that spoiled our trip.",The customer service st the kobby was very good.,9.0,December 2023,"December 29, 2023",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.1
Wonderful,,Very nice and friendly person!,9.0,December 2023,"December 28, 2023",Queen Room with Two Queen Beds - Non-Smoking,2,Family,8.1
One of the best airport hotels I’ve ever been in. Nick at the front offered great service.,Location,How well appointed it was.,9.0,December 2023,"December 23, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
I will definitely like to stay here again,Just got in,Clean,9.0,December 2023,"December 20, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Family,8.1
Nice place. It’s my go-to when traveling into Miami.,"1st night was a reasonable price, I guess because it was weekend I needed to check back in for another night and the price when up $60 more per night! Too expensive for me so went to another hotel the next night.",So appreciate the bus shuttle from the airport. Free continental breakfast- nothing special but great to feed the family. Very clean and nice modern accommodations.,9.0,December 2023,"December 17, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Wonderful,,Shuttle service to Port of Miami and Airport,9.0,December 2023,"December 15, 2023",King Room - Non-Smoking,1,Family,8.1
2nd time there and will use again,Better communication about the shuttle to the cruise line. It was late and there was a perception that we all wouldn’t make the 10:30 bus until another van arrived,Breakfast was great and the shuttle timely,8.0,December 2023,"December 13, 2023",King Room - Non-Smoking,1,Couple,8.1
Very good... kudos...,Nothing,The lady at the reception was very personable. This initial welcome was one of the many things that made our stay so enjoyable,9.0,November 2023,"December 9, 2023",Queen Room with Two Queen Beds - Non-Smoking,2,Couple,8.1
Excellent,,The breakfast was the only non-excellent feature but it was okay. Everything else was excellent.,9.0,December 2023,"December 8, 2023",Queen Room with Two Queen Beds - Non-Smoking,2,Solo traveler,8.1
Very nice except for the free shuttle,The airport shuttle was very very slow. When it did show up it was full. We ended up taking a taxi. The taxi driver (blue taxi) tried to rip us off by charging $199 to my credit card instead of $35 he quoted. Watch out for these drivers!,The beds were extremely comfortable. It was close to the airport.,9.0,December 2023,"December 7, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Wonderful,,Shuttle service and location,9.0,November 2023,"December 6, 2023",King Room - Non-Smoking,1,Couple,8.1
Very enjoyable stay,,"Excellent staff, good transfers from the airport and to Miami port.",8.0,November 2023,"December 4, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
"Nice place to stay for a day or two. Very clean, front desk staff was very friendly and helpful.","There was no bacon, bagels or gravy. Mainly the breakfast selection was very limited.",It was pretty quiet. The view was nice.,9.0,November 2023,"December 3, 2023",King Room - Non-Smoking,1,Couple,8.1
"Good location, very clean. We woke up very early so can’t review the breakfast.",Nothing,Everything,9.0,November 2023,"December 2, 2023",Queen Room with Two Queen Beds - Non-Smoking,1,Couple,8.1
Wonderful,,"Friendly staff, shuttle to cruise port.",9.0,November 2023,"December 1, 2023",King Room - Non-Smoking,1,Family,8.1
"For the cost, location, and convenience, we would stay here again.","We thoroughly enjoyed the property, very convenient and modern interior. While staff were helpful, first you had to find them. Phone would ring off the hook, many times, and frequently no one was at the desk at all. The breakfast food was just so so. There was over an hour left in the breakfast. But there was a lot of food not being restocked. We had to wait a while for items to come out. Nothing in the cold refrigerator like eggs or yogurt. Just empty.","Located in a great part of the city, offered shuttle services between the hotel and airport, and the hotel and Cruise terminal.",8.0,November 2023,"November 30, 2023",King Suite with Sofa Bed - Non-Smoking,1,Couple,8.1
Very Good,,"Short drive from the airport, free airport and port shuttle, spacious room, free breakfast",8.0,November 2023,"November 30, 2023",King Room - Non-Smoking,2,Couple,8.1
"Overall, the state was great. The beds were comfortable and clean. However, I really did not like that. It took about 5-",It took forever for the water to heat up. That I had to keep asking for garbage bags and towels. I also had to keep going downstairs just to get the towels instead of room service coming to me.,"I like that the beds were comfortable and everything was clean. Also, I love is available 24 hours a day.",8.0,November 2023,"November 25, 2023",Queen Room with Two Queen Beds - Non-Smoking,4,Family,8.1
It was good I must say but  do something with the breakfast menu.,,Breakfast was good but you need to change the menu please. Same thing for the 3 nights I was there it was a turn off,8.0,November 2023,"November 23, 2023",King Room - Non-Smoking,3,Couple,8.1
Excellent Stay,N/A,Breakfast was decent. For Multi-day guests it should switch up a little with the protein options. But overall appreciated.,9.0,November 2023,"November 22, 2023",King Room - Non-Smoking,1,Couple,8.1
"Great stay, very happy the staff was very aware of cruise and made sure we were on the early shuttle","It was very good, could have a better explanation of where the shuttle pick up was located.",We were going on a cruise the next day and I was very happy with the free shuttle service.,8.0,October 2023,"November 19, 2023",King Room - Accessible/Non-Smoking,1,Couple,8.1
Close to airport but their shuttle service only runs certain hours,,Good location because it’s close to airport,7.0,October 2023,"November 10, 2023",King Room - Non-Smoking,3,Couple,8.1
Would recommend hotel,"the hard cold * dusty floors in room, Need to wear slippers.  No enough racks/hooks to hang towels in the bathroom. Forced scents in common areas was overpowering, and can cause some people to get headaches. Need less pungent scents like citrus or melon, and not heavy spices. Many different food delivery menues slipped under our door throughout night when ever some other guest on our floor had a restaurant deliver food.","Breakfast was okay, nothing special.  upgraded room was nice,",9.0,November 2023,"November 9, 2023",King Suite with Sofa Bed - Non-Smoking,1,Couple,8.1
Loved it!,N/a,"The room was very nice, clean, and a great value.",9.0,October 2023,"November 4, 2023",King Room - Non-Smoking,1,Group,8.1
Short and Sweet,Some of the staff members was not friendly,The location was great close to the airport,7.0,October 2023,"November 1, 2023",King Room - Non-Smoking,2,Family,8.1
