Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Wonderful,"Breakfast is really simple. Toast, jam, butter, cucumber, tomato, paprika, egg(hard to peel off), milk, oatmeal, tea
There is some yellow stain on the bedsheet. The quilt smells nice.","The lobby has AC. Four-people room has AC. It is really cool. Two rooms share two bathroom. We also have our private kitchen. (microwave, toaster, kettle and induction stove) It is really nice. (8 people-room do not have AC)
You can use the locker to store your luggage. It is safer. The luggage room does not have a door. You might be careful whether someone stole it.
The staff cleans the table often and refill the food regularly. They provide enough papers on each table.
It has a lift.
The location is super nice and convenient!!!!!!!!
They provide hair dryer in the bathroom. Nice.",9.0,August 2024,"August 10, 2024",Bed in 8-Bed Mixed Dormitory Room with Standard Bunk Beds,1,Solo traveler,8.2
"Good Value, Comfortable!","Location is still quite a walk (15-20 minutes) to the bars and to the river. The hostel is HUGE, but honestly no real complaints!","Super clean, central location next to the tram. Free breakfast is nice, and the staff is professional! The boat party is awesome too. Just comfortable, definitely glad I stayed here!",9.0,July 2024,"August 10, 2024",Bed in 8-Bed Mixed Dormitory Room,3,Solo traveler,8.2
Chill and cheers!,"Nothing to mention, really!","As always, everything but the neighbours. :)",9.0,August 2024,"August 8, 2024",Bed in 8-Bed Mixed Dormitory Room,4,Solo traveler,8.2
I loved this place. Everything was not a problem.,"Well, I really can't think of anything!","The building was old, but clean, tidy, organised, and my dorm room was great! The site was in the middle of all the traffic and action, but it was very quiet and peaceful inside the rooms. Staff were very friendly and very helpful.
Breakfast was included. Lots of good food to keep me going for a few hours out and about.
The kitchen dishes system worked well and was well supervised. Because everyone was doing their bit, everyone benefitted.
Buying an evening meal was an easy option if one wanted to take advantage of it, but there was also a perfectly good, quiet mini kitchen next to my dorm, with everything one would need to whip up some small meal, or stay up late quietly planning the next day, without disturbing anyone.
Organised evening entertainment and fun things to do was a great feature. 
Having a light and spacious lounge area in the middle of everything was lovely. It made the place welcoming and very much less lonely.
This was a great introduction to my first adventure as a solo traveller in a foreign country.",8.0,July 2024,"August 8, 2024",Bed in 10-Bed Female Dormitory Room with Private Bathroom,2,Solo traveler,8.2
Wonderful,"The bathrooms are not separated and we had only 2/floor. I think it's too little, especially for crowded hours. 
There is no AC and the fans were broken. Only 2 were working in my room and a guy took them both, for 2 days",The bed was comfortable and I liked the curtains - it gave a sense of privacy and it helped with light from other roommates. The breakfast was fair.,9.0,August 2024,"August 6, 2024",Bed in 8-Bed Mixed Dormitory Room,3,Solo traveler,8.2
Very Good,"Breakfast, it was just a few options.","Great location, good price.",8.0,June 2024,"August 5, 2024",Bed in 8-Bed Mixed Capsule-Style Dormitory Room with Private Bathroom,2,Solo traveler,8.2
Wonderful,,It was clean and good value. Showers and the toilet were also clean and the staff is really nice.,9.0,August 2024,"August 4, 2024",Bed in 12-Bed Mixed Dormitory Room,1,Solo traveler,8.2
Wonderful,,Good as always. Third time there,9.0,May 2024,"August 2, 2024",Bed in 8-Bed Mixed Capsule-Style Dormitory Room with Private Bathroom,8,Group,8.2
Wonderful,Too much noise but lucklily we were on a corner room.,Walking tour with kumar was really interesting and location was great.,9.0,July 2024,"August 2, 2024",Bed in 8-Bed Mixed Dormitory Room,2,Solo traveler,8.2
Very Good,The room was too warm and very small,"Breakfast is included! and there is always something going on in the hostel! Great location as well, it is in one of the main streets leading to the Danube river!",8.0,July 2024,"August 1, 2024",2 Beds in 12-Bed Mixed Dormitory Room,4,Group,8.2
Great value!,Very busy. I feel like it’s a bit of a party hostel so most of the people in my room didn’t understand quiet hours (talking and loudly being on the phone at 1 and 7 am for example).,"Great location, free breakfast and they also organise a lot of activities.",7.0,July 2024,"July 31, 2024",Bed in 12-Bed Mixed Dormitory Room,3,Solo traveler,8.2
Wonderful,NA,Convenient location.Reception Mateo & Erjka are helpful.,9.0,July 2024,"July 30, 2024",Bed in 4-Bed Mixed Dormitory Room with Private Bathroom,6,Solo traveler,8.2
Excellent place Great staff and excellent service,"But I didn't like the noise, maybe for too many guests, and I won't repeat the visit.",A very great place and till the workers were nice and the whole crew was excellent,9.0,July 2024,"July 30, 2024",Bed in 12-Bed Mixed Dormitory Room,3,Solo traveler,8.2
Everything you need in one place.,Slow laundry service and it seems like the clothes wasn’t properly washed when I got them back.,"Central location and modern facilities. I decided to join a walking tour arranged by the hostel, and got to se a lot of the city in three hours. Our guide Kumar Amrendra showed a wide range of interesting facts about the history and monuments in Budapest.",8.0,July 2024,"July 28, 2024",Bed in 6-Bed Mixed Capsule-Style Dormitory Room,1,Solo traveler,8.2
It was super sociable and had great facilities considering the price. Would Recommend!,,"The reception was extremely helpful in advising me on things to do around Budapest which was a huge help! The lady I worked with most was Maral, and she was absolutely great! We also did a walking tour with a guide named Kumar Amrendra. He was a great guide that took us to the major scenes in Budapest and gave a great history of Hungary and Budapest itself.",8.0,July 2024,"July 28, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,2,Solo traveler,8.2
Fantastic! Very glad I chose this hostel,"The free included breakfast was lackluster, but I guess it's ok if you're starving in the morning. Definitely not bad - didn't make me sick and it was a nice comfort to have, but I ended up eating out both because Budapest is cheap and because there wasn't really much to the breakfast.","It was brilliant! The friendliest staff, very social experience around the hostel, even though I'm quite a big person the bed was spacious (8 person capsule room). Very much recommend and would definitely come there at F1 time next year!
Also considering it was summertime the room was ventilated well enough that heat didn't feel like a problem when going to sleep which I was afraid it might be.",9.0,July 2024,"July 28, 2024",Bed in 8-Bed Mixed Capsule-Style Dormitory Room with Private Bathroom,4,Solo traveler,8.2
One of better choices in Budapest,Breakfast is the same every day. The pillow is too small. Bunk bed ladder is awful - the steps just hurt feet every time,"That hostel is a very good choice. Excellent wifi, comfortable beds with privacy blankets. Clean bathrooms. Kitchen nearby. Breakfast included. Lots of other activities",9.0,July 2024,"July 28, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,5,Solo traveler,8.2
Good,"The bed is too soft, and the mattress always sags when I lie on the bed",The breakfast is free and there is an air conditioning,7.0,July 2024,"July 27, 2024",Bed in 10-Bed Female Dormitory Room with Private Bathroom,3,Solo traveler,8.2
Wonderful,The light in public area turns off if you don’t move for a while.,"1. Arrange the lower bed for me
2. The staff are kind.
3. There’s a hostel group on WhatsApp and you could join the group to bar or walking tour.
4. Free breakfast!",9.0,July 2024,"July 27, 2024",Bed in 4-Bed Mixed Dormitory Room with Private Bathroom,3,Solo traveler,8.2
Wonderful,Storage locker was too small for backpack.,,9.0,July 2024,"July 26, 2024",Bed in 12-Bed Mixed Dormitory Room,1,Solo traveler,8.2
Very Good,Everything was fine?,"The staff (Szabi, Mateo andOleh)",8.0,July 2024,"July 25, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,1,Solo traveler,8.2
Good,Breakfast is exactly the same every day. Mainly eggs and bread. Coffee is not so great. Bathrooms were a bit dirty every now and then,The location was great. Facilities are nice.,7.0,July 2024,"July 24, 2024",2 Beds in 12-Bed Mixed Dormitory Room,7,Couple,8.2
Wonderful,,"Very spacious lockers for luggage and lots of storage space next to the bed.
Also pretty big beds",9.0,July 2024,"July 24, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,3,Solo traveler,8.2
Very Good,Sometimes workers open the windows and its too noisy outside.,"The location was very good, very close to all the main attractions to the city, has a tram, bus and subway stations just outside. Took a tour with Kumar Amrendra and learned so much about the culture, history and fun facts about the city.",8.0,July 2024,"July 24, 2024",Bed in 12-Bed Mixed Dormitory Room,5,Solo traveler,8.2
"Excellent value for money, lovely staff and atmosphere.","Nothing specific, actually","Excellent breakfast, and plenty of lockers to safely store your stuff. Overall a nice atmosphere. Lovely staff, in particular Mateo and Oleg.",9.0,July 2024,"July 21, 2024",Bed in 6-Bed Mixed Dormitory Room with Standard Bunk Beds,1,Solo traveler,8.2
Wonderful,Everything was fine.,"I like a place with a bar and breakfast.  The location is great,  staff are nice - Mara L especially. This place is well run, clean, and comfortable. There was ac in my room and the lockers are very convenient!",9.0,July 2024,"July 21, 2024",Bed in 12-Bed Mixed Dormitory Room,1,Group,8.2
Very Good,Breakfast could have been a bit better.,The staff was very cooperative. Cleaning was good and the air conditioning was pretty good too. Overall satisfied. Matea and Maral were pretty friendly at the reception. Would love to come back some day.,8.0,June 2024,"July 19, 2024",Bed in 6-Bed Mixed Dormitory Room with Standard Bunk Beds,2,Solo traveler,8.2
Lovely stay at Avenue Hostel,"I would’ve liked more variety during breakfast, or at least the addition of yoghurt & granola/muesli. Privacy curtains in all the rooms would’ve been nice too, since only certain rooms had the curtains.","The hostel is really well-located. It’s close to a metro line, making it easy to get around the city. There are lots of restaurants & supermarkets nearby for food. 

The hostel itself was really nice. The staff were friendly and helpful, especially with booking activities. It was clean and luckily, the room I had also had A/C (but this is not the case for many rooms).",8.0,July 2024,"July 19, 2024",Bed in 8-Bed Mixed Dormitory Room,4,Solo traveler,8.2
All in all l totally recommend it.,"Game night was a disappointment, asking for a deposit for the Dart, when we asked for Janga the guy lift and brought us nothing, it could have been better organised.","Mainly everything, the location, socialising, breakfast is included.",9.0,July 2024,"July 18, 2024",Bed in 8-Bed Mixed Dormitory Room with Standard Bunk Beds,3,Solo traveler,8.2
It was great. I would go back/reckomend,"It would be probably great if you bring a locker with you, because they have a limited amount.","The breakfast was simple, but great. Everyone was friendly and the staff was constantly refilling everyting, so there was enough for everyone.",8.0,May 2024,"July 16, 2024",2 Beds in 12-Bed Mixed Dormitory Room,2,Group,8.2
Wonderful,"I liked that for only 4 euros you have a nice cocktail and a meal for dinner, but I think the food was really poor, with only pasta","I really liked the hostel, with a good location, nice commom room with air conditioner, breakfast included and pretty big bedroom.",9.0,July 2024,"July 16, 2024",Bed in 6-Bed Mixed Dormitory Room with Standard Bunk Beds,1,Solo traveler,8.2
Amazing cheap stay for the solo traveller,,"Good location, friendly staff, breakfast included, clean rooms, comfortable beds",9.0,July 2024,"July 14, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,1,Solo traveler,8.2
Best value for money in Budapest,,Friendly personnel. Shoutout to Erika and Szabi.,8.0,July 2024,"July 14, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,4,Solo traveler,8.2
Very Good,,Great opportunity to discover city and meet people! Thank you Kumar Amrendra,8.0,July 2024,"July 11, 2024",Bed in 8-Bed Mixed Dormitory Room,8,Solo traveler,8.2
Wonderful,,"Accommodation was clean and super central, the rooms were well equipped and we even had our own bathroom attached to the dorm.

The hostel is very social, offers a lot of activities and the free breakfast is also very nice! We did a free walking tour with Kumra Amrendra which was nice :)",9.0,July 2024,"July 11, 2024",Bed in 8-Bed Mixed Capsule-Style Dormitory Room with Private Bathroom,3,Group,8.2
Good hostel especially if going solo,Breakfast could have been a little better if they had just sole cheese and salami/ meat slices. Because with current options it doesn't feel like much.,"Nice location, the hostel has a good vibe, they add you to a WhatsApp group so you can meet and hangout with other people from the hostel on those days, being a solo traveller that was an amazing option for me to meet people and go partying with. They have good dinner options as well.",9.0,July 2024,"July 10, 2024",Bed in 12-Bed Mixed Dormitory Room,3,Solo traveler,8.2
"Great location , good value for money",for the price is hard to complain about minor things,"The breakfast was included which is a good thing ! the location is GREAT , great value for money",8.0,July 2024,"July 9, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,1,Solo traveler,8.2
"Great value for money, clean, premium location, free breakfast, great staff",,"Location, cleanliness, value for money, breakfast",9.0,July 2024,"July 8, 2024",Bed in 4-Bed Mixed Dormitory Room with Private Bathroom,4,Solo traveler,8.2
Wonderful,,"The location is great. It's near the metro station and the tram sops,  There are cafes, pharmacy, Asian restaurants, and supermarkets in walking distance.  Chain Bridge, Parliament, Fisherman's Bastion can be reached by walking too. 
The dorm is with AC and its spacious.  The tip based free walking tour is a bonus.",9.0,July 2024,"July 7, 2024",Bed in 10-Bed Female Dormitory Room with Private Bathroom,2,Solo traveler,8.2
Excellent place in the Central Budapest,"Not many local food options around, mostly fast food, beer isn’t cheap at the bar, towels aren’t included.","Great location, new facilities, comfy beds and clean silent rooms, basic breakfast included, good Wi-Fi connection and fair quality-price value.",9.0,July 2024,"July 7, 2024",Bed in 6-Bed Dormitory Room with Private Bathroom,1,Solo traveler,8.2
"Great place for exploring Budapest, good atmosphere and amenities","I picked this hostel because of the curtains on the bed, and was pretty sure that I specifically selected a room with such pictures, but it turns out there are also many dorms that don't have it, and that's what I got. This could have been clearer. Those standard beds were very squeaky, any tiny move would make a lot of noise. 

AC was unfortunately broken and that was bad timing, cause it was +30 degrees the whole time. Luckily after the first night we got a fan which helped a lot. 

There seemed to be few toilets for the amounts of people, 2 shared ones on my floor with I think 4 dorms, it was often a long waiting time. 

As a few small suggestions, I would maybe add a mirror in the rooms, hooks on the beds. Would also be great for breakfast to have maybe cheese and ham for putting on bread.","I really enjoyed my stay here. The place had a great location, great facilities, and shops and public transport close by. Everything was clean, comfy bed, decently sized locker (though needs own padlock), also hooks in the room, personal light and socket. The breakfast is included and has a decent selection, and the hostel also offers free dinner if you spend 4€ in the bar, which was really nice. Because of this I didn't end up using the kitchens, but they seemed in order, also there were many fridges. Staff was ok friendly overall, but some could be more engaged or knowledgeable about their own hostel and activities. I liked that there were people of all ages and interests, so could find likeminded company.",9.0,June 2024,"July 6, 2024",Bed in 6-Bed Mixed Dormitory Room with Standard Bunk Beds,3,Solo traveler,8.2
"Very good value for money, lovely staff, had a good stay overall.",,Kitchen area was nice. Hostel was modern and stylish. The dorm room was spacious and comfortable. The staff was very friendly and accommodating.,9.0,June 2024,"July 4, 2024",Bed in 10-Bed Female Dormitory Room with Private Bathroom,1,Solo traveler,8.2
Very Good,,Bathroom was clean and the capsule around the bed provides privacy.,8.0,July 2024,"July 3, 2024",Bed in 6-Bed Dormitory Room with Private Bathroom,3,Solo traveler,8.2
Wonderful,The only feedback I will give will be the floorboards will make noise whenever we walk in the room as it might disturb other roommates .,"The place is located at the centre with easy access to public transport and a lot of restaurants around. 
Staff was very helpful , specially staff member: Moral who showed me the placed and helped me in finding directions etc .
The walking tour guide Amarender was great day to know the history of Budapest . He is very kind and humble to keep the group together ,looks like a hardworking guy.
For solo travellers it's budget friendly with breakfast option so definitely recommended",9.0,June 2024,"July 3, 2024",Bed in 4-Bed Mixed Dormitory Room with Private Bathroom,9,Solo traveler,8.2
Very Good,Too crowded,,8.0,April 2024,"July 2, 2024",Bed in 6-Bed Dormitory Room with Private Bathroom,2,Solo traveler,8.2
Great value for money.,"Considering the price, the hotel offers great value for money. However, the breakfast is quite poor with very few options. It can also be noisy, as it is essentially a hostel.","The room was spacious and clean, and the price is very reasonable.",8.0,June 2024,"July 1, 2024",Deluxe Double Room,1,Group,8.2
Nice and good breakfast/dinner,"The room only had a fan and AC did not work (the common room had AC though), would have preferred healthier bread options breakfast (rather than white toast)","Very friendly staff, breakfast included (even includes eggs and vegetables) , get free dinner if one spends 4 euros in the bar, bed has curtain for privacy, bed has charging socket, there are TV, board games, darts in the common room",9.0,June 2024,"June 30, 2024",Bed in 12-Bed Mixed Dormitory Room,1,Solo traveler,8.2
Thoroughly enjoyed my stay. Highly recommend.,The breakfast area full to capacity during busy periods. So peeps hanging everywhere. Not really sure what can be done to alleviate this though.,"Great location, awesome staff. Welcoming vibe with all encompassing bar/breakfast/reception area. Great facilities. Staff keep on top of everything, ie house keeping etc. Nothing too much trouble. Staff facilitate all inclusion with WhatsApp groups including free walking tours. Bargain dinner offers. Reasonable drinks pricing.",9.0,June 2024,"June 30, 2024",Bed in 4-Bed Mixed Dormitory Room with Private Bathroom,5,Solo traveler,8.2
Good,,"Nice staff , Clean, Good Breakfast",9.0,May 2024,"June 29, 2024",Bed in 8-Bed Mixed Dormitory Room with Standard Bunk Beds,1,Solo traveler,8.2
Wonderful,There is nothing I didn't like.,"It was near the city Center,  neat and the staff was friendly and respectful.",9.0,June 2024,"June 28, 2024",Bed in 8-Bed Mixed Dormitory Room,2,Solo traveler,8.2
Great place to book,The lift is dangerous but not necessary,"Great staff, everybody nice, reception (all), amrenda, the guide, all so nice for a hostel.",9.0,June 2024,"June 25, 2024",Bed in 6-Bed Mixed Capsule-Style Dormitory Room,3,Solo traveler,8.2
Wonderful,"I came during the heat wave so i was a bit unlucky in that regard. Rooms only have fans, so cooling them down is quite impossible. Fans are also quite loud so earplugs in the night are almost a must.","The hostel is really nice and very clean (staff cleans multiple times during the day). Location is perfect. Breakfast is very good, nothing is ever missing, staff always nice and supportive. Perfection.",9.0,June 2024,"June 24, 2024",Bed in 8-Bed Mixed Dormitory Room,4,Solo traveler,8.2
Great stay,,"Amazing location, helpful staff, smiling cleaners, good breakfast, cheap dinner with drink included, great social area, great room bunk beds with curtains and sockets available with A/C. Met amazing people through the hostel",9.0,June 2024,"June 23, 2024",Bed in 4-Bed Mixed Dormitory Room,4,Solo traveler,8.2
Worth to choose,"The locker is a bit small ,cannot put inside  luggage,i carry a 35L bag also a bit narrow,hope can bigger than now","Perfect position,easy to go anywhere,and the staff are all very helpful",8.0,May 2024,"June 22, 2024",Bed in 12-Bed Mixed Dormitory Room,2,Group,8.2
Amazing Hostel,"Sadly the bath towels are not included in the stay, you can buy them for 5000 Forint at the desk.","The Hostel is located very central while still being very high Standard. The beds are comfortable and everything is cleaned regularly. The Hostel also provides many options to meet up with fellow travelers and guided tours. The staff is incredibly nice and helpful, very polite and always there to help.",9.0,June 2024,"June 21, 2024",Bed in 8-Bed Mixed Capsule-Style Dormitory Room with Private Bathroom,3,Solo traveler,8.2
Wonderful,"The pictures of the external building were a little bit better than the reality. But that's no matter,  because inside of the bedrooms is OK..
I thank you a lot for the opportunity.","The staff are very Kindly,  the city tour guide is great and he worked so much to show us the important historical centre. The breakfast is very good. 
I loved the city tour with guide Kumar Amrendra. He's a master student of Tourism and he know very well the city. The tour is free and so good.",9.0,June 2024,"June 19, 2024",Bed in 8-Bed Mixed Dormitory Room with Standard Bunk Beds,1,Solo traveler,8.2
"Clean, great location, excellent price, perfect for a short trip.",Excellent,Location and price,8.0,June 2024,"June 19, 2024",Bed in 12-Bed Mixed Dormitory Room,4,Solo traveler,8.2
Good location with breakfast,"My trip got delayed and they sent me a message threatening to cancel my reservation, which was paid in advance. When you arrive, you have to give 5 euros deposit for the card key. I didn’t have it, the lady from the reception said it was hostel policy. I came to the policy here in booking and didn’t find this information, which for me is a big deal since I never ever carry cash. I took a screenshot of the policy of the hostel in booking and there is nothing saying “bring 5 euros cash for deposit”. Long story short, she ended up allowing me to get the key and added a note saying I didn’t give the 5 euros.","The bed was comfortable, there was a fan in the bedroom, breakfast is good, and the ladies who work in the kitchen were very kind. It is a good value for money, the location is just perfect.",7.0,June 2024,"June 18, 2024",Bed in 6-Bed Dormitory Room with Private Bathroom,5,Solo traveler,8.2
Stay was okay.,"Since the location is nearby the road, you can hear the noises from the room while you are sleeping. Fans should be provided to the rooms for coolness.","Breakfast is included from the stay. Facilities like bathroom and washroom are clean. Also, the location is perfectly in the heart of the center so it is easy to travel via train stations/trams and buses.",7.0,June 2024,"June 18, 2024",Bed in 8-Bed Mixed Dormitory Room,4,Group,8.2
"To sum up, I am happy of my stay.","Number of the shower comparing to the number of the passenger. 
Providing the lockers with key and maybe providing the passenger with towels.","I love the location and availability of trams and metro to the place of the hostel, the hostel was clean, the only draw back is that the lockers don't have a key. You should have it on you or borrow it from the reception. That was my only inconvenient.

I would like to say thank you to the staff for their warm reception!
Pegah Sharifzadeh",8.0,June 2024,"June 18, 2024",Bed in 8-Bed Mixed Dormitory Room with Standard Bunk Beds,4,Solo traveler,8.2
Wonderful,,Everything was so good and Secretaries were nice especially Mateo was so friendly and helpful.,9.0,June 2024,"June 16, 2024",Bed in 8-Bed Mixed Dormitory Room,3,Solo traveler,8.2
Cool hostel,"It's really hot during summer to stay in a room without a fan or ac. Locker doesn't come with a lock, remember to bring your own. In facilities information it says they have a washing machine but it's actually a laundry service cost about 7€.",It's in the main tourist area and it comes with breakfast bar. The staff are friendly. Cool activities during weekends. Check-in counter accept both Euro and Forint. Have their own ATM machine. Have an elevator.,7.0,June 2024,"June 14, 2024",Bed in 10-Bed Female Dormitory Room with Private Bathroom,2,Solo traveler,8.2
Very Good,,"The best and economical Hostel in entire budapest, i still wonder how they manage to provide breakfast included in the price, best hostel for socializing, they have guided trips as well. Do you need more reasons to stay here ? i am staying here next time as well for sure",8.0,April 2024,"June 12, 2024",2 Beds in 12-Bed Mixed Dormitory Room,1,Couple,8.2
Very Good,,"Central location , walkable anywhere, helpful friendly staff, clean, a bit noisy for light sleepers as the hostel is right in the midst id octogon crossroad busy area",8.0,June 2024,"June 12, 2024",Bed in 8-Bed Mixed Dormitory Room with Standard Bunk Beds,1,Solo traveler,8.2
Very Good,,"The staff are amazing, I met ""Maral"", she was a very good receptionist, she helped with many things before the check-in.",8.0,June 2024,"June 12, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,5,Solo traveler,8.2
Very Good,,"Had a great time, cool people, nice bar and had a cool and very informative walking tour with Kumar Amrendra! Was a fun time.
Nur zu empfehlen!",8.0,May 2024,"June 12, 2024",Bed in 6-Bed Mixed Dormitory Room with Standard Bunk Beds,4,Solo traveler,8.2
2nd time,"There's only vegetables and marmalade to put on the toast at breakfast, some cheese or even Hungarian salami would be awesome. But it's free so I feel like I can't complain","Check-in went really fast this time thanks to Maral and Mateo, and my room (6 beds) had a shared kitchen and toilet, was more quieter than the one last time",9.0,June 2024,"June 12, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,1,Solo traveler,8.2
Wonderful,If you want a quiet stay in the evening that's not really the best place,"The hostel is perfect for solo travellers, it has everything you need and more: bar, breakfast, walking tour and organised events, opportunity to buy your dinner at the hostel",9.0,May 2024,"June 10, 2024",Bed in 8-Bed Mixed Dormitory Room with Standard Bunk Beds,1,Solo traveler,8.2
Wonderful,,"Amazing, good location. All the facilites are up to date. Seperate mini kitchen is a bonus. Bar till midnight with dinner at a very reasonable price.",9.0,June 2024,"June 7, 2024",Bed in 4-Bed Mixed Dormitory Room with Private Bathroom,2,Solo traveler,8.2
Great place,Nothing,Great location and the staff were brilliant. Very happy with the stay. The walking tour with Kumar Amrendra was also great.,8.0,June 2024,"June 7, 2024",Bed in 12-Bed Mixed Dormitory Room,3,Solo traveler,8.2
Definitely recommend it to everyone!,"The airconditioning did not work, but they had fans in the room, so that was good.","Great location in the centre, friendly staff and fun activities inside the hostel. Great for meeting fellow travelers!",8.0,June 2024,"June 7, 2024",Bed in 8-Bed Mixed Dormitory Room with Private Bathroom,3,Solo traveler,8.2
Wonderful,Hostel room is so SMALL for 8 people to live in,"Good location - closed to public transport, coffee shops, restaurants, money changer, etc

Clean hostel room and toilet",9.0,June 2024,"June 6, 2024",Bed in 8-Bed Mixed Capsule-Style Dormitory Room with Private Bathroom,2,Solo traveler,8.2
take a closer look at the staff at the reception. It seems like they are doing you a favor when you contact them.,"One of the huge minuses is the receptionist. If I'm not mistaken, the name is Moral - she's very rude and never smiles. It so happened that one of the excursions that I booked was canceled at the last moment and I returned to the hostel upset, I decided to consult with her about what else I could see and how to get where - she answered Google it and turned away. I also repeatedly heard complaints about her from other hostel guests. but what surprised me most was when I wanted to do a check-out and my taxi to the airport was waiting for me downstairs - she said I don’t have time, I’m waiting until the night shift comes to replace me. I said that I had a plane in 3 hours and heard in response - I told you to wait, I don’t have time. so this employee is the only negative impression. Otherwise everything was fine.","First of all, I want to say a huge thank you to our guide for an interesting and fascinating tour of the city🙏🏼 I really liked the way he told it with humor and interesting facts, I advise everyone who stays in the hostel to join the walking tours. Kumar Amrendra, thanks a lot!!! secondly, I want to say about the hotel itself, location, cleanliness and amenities - at the highest level. good breakfast. and all this for such a price - this is the best combination of price and quality.",8.0,June 2024,"June 6, 2024",Bed in 6-Bed Mixed Capsule-Style Dormitory Room,5,Solo traveler,8.2
