Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Great customer service and location; breakfast costs though.,"Only big issue I had was the food. Never stayed at a hotel where there wasn’t complimentary breakfast. I understand that there was a more expensive breakfast option, but to even charge for generic continental breakfast was a bit of a shock for my fiancé and I.",Loved the location for the price. Super close to both State Farm and Mercedes Benz arenas as well as Olympic Park. Got to walk and enjoy the evening air for the Kane Brown concert.,8.0,June 2024,"June 10, 2024",Deluxe King Room - Non-Smoking,1,Couple,7.2
Very Good,Breakfast was not included,"Pool area very nice 
Lots of public spaces to sit and visit",8.0,June 2024,"June 9, 2024",Double Room with Two Double Beds - Non-Smoking,2,Couple,7.2
Very Good,"No microwave,and the $45 a day parking.","The whole area,and the hotel itself is really nice.",8.0,June 2024,"June 6, 2024",Deluxe King Room - Non-Smoking,2,Family,7.2
Good,"I just wish they allowed all paying guests to park on the property whether they choose to valet or not . Paying to park and leave often was a little frustrating and expensive. Also the room bathroom was smaller and a little more cramped than I thought , not ideal for tall or bigger people .",We stayed to attend a kpop concert. The hotel is nice and the staff is amazing! The rooms are perfect for couples. I love the cafe area and the pool is absolutely gorgeous. The location is amazing and not far from the aquarium or the stadium at all.,7.0,May 2024,"June 4, 2024",Double Room with Two Double Beds - Non-Smoking,2,Group,7.2
Good,The air didn’t work my whole trip it was soooo hot in the room,,7.0,May 2024,"June 2, 2024",Deluxe King Room - Non-Smoking,3,Solo traveler,7.2
"disappointing stay, checked out early","Parking was valet only and was very slow and congested, no self parking was available, and very costly 
Valet staff were rude
Hallways were warm and dark , small bathroom
my room air conditioning failed to cool below 72, I like to sleep at 68. Our room was changed with no improvement
Housekeeping did not respond to requested without mangement intervention","pool area was wonderful, Thrird floor lounge area was excellent for meeting with friends 
Snack station was well stocked and prices were fair
Food at bar was good, excelent service",6.0,May 2024,"May 31, 2024",Deluxe King Room - Non-Smoking,5,Family,7.2
Comfortable/Convenient to MLK Park- 5 minute drive/easy traffic,"No comfortable chair to sit and read.
Destination fee was a surprise after thinking I knew room cost. 
Valet parking expensive.
LONG walk to South Tower for person with mobility limitations","Close to MLK Jr Historical Park.
Good food at Fandangles.
Loved having a walk-in shower for my wife who has difficulty stepping over side of tub.
Room close to elevator was helpful for person with walking limitations",7.0,May 2024,"May 29, 2024","Queen Room with Mobility/Hearing Access and Roll-In Shower, Non-Smoking",1,Couple,7.2
Memorable for all of the wrong reasons.,"Box spring on both beds were broken. Air conditioner seemed to be broken, and it was almost uncomfortably hot in our room during the entire four day stay. Front desk seemed more interested in interacting with themselves than with the guest. Speaking of the front desk, they were  impossible to reach after 11pm.",Location,6.0,May 2024,"May 27, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,3,Couple,7.2
Very comfortable,,"It was comfortable,  nice staff",8.0,April 2024,"May 24, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,3,Family,7.2
Nice stay,The bed was hard. Very firm. Starbucks inside hotel served scorched lattes that tasted burnt. Staff needed to be trained on properly preparing coffee drinks if they are going to sell them at Starbucks prices.,Location was near where we needed to be. Staff was nice.,8.0,May 2024,"May 10, 2024",King Room - Non-Smoking,3,Couple,7.2
Great Location,"My room didn't have a microwave, but everything else was pretty decent. Will visit again.","Respect of all the staff, the location and room. Made sure our stay was worth the money.",8.0,May 2024,"May 9, 2024",Deluxe King Room - Non-Smoking,2,Family,7.2
Good,Old hotel needs refurbishment,Staff was freindly. Hotel needs upgrade.,7.0,May 2024,"May 9, 2024",Deluxe King Room - Non-Smoking,2,Family,7.2
"Other than that, the place was clean and walkable to things to do.",I did not like how loud it was because of prom weekend and we even got someone knocking at our door because they were looking for their room.,The location was good and it was clean.,6.0,April 2024,"May 2, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Group,7.2
Decent,Out dated and common areas need to be cleaned thoroughly,"Right in the heart of Atlanta, the staff try to do their best",7.0,April 2024,"April 28, 2024",Queen Room - Non-Smoking,1,Couple,7.2
Adequate,"There's nothing quite wrong with the place, it's just very dated and this is apparent in pretty much everything. 

Cleanliness standards are also not the best (for example stained mattresses, and other people's hair on the bathtub / elsewhere in the room).

Pricing also varies wildly depending on when you book. I'd take the ""4 stars"" claim with a major grain of salt.","The location is great, smack dab in the middle of downtown Atlanta.",7.0,April 2024,"April 23, 2024","Queen Room with Mobility/Hearing Access and Roll-In Shower, Non-Smoking",1,Solo traveler,7.2
Decent,$40 a day plus for valet parking. I’m paying all that money to rent a room. I should be able to park for free.,"A nice, central location. I love the convenience of the restaurants in the hotel. The pool is beautiful.",8.0,April 2024,"April 19, 2024",King Room - Non-Smoking,2,Couple,7.2
Good,They didn’t have shower soap and they took some of my deposit for no reason. This would be the second time they’ve took my deposit. The front desk manager had a who cares type of attitude.,Pool and I had an amazing view,7.0,April 2024,"April 16, 2024",Double Room with Two Double Beds - Non-Smoking,1,Family,7.2
The hotel was nice! The rooms were okay! Too many extra cost,"The room was outdated, why pay additional $45 for parking when I’m paying to stay here, wasn’t impressed about the additional $26 a person breakfast buffet they also take an additional $100 out for a deposit that may or may not be put back on my card for 7 business days","I asked for a room with a nice view and the only thing I could see from my window was a concrete wall. The room was outdated but the rest of the hotel seemed to be updated. The pool did not look like the pictures online. I paid $235 for one night! Then you have to pay an additional $45 to park your car for one day at a time, you also have to pay $26 a person for a “breakfast buffet” the food was not worth $26. The lobby area was very nice and clean. The",7.0,April 2024,"April 15, 2024",Double Room with Two Double Beds - Non-Smoking,1,Couple,7.2
Pleasant,,For the amount of money you pay for your stay you would expect to at least get coffee or breakfast. You get coffee in your room but no creamer. And you have to pay for a continental breakfast,6.0,April 2024,"April 15, 2024",Queen Room - Non-Smoking,3,Family,7.2
My insight,"I am someone who spent 21 years in the hospitality industry so constant training and attention to details, vending areas on guests floors,carpeting and strict supervision is a must.I had a double room 444 and the bed closest to window bed frame was damaged prior to my check-in",Ashley at the front desk was exceptional and a great ambassador for Courtland grand,7.0,April 2024,"April 15, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Family,7.2
Everything was fine.,"Nothing really.
Well, I asked for fresh towels and never received them.  There was really no place for four people to hang towels for reuse.",Cleanliness,8.0,April 2024,"April 15, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Family,7.2
Very Good,The smell of the bed covers. They made me itch.,The staff were very helpful and respectful.,8.0,April 2024,"April 5, 2024",Queen Room - Non-Smoking,2,Solo traveler,7.2
Good,Don’t clean the room everyday,Everything,7.0,April 2024,"April 5, 2024","Queen Room with Mobility/Hearing Access and Roll-In Shower, Non-Smoking",3,Couple,7.2
Overall friendly staff and great location but the facilities need an update people can notice it has been awhile since i,I did notice it changed owners and the facilities itself are a bit old and need some updating to do,"The location was perfect, the staff were friendly and overall ok rooms",6.0,March 2024,"April 3, 2024",Double Room with Two Double Beds - Non-Smoking,2,Group,7.2
Pleasant,the valet,THE POOL WAS AMAZING,6.0,March 2024,"March 27, 2024",King Room - Non-Smoking,3,Couple,7.2
It was very memorable   The valet parking was wonderful I would like to thank the older gentleman for being so gracious,,Location  amenities,8.0,March 2024,"March 26, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Couple,7.2
Weekend stay.,Room was not correct and just needed updating.,The pool area was awesome and looks amazing. The location was excellent located a short drive or 20 min walk to the city.,6.0,March 2024,"March 25, 2024",Double Room with Two Double Beds - Non-Smoking,2,Family,7.2
Clean hotel,parking full had to park across the street. everytime you leave it's 15 so that would add up fast but i was only there 1 night so i only paid 30,room and bathroom super clean and comfortable. didn't check out anything else. wasn't there long enough,7.0,March 2024,"March 22, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,7.2
Good,"When we arrived, lot of people in the front waiting parking Lot... You can tell us by text if there is no more space... And not make the line .. waste of time! 
 Supervisor at the pool!

Maybe you can put something for the smell at the rooms..","The hotel location, excellent!
Breakfast buffet 
Comfortable beds and great view!! We were at the 12th floor!!",7.0,March 2024,"March 21, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Family,7.2
Nice hotel in the heart of Atlanta. Close to attractions and an enjoyable stay.,Valet parking was hectic. It’s took 20 minutes to get to the guys to get the car checked in.,Downtown is always a plus. Nice hotel. Allowed to pre-checkin. Rooms were really nice. Good channel selection on the tv. The bathroom was nice and the water was really hot.,8.0,March 2024,"March 20, 2024",Deluxe King Room - Non-Smoking,1,Couple,7.2
I would love stay here again. If there are some improvements.,House keeping,"I love the location, food, and the pool area",6.0,March 2024,"March 18, 2024",Queen Room - Non-Smoking,2,Family,7.2
Very Good,The front desk staff was not pleasant and no one answered the phone after numerous calls to housekeeping,It was in a great location and the rooms were spacious. The bar food and staff were amazing,8.0,March 2024,"March 14, 2024",Double Room with Two Double Beds - Non-Smoking,3,Group,7.2
Good,The bathroom sink had standing water,The Staff,7.0,March 2024,"March 5, 2024",Double Room with Two Double Beds - Non-Smoking,3,Group,7.2
"would defiantly stay again, if travelling to Atlanta",check in not great - could not find my reservation - considering they had been emailing me about my reservation did feel this was a little annoying especially after a long flight - just wanted to get to our room,Excellent location for a few days in Atlanta - pool was a real bonus - I had it to myself which was even better !,8.0,February 2024,"March 3, 2024",Queen Room - Non-Smoking,3,Couple,7.2
We were there to celebrate my son’s birthday on 1/1 with a staycation. We had a blast and looking forward to booking,The carpet needs to be cleaned throughout the property.,The location is great and the staff was very helpful,8.0,January 2024,"February 26, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Family,7.2
Very Good,"The towels and wash cloths had a mildew smell
I got new ones and those had the same smell
They were the most soft either",,8.0,February 2024,"February 26, 2024",Deluxe King Room - Non-Smoking,2,Family,7.2
Good,Having to pay $45.00 per night for parking.,The location was great!,7.0,February 2024,"February 16, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Family,7.2
"Not a luxury hotel experience, but a good location.","We were in an older part, maybe?  Thread bare carpet, torn wall paper.  Also, our bathroom was not fully stocked upon arrival.",,7.0,February 2024,"February 14, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Family,7.2
Great place and location but restaurants was closed and no staff to help with luggage.,No staff to help with luggage both times I stayed.,,6.0,February 2024,"February 11, 2024",Deluxe King Room - Non-Smoking,2,Solo traveler,7.2
Very Good,"That staff didnt have enough knowledge abt the area to make recommendations and seem to not know a whole lot. Not their fault, its down to training.","Location was brilliant as it was walking distance to all main attractions. 

Guy in the bar was brilliant company and had amazing multitasking skills. Cant remember his name but no doubt you will be able to check based on our stay dates.",8.0,January 2024,"January 31, 2024",Deluxe King Room - Non-Smoking,3,Family,7.2
Good but I wouldn’t return. The final price isn’t clear at the end.,US$ 45.00 per night to park? Better say it doesn’t offer parking. At the end the final cost was 100 dollars higher than expected and the system is confuse.,Clean and location.,6.0,January 2024,"January 22, 2024",Double Room with Two Double Beds - Non-Smoking,1,Family,7.2
"Comfortable, convienent location with valet parking and great restaurants.",Our room was set up for handicapped. No counter in Bathroom. Six feet from mirror/sink to outlet above toilet. Bathroom floor very slick when wet. Restaurant not open all days. We were told that valet parking was the only on site option to parking across street in city lot. probably quieter away from elevators.,Close to the Aquarium. Friendly and efficient staff. Clean room with refrigerator and coffee maker. Great TV. comfortable temperature control. Fandangles is a great place to eat.,8.0,January 2024,"January 17, 2024",Queen Room - Non-Smoking,3,Couple,7.2
"Comfortable and neat, however slightly disappointed with some aspects.","The property itself was great, we were however a bit disappointed that our waters and coffee was not replaced for the second day of our stay, which would have been much appreciated.",The hotel was very comfortable as well as neat and clean.,8.0,January 2024,"January 6, 2024",Double Room with Two Double Beds and Pool View - Non-Smoking,2,Family,7.2
Very Good,There was shooting right outside,Everything,8.0,January 2024,"January 5, 2024",Deluxe Queen Room with Two Queen Beds - Non-Smoking,2,Family,7.2
it was short and sweet.,could have been a bit cleaner. bathroom,great location,8.0,October 2023,"January 5, 2024",Deluxe King Room - Non-Smoking,2,Couple,7.2
"Except for the billing problem, a great stay.",Contactless check out did not offer or provide a statement of charges.  They overcharged me by 25% and I have no explanation.  I have been unable to contact anyone about this.,"Clean, comfortable, convenient.",7.0,January 2024,"January 3, 2024",Double Room with Two Double Beds - Non-Smoking,3,Solo traveler,7.2
Very Good,"Parking; breakfast not included, hotel was asking outrageous prices for either. Wasn’t interested.",Nice place;,8.0,November 2023,"December 20, 2023",Queen Room - Non-Smoking,1,Couple,7.2
I would have loved my stay if the room wasn’t so suffocating.,The room temperature. Was extremely hot and very uncomfortable to rest. That was the worst for me. The thermostat wasn’t even showing temperature. So you couldn’t change temperature of room,Nice area and I loved my service at the restaurant.,6.0,December 2023,"December 17, 2023",King Room - Non-Smoking,1,Couple,7.2
Overall ok stay,Lighting in the hallway and elevator not working near room,Perfect location,8.0,December 2023,"December 14, 2023",Deluxe Queen Room with Two Queen Beds - Non-Smoking,1,Solo traveler,7.2
Great,,Close to everything I visited,8.0,October 2023,"December 13, 2023","Room with Two Double Beds and Hearing Access, Non-Smoking",2,Group,7.2
Very Good,"Only one elevator worked in the South Tower wing. At times, we stood 10-15 mins to get to and from room.",Nice location and great staff!,8.0,November 2023,"November 27, 2023",Queen Room - Non-Smoking,2,Family,7.2
Very Good,I didn't like the constant loud noise coming from other guest on the floor I was on (3rd) alot of loud banging on the doors as well as being overly loud in the hallway. Disturbed me from getting proper rest,Enjoyed everything,8.0,November 2023,"November 20, 2023",King Room - Non-Smoking,2,Family,7.2
Pay attention to your Bill,They over charge my card.,The  location,8.0,October 2023,"November 9, 2023",Double Room with Two Double Beds - Non-Smoking,3,Family,7.2
Very Good,Price,Everything,8.0,October 2023,"November 7, 2023",King Room - Non-Smoking,1,Family,7.2
Very Good,,"Location was great, we left another hotel we had booked for the week after the first night and were soooo happy to stay at a great hotel like this, the breakfasts were great every day and pool area was very nice, overall this hotel put our first hotel to shame",8.0,September 2023,"November 6, 2023",King Room - Non-Smoking,5,Couple,7.2
Very Good,Saw one roach in bathroomp,Location,8.0,November 2023,"November 2, 2023",Double Room with Two Double Beds - Non-Smoking,1,Family,7.2
"Great location, clean hotel...but a few hiccups","When we got there, parking was full at the facility. We had to park across the street in a public parking lot (which turned out to be cheaper and convenient...so, a happy accident!). We never tried to park at the facility after that. 
When we tried to eat at the buffet for breakfast or in one of the on-site restaurants, they were always closed. On a Monday morning, nothing was open but the ala carte area which was not ideal. They had premade breakfast sandwiches, muffins, etc...but not very palatable and no fresh fruit. We were very disappointed with this aspect of our stay as we asked at the front desk the night before if the restaurant was open the next morning and were told 'yes'. We did go to the Metro Diner and Bar a couple of blocks from the hotel for dinner and breakfast. We highly recommend this place as an alternative.","The rooms were clean, spacious and sufficient for our stay. Staff were pleasant and helpful during check-in. Valet staff outside were very personable and helpful as well.",8.0,October 2023,"October 25, 2023",King Room - Non-Smoking,3,Couple,7.2
Very Good,,Location,8.0,October 2023,"October 24, 2023",Double Room with Two Double Beds - Non-Smoking,2,Family,7.2
"It was ok, but not for us","Very overrated. An additional 100 for parking and 100 for breakfast no microwaves and the overnight staff was rude.
Rooms very outdated and bathroom extremely small.",Location,6.0,October 2023,"October 23, 2023",Deluxe King Room - Non-Smoking,2,Solo traveler,7.2
Very Good,Can't think of anything.,"How close it is to restaurants and Mercedes Benz and State Farm Arena.
Shower was hot, room was cool.",8.0,October 2023,"October 23, 2023",Deluxe King Room - Non-Smoking,1,Group,7.2
Pleasant,"We booked two doubles, ended up with a Queen, this was not comfortable.

We were supposed to have a courtyard view and ended up with an external view. This is a very noisy area, parties, music, traffic, so a courtyard view was preferred.

No literature regarding the tv and the channels. After a long day one should not have to battle with the front desk trying to get the tv to work and find a guide. Ultimately a guide is not available, whether on the tv or in print.

If you have an issue with poverty and homeless people begging for money and food, I suggest you stay elsewhere and always use a taxi for travel. That being said, it is a reality and you donate or don't donate as you see fit. Not a reflection on the hotel, just the local area.

Hotel is close to the downtown, maybe a five to ten minute walk. But keep in mind that 50 to 60 percent of the shops are vacant.

The room was booked well in advance and the room was available, they simply gave it to someone else.","Ten minute walk to many downtown restaurants, etc. Quick ride to many locations, so very conveniently located.",6.0,October 2023,"October 22, 2023",Double Room with Two Double Beds and Pool View - Non-Smoking,3,Group,7.2
Wonderful and beautiful common areas such as the pool but the room itself was outdated and musty.,"The room itself was very outdated, smelled musty and I’m pretty sure there was mold on the ceiling.",The pool area was beyond gorgeous and I loved that our room connected right to the pool.,6.0,October 2023,"October 9, 2023",Double Room with Two Double Beds and Pool View - Non-Smoking,1,Family,7.2
Very Good,Pool temperature was freezing,,8.0,September 2023,"October 4, 2023","Room withTwo Double Beds, Mobility/Hearing Access and Roll-In Shower, Non-Smoking",3,Family,7.2
Pleasant,The price is a bit high for just a room without even having breakfast.,The hotel itself was ok,6.0,September 2023,"October 1, 2023",Queen Room - Non-Smoking,3,Solo traveler,7.2
Great stay will stay again,The pillows wasn't very comfortable,Breakfast was good need better pillow,8.0,September 2023,"September 28, 2023","Queen Room with Mobility/Hearing Access and Roll-In Shower, Non-Smoking",2,Solo traveler,7.2
Good,,"Reception was quick and easy. My room had great views over the city. 11th floor. Also, my room was big, so I could spread out. The shower was hot. The room was clean. Breakfast wasn't the best for a major hotel. Dinner was excellent. Arlene, was helpful and very likeable. I forgot, the pillows were the best I have seen in a long time.",7.0,September 2023,"September 25, 2023",Deluxe King Room - Non-Smoking,4,Solo traveler,7.2
I parked at the parking garage oposite the entrance of your hotel on instructions from the night manager. In the morning,No free parking space as a hotel guest.,The room was nice,8.0,August 2023,"September 24, 2023",Deluxe King Room - Non-Smoking,1,Couple,7.2
