Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
Comfortable and Convenient locatio,"The room is a bit old and the air conditioner is quite loud. But just minor stuff. 

What I like and also didn't like about it the most is the location. It's super convenient, but it's also located in an area where a lot of homeless people gathered. If you arrive late like I did and had to walk from the metro, expect that you may get screamed at randomly. I still felt safe walking there though, usually the homeless wouldn't do much to you except screaming and asking for money.","Staff was super friendly and helpful. The room is much bigger than I expected given how expensive the city is. Bed was very comfortable and clean. The location is also very convenient, a few minutes away is already a supermarket.",9.0,June 2024,"July 17, 2024",Petite Double Room,2,Solo traveler,8.1
A good option,As above,"Great location.  Lots of facilities.  Place looks a little worn down but everything was in working order.

Room was a little smelly and the carpets sticky.  Made me wonder about cleanliness.  But overall fine.  Receptionist was efficient but irritated by questions.",8.0,July 2024,"July 15, 2024",Queen Room,1,Solo traveler,8.1
Great value hotel in the heart of San Francisco.,Some rooms have a bit of a smell and are older (we had 2 friends also staying there).,"Beautiful lobby, great location. We booked the larger room and the extra space was nice and very comfortable.",8.0,July 2024,"July 14, 2024",Premier King Room,2,Family,8.1
"Great central location, clean rooms, very helpful and lovely staff!",Overall it was good. But I think if I had known there were rooms around the pool I would avoid these. I don't know how busy the pool is at night but I would have felt a bit exposed being in one of these rooms. We weren't! We were well away from it. But something to consider!,"This hotel was brilliant. The local was really central and easy to get to. It had a safe in the room and was clean. The staff are so helpful and quick. The air con is little old fashioned but once we were shown how it works, it worked really well for us. And the corridors and bathrooms are a bit old fashioned but it is a historic building and has been a hotel since 1928! It also has a pool, which was clean and a bonus really for a city break hotel. The hotel doesn't serve breakfast but they do offer a 20% off a local cafe which we used twice.",9.0,July 2024,"July 11, 2024",Queen Room,6,Couple,8.1
Wonderful,"When neighbors were opening adjacent room doors, our door moved due to air pressure and made loud noise. This disturbed our sleep in the mornings. We might have been unlucky with this room. If this wasn’t the case, I would have given the rating of 10/10","I loved almost everything about this hotel : Location, bed, facilities, etc...",9.0,June 2024,"July 10, 2024",Queen Room,5,Couple,8.1
Great value for a trip to San Francisco,The facilities are old... but I must say well maintained.,"The room was large for San Francisco Union Square, and I had a comfortable desk in the room.  Staff was very helpful and friendly.  Location can't be beat.",8.0,June 2024,"July 5, 2024",Queen Room,3,Solo traveler,8.1
Great location,The wifi was not so great.,"The room was clean and comfy, the location is great. There are a lot of places to eat/drink around. Staffs are polite and friendly",9.0,June 2024,"July 4, 2024",Petite Double Room,5,Solo traveler,8.1
Very Good,,"Good location, comfy bed and clean rooms. Quiet and good sleep. Close to the train station for access to SFO. They held our luggage on our check out while we explored the city. Staff were friendly.",8.0,May 2024,"June 18, 2024",Petite Double Room,2,Couple,8.1
"Very good value for money. Got upgraded, the room was huge.",Construction on the facade,"Location to union square. 
Big rooms (upgraded)
Nice lobby",8.0,May 2024,"June 16, 2024",Queen Room,3,Couple,8.1
Very Good,,All was ok.,8.0,June 2024,"June 16, 2024",Queen Room,1,Solo traveler,8.1
"Service, location and price very good",,Staff upgraded room after learning we were celebrating c25th Wedding Anniversary,8.0,June 2024,"June 15, 2024",Queen Room,2,Couple,8.1
Great location and good staff,"Small room, you can hear the people in the rooms next to you talking.","Great location, clean room and good staff.",8.0,June 2024,"June 10, 2024",Petite Double Room,2,Couple,8.1
A significantly pleasant stay at this hotel will forever be remembered and beckon me to return.,"The only thing that was disappointing is that the restaurant was NOT open.  Guess COVID impacted this facility financially, so this part of the hotel was not reopened.  I wrote the preceding based on other closed businesses that are in the Union Square area.  It was heart wrenching and sad.","The personnel were quite helpful in satisfying my needs.  I requested a room on an upper floor/quiet side and obtained both.  In addition to my room location, I was provided with 4 requested firm pillows to my delight.",9.0,June 2024,"June 9, 2024",Petite Double Room,1,Couple,8.1
Good stay in a traditional hotel.,,"Quiet, spacious room. Lovely heated pool. Handy position on Union Square for bus tours and shops.",8.0,May 2024,"June 2, 2024",Premier Queen Room with Two Queen Beds,3,Group,8.1
Wonderful,,Convenient location for Union Square . We had a quiet room overlooking the swimming pool.,9.0,May 2024,"May 31, 2024",Queen Room,2,Family,8.1
"Good location, quiet room to the backside",Nothing,The location - just next to the union square. I was able to check-in early since the room was available. The room was small but fine for 1 person.,9.0,May 2024,"May 26, 2024",Petite Double Room,1,Solo traveler,8.1
,,,8.0,April 2024,"May 5, 2024",Petite Double Room,3,Couple,8.1
Great boutique hotel in a good location.,,"Great location. The room was spacious and clean, and the bed was very comfortable. We stayed in a Deluxe King room, which had a balcony overlooking the pool.",9.0,April 2024,"April 28, 2024",Premier King Room,3,Couple,8.1
Very Good,Bed was very hard. Cleaner came before 8.30am. Our room overlooked an alleyway with leaking drainpipes and walls.,Great location for everything. High end shops right on the doorstep. Trams just around the corner. Bars and restaurants a short walk away.,8.0,April 2024,"April 25, 2024",Queen Room,3,Couple,8.1
Very Good,The room was clean and comfortable but a little tired.,Location was super and staff were great.,8.0,February 2024,"March 5, 2024",Petite Double Room,1,Solo traveler,8.1
Handelry value,"I was disappointed that you only got 2 sachets of tea and coffee and had to use powdered creamer, milk would have been better and 2 sachets goes very quickly.",The  central location and the ability to book an extra room that was connecting to the original room I booked. I loved that it had a  balcony where I could sit and have a coffee while watching the hustle and bustle of the city. I appreciate the  toweling robes and the body lotion in the bathroom. It was easy to get in and out of the shower as the bath wasn't too high and there were  grab rails for safety,9.0,January 2024,"January 30, 2024",Premier Queen Room with Two Queen Beds,3,Family,8.1
Beautiful Union Square stay!,The parking was a little tricky and the traffic was bad! (there was an international conference in town),Location was great - right next to Union Square!,9.0,November 2023,"December 19, 2023",Queen Room,1,Couple,8.1
Great Location for all amenities,"Room had stale smell and no outlook which was quite depressing!   Pool area was nice , would have preferred room outside as much more fresher and brighter",Location of hotel was central. Pool area was nice but not much sun in October!,7.0,October 2023,"November 6, 2023",Queen Room,5,Couple,8.1
Would recommend,,Great location with very friendly staff,8.0,October 2023,"October 26, 2023",Queen Room,6,Group,8.1
Good stay,Nothing the team can do about this one… if we came back we’d stay closer to Fisherman’s Wharf.,"Good clean room, friendly staff, pool and gym.",8.0,October 2023,"October 18, 2023",Double Room with Two Double Beds,3,Family,8.1
Great hotel in excellent location,There was a distinct smell that wasn’t amazing in the hotel,"Great location, hotel was great as staff were very welcoming, super close to all forms of transport",8.0,October 2023,"October 14, 2023",Double Room with Two Double Beds,4,Group,8.1
Great place to stay when visitng SF,"The restuarant is currently closed, but they provide a coupon for a nearby diner to have breakfast (and it's great).  OUr room was by the pool, which meant extra stairs each day (on top of walking around SF which is very hilly).","The location is perfect for visiting SF.  You are just 2 blocks from the start of the Cable Car line (which is the best place to get on).  The hotel is clean, the staff is friendly, and heated pool is nice.",9.0,October 2023,"October 11, 2023",Premier Queen Room with Two Queen Beds,5,Group,8.1
Enjoyed our stay,"No breakfast served as grill room closed and had Togo round corner to s diner, although it was a good diner with a discount for hotel guests. Room nice but bathrooms very small",Great location and nice swimming pool,8.0,October 2023,"October 10, 2023",Queen Room,2,Couple,8.1
"Had a fabulous time , celebrating my 60th birthday, and the champagne waiting for me was fabulous",,"Breakfast was a bit strange , we had to leave the hotel to get breakfast… but saying that 20% voucher eased the pain ..",9.0,September 2023,"October 7, 2023",Premier Queen Room with Two Queen Beds,5,Group,8.1
Very good all round,Nothing,"Good location, friendly staff, clean and quiet",9.0,October 2023,"October 5, 2023",Petite Double Room,1,Couple,8.1
"We would recommend the Handlery Hotel, great Location & value for money",The only elevator to the premier King rooms on 2nd floor was a disabled one. We did use that for our luggage as to hard to take luggage up stairs.,"Location was great, close to restaurants & Cable car.
The room was clean & comfortable & the staff were very nice.",9.0,September 2023,"September 29, 2023",Premier King Room,3,Couple,8.1
A great location to stay with friendly helpful staff.,New pillows would add to the overall comfort,Very friendly knowledgeable and helpful staff.  Great location right next to Union Square.  Although the hotel does not have a restaurant there are plenty of eateries close by.,9.0,September 2023,"September 25, 2023",Queen Room,4,Family,8.1
"Perfect for one night stay, comfortable & clean",Definitely in the heart of the city,"Easy visit for one night stay in SF, used parking garage $62 per night for rental car",8.0,September 2023,"September 23, 2023",Queen Room,1,Couple,8.1
great location. tired. but ok.,,it was a surprise to be in another building away from our friends. so inconvenient. the check in guy was short with my wife once other guest arrived to check in. the pillows were woeful. flat. old. housekeeping were great. bed soft and old as well. location was great. pool nice. gym ok.,7.0,September 2023,"September 21, 2023",Petite Double Room,2,Group,8.1
Fantastic stay - excellent location - traditional style hotel with everything you need,Shame there was no room service option at this present time,"Direct access to pool from our room was a real hit with our kids and made it so easy for us! 
Room size was also very good",8.0,September 2023,"September 20, 2023",Premier Queen Room with Two Queen Beds,3,Family,8.1
Good Hotel in a great location.,There was no bar but this was a good thing as it made us go out more.,The hotel was good but the location really made it . Staff were friendly and helpful.,9.0,September 2023,"September 12, 2023",Petite Double Room,4,Family,8.1
Good hotel in a great location,It was a shame that the restaurant is perminanty closed. Parking is expensive but we knew that before we booked.,The hotel was in a perfect location for everything we wanted to do. Our room was quite big and airy and the room service was excellent. The bathroom was large and perfectly clean.,9.0,September 2023,"September 10, 2023",Queen Room,3,Couple,8.1
Wonderful,Could not open the windows - and did not ask if possible.,,9.0,September 2023,"September 10, 2023",Petite Double Room,2,Couple,8.1
Would strongly recommend this hotel to anyone visiting San Francisco.,N/a,Very good location - easy to get to and from. Room was larger than expected and clean. The hotel in general was better than I expected and the staff were super helpful and friendly.,9.0,September 2023,"September 10, 2023",Petite Double Room,3,Couple,8.1
Wonderful,"Woken up at 1.30am by 3 girls in the pool, but the security was on the case, and they dispersed quietly ! However there are no signs saying no swimming at 10pm etc ?? Iff so maybe they would not have gotten in the pool at 1.30am","Fantastic location, very friendly staff, would definitely stay at this hotel again.  We had a complimentary upgrade to a poolside room which was lovely, large room with plenty of lights so felt very airy !",9.0,September 2023,"September 5, 2023",Premier King Room,4,Couple,8.1
We had a great time,The hotel is a little bit dated. The carpet a little bit smelly in places. There were some homeless in the vicinity. I think the area is close to where a lot of homeless are camped. But I didn't see it as a big issue. I didn't feel unsafe. There were plenty of tourists and families around. I also wouldn't want to hide from the homelessness issue. It's an important issue. It feels irresponsible to just close your eyes to it all.,Pool was great for the kids. Outdoor and heated (a little). Location is good - right by Union Square and the start of the tram line. Rooms were clean and it met our needs well. When I called ahead of time they were very responsive - they accommodated my request to have a room with a balcony overlooking the pool. They also put a bottle of wine in the room for my wife's birthday. Great experience overall! And good price point.,8.0,August 2023,"September 2, 2023",Premier Queen Room with Two Queen Beds,6,Family,8.1
"Would stay again, very comfy",Old tv that didn’t have access to streaming services,Great location to the tram stations and very central. Bed was excellent and room was very spacious,8.0,August 2023,"September 1, 2023",Queen Room,3,Couple,8.1
Very Good,Nothing,Central to everything,8.0,August 2023,"August 27, 2023",Queen Room,4,Couple,8.1
Great hotel with a great location.,It would be nice to have a refrigerator in the room. Also the room was quite warm even though the air conditioning was on.,Location was excellent. We walked everywhere.,9.0,August 2023,"August 24, 2023",Queen Room,4,Family,8.1
Great hotel. Shame about the area,"The location, it is is sketchy.  Not the hotels fault, it’s the area","Great hotel, clean, excellent staff and facilities",8.0,August 2023,"August 20, 2023",Premier Queen Room with Two Queen Beds,6,Family,8.1
"Room was great, great location but the staff experience left much to be desired","Front desk staff was a bit abrasive and not very warm. Bellman ignored me when I was waiting to store my luggage and went out f his way to ask a Caucasian lady who walked in way after I was waiting if she needed to store her luggage and took her luggage to store it. A different bellman asked me if I needed help and I said I have been waiting to store my luggage and he told me to wait for the other bellman to come. I was so annoyed, I carried my own luggage to the storage where the first bellman was standing there on his phone having a personal conversation and seemed annoyed I was waiting for him to store my luggage and when he hung up he asked me if was going to store my luggage! As if I walked all the way there to watch him talk on his phone. He just took my luggage and handed me a ticket and walked away. I had to ask him when and what time I could retrieve my luggage and how long did they hold it for. That experience really tarnished my trip as it was my birthday.",Convenient location and very comfortable rooms,9.0,June 2023,"August 19, 2023",Queen Room,2,Couple,8.1
"Location perfect, hotel clean and staff was all so lovely",Would have liked the restaurant to be opened but appreciate the struggles and impacts of covid,"Perfect location, staff friendly and welcoming. Room was clean and comfortable 😊",9.0,August 2023,"August 17, 2023",Double Room with Two Double Beds,3,Family,8.1
Very Good,Difficulty with lift access in second building. Restaurants closed.,Location and access to transport cafes and shopping. Comfortable beds and very nice coffee. Plenty of towels and toiletries and daily cleaning appreciated.,8.0,August 2023,"August 10, 2023",Queen Room,5,Group,8.1
High end hotel close to Union Square.,The absence of a bar / restaurant for a high end hotel is strange but the 20% of Cafe Mason was very welcome. The hotel could do with a little investment in decoration. The room was a little impersonal.,The location is amazing as it sits a block up from Union Square. The staff were super helpful.,8.0,August 2023,"August 2, 2023",Queen Room,2,Couple,8.1
Very nice and comfortable hotel in which you can feel at home in the centre of San Francisco.,"You have to book the spa, which is fine but limited the possibilities to use it.",We had a nice spacious room with a nice bathroom. An extra bed was offered for free. Nice pool area. Staff is very friendly.,9.0,July 2023,"August 1, 2023",Queen Room,2,Family,8.1
Good,Only two working lifts so often waiting. Feels like a dangerous area.,Nice room and central to the city,7.0,July 2023,"July 31, 2023",Queen Room,3,Couple,8.1
"The hotel was comfortable, clean and spacious. Couldn’t have asked for much more we had a great stay there.",No breakfast option was available.,"Really good location, close to the cable car and the shopping streets. We received a free upgrade on arrival and we were delighted. Great bonus having use of the pool and gym. Thoroughly enjoyed our stay.",9.0,July 2023,"July 29, 2023",Queen Room,2,Group,8.1
Honeymoon to California,,"Great location 
Staff were very friendly and helpful 
Would definitely recommend",9.0,July 2023,"July 28, 2023",Queen Room,3,Couple,8.1
great location great staff small pool,small pool,location great. restaurant found the corner with discount from the hotel.  staff are excellent and helpful with local recommendations.  rooms and beds are comfortable.,8.0,July 2023,"July 27, 2023",Double Room with Two Double Beds,3,Family,8.1
Loved it.,It was cold when we went. Much colder than further south in CA. You might need to wrap up (In June/July!),"Perfect location for San Francisco. The kitchens and bar were shut when we stayed but there are great Diners and bars nearby and it increased our enjoyment of the city,",9.0,June 2023,"July 24, 2023",Double Room with Two Double Beds,4,Family,8.1
Wonderful,,The staff was nice and helpful. We stayed here for two nights and had everything we needed. Close to all attractions and places we wanted to visit.,9.0,May 2023,"July 21, 2023",Queen Room,2,Couple,8.1
We enjoyed our stay and the easy walk to important sites,No restaurant. Parking too pricey,Proximity to union square. Friendly and helpful staff,9.0,July 2023,"July 16, 2023",Double Room with Two Double Beds,2,Group,8.1
Good place to stay in San Francisco,"No breakfast buffet offered, however you find plenty of breakfast places around the corner.",Perfect spot in the center of SanFran. Spacious rooms and nice pool (good when travelling with kids).,9.0,July 2023,"July 15, 2023",Queen Room,2,Family,8.1
Very Good,"Some of the rooms really needed an upgrade. Mine was fine. Our group had 4 rooms, not close to each other.","We appreciated all the suggestions from staff about restaurants and sightseeing, especially the concierge.",8.0,June 2023,"July 14, 2023",Petite Double Room,4,Family,8.1
I love the location,,I’ve been many times before,9.0,July 2023,"July 14, 2023",Queen Room,3,Solo traveler,8.1
Lovely rooms.and great service,Would be good to have a bar in the hotel for drinks and for breakfast to be available.,"Lovely rooms, good location, friendly helpful staff.",9.0,July 2023,"July 11, 2023",Double Room with Two Double Beds,3,Family,8.1
Historic hotel that got a technology and style upgrade,Could hear the people in the room next to ours. Only one working elevator.,Right next to Union Square so you can hop on a bus or trolley car by waking half a block. Staff was very helpful with anything we needed.,9.0,July 2023,"July 10, 2023",Petite Double Room,2,Family,8.1
Fantastic place to stay,It was all good,"Very good property 
Staff were so accommodating",8.0,July 2023,"July 6, 2023",Premier Queen Room with Two Queen Beds,3,Family,8.1
Very nice!,Hotel layout was a bit confusing but is expected for the location and age. Added to the flare :),"Room, location, cleanliness, staff",9.0,April 2023,"July 2, 2023",Premier Queen Room with Two Queen Beds,2,Family,8.1
Efficient and comfortable hotel in excellent location.,The petite room’s bed is too small for 2 adults. The advertised price on booking.com for the petite room turned out about $100/might higher than advertised because it didn’t include taxes and other items.,"excellent location, classic furnishing and architectural details, helpful staff and fitness room",9.0,June 2023,"July 1, 2023",Petite Double Room,3,Couple,8.1
Excellent location and Comfort Hotel,So far no .,"Location is excellent. Very near to BART station and also convenient to take city bus. Just few minutes distance. I got free upgrade to have twin queen beds instead of one. I request the quiet room. The air-conditioning and heater work well :-) They provide free coffee and tea in the room. Although no provide bottle of water, you still can get the free water in the gym room. Is very convenient. The room look new renovation. Beds are comfortable and clean too. They are giving room service everyday. The staffs there are friendly and helpful. I ll choose this hotel again in future and also will recommend this hotel to my friends who want to visit San Francisco:-)",9.0,June 2023,"June 27, 2023",Queen Room,4,Group,8.1
"Wonderful hotel staff. We enjoyed our entire stay, and we would recommend hotel to anyone coming to S","We thought the hotel would have a restaurant. However, we had no problem finding places to eat nearby. The hall lighting was too dim especially when travelling with several bags.","We checked in late at night. The room thermostat was a little inconvenient to operate when you are very tired from traveling otherwise the room, the bed and the shower were fine. The lighting in the hall was too dim for anyone to come in late, with several bags. Our stay was wonderful, and the hotel staff was professional and courteous, the housekeeping was responsive to our special requests and the concierge was extremely helpful during our stay. The location of the hotel could not have been better, close to everything one could ask for. Bart rail station is only 3 blocks away and only costs $10.00 per person to SFO airport and takes all of 35 minutes to get there. We enjoyed our stay at Henderly and recommend it to anyone.  Fred   Tampa,Fl.",9.0,June 2023,"June 27, 2023",Queen Room,7,Couple,8.1
Very Good,,"The positive reviews were the same for me. It was very clean, and if you want a quiet room, not overlooking the street, that is possible. The lobby always had plenty of staff present 24/7. Don’t worry about the recent news of the downtown areas. You may not do much in the immediate neighborhood, but it was fine for coming and going. The Starbucks across the street was very good and handy!",8.0,June 2023,"June 26, 2023",Queen Room,4,Solo traveler,8.1
Great hotel just don’t expect modern and shiny.,The hotel is getting a little tired with age.,"Very helpful staff, great location.",9.0,June 2023,"June 23, 2023",Queen Room,2,Couple,8.1
Really great hotel,,Excellent location. Convenient for public transportation. Very helpful staff.,9.0,June 2023,"June 21, 2023",Queen Room,3,Group,8.1
Worth the money,The WIFI was very slow in my room.,"Very good location, spacious and clean room. The price of the room makes it way more affordable than business hotels nearby.",8.0,March 2023,"June 19, 2023",Queen Room,5,Solo traveler,8.1
"excellent location, friendly staff",the doors were always slamming. they were solid wood doors and you could hear every time your neighbor came in and out,the location was perfect and the building had some historical significance although not sure what it was but it was a beautiful building,9.0,June 2023,"June 18, 2023",Petite Double Room,5,Solo traveler,8.1
We looked forward to coming back to the hotel after very busy days,Nothing,Location was perfect. We were made very welcome and staff including Concierge were very helpful. We were treated like individuals not numbers.  We loved the pool.,9.0,May 2023,"June 15, 2023",Queen Room,4,Couple,8.1
Very nice stay,Slightly small rooms,"Very nice front desk
Very nice rooms
Mixture of old and new
Clean rooms
Heated pool
Great location",9.0,June 2023,"June 13, 2023",Double Room with Two Double Beds,1,Family,8.1
Excellent location . Would stay here again,Did not have access to dine but we managed in the end .,location was excellent. staff were really friendly. The room size was very good . would highly recommend to family and friends.,7.0,May 2023,"June 7, 2023",Petite Double Room,3,Family,8.1
Wonderful,Homeless people everywhere.,"A very nice hotel, staff were great, room was excellent, bed was comfortable. Good breakfast. Good Gym & Pool.
Location good for access to buses and light rail.
Portland is a very pleasant city but at the moment it is blighted by the homeless situation",9.0,June 2023,"June 4, 2023",Queen Room,2,Couple,8.1
Very Good,,Superior geographical location！,8.0,May 2023,"June 1, 2023",Double Room with Two Double Beds,1,Family,8.1
Great family run hotel,Nothing,"Location.  Close to all the main facilities - shopping, cable car, public transport and restaurants.",9.0,May 2023,"May 26, 2023",Double Room with Two Double Beds,1,Group,8.1
Wonderful,,Location. Price point.,9.0,April 2023,"May 25, 2023",Double Room with Two Double Beds,1,Family,8.1
Great location but an older hotel in need of an upgrade.,"Rooms need a refresh, noisy (not great sound proofing), old aircon/heating and staff not that friendly/helpful.",Great location - very close to Union Square and transport to and from.,7.0,May 2023,"May 23, 2023",Queen Room,4,Solo traveler,8.1
Superb location,"There was no heating in the rooms. I was cold so the staff brought extra blankets immediately but they said they couldn't do anything about the heating due to the age of the hotel.  The swimming pool was shut but this was due to an emergency and a note was delivered to our room to inform us
.","Superb location right by Union Square and walking distance from BART Station.  Lovely old building.  Lift.  Plenty of helpful staff, good service.  Discount given at local diner which did excellent breakfasts.",8.0,April 2023,"May 18, 2023",Queen Room,3,Couple,8.1
Good Location Comfortable,"The View, and the fact they take 50 dollars a night deposit which takes a good while to find its way back to your Bank even though they release it  moment you leave.
Just seems a lot to pay for a deposit","Excellent Diner 100yds away which they give you 20% discount if your staying at the Handlery.
Breakfast was best ever had.
Location was excellent, view was poor but that comes with being in amongst so many tall buildings",8.0,May 2023,"May 18, 2023",Queen Room,3,Couple,8.1
"Well located, clean and good value given how expensive San Francisco is.",,"Great location and room was very clean.
Discounts on cafe and tours was an added bonus.",9.0,May 2023,"May 16, 2023",Double Room with Two Double Beds,3,Family,8.1
Great short stay would recommend,a little dated in the rooms but they were still clean and comfortable,"Central location, great access to transportation- bus, cable etc",7.0,May 2023,"May 14, 2023",Queen Room,3,Couple,8.1
Really nice hotel,Wasn't much help getting a taxi when leaving,Upgraded our room and left a welcome gift as we were on our honeymoon. Loved that it has a pool. Really good area to reach everywhere round you. Housekeeping came in every day which was nice.,9.0,May 2023,"May 12, 2023",Petite Double Room,4,Couple,8.1
Great introduction to our first visit to San Francisco,Given it is an old hotel we heard the creaking floor from rooms upstairs don’t let that stop you from staying here,Location and the night auditor was a welcome sight after a long flight. She gave us a the good tips for a great couple of days in San Francisco. Easy access to all the tourist attractions and Union Square is a great base. Thanks for the heads up to go to the diner on the corner for a very late dinner.,9.0,May 2023,"May 9, 2023",Queen Room,5,Couple,8.1
"great price / quality combi, perfect location",older building,location & facilities are great,7.0,May 2023,"May 8, 2023",Double Room with Two Double Beds,3,Family,8.1
great location for enjoying SFo Union Square region,"no amenities, not even working vending machines. but all could be bought nearby aircon not working. luckily for us early May so balcony door open still worked.",locatie,8.0,May 2023,"May 7, 2023",Premier Queen Room with Two Queen Beds,2,Family,8.1
Wonderful,Once staff member was rather rude when we asked why we hadn't been notified the pool was closed. Something we would have like to know before the stay as we actually booked because of the pool. Disappointing.,"Hotel was in a great location, felt safe. Bed was okay but rooms were nice and clean. No complaints for the price.",9.0,April 2023,"May 6, 2023",Petite Double Room,3,Couple,8.1
Very Good,"perfectly adequate for our family, staff were helpful.","Great location, comfortable beds",8.0,May 2023,"May 6, 2023",Double Room with Two Double Beds,3,Family,8.1
Wonderful,bathroom shower was a bit small,staff was super friendly and helpful! rooms were great and the location was perfect,9.0,May 2023,"May 4, 2023",Queen Room,3,Group,8.1
"It was very convenient because of the location, and I had a very comfortable stay.",,Location was perfect. Reception staff was also very helpful the whole time.,9.0,February 2023,"May 3, 2023",Petite Double Room,1,Solo traveler,8.1
Great stay at the Handlery centrally located to everything,nothing great property maybe would have been good if you could get breakfast there but there are plenty of places to eat nearby,very centrally located plenty of eateries around,9.0,May 2023,"May 3, 2023",Queen Room,4,Group,8.1
Perfect for me,I would prefer if there was a restaurant on site or even a coffee bar but I’d stay here again anyway.,The staff were excellent and it was very good value for money. it’s also in an ideal location.,8.0,April 2023,"April 27, 2023",Petite Double Room,3,Solo traveler,8.1
Perfect spot for our few days in the city.  Really helpful staff and a lovely room,We were in the second building and it was a bit further from reception.  We had to carry our suitcases up one flight of stairs before getting to where the main lift left from.,Room was lovely and a good size for our family of 4.  The beds were really comfortable with nice linen and pillow.  Being right on Union Square suited us really well.,8.0,April 2023,"April 25, 2023",Premier Queen Room with Two Queen Beds,1,Family,8.1
"Clean and comfy, family friendly vibe within Union Square area","Only negative is the ""busy-ness"" that come with such great loc -- can't help the noise of the night since I have a terrace that faces directly a busy street.  I guess this cannot be helped and not the fault of the hotel
Ideally, in a normal situation - the hotel would have had its dining facility but the grill was closed indefinitely so that too.","Location was perfect! close to everywhere in Union Square especially shops like Sephora, Westfield Mall, Bloomingdales, restaurant choices are vast -- all within comfortable walking distance.",9.0,April 2023,"April 23, 2023",Queen Room,10,Group,8.1
Wonderful,Beds were a little hard. No restaurant,"Excellent location, friendly and helpful staff",9.0,April 2023,"April 18, 2023",Double Room with Two Double Beds,4,Family,8.1
great stay,"the rooms are dated so there was an unmissable scent (old smell) you get use to it quickly but when you leave and come back; you smell it again upon walking into your room. the gym is small, but usable. don’t bother with the sauna it’s 100 years old and 100% needs updating! other than these points we were happy with everything else at the hotel.","Great location & nice big/comfortable/clean rooms. the products in the bathroom were great and big bottles to use, attached to the wall. staff were friendly and helpful.",9.0,April 2023,"April 18, 2023",Queen Room,3,Couple,8.1
good hotel for quick stay in sf,no,close to city center and very comfy beds,9.0,April 2023,"April 17, 2023",Petite Double Room,3,Couple,8.1
