Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating
I would stay here again.,The breakfast room was a bit crowded.,"It was close to downtown Toronto so easy to walk from Union Station. The breakfast of cereal, toast, coffee was a good start to the day. Staff was very helpful especially Johnathon.",8.0,July 2024,"July 16, 2024",Deluxe Queen Room,2,Solo traveler,7.7
Really Convenient to Train Station and Comfortable Safe Place to Stay,"Well there was only one toilet (in building 10) and shower and they were in the same room meaning while you were using either, you wondered if there were people busting outside waiting to use the bathroom.  There was also really nowhere to plug your device outside of the room and use it.  Maybe if was in the building where reception was located these things might have been different but in building 10, needs more toilets and places to plug in and use your device.  Not really the acceptable thing to be a dorm room using a device. Also being so many people catch The Canadian and trains east which go early in the morning, it would be great if breakfast would start at least an hour earlier than 8am, being we need to walk to the station and Via demands us there an hour early.","Mixed dorm room and bed was excellent, really comfortable and spacious, even had shower type curtain around bed for privacy. I loved that there was a self provide the lock locker in room that was big enough to fit a backpack and more in. Numbered to match your bed so they don't fill up before you arrive. Location of hostel is excellent, easy walk from train station and to tourist stuff in Toronto.",9.0,July 2024,"July 14, 2024",Bed in 6-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Enjoyable stay in a good location!,Laundry hours were a bit problematic!,Great location: good facilities; friendly staff,8.0,July 2024,"July 12, 2024",Bed in 6-Bed Mixed Dormitory Room,4,Solo traveler,7.7
I will come back for sure,"I stayed in the female shared room number 21 and the door opening iron has a very loud sound, which affects the beds close to the door. In fact,  wouldn't need that iron... the key would do the trick","Great location, value for money, space. I loved the hostel, I will definitely come back",8.0,June 2024,"July 3, 2024",Bed in 14 Bed Female Dormitory Room,2,Solo traveler,7.7
Nice stay,,"This was a booking for my Mum. She said the staff were nice, big clean kitchen and good facilities. Some nice other travellers.",9.0,May 2024,"June 30, 2024",Bed in 8-Bed Female Dormitory Room,2,Solo traveler,7.7
nice location,The bed is not very stable,location is great,8.0,June 2024,"June 27, 2024",Bed in 6-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Good hostel in downtown,,Good position and price. Easy check in and good communication with the staff.,8.0,June 2024,"June 25, 2024",Bed in 6-Bed Mixed Dormitory Room,2,Solo traveler,7.7
Wonderful,,"Free breakfast was great and the rooms were very nice, loved the curtains on the bed. Great location.",9.0,May 2024,"June 20, 2024",Bed in 6-Bed Mixed Dormitory Room,2,Group,7.7
Wonderful,,Great location and nice staff! Good breakfast put on every morning as well.,9.0,June 2024,"June 17, 2024",Bed in 4-Bed Mixed Dormitory Room,6,Solo traveler,7.7
Walking distance to Roger’s Center,The coffee was bad lol. Sorry but damn! 🤣,The bed was surprisingly comfortable,9.0,June 2024,"June 16, 2024",Bed in 4-Bed Female Dormitory Room,1,Solo traveler,7.7
Good,"Wet smell in common areas, room access only by stairs is uncomfortable if you carry luggage, little privacy  & high rates (check in after 9 PM)","Location, quick access with code & basic breakfast available",7.0,June 2024,"June 14, 2024",Bed in 6-Bed Mixed Dormitory Room,5,Solo traveler,7.7
Value for money. Easy commute,Late check-in fees,decent,9.0,June 2024,"June 13, 2024",Bed in 4-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Wonderful,Breakfast extremely minimal,Very clean,9.0,June 2024,"June 13, 2024",Bed in 6-Bed Mixed Dormitory Room,3,Solo traveler,7.7
Had a Good First-Time Hostel Experience!,"The upkeep of the hostel is somewhat wearing out. For example, the bathroom grout is chipping, and the caulking is deteriorating/molding. Also, the locks of the wooden window frames are bent, so they are not fully secure.",I love the location. Only a 15 - to 20-minute walk from most attractions. I like the value you get with the price: free breakfast and a personal bathroom for each hostel room.,8.0,June 2024,"June 12, 2024",Bed in 6-Bed Mixed Dormitory Room,4,Solo traveler,7.7
Good,Rooms can be cleaner,Stuff is great.  Location is very good,7.0,June 2024,"June 10, 2024",Bed in 4-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Wonderful,"I stayed in a 4 bed first and then I moved to room 14 bed and there is a significant difference between mattresses, in the room with 14 beds the mattress is not very comfortable.",Good breakfast and location.,9.0,June 2024,"June 7, 2024",Bed in 14 Bed Female Dormitory Room,1,Solo traveler,7.7
Good value for price,"The check in time is very late (3 pm) and the check out is at 11. There is no possibility of an earlier check in even if you have a flight that arrives super early. The staff could be more friendly, they rotate a lot and most of them were not very 
kind.
There is a homeless camp in the square right in front of the building, we didn't have any problems with them or any odd situation but it is worth mentioning.","The location is great! You can go walking to CN Tower, Rogers Centre, Scotia Bank arena, Chinatown... there is also a metro station near by and it's close to Union Station. Breakfast has a good selection of basic itens and the kitchen has all the necessary utilities if you want to cook.
It's a good money for value option. I booked a single room with a private bathroom and it was great for a short stay. It was 
a lot cheaper than most of the hotels in the same region, the room is small but has everything we needed, the AC worked well.
We were able to leave our bags in the locker before and after check out.",8.0,May 2024,"June 6, 2024",Deluxe Queen Room,6,Couple,7.7
Good,During one night there were some people partying upstairs and they were very very loud!,"The staff, the big bed, even If I was with 3 other people I had my privacy. The breakfast was included and it was good! :) the hostel was very close (5 min by foot) to the CN TOWER!",7.0,April 2024,"June 6, 2024",Bed in 4-Bed Mixed Dormitory Room,3,Solo traveler,7.7
Great place to stay in Toronto,,"Great location, friendly and helpfull staff, big room but with separation and individual light and place to charge your phone, shared bathroom but access directly from the room. I was surprised that the breakfast was included, really a lot of variation. I can recommend it",8.0,June 2024,"June 5, 2024",Bed in 8-Bed Female Dormitory Room,1,Solo traveler,7.7
Bargain central location.,,Great cetral location and price. Convenient for train station.  Comfortable and clean. All as expected from a hostel. Spacious  shower room.,9.0,April 2024,"June 4, 2024",Bed in 4-Bed Female Dormitory Room,2,Solo traveler,7.7
Good location,Homelessness in the park across the street. Late checkin turning on main light @ midnight!,Close walk to Union Station,7.0,May 2024,"June 2, 2024",Bed in 4-Bed Female Dormitory Room,2,Solo traveler,7.7
Good,If you arrive after 9pm (even if ur flight was delayed) you have to pay a fee of $15… rip off!!,Good location and rooms were clean.,7.0,April 2024,"May 27, 2024",Bed in 4-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Comfortable and quiet,,Comfortable and quiet with easy access to public transportation.,8.0,May 2024,"May 25, 2024",Deluxe Queen Room,1,Solo traveler,7.7
comfort safe and peaceful stay,i couldn't find anything that i didn't like,"It was very good many types of options to eat and drink 
 also good location and near to C N tower that  walking distance",8.0,April 2024,"May 17, 2024",Bed in 6-Bed Male Dormitory Room,5,Solo traveler,7.7
Awesome and central!,I did not like the extra charge due to late check-in. The bunk beds do not have charging stations on the top beds.,"Great location in the city centre with easy access to the metro and street car, and other attractions. The breakfast was fine; just dry cereal, tea, coffee, fruit, and light snacks. Juice would have been nice.",8.0,April 2024,"May 17, 2024",Bed in 14 Bed Female Dormitory Room,3,Solo traveler,7.7
Wonderful,"They take your bank card details and keep for weeks, as a guarantee x any demage . It does not matter how long you stayed and when you left.  They should check straight away at the time of check out and destroy the data. All those weeks I don't know who has access as the reception staff was changing every few hours. I was served by night security officer.  Unbelievable .","Location, services, good WiFi. I stayed only one night. Recommended",9.0,May 2024,"May 13, 2024",Bed in 4-Bed Female Dormitory Room,1,Solo traveler,7.7
Really enjoyed it!,"Nothing really, the kitchen got a bit crowded in the mornings but there was plenty of other space to eat etc",It was really clean and definitely enjoyed the included breakfast! A really nice touch for a hostel,8.0,May 2024,"May 12, 2024",Bed in 14 Bed Female Dormitory Room,5,Solo traveler,7.7
"Very central location, room was clean and comfortable. Complimentary breakfast was provided. When I booked I requested f",Nothing much to complain,Very central location. Easy to access city.,9.0,May 2024,"May 12, 2024",Bed in 4-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Good,"Shower takes a long time for hot water.
Homeless camp in front of the place. They're not too troublesome but it's worth mentioning.",Good location. Kitchen available.,7.0,May 2024,"May 6, 2024",Bed in 4-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Great option,,"Great place to stay. Reasonable price for Toronto, good central location",9.0,May 2024,"May 6, 2024",Bed in 4-Bed Mixed Dormitory Room,2,Solo traveler,7.7
"GREAT location, clean hostel, nice rooms",The staff wasn’t super friendly but I really only talked to them for 2 min. Everyone else was very friendly.,"Breakfast is included and quite nice, the room was big, clean and comfortable and the location is THE BEST!",9.0,May 2024,"May 5, 2024",Bed in 8-Bed Female Dormitory Room,2,Solo traveler,7.7
Would stay again next time,"Nothing much, was good enough.","Location was good, beds were clean. People were generally respectful and minded their own business.",8.0,April 2024,"May 1, 2024",Bed in 6-Bed Mixed Dormitory Room,10,Solo traveler,7.7
Great find in downtown Toronto,Staff were a bit hit and miss which was a shame given the quality of the hostel otherwise. No toiletries were provided which was a bit disappointing. Room got cold at night and I did not see a functioning heater so I’m glad I was travelling at a warmer period.,"Perfect location, and very reasonably priced compared to other downtown accommodations and what was offered. Beds were large and comfortable. Shower was clean. Breakfast was sufficient and included in stay. Would recommend.",8.0,April 2024,"April 27, 2024",Bed in 6-Bed Mixed Dormitory Room,2,Solo traveler,7.7
Great price. Great location. Staff need to be better.,The staff at the front desk were not very attentive to help us check in or out. They were acting like they were busy on the computer and not wanting to assist us. We also received attitude when asked if we could leave our luggage at the hostel before check-in. We were not asked to put our name on the luggage so anyone could have taken our belongings before checking in.,Being able to drop off luggage before check in.,7.0,April 2024,"April 25, 2024",Queen Room,1,Couple,7.7
Reasonable for the price.,"I stayed in a bunkbed and it was really noisy and it shaked a lot. The electricity of the bathroom dropped down due to their hairdryer they provide there, it was around 9pm and they didn't fix it until the next day, a lot of people complained because there was no way to take a shower. In front of the hostel there is a lot of people living on the streets, it didn't seem a safe place at all.","Location was really good, close to the main touristic points, train station, places to eat. Clean and quiet in general.",7.0,April 2024,"April 24, 2024",Bed in 14 Bed Female Dormitory Room,3,Solo traveler,7.7
Wonderful,Lighting could be a little better if a desk lamp is available.,"Good value for money! I stayed in a Queen Room which was spacious, clean, quiet and very comfortable. Staff were very friendly and helpful. Despite all the reviews online regarding the neighborhood, I felt safe at all times as a lone female traveler. The location is superb, it's close to everything but away from the most jammed area around Union Station.",9.0,April 2024,"April 22, 2024",Deluxe Queen Room,3,Solo traveler,7.7
Best value in the city if you are visiting Toronto,"Keep in mind that check-in is 3-9pm, anytime later is $15 additional
- Yes there are homeless people in the park in front but I've always seen municipality/emergency cars there during my 3-day stay and so it was totally no problem/safe
- Adding a hanging hook in the bathroom would be great!","Unbeatable location in the city
- Complimentary breakfast for all
- Curtains at each bed + locker (bring your own lock)
- Large shower
- Complementary luggage room",9.0,April 2024,"April 20, 2024",Bed in 6-Bed Mixed Dormitory Room,3,Group,7.7
Very Good,,"The property is close to the CN towers/Rogers Centre and Union Station, and basically in the",8.0,April 2024,"April 19, 2024",Bed in 8-Bed Female Dormitory Room,3,Solo traveler,7.7
Very Good,,"Fair price, clear rules, and separate curtains for each bed.",8.0,April 2024,"April 15, 2024",Bed in 6-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Hostel right in the city center,"The private room for 2 is not very comfortable. It has no windows, and the walls and furniture looks old.","The hostel is very close to the centre and to an LCBO shop!
The breakfast included was a nice surprise.
Large RV in the room, but we did not use it.
The wifi is strong and fast",7.0,April 2024,"April 14, 2024",Queen Room,1,Couple,7.7
Great location and fantastic room,Area felt a little unsafe at times,"Great location, close to public transport and amenities",7.0,April 2024,"April 14, 2024",Bed in 4-Bed Female Dormitory Room,2,Solo traveler,7.7
Great location!,"There was a homeless encampment in the park across from the hostel, but it's not the hostel's fault. It wasn't a bother anyway as there was a security presence nearby.",Pretty great location right in downtown Toronto. Walking distance to many places of interests.,8.0,April 2024,"April 14, 2024",Deluxe Queen Room,1,Solo traveler,7.7
Nice and cool,,Accessibility and location,8.0,April 2024,"April 13, 2024",Bed in 8-Bed Female Dormitory Room,2,Solo traveler,7.7
Hostel stay as expected,,Wonderful staff (a special thank you to William).,7.0,April 2024,"April 10, 2024",Bed in 8-Bed Female Dormitory Room,1,Solo traveler,7.7
"I'd do it again, but please ensure the sink drains! And do be clear about parking.","-staff did not tell me there was parking in back for $15.
-sink in room was clogged with hair etc so water drained poorly","-able to leave my belongings before checking in so not to carry around 
-young woman (French? long dark hair) exceptionally friendly, pleasant, helpful
-great breakfast selection and time",8.0,March 2024,"April 5, 2024",Bed in 8-Bed Female Dormitory Room,1,Solo traveler,7.7
Mediocre hostel in the city center,"The staff isn’t welcoming or helpful. Breakfast is served until 10 but I was there at 9 and 9:30 and most things were already gone. The area is in the centre but it’s very businessy. There are no nice restaurants nearby. All in all I thought the vibe wasn’t nice, see photo for “decoration” in the kitchen. Not exactly making me feel welcome.","Toronto’s major attractions (CB tower, aquarium) are at walking distance. The beds have curtains.",7.0,April 2024,"April 3, 2024",Bed in 6-Bed Mixed Dormitory Room,4,Solo traveler,7.7
Very Good,Staff members seemed rather uninterested. Nevertheless all matters (p.e. getting a new towel) were resolved rather quickly.,Breakfast included. Very good location in Toronto to see all the sightseeing highlights. Surprisingly quiet this close to a public square and a street with streetcars.,8.0,March 2024,"April 1, 2024",Bed in 14 Bed Female Dormitory Room,1,Solo traveler,7.7
Clean and comfortable.,Front desk person was standoffish and not very helpful.,"I didn’t get to try the breakfast as I had to rush off to catch a train. Room was clean and comfortable, heat works well. I didn’t try the AC, it was COLD outside. TV and fridge in room. Close to streetcar to Union Station.",8.0,March 2024,"March 27, 2024",Queen Room,1,Solo traveler,7.7
Very Good,,all was good,8.0,March 2024,"March 27, 2024",Queen Room,3,Couple,7.7
Wonderful,,"A nice place for one night stay, great location and price! I was lucky to have nice girls in our female room:)",9.0,March 2024,"March 23, 2024",Bed in 4-Bed Female Dormitory Room,1,Solo traveler,7.7
"Rooms are Cozy, and clean, Washrooms are clean,",nothing,The bunk beds is custom made that you can just hop off and hop on easily even if you are staying on top of it. Every bed is covered with curtains for privacy.,8.0,March 2024,"March 22, 2024",Bed in 8-Bed Female Dormitory Room,1,Solo traveler,7.7
All in all the place is with great value for money and a convenient location to stay if you’re a solo traveller within d,The toilet’s a bit damp so it sometimes smells,The place is very close to my office so it’s a convenient location for me. I also like how clean the beddings and the  rooms are. Friendly staff and you can use all the kitchen utensils to cook and eat.,9.0,March 2024,"March 19, 2024",Bed in 8-Bed Female Dormitory Room,1,Solo traveler,7.7
Really good place to stay in the center of Toronto,No windows in the room.,"Really well placed, worth the price.",7.0,March 2024,"March 14, 2024",Queen Room,3,Couple,7.7
Great place to stay,The breakfast could be a bit better. Other than that I really recommend this hostel.,It was amazing the place is clean and the staff are all very welcoming. The location is perfect and close to a lot of places to visit during your stay.,8.0,March 2024,"March 13, 2024",Bed in 6-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Very Good,"late-check-in fee, various additional (small) fees","Great breakfast, comfortable sofas, nice community, comfortable beds. A great stay",8.0,March 2024,"March 11, 2024",Bed in 4-Bed Mixed Dormitory Room,5,Group,7.7
Wonderful,Nothing to be dislike,"Everything specially 
Owner was kind",9.0,March 2024,"March 11, 2024",Bed in 14 Bed Female Dormitory Room,3,Solo traveler,7.7
Good place to stay for a couple nights,"The bathroom can use a couple more hooks for towels and a bit more scrubbing (the windows and the air vents in the room, as well)
Apart from that, nothing bad to be said about it.","The location is great, the people are friendly and the place is reasonably priced",8.0,March 2024,"March 10, 2024",Bed in 4-Bed Female Dormitory Room,7,Solo traveler,7.7
Wonderful,The breakfast time should extend to 10.30.,Staff are very helping,9.0,March 2024,"March 9, 2024",Bed in 4-Bed Mixed Dormitory Room,3,Solo traveler,7.7
Wonderful,"Nothing, everything was fine!","Very good free breakfast! Perfect location, beds very confortable with curtains for more privacy, locker available, and you can let your luggage in case you arrive or leave late the room. The people in the same room were respectful of others. The kitchen can be used to cook ourself",9.0,March 2024,"March 8, 2024",Bed in 8-Bed Female Dormitory Room,2,Solo traveler,7.7
It’s just a bed to sleep.,"Although I booked well in advance, but the unit I got was too congested and on the 3rd floor, 3 people moved an out during my 4 night stay. I deserved a better dorm.","Location, affordability, friendly staff",8.0,March 2024,"March 8, 2024",Bed in 14 Bed Female Dormitory Room,4,Solo traveler,7.7
Wonderful,I don't understand the heating system,The location and the room are great,9.0,March 2024,"March 3, 2024",Deluxe Queen Room,1,Solo traveler,7.7
Very Good,,"Convenient location, simple breakfast.",8.0,February 2024,"February 23, 2024",Queen Room,2,Couple,7.7
Great option in Toronto downtown,,location,9.0,February 2024,"February 21, 2024",Deluxe Queen Room,1,Solo traveler,7.7
I enjoyed my stay in this very practical and affordable hostel,Bathroom was a bit small,Super conveniently located. Friendly staff and residents.,8.0,February 2024,"February 17, 2024",Bed in 8-Bed Female Dormitory Room,1,Solo traveler,7.7
Good,"Repetitive breakfast, asking for deposits for stay although I already fully paid before check in, not providing sleeper",Location,7.0,February 2024,"February 11, 2024",Bed in 4-Bed Female Dormitory Room,14,Solo traveler,7.7
"Excellent location, clean and relaxed","Better breakfast would be greatly appreciated. Otherwise, I’m very pleased with my stay.","Breakfast exists, but is bread with a few condiments and two selections of past-their-prime fruit. So I was only at breakfast one time for the week I stayed.",8.0,February 2024,"February 9, 2024",Bed in 8-Bed Female Dormitory Room,7,Solo traveler,7.7
"Location, Loud Roommates","It depends on your room assignment.  Sometime it depends on your room mate too if they have etiquette like using indoor voice, talking on the phone sometime is too loud and they need to step out of the room.  They should also impose a regulation where there should be a strict using of headphones.","The location of Clarence Park is within the walking vicinity of downtown Toronto.  It is very close to food chains, China Town, and the heart of the city.  The value of money is affordable for a hostel like provides basic needs.  The bunk bed, room size, washroom and shower room are reasonable and there is a housekeeping daily.",7.0,January 2024,"February 1, 2024",Bed in 6-Bed Male Dormitory Room,2,Solo traveler,7.7
Would return for sure.,"I'm not a light sleeper, however if you are you might wish for ear plugs. Being in the heart of an accessible place, the exterior noise is very noticeable.","We had a fantastic stay at Clarence Park Hostel. We had a private room. The location was great to get around and access Downtown, Chinatown, Liberty, The Garment District. The bed was comfortable. The staff were quite pleasant. We stayed a couple nights and felt that we couldn't have picked a better spot to make a home base. The staff were polite enough to offer luggage storage after we checked out.",9.0,January 2024,"January 24, 2024",Deluxe Queen Room,2,Couple,7.7
Very Good,Smell in Kitchen,Location,8.0,January 2024,"January 22, 2024",Bed in 14 Bed Female Dormitory Room,2,Solo traveler,7.7
Clarence Park provide excellent accommodations right downtown for an excellent price. I wouldn’t hesitate bringing my da,Tent city was across the road.,Location and privacy.,8.0,January 2024,"January 14, 2024",Queen Room,1,Couple,7.7
Wonderful,let me think,i don't know because i ate in other where.,9.0,January 2024,"January 12, 2024",Bed in 4-Bed Female Dormitory Room,2,Solo traveler,7.7
Good value for money and nice place to stay,Bathroom was in use a lot and my fellow dorm people were not hugely chatty but nothing worse than that,"Location great, helpful staff, nice breakfast",8.0,December 2023,"January 2, 2024",Bed in 8-Bed Female Dormitory Room,2,Solo traveler,7.7
Good,Beds need better coverings around them - I had to sleep with a bright light shining all night because I couldn’t turn it off and there was no curtain on that side. Bathroom was wierd (like an add on cave in a basement) but fine.,"Good location, good price, classic hostel facilities. Good people!",7.0,November 2023,"December 21, 2023",Bed in 6-Bed Mixed Dormitory Room,5,Solo traveler,7.7
Very good,My bed room had a little bit of a bad smell.,The person working at the desk was very polite and welcoming.  The overall experience was very good and would go back there next time.,8.0,December 2023,"December 18, 2023",Bed in 4-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Very Good,It was a bit run down but great value for the price.,Location and friendly staff.,8.0,December 2023,"December 14, 2023",Deluxe Queen Room,2,Group,7.7
Wonderful,Yes I like it,Very good place,9.0,November 2023,"December 10, 2023",Bed in 6-Bed Mixed Dormitory Room,4,Solo traveler,7.7
Good and convenient,,Clean and spacious single room. Decent breakfast. 20 minutes walk to Union station.,9.0,December 2023,"December 9, 2023",Bed in 4-Bed Mixed Dormitory Room,1,Solo traveler,7.7
Very Good,"Being a hostel, charging CAD. 15 for check-in after 9 PM does not seem good. 
Would accept a late check-in after 11 PM but not after 9 PM, as the hostels' quiet hours are 11 PM to 7 PM, so it makes logic.","Nice hostel with breakfast close to Union and CN Tower under 10 mins walk. Restaurants, stores, and red-line stops are very close by.",8.0,November 2023,"December 8, 2023",Bed in 6-Bed Mixed Dormitory Room,2,Solo traveler,7.7
Recommend this hostel as place to stay,Pillows a little uncomfortable is about all I can say,"Good location. Beds comfy and good size. Curtain on long side of beds. Good size lockers. Good equipped kitchen. Easy access to houses and rooms. No lifts, but not a problem. Clean towels upon asking. Good place to stay, thank you to all.",8.0,December 2023,"December 6, 2023",Bed in 6-Bed Mixed Dormitory Room,7,Solo traveler,7.7
Great location in Downtown!,"The rest of the staff. They were pretty indifferent. When I checked in, the guy was annoyed that I asked for directions to my room (which weren't even clear). It's also very busy, so it can be crowded and chaotic at times","The breakfast was basic, but good. The location can't be beat, especially for the price (few blocks from the CN tower). WiFi worked well everywhere. Lots of different hangout locations, and incredible kitchen. Loved that there was free filtered water. The security guy who works at night is incredible! He was the only employee who cared about the customers. He went above and beyond one night when one of the girls in my all female dorm brought back a guy from the concert she went to.",9.0,December 2023,"December 5, 2023",Bed in 4-Bed Female Dormitory Room,5,Solo traveler,7.7
Wonderful,,"Kind and friendly Staffs, Breakfast",9.0,November 2023,"December 3, 2023",Bed in 4-Bed Mixed Dormitory Room,2,Solo traveler,7.7
Central location and easy to access anywhere around Toronto,,"Nice location and consistent breakfast.
Staff members were friendly and helpful",8.0,November 2023,"December 2, 2023",Bed in 4-Bed Mixed Dormitory Room,5,Solo traveler,7.7
Great hostel,,"Super nice! The staff was very nice, the rooms were clean and I was impressed that all beds had curtains so that you could have more privacy. It wasn't noisy at all, not even at night. The position is also very good, it's close enough to most of the main attractions, to some you can just go walking, to others you need public transportation, but those are very efficient. I think the price was very reasonable considering that the breakfast was included and the position and conditions of the hostel were great.",9.0,November 2023,"November 30, 2023",Bed in 8-Bed Female Dormitory Room,4,Group,7.7
Wonderful,Nothing,"The breakfast was nice and overall the structure was good and in a top location (next to CN Tower and close to Union Station), as well as the bed being comfortable",9.0,November 2023,"November 27, 2023",Bed in 4-Bed Mixed Dormitory Room,3,Solo traveler,7.7
Good,"Nothing negative just a warning for fellow travellers with heavy bags to be prepared…My room was on the top floor, with the only access being a narrow staircase and unfortunately for me my bags were pretty heavy.",Great location and tidy,7.0,November 2023,"November 26, 2023",Bed in 4-Bed Female Dormitory Room,1,Solo traveler,7.7
Wonderful,,"Great location, clean, comfy beds, quiet.",9.0,November 2023,"November 24, 2023",Bed in 8-Bed Female Dormitory Room,3,Solo traveler,7.7
